"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Croatia (HR)","Generation - Solar  [MW] Intraday / Croatia (HR)","Generation - Solar  [MW] Current / Croatia (HR)","Generation - Wind Offshore  [MW] Day Ahead/ Croatia (HR)","Generation - Wind Offshore  [MW] Intraday / Croatia (HR)","Generation - Wind Offshore  [MW] Current / Croatia (HR)","Generation - Wind Onshore  [MW] Day Ahead/ Croatia (HR)","Generation - Wind Onshore  [MW] Intraday / Croatia (HR)","Generation - Wind Onshore  [MW] Current / Croatia (HR)"
"10.08.2022 08:00 - 10.08.2022 09:00","19","19","19","n/e","n/e","n/e","596","596","596"
"10.08.2022 09:00 - 10.08.2022 10:00","29","29","29","n/e","n/e","n/e","584","584","584"
"10.08.2022 10:00 - 10.08.2022 11:00","38","38","38","n/e","n/e","n/e","567","567","552"
"10.08.2022 11:00 - 10.08.2022 12:00","44","44","44","n/e","n/e","n/e","543","543","527"
"10.08.2022 12:00 - 10.08.2022 13:00","47","47","47","n/e","n/e","n/e","535","535","519"
"10.08.2022 13:00 - 10.08.2022 14:00","47","47","47","n/e","n/e","n/e","539","539","516"
"10.08.2022 14:00 - 10.08.2022 15:00","44","44","44","n/e","n/e","n/e","550","550","523"
"10.08.2022 15:00 - 10.08.2022 16:00","38","38","38","n/e","n/e","n/e","565","565","552"
"10.08.2022 16:00 - 10.08.2022 17:00","30","30","30","n/e","n/e","n/e","582","582","559"
"10.08.2022 17:00 - 10.08.2022 18:00","19","19","19","n/e","n/e","n/e","607","607","617"
"10.08.2022 18:00 - 10.08.2022 19:00","8","8","8","n/e","n/e","n/e","636","636","649"
"10.08.2022 19:00 - 10.08.2022 20:00","1","1","1","n/e","n/e","n/e","661","661","693"
"10.08.2022 20:00 - 10.08.2022 21:00","0","0","0","n/e","n/e","n/e","675","675","718"
"10.08.2022 21:00 - 10.08.2022 22:00","0","0","0","n/e","n/e","n/e","680","680","707"
"10.08.2022 22:00 - 10.08.2022 23:00","0","0","0","n/e","n/e","n/e","679","679","717"
"10.08.2022 23:00 - 11.08.2022 00:00","0","0","0","n/e","n/e","n/e","671","671","692"
"11.08.2022 00:00 - 11.08.2022 01:00","0","0","0","n/e","n/e","n/e","637","668","668"
"11.08.2022 01:00 - 11.08.2022 02:00","0","0","0","n/e","n/e","n/e","617","643","643"
"11.08.2022 02:00 - 11.08.2022 03:00","0","0","0","n/e","n/e","n/e","596","636","636"
"11.08.2022 03:00 - 11.08.2022 04:00","0","0","0","n/e","n/e","n/e","582","606","606"
"11.08.2022 04:00 - 11.08.2022 05:00","0","0","0","n/e","n/e","n/e","571","590","590"
"11.08.2022 05:00 - 11.08.2022 06:00","0","0","0","n/e","n/e","n/e","556","569","569"
"11.08.2022 06:00 - 11.08.2022 07:00","2","2","2","n/e","n/e","n/e","549","548","548"
"11.08.2022 07:00 - 11.08.2022 08:00","10","10","10","n/e","n/e","n/e","534","552","552"
"11.08.2022 08:00 - 11.08.2022 09:00","22","22","22","n/e","n/e","n/e","525","523","523"
"11.08.2022 09:00 - 11.08.2022 10:00","32","32","32","n/e","n/e","n/e","521","536","536"
"11.08.2022 10:00 - 11.08.2022 11:00","42","42","42","n/e","n/e","n/e","496","493","493"
"11.08.2022 11:00 - 11.08.2022 12:00","48","48","48","n/e","n/e","n/e","454","452","467"
"11.08.2022 12:00 - 11.08.2022 13:00","49","49","49","n/e","n/e","n/e","405","404","413"
"11.08.2022 13:00 - 11.08.2022 14:00","48","48","48","n/e","n/e","n/e","368","368","376"
"11.08.2022 14:00 - 11.08.2022 15:00","45","45","45","n/e","n/e","n/e","350","351","391"
"11.08.2022 15:00 - 11.08.2022 16:00","37","37","37","n/e","n/e","n/e","365","366","402"
"11.08.2022 16:00 - 11.08.2022 17:00","28","28","28","n/e","n/e","n/e","382","383","405"
"11.08.2022 17:00 - 11.08.2022 18:00","18","18","18","n/e","n/e","n/e","404","406","409"
"11.08.2022 18:00 - 11.08.2022 19:00","8","8","8","n/e","n/e","n/e","443","443","442"
"11.08.2022 19:00 - 11.08.2022 20:00","1","1","1","n/e","n/e","n/e","500","499","497"
"11.08.2022 20:00 - 11.08.2022 21:00","0","0","0","n/e","n/e","n/e","555","555","574"
"11.08.2022 21:00 - 11.08.2022 22:00","0","0","0","n/e","n/e","n/e","589","588","605"
"11.08.2022 22:00 - 11.08.2022 23:00","0","0","0","n/e","n/e","n/e","607","606","625"
"11.08.2022 23:00 - 12.08.2022 00:00","0","0","0","n/e","n/e","n/e","636","635","633"
"12.08.2022 00:00 - 12.08.2022 01:00","0","0","0","n/e","n/e","n/e","516","528","528"
"12.08.2022 01:00 - 12.08.2022 02:00","0","0","0","n/e","n/e","n/e","478","490","490"
"12.08.2022 02:00 - 12.08.2022 03:00","0","0","0","n/e","n/e","n/e","457","469","469"
"12.08.2022 03:00 - 12.08.2022 04:00","0","0","0","n/e","n/e","n/e","436","448","448"
"12.08.2022 04:00 - 12.08.2022 05:00","0","0","0","n/e","n/e","n/e","420","447","447"
"12.08.2022 05:00 - 12.08.2022 06:00","0","0","0","n/e","n/e","n/e","414","430","430"
"12.08.2022 06:00 - 12.08.2022 07:00","2","2","2","n/e","n/e","n/e","406","423","423"
"12.08.2022 07:00 - 12.08.2022 08:00","8","8","8","n/e","n/e","n/e","386","404","404"
"12.08.2022 08:00 - 12.08.2022 09:00","20","20","20","n/e","n/e","n/e","352","368","368"
"12.08.2022 09:00 - 12.08.2022 10:00","29","29","29","n/e","n/e","n/e","313","308","249"
"12.08.2022 10:00 - 12.08.2022 11:00","37","37","37","n/e","n/e","n/e","271","264","201"
"12.08.2022 11:00 - 12.08.2022 12:00","40","40","40","n/e","n/e","n/e","222","217","177"
"12.08.2022 12:00 - 12.08.2022 13:00","40","40","40","n/e","n/e","n/e","189","186","146"
"12.08.2022 13:00 - 12.08.2022 14:00","39","39","39","n/e","n/e","n/e","168","167","145"
"12.08.2022 14:00 - 12.08.2022 15:00","35","35","35","n/e","n/e","n/e","163","163","154"
"12.08.2022 15:00 - 12.08.2022 16:00","31","31","31","n/e","n/e","n/e","165","164","152"
"12.08.2022 16:00 - 12.08.2022 17:00","25","25","25","n/e","n/e","n/e","168","165","156"
"12.08.2022 17:00 - 12.08.2022 18:00","16","16","16","n/e","n/e","n/e","177","177","167"
"12.08.2022 18:00 - 12.08.2022 19:00","7","7","7","n/e","n/e","n/e","200","201","198"
"12.08.2022 19:00 - 12.08.2022 20:00","1","1","1","n/e","n/e","n/e","244","245","240"
"12.08.2022 20:00 - 12.08.2022 21:00","0","0","0","n/e","n/e","n/e","284","283","273"
"12.08.2022 21:00 - 12.08.2022 22:00","0","0","0","n/e","n/e","n/e","303","296","343"
"12.08.2022 22:00 - 12.08.2022 23:00","0","0","0","n/e","n/e","n/e","319","309","322"
"12.08.2022 23:00 - 13.08.2022 00:00","0","0","0","n/e","n/e","n/e","361","351","318"
"13.08.2022 00:00 - 13.08.2022 01:00","0","0","0","n/e","n/e","n/e","254","301","301"
"13.08.2022 01:00 - 13.08.2022 02:00","0","0","0","n/e","n/e","n/e","249","281","281"
"13.08.2022 02:00 - 13.08.2022 03:00","0","0","0","n/e","n/e","n/e","246","281","281"
"13.08.2022 03:00 - 13.08.2022 04:00","0","0","0","n/e","n/e","n/e","248","254","254"
"13.08.2022 04:00 - 13.08.2022 05:00","0","0","0","n/e","n/e","n/e","252","261","261"
"13.08.2022 05:00 - 13.08.2022 06:00","0","0","0","n/e","n/e","n/e","241","254","254"
"13.08.2022 06:00 - 13.08.2022 07:00","1","1","1","n/e","n/e","n/e","237","260","260"
"13.08.2022 07:00 - 13.08.2022 08:00","5","5","5","n/e","n/e","n/e","221","235","235"
"13.08.2022 08:00 - 13.08.2022 09:00","11","11","11","n/e","n/e","n/e","201","213","213"
"13.08.2022 09:00 - 13.08.2022 10:00","18","18","18","n/e","n/e","n/e","190","191","166"
"13.08.2022 10:00 - 13.08.2022 11:00","25","25","25","n/e","n/e","n/e","183","183","176"
"13.08.2022 11:00 - 13.08.2022 12:00","29","29","29","n/e","n/e","n/e","172","171","166"
"13.08.2022 12:00 - 13.08.2022 13:00","32","32","32","n/e","n/e","n/e","172","169","180"
"13.08.2022 13:00 - 13.08.2022 14:00","30","30","30","n/e","n/e","n/e","186","184","188"
"13.08.2022 14:00 - 13.08.2022 15:00","29","29","29","n/e","n/e","n/e","203","200","176"
"13.08.2022 15:00 - 13.08.2022 16:00","25","25","25","n/e","n/e","n/e","209","204","185"
"13.08.2022 16:00 - 13.08.2022 17:00","20","20","20","n/e","n/e","n/e","221","209","192"
"13.08.2022 17:00 - 13.08.2022 18:00","11","11","11","n/e","n/e","n/e","232","216","204"
"13.08.2022 18:00 - 13.08.2022 19:00","5","5","5","n/e","n/e","n/e","226","210","189"
"13.08.2022 19:00 - 13.08.2022 20:00","1","1","1","n/e","n/e","n/e","233","220","159"
"13.08.2022 20:00 - 13.08.2022 21:00","0","0","0","n/e","n/e","n/e","242","235","172"
"13.08.2022 21:00 - 13.08.2022 22:00","0","0","0","n/e","n/e","n/e","240","239","195"
"13.08.2022 22:00 - 13.08.2022 23:00","0","0","0","n/e","n/e","n/e","250","254","270"
"13.08.2022 23:00 - 14.08.2022 00:00","0","0","0","n/e","n/e","n/e","249","258","270"
"14.08.2022 00:00 - 14.08.2022 01:00","0","0","0","n/e","n/e","n/e","224","202","202"
"14.08.2022 01:00 - 14.08.2022 02:00","0","0","0","n/e","n/e","n/e","223","185","185"
"14.08.2022 02:00 - 14.08.2022 03:00","0","0","0","n/e","n/e","n/e","215","182","182"
"14.08.2022 03:00 - 14.08.2022 04:00","0","0","0","n/e","n/e","n/e","205","176","176"
"14.08.2022 04:00 - 14.08.2022 05:00","0","0","0","n/e","n/e","n/e","197","197","197"
"14.08.2022 05:00 - 14.08.2022 06:00","0","0","0","n/e","n/e","n/e","196","202","202"
"14.08.2022 06:00 - 14.08.2022 07:00","2","2","2","n/e","n/e","n/e","196","204","204"
"14.08.2022 07:00 - 14.08.2022 08:00","8","8","8","n/e","n/e","n/e","191","209","209"
"14.08.2022 08:00 - 14.08.2022 09:00","19","19","19","n/e","n/e","n/e","186","205","205"
"14.08.2022 09:00 - 14.08.2022 10:00","29","29","29","n/e","n/e","n/e","191","187","214"
"14.08.2022 10:00 - 14.08.2022 11:00","37","37","37","n/e","n/e","n/e","186","177","223"
"14.08.2022 11:00 - 14.08.2022 12:00","44","44","44","n/e","n/e","n/e","155","144","150"
"14.08.2022 12:00 - 14.08.2022 13:00","47","47","47","n/e","n/e","n/e","116","106","119"
"14.08.2022 13:00 - 14.08.2022 14:00","45","45","45","n/e","n/e","n/e","112","108","113"
"14.08.2022 14:00 - 14.08.2022 15:00","44","44","44","n/e","n/e","n/e","139","134","130"
"14.08.2022 15:00 - 14.08.2022 16:00","38","38","38","n/e","n/e","n/e","168","162","157"
"14.08.2022 16:00 - 14.08.2022 17:00","30","30","30","n/e","n/e","n/e","184","179","174"
"14.08.2022 17:00 - 14.08.2022 18:00","18","18","18","n/e","n/e","n/e","179","174","179"
"14.08.2022 18:00 - 14.08.2022 19:00","8","8","8","n/e","n/e","n/e","158","154","149"
"14.08.2022 19:00 - 14.08.2022 20:00","1","1","1","n/e","n/e","n/e","134","130","115"
"14.08.2022 20:00 - 14.08.2022 21:00","0","0","0","n/e","n/e","n/e","103","100","61"
"14.08.2022 21:00 - 14.08.2022 22:00","0","0","0","n/e","n/e","n/e","65","64","52"
"14.08.2022 22:00 - 14.08.2022 23:00","0","0","0","n/e","n/e","n/e","38","38","40"
"14.08.2022 23:00 - 15.08.2022 00:00","0","0","0","n/e","n/e","n/e","27","27","27"
"15.08.2022 00:00 - 15.08.2022 01:00","0","0","0","n/e","n/e","n/e","15","21","21"
"15.08.2022 01:00 - 15.08.2022 02:00","0","0","0","n/e","n/e","n/e","16","10","10"
"15.08.2022 02:00 - 15.08.2022 03:00","0","0","0","n/e","n/e","n/e","17","13","13"
"15.08.2022 03:00 - 15.08.2022 04:00","0","0","0","n/e","n/e","n/e","19","15","15"
"15.08.2022 04:00 - 15.08.2022 05:00","0","0","0","n/e","n/e","n/e","20","21","21"
"15.08.2022 05:00 - 15.08.2022 06:00","0","0","0","n/e","n/e","n/e","19","18","18"
"15.08.2022 06:00 - 15.08.2022 07:00","3","3","3","n/e","n/e","n/e","17","17","17"
"15.08.2022 07:00 - 15.08.2022 08:00","9","9","9","n/e","n/e","n/e","16","35","35"
"15.08.2022 08:00 - 15.08.2022 09:00","21","21","21","n/e","n/e","n/e","16","33","33"
"15.08.2022 09:00 - 15.08.2022 10:00","32","32","32","n/e","n/e","n/e","21","32","32"
"15.08.2022 10:00 - 15.08.2022 11:00","40","40","40","n/e","n/e","n/e","43","42","42"
"15.08.2022 11:00 - 15.08.2022 12:00","47","47","47","n/e","n/e","n/e","76","75","55"
"15.08.2022 12:00 - 15.08.2022 13:00","48","48","48","n/e","n/e","n/e","117","116","105"
"15.08.2022 13:00 - 15.08.2022 14:00","47","47","47","n/e","n/e","n/e","151","151","155"
"15.08.2022 14:00 - 15.08.2022 15:00","44","44","44","n/e","n/e","n/e","174","176","178"
"15.08.2022 15:00 - 15.08.2022 16:00","38","38","38","n/e","n/e","n/e","175","176","180"
"15.08.2022 16:00 - 15.08.2022 17:00","30","30","30","n/e","n/e","n/e","166","167","167"
"15.08.2022 17:00 - 15.08.2022 18:00","19","19","19","n/e","n/e","n/e","149","149","159"
"15.08.2022 18:00 - 15.08.2022 19:00","7","7","7","n/e","n/e","n/e","129","129","109"
"15.08.2022 19:00 - 15.08.2022 20:00","1","1","1","n/e","n/e","n/e","115","114","85"
"15.08.2022 20:00 - 15.08.2022 21:00","0","0","0","n/e","n/e","n/e","104","103","104"
"15.08.2022 21:00 - 15.08.2022 22:00","0","0","0","n/e","n/e","n/e","101","99","95"
"15.08.2022 22:00 - 15.08.2022 23:00","0","0","0","n/e","n/e","n/e","100","97","71"
"15.08.2022 23:00 - 16.08.2022 00:00","0","0","0","n/e","n/e","n/e","100","97","63"
"16.08.2022 00:00 - 16.08.2022 01:00","0","0","0","n/e","n/e","n/e","102","94","94"
"16.08.2022 01:00 - 16.08.2022 02:00","0","0","0","n/e","n/e","n/e","106","97","97"
"16.08.2022 02:00 - 16.08.2022 03:00","0","0","0","n/e","n/e","n/e","111","103","103"
"16.08.2022 03:00 - 16.08.2022 04:00","0","0","0","n/e","n/e","n/e","113","109","109"
"16.08.2022 04:00 - 16.08.2022 05:00","0","0","0","n/e","n/e","n/e","111","105","105"
"16.08.2022 05:00 - 16.08.2022 06:00","0","0","0","n/e","n/e","n/e","99","93","93"
"16.08.2022 06:00 - 16.08.2022 07:00","2","2","2","n/e","n/e","n/e","84","85","85"
"16.08.2022 07:00 - 16.08.2022 08:00","9","9","9","n/e","n/e","n/e","68","69","69"
"16.08.2022 08:00 - 16.08.2022 09:00","20","20","20","n/e","n/e","n/e","55","55","55"
"16.08.2022 09:00 - 16.08.2022 10:00","30","30","30","n/e","n/e","n/e","60","59","89"
"16.08.2022 10:00 - 16.08.2022 11:00","38","38","38","n/e","n/e","n/e","69","68","98"
"16.08.2022 11:00 - 16.08.2022 12:00","45","45","45","n/e","n/e","n/e","70","70","100"
"16.08.2022 12:00 - 16.08.2022 13:00","48","48","48","n/e","n/e","n/e","74","74","82"
"16.08.2022 13:00 - 16.08.2022 14:00","45","45","45","n/e","n/e","n/e","88","87","114"
"16.08.2022 14:00 - 16.08.2022 15:00","42","42","42","n/e","n/e","n/e","101","99","151"
"16.08.2022 15:00 - 16.08.2022 16:00","37","37","37","n/e","n/e","n/e","108","106","199"
"16.08.2022 16:00 - 16.08.2022 17:00","29","29","29","n/e","n/e","n/e","104","104","229"
"16.08.2022 17:00 - 16.08.2022 18:00","18","18","18","n/e","n/e","n/e","91","93","184"
"16.08.2022 18:00 - 16.08.2022 19:00","7","7","7","n/e","n/e","n/e","71","74","134"
"16.08.2022 19:00 - 16.08.2022 20:00","1","1","1","n/e","n/e","n/e","55","58","88"
"16.08.2022 20:00 - 16.08.2022 21:00","0","0","0","n/e","n/e","n/e","40","41","63"
"16.08.2022 21:00 - 16.08.2022 22:00","0","0","0","n/e","n/e","n/e","21","22","48"
"16.08.2022 22:00 - 16.08.2022 23:00","0","0","0","n/e","n/e","n/e","15","15","10"
"16.08.2022 23:00 - 17.08.2022 00:00","0","0","0","n/e","n/e","n/e","16","16","16"
"17.08.2022 00:00 - 17.08.2022 01:00","0","0","0","n/e","n/e","n/e","11","5","5"
"17.08.2022 01:00 - 17.08.2022 02:00","0","0","0","n/e","n/e","n/e","13","10","10"
"17.08.2022 02:00 - 17.08.2022 03:00","0","0","0","n/e","n/e","n/e","17","14","14"
"17.08.2022 03:00 - 17.08.2022 04:00","0","0","0","n/e","n/e","n/e","24","21","21"
"17.08.2022 04:00 - 17.08.2022 05:00","0","0","0","n/e","n/e","n/e","25","30","30"
"17.08.2022 05:00 - 17.08.2022 06:00","0","0","0","n/e","n/e","n/e","22","27","27"
"17.08.2022 06:00 - 17.08.2022 07:00","3","3","3","n/e","n/e","n/e","17","19","19"
"17.08.2022 07:00 - 17.08.2022 08:00","9","9","9","n/e","n/e","n/e","14","14","14"
"17.08.2022 08:00 - 17.08.2022 09:00","21","21","21","n/e","n/e","n/e","9","9","9"
"17.08.2022 09:00 - 17.08.2022 10:00","32","32","32","n/e","n/e","n/e","8","20","20"
"17.08.2022 10:00 - 17.08.2022 11:00","41","41","41","n/e","n/e","n/e","16","16","32"
"17.08.2022 11:00 - 17.08.2022 12:00","47","47","47","n/e","n/e","n/e","39","39","56"
"17.08.2022 12:00 - 17.08.2022 13:00","50","50","50","n/e","n/e","n/e","68","69","69"
"17.08.2022 13:00 - 17.08.2022 14:00","49","49","49","n/e","n/e","n/e","101","102","103"
"17.08.2022 14:00 - 17.08.2022 15:00","45","45","45","n/e","n/e","n/e","118","118","110"
"17.08.2022 15:00 - 17.08.2022 16:00","39","39","39","n/e","n/e","n/e","119","119","121"
"17.08.2022 16:00 - 17.08.2022 17:00","31","31","31","n/e","n/e","n/e","114","114","109"
"17.08.2022 17:00 - 17.08.2022 18:00","20","20","20","n/e","n/e","n/e","103","104","107"
"17.08.2022 18:00 - 17.08.2022 19:00","7","7","7","n/e","n/e","n/e","79","80","85"
"17.08.2022 19:00 - 17.08.2022 20:00","1","1","1","n/e","n/e","n/e","62","62","73"
"17.08.2022 20:00 - 17.08.2022 21:00","0","0","0","n/e","n/e","n/e","45","46","35"
"17.08.2022 21:00 - 17.08.2022 22:00","0","0","0","n/e","n/e","n/e","36","37","20"
"17.08.2022 22:00 - 17.08.2022 23:00","0","0","0","n/e","n/e","n/e","27","28","20"
"17.08.2022 23:00 - 18.08.2022 00:00","0","0","0","n/e","n/e","n/e","27","27","38"
"18.08.2022 00:00 - 18.08.2022 01:00","0","0","0","n/e","n/e","n/e","31","67","67"
"18.08.2022 01:00 - 18.08.2022 02:00","0","0","0","n/e","n/e","n/e","33","29","29"
"18.08.2022 02:00 - 18.08.2022 03:00","0","0","0","n/e","n/e","n/e","33","33","33"
"18.08.2022 03:00 - 18.08.2022 04:00","0","0","0","n/e","n/e","n/e","28","28","28"
"18.08.2022 04:00 - 18.08.2022 05:00","0","0","0","n/e","n/e","n/e","31","31","31"
"18.08.2022 05:00 - 18.08.2022 06:00","0","0","0","n/e","n/e","n/e","38","38","38"
"18.08.2022 06:00 - 18.08.2022 07:00","2","2","2","n/e","n/e","n/e","56","56","56"
"18.08.2022 07:00 - 18.08.2022 08:00","9","9","9","n/e","n/e","n/e","72","72","72"
"18.08.2022 08:00 - 18.08.2022 09:00","22","22","22","n/e","n/e","n/e","71","71","71"
"18.08.2022 09:00 - 18.08.2022 10:00","33","33","33","n/e","n/e","n/e","60","60","57"
"18.08.2022 10:00 - 18.08.2022 11:00","42","42","42","n/e","n/e","n/e","60","60","38"
"18.08.2022 11:00 - 18.08.2022 12:00","49","49","49","n/e","n/e","n/e","67","67","61"
"18.08.2022 12:00 - 18.08.2022 13:00","51","51","51","n/e","n/e","n/e","85","85","68"
"18.08.2022 13:00 - 18.08.2022 14:00","51","51","51","n/e","n/e","n/e","117","117","101"
"18.08.2022 14:00 - 18.08.2022 15:00","45","45","45","n/e","n/e","n/e","152","152","160"
"18.08.2022 15:00 - 18.08.2022 16:00","39","39","39","n/e","n/e","n/e","165","165","202"
"18.08.2022 16:00 - 18.08.2022 17:00","29","29","29","n/e","n/e","n/e","165","165","245"
"18.08.2022 17:00 - 18.08.2022 18:00","17","17","17","n/e","n/e","n/e","148","148","189"
"18.08.2022 18:00 - 18.08.2022 19:00","6","6","6","n/e","n/e","n/e","128","128","104"
"18.08.2022 19:00 - 18.08.2022 20:00","1","1","1","n/e","n/e","n/e","126","126","111"
"18.08.2022 20:00 - 18.08.2022 21:00","0","0","0","n/e","n/e","n/e","122","122","109"
"18.08.2022 21:00 - 18.08.2022 22:00","0","0","0","n/e","n/e","n/e","145","145","142"
"18.08.2022 22:00 - 18.08.2022 23:00","0","0","0","n/e","n/e","n/e","172","172","170"
"18.08.2022 23:00 - 19.08.2022 00:00","0","0","0","n/e","n/e","n/e","207","207","207"
"19.08.2022 00:00 - 19.08.2022 01:00","0","0","0","n/e","n/e","n/e","259","249","249"
"19.08.2022 01:00 - 19.08.2022 02:00","0","0","0","n/e","n/e","n/e","272","259","259"
"19.08.2022 02:00 - 19.08.2022 03:00","0","0","0","n/e","n/e","n/e","274","253","253"
"19.08.2022 03:00 - 19.08.2022 04:00","0","0","0","n/e","n/e","n/e","271","247","247"
"19.08.2022 04:00 - 19.08.2022 05:00","0","0","0","n/e","n/e","n/e","256","253","253"
"19.08.2022 05:00 - 19.08.2022 06:00","0","0","0","n/e","n/e","n/e","217","218","218"
"19.08.2022 06:00 - 19.08.2022 07:00","1","1","1","n/e","n/e","n/e","171","183","183"
"19.08.2022 07:00 - 19.08.2022 08:00","7","7","7","n/e","n/e","n/e","143","141","141"
"19.08.2022 08:00 - 19.08.2022 09:00","15","15","15","n/e","n/e","n/e","136","132","132"
"19.08.2022 09:00 - 19.08.2022 10:00","23","23","23","n/e","n/e","n/e","151","147","101"
"19.08.2022 10:00 - 19.08.2022 11:00","28","28","28","n/e","n/e","n/e","186","181","159"
"19.08.2022 11:00 - 19.08.2022 12:00","32","32","32","n/e","n/e","n/e","214","206","228"
"19.08.2022 12:00 - 19.08.2022 13:00","34","34","34","n/e","n/e","n/e","229","216","230"
"19.08.2022 13:00 - 19.08.2022 14:00","34","34","34","n/e","n/e","n/e","250","233","262"
"19.08.2022 14:00 - 19.08.2022 15:00","32","32","32","n/e","n/e","n/e","270","254","270"
"19.08.2022 15:00 - 19.08.2022 16:00","26","26","26","n/e","n/e","n/e","274","256","274"
"19.08.2022 16:00 - 19.08.2022 17:00","19","19","19","n/e","n/e","n/e","249","230","239"
"19.08.2022 17:00 - 19.08.2022 18:00","10","10","10","n/e","n/e","n/e","197","185","204"
"19.08.2022 18:00 - 19.08.2022 19:00","5","5","5","n/e","n/e","n/e","138","133","156"
"19.08.2022 19:00 - 19.08.2022 20:00","1","1","1","n/e","n/e","n/e","94","92","79"
"19.08.2022 20:00 - 19.08.2022 21:00","0","0","0","n/e","n/e","n/e","66","67","57"
"19.08.2022 21:00 - 19.08.2022 22:00","0","0","0","n/e","n/e","n/e","59","62","60"
"19.08.2022 22:00 - 19.08.2022 23:00","0","0","0","n/e","n/e","n/e","76","77","75"
"19.08.2022 23:00 - 20.08.2022 00:00","0","0","0","n/e","n/e","n/e","81","82","90"
"20.08.2022 00:00 - 20.08.2022 01:00","0","0","0","n/e","n/e","n/e","46","69","69"
"20.08.2022 01:00 - 20.08.2022 02:00","0","0","0","n/e","n/e","n/e","48","63","63"
"20.08.2022 02:00 - 20.08.2022 03:00","0","0","0","n/e","n/e","n/e","45","69","69"
"20.08.2022 03:00 - 20.08.2022 04:00","0","0","0","n/e","n/e","n/e","37","60","60"
"20.08.2022 04:00 - 20.08.2022 05:00","0","0","0","n/e","n/e","n/e","39","48","48"
"20.08.2022 05:00 - 20.08.2022 06:00","0","0","0","n/e","n/e","n/e","42","62","62"
"20.08.2022 06:00 - 20.08.2022 07:00","1","1","1","n/e","n/e","n/e","42","64","64"
"20.08.2022 07:00 - 20.08.2022 08:00","6","6","6","n/e","n/e","n/e","42","54","54"
"20.08.2022 08:00 - 20.08.2022 09:00","15","15","15","n/e","n/e","n/e","34","40","40"
"20.08.2022 09:00 - 20.08.2022 10:00","23","23","23","n/e","n/e","n/e","34","37","59"
"20.08.2022 10:00 - 20.08.2022 11:00","29","29","29","n/e","n/e","n/e","48","50","111"
"20.08.2022 11:00 - 20.08.2022 12:00","32","32","32","n/e","n/e","n/e","63","62","149"
"20.08.2022 12:00 - 20.08.2022 13:00","32","32","32","n/e","n/e","n/e","78","77","139"
"20.08.2022 13:00 - 20.08.2022 14:00","32","32","32","n/e","n/e","n/e","106","106","158"
