"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Italy (IT)","Generation - Solar  [MW] Intraday / Italy (IT)","Generation - Solar  [MW] Current / Italy (IT)","Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Offshore  [MW] Intraday / Italy (IT)","Generation - Wind Offshore  [MW] Current / Italy (IT)","Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Onshore  [MW] Intraday / Italy (IT)","Generation - Wind Onshore  [MW] Current / Italy (IT)"
"16.03.2022 16:00 - 16.03.2022 17:00","3612","N/A","3174","N/A","n/e","n/e","984","990","n/e"
"16.03.2022 17:00 - 16.03.2022 18:00","1159","N/A","905","N/A","n/e","n/e","983","984","n/e"
"16.03.2022 18:00 - 16.03.2022 19:00","0","N/A","9","N/A","n/e","n/e","949","963","n/e"
"16.03.2022 19:00 - 16.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","921","930","n/e"
"16.03.2022 20:00 - 16.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","902","905","n/e"
"16.03.2022 21:00 - 16.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","945","945","n/e"
"16.03.2022 22:00 - 16.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","968","968","n/e"
"16.03.2022 23:00 - 17.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","1010","1012","n/e"
"17.03.2022 00:00 - 17.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","993","993","n/e"
"17.03.2022 01:00 - 17.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","1016","1016","n/e"
"17.03.2022 02:00 - 17.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","1061","1061","n/e"
"17.03.2022 03:00 - 17.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","1138","1138","n/e"
"17.03.2022 04:00 - 17.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","1202","1202","n/e"
"17.03.2022 05:00 - 17.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","1313","1313","n/e"
"17.03.2022 06:00 - 17.03.2022 07:00","61","N/A","61","N/A","n/e","n/e","1510","1510","n/e"
"17.03.2022 07:00 - 17.03.2022 08:00","1103","N/A","1103","N/A","n/e","n/e","1731","1731","n/e"
"17.03.2022 08:00 - 17.03.2022 09:00","2939","N/A","2946","N/A","n/e","n/e","1825","1858","n/e"
"17.03.2022 09:00 - 17.03.2022 10:00","4743","N/A","4622","N/A","n/e","n/e","1904","1920","n/e"
"17.03.2022 10:00 - 17.03.2022 11:00","6066","N/A","5819","N/A","n/e","n/e","2100","2118","n/e"
"17.03.2022 11:00 - 17.03.2022 12:00","6779","N/A","6537","N/A","n/e","n/e","2192","2224","n/e"
"17.03.2022 12:00 - 17.03.2022 13:00","6906","N/A","6762","N/A","n/e","n/e","2337","2366","n/e"
"17.03.2022 13:00 - 17.03.2022 14:00","6449","N/A","6284","N/A","n/e","n/e","2481","2492","n/e"
"17.03.2022 14:00 - 17.03.2022 15:00","5452","N/A","5166","N/A","n/e","n/e","2640","2630","n/e"
"17.03.2022 15:00 - 17.03.2022 16:00","3992","N/A","3679","N/A","n/e","n/e","2812","2817","n/e"
"17.03.2022 16:00 - 17.03.2022 17:00","2248","N/A","1998","N/A","n/e","n/e","2912","2893","n/e"
"17.03.2022 17:00 - 17.03.2022 18:00","708","N/A","577","N/A","n/e","n/e","2778","2766","n/e"
"17.03.2022 18:00 - 17.03.2022 19:00","0","N/A","15","N/A","n/e","n/e","2671","2717","n/e"
"17.03.2022 19:00 - 17.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","2591","2696","n/e"
"17.03.2022 20:00 - 17.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","2821","2882","n/e"
"17.03.2022 21:00 - 17.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","2932","2992","n/e"
"17.03.2022 22:00 - 17.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","3019","3091","n/e"
"17.03.2022 23:00 - 18.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","2972","2981","n/e"
"18.03.2022 00:00 - 18.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","2947","2947","n/e"
"18.03.2022 01:00 - 18.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","2823","2823","n/e"
"18.03.2022 02:00 - 18.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","2668","2668","n/e"
"18.03.2022 03:00 - 18.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","2622","2622","n/e"
"18.03.2022 04:00 - 18.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","2675","2675","n/e"
"18.03.2022 05:00 - 18.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","2722","2722","n/e"
"18.03.2022 06:00 - 18.03.2022 07:00","47","N/A","47","N/A","n/e","n/e","2804","2804","n/e"
"18.03.2022 07:00 - 18.03.2022 08:00","804","N/A","804","N/A","n/e","n/e","2793","2793","n/e"
"18.03.2022 08:00 - 18.03.2022 09:00","2332","N/A","2415","N/A","n/e","n/e","2912","2852","n/e"
"18.03.2022 09:00 - 18.03.2022 10:00","3937","N/A","3872","N/A","n/e","n/e","3047","2993","n/e"
"18.03.2022 10:00 - 18.03.2022 11:00","5180","N/A","5158","N/A","n/e","n/e","3193","3115","n/e"
"18.03.2022 11:00 - 18.03.2022 12:00","5938","N/A","5850","N/A","n/e","n/e","3371","3262","n/e"
"18.03.2022 12:00 - 18.03.2022 13:00","5910","N/A","5857","N/A","n/e","n/e","3648","3499","n/e"
"18.03.2022 13:00 - 18.03.2022 14:00","5651","N/A","5502","N/A","n/e","n/e","3891","3795","n/e"
"18.03.2022 14:00 - 18.03.2022 15:00","4918","N/A","4765","N/A","n/e","n/e","4186","4197","n/e"
"18.03.2022 15:00 - 18.03.2022 16:00","3553","N/A","3408","N/A","n/e","n/e","4244","4354","n/e"
"18.03.2022 16:00 - 18.03.2022 17:00","2003","N/A","1918","N/A","n/e","n/e","4280","4336","n/e"
"18.03.2022 17:00 - 18.03.2022 18:00","642","N/A","592","N/A","n/e","n/e","4128","4139","n/e"
"18.03.2022 18:00 - 18.03.2022 19:00","7","N/A","8","N/A","n/e","n/e","3843","3895","n/e"
"18.03.2022 19:00 - 18.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","3758","3781","n/e"
"18.03.2022 20:00 - 18.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","3728","3698","n/e"
"18.03.2022 21:00 - 18.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","3698","3652","n/e"
"18.03.2022 22:00 - 18.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","3674","3685","n/e"
"18.03.2022 23:00 - 19.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","3601","3602","n/e"
"19.03.2022 00:00 - 19.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","3912","3912","n/e"
"19.03.2022 01:00 - 19.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","3961","3961","n/e"
"19.03.2022 02:00 - 19.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","3791","3791","n/e"
"19.03.2022 03:00 - 19.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","3742","3742","n/e"
"19.03.2022 04:00 - 19.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","3574","3574","n/e"
"19.03.2022 05:00 - 19.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","3395","3395","n/e"
"19.03.2022 06:00 - 19.03.2022 07:00","62","N/A","62","N/A","n/e","n/e","3231","3231","n/e"
"19.03.2022 07:00 - 19.03.2022 08:00","1097","N/A","1097","N/A","n/e","n/e","3017","3017","n/e"
"19.03.2022 08:00 - 19.03.2022 09:00","3158","N/A","2991","N/A","n/e","n/e","2989","3019","n/e"
"19.03.2022 09:00 - 19.03.2022 10:00","5154","N/A","5152","N/A","n/e","n/e","3178","3260","n/e"
"19.03.2022 10:00 - 19.03.2022 11:00","6528","N/A","6677","N/A","n/e","n/e","3288","3376","n/e"
"19.03.2022 11:00 - 19.03.2022 12:00","7362","N/A","7319","N/A","n/e","n/e","3348","3444","n/e"
"19.03.2022 12:00 - 19.03.2022 13:00","7627","N/A","7357","N/A","n/e","n/e","3576","3519","n/e"
"19.03.2022 13:00 - 19.03.2022 14:00","7295","N/A","7101","N/A","n/e","n/e","3549","3640","n/e"
"19.03.2022 14:00 - 19.03.2022 15:00","6450","N/A","6439","N/A","n/e","n/e","3561","3703","n/e"
"19.03.2022 15:00 - 19.03.2022 16:00","4959","N/A","4917","N/A","n/e","n/e","3553","3679","n/e"
"19.03.2022 16:00 - 19.03.2022 17:00","2845","N/A","2836","N/A","n/e","n/e","3559","3575","n/e"
"19.03.2022 17:00 - 19.03.2022 18:00","875","N/A","909","N/A","n/e","n/e","3238","3265","n/e"
"19.03.2022 18:00 - 19.03.2022 19:00","11","N/A","33","N/A","n/e","n/e","2923","2838","n/e"
"19.03.2022 19:00 - 19.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","2452","2613","n/e"
"19.03.2022 20:00 - 19.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","2278","2409","n/e"
"19.03.2022 21:00 - 19.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","2110","2219","n/e"
"19.03.2022 22:00 - 19.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","1988","2009","n/e"
"19.03.2022 23:00 - 20.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","1888","1880","n/e"
"20.03.2022 00:00 - 20.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","2160","2160","n/e"
"20.03.2022 01:00 - 20.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","2088","2088","n/e"
"20.03.2022 02:00 - 20.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","2051","2051","n/e"
"20.03.2022 03:00 - 20.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","1949","1949","n/e"
"20.03.2022 04:00 - 20.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","1886","1886","n/e"
"20.03.2022 05:00 - 20.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","1740","1740","n/e"
"20.03.2022 06:00 - 20.03.2022 07:00","152","N/A","152","N/A","n/e","n/e","1680","1680","n/e"
"20.03.2022 07:00 - 20.03.2022 08:00","1813","N/A","1813","N/A","n/e","n/e","1599","1599","n/e"
"20.03.2022 08:00 - 20.03.2022 09:00","4508","N/A","4017","N/A","n/e","n/e","1691","1711","n/e"
"20.03.2022 09:00 - 20.03.2022 10:00","6892","N/A","6184","N/A","n/e","n/e","1893","1882","n/e"
"20.03.2022 10:00 - 20.03.2022 11:00","8465","N/A","7525","N/A","n/e","n/e","2062","2034","n/e"
"20.03.2022 11:00 - 20.03.2022 12:00","9227","N/A","8168","N/A","n/e","n/e","2077","2048","n/e"
"20.03.2022 12:00 - 20.03.2022 13:00","9348","N/A","8300","N/A","n/e","n/e","2093","2046","n/e"
"20.03.2022 13:00 - 20.03.2022 14:00","8905","N/A","7906","N/A","n/e","n/e","2129","2085","n/e"
"20.03.2022 14:00 - 20.03.2022 15:00","7867","N/A","6988","N/A","n/e","n/e","2073","2066","n/e"
"20.03.2022 15:00 - 20.03.2022 16:00","6214","N/A","5519","N/A","n/e","n/e","2154","2146","n/e"
"20.03.2022 16:00 - 20.03.2022 17:00","3832","N/A","3283","N/A","n/e","n/e","2187","2191","n/e"
"20.03.2022 17:00 - 20.03.2022 18:00","1323","N/A","1049","N/A","n/e","n/e","1941","1948","n/e"
"20.03.2022 18:00 - 20.03.2022 19:00","0","N/A","11","N/A","n/e","n/e","1619","1622","n/e"
"20.03.2022 19:00 - 20.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","1341","1349","n/e"
"20.03.2022 20:00 - 20.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","1129","1119","n/e"
"20.03.2022 21:00 - 20.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","1009","992","n/e"
"20.03.2022 22:00 - 20.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","950","927","n/e"
"20.03.2022 23:00 - 21.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","991","981","n/e"
"21.03.2022 00:00 - 21.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","991","991","n/e"
"21.03.2022 01:00 - 21.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","1040","1040","n/e"
"21.03.2022 02:00 - 21.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","1061","1061","n/e"
"21.03.2022 03:00 - 21.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","1112","1112","n/e"
"21.03.2022 04:00 - 21.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","1210","1210","n/e"
"21.03.2022 05:00 - 21.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","1252","1252","n/e"
"21.03.2022 06:00 - 21.03.2022 07:00","241","N/A","241","N/A","n/e","n/e","1276","1276","n/e"
"21.03.2022 07:00 - 21.03.2022 08:00","2357","N/A","2357","N/A","n/e","n/e","1310","1310","n/e"
"21.03.2022 08:00 - 21.03.2022 09:00","5575","N/A","4907","N/A","n/e","n/e","1284","1305","n/e"
"21.03.2022 09:00 - 21.03.2022 10:00","8205","N/A","7109","N/A","n/e","n/e","1413","1440","n/e"
"21.03.2022 10:00 - 21.03.2022 11:00","9879","N/A","8396","N/A","n/e","n/e","1604","1631","n/e"
"21.03.2022 11:00 - 21.03.2022 12:00","10733","N/A","9017","N/A","n/e","n/e","1977","2000","n/e"
"21.03.2022 12:00 - 21.03.2022 13:00","10889","N/A","9073","N/A","n/e","n/e","2482","2475","n/e"
"21.03.2022 13:00 - 21.03.2022 14:00","10453","N/A","8789","N/A","n/e","n/e","2864","2841","n/e"
"21.03.2022 14:00 - 21.03.2022 15:00","9361","N/A","8127","N/A","n/e","n/e","3202","3190","n/e"
"21.03.2022 15:00 - 21.03.2022 16:00","7502","N/A","6520","N/A","n/e","n/e","3520","3509","n/e"
"21.03.2022 16:00 - 21.03.2022 17:00","4679","N/A","3974","N/A","n/e","n/e","3731","3710","n/e"
"21.03.2022 17:00 - 21.03.2022 18:00","1639","N/A","1301","N/A","n/e","n/e","3445","3427","n/e"
"21.03.2022 18:00 - 21.03.2022 19:00","0","N/A","51","N/A","n/e","n/e","2983","2985","n/e"
"21.03.2022 19:00 - 21.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","2721","2678","n/e"
"21.03.2022 20:00 - 21.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","2486","2458","n/e"
"21.03.2022 21:00 - 21.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","2359","2306","n/e"
"21.03.2022 22:00 - 21.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","2340","2301","n/e"
"21.03.2022 23:00 - 22.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","2154","2137","n/e"
"22.03.2022 00:00 - 22.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","1769","1769","n/e"
"22.03.2022 01:00 - 22.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","1772","1772","n/e"
"22.03.2022 02:00 - 22.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","1757","1757","n/e"
"22.03.2022 03:00 - 22.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","1744","1744","n/e"
"22.03.2022 04:00 - 22.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","1741","1741","n/e"
"22.03.2022 05:00 - 22.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","1822","1822","n/e"
"22.03.2022 06:00 - 22.03.2022 07:00","292","N/A","292","N/A","n/e","n/e","2032","2032","n/e"
"22.03.2022 07:00 - 22.03.2022 08:00","2572","N/A","2573","N/A","n/e","n/e","2158","2158","n/e"
"22.03.2022 08:00 - 22.03.2022 09:00","5921","N/A","5274","N/A","n/e","n/e","2250","2229","n/e"
"22.03.2022 09:00 - 22.03.2022 10:00","8630","N/A","7504","N/A","n/e","n/e","2656","2618","n/e"
"22.03.2022 10:00 - 22.03.2022 11:00","10361","N/A","8839","N/A","n/e","n/e","2858","2805","n/e"
"22.03.2022 11:00 - 22.03.2022 12:00","11262","N/A","9359","N/A","n/e","n/e","2799","2804","n/e"
"22.03.2022 12:00 - 22.03.2022 13:00","11459","N/A","9307","N/A","n/e","n/e","2841","2860","n/e"
"22.03.2022 13:00 - 22.03.2022 14:00","11047","N/A","9101","N/A","n/e","n/e","2863","2893","n/e"
"22.03.2022 14:00 - 22.03.2022 15:00","9970","N/A","8605","N/A","n/e","n/e","3096","3089","n/e"
"22.03.2022 15:00 - 22.03.2022 16:00","8083","N/A","6991","N/A","n/e","n/e","3344","3330","n/e"
"22.03.2022 16:00 - 22.03.2022 17:00","5098","N/A","4290","N/A","n/e","n/e","3520","3532","n/e"
"22.03.2022 17:00 - 22.03.2022 18:00","1807","N/A","1443","N/A","n/e","n/e","3290","3363","n/e"
"22.03.2022 18:00 - 22.03.2022 19:00","0","N/A","63","N/A","n/e","n/e","3184","3258","n/e"
"22.03.2022 19:00 - 22.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","3097","3157","n/e"
"22.03.2022 20:00 - 22.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","3014","3073","n/e"
"22.03.2022 21:00 - 22.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","2900","2939","n/e"
"22.03.2022 22:00 - 22.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","2896","2934","n/e"
"22.03.2022 23:00 - 23.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","2857","2853","n/e"
"23.03.2022 00:00 - 23.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","3200","3200","n/e"
"23.03.2022 01:00 - 23.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","3193","3193","n/e"
"23.03.2022 02:00 - 23.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","3089","3089","n/e"
"23.03.2022 03:00 - 23.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","3092","3092","n/e"
"23.03.2022 04:00 - 23.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","3111","3111","n/e"
"23.03.2022 05:00 - 23.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","3141","3141","n/e"
"23.03.2022 06:00 - 23.03.2022 07:00","276","N/A","276","N/A","n/e","n/e","2993","2993","n/e"
"23.03.2022 07:00 - 23.03.2022 08:00","2333","N/A","2333","N/A","n/e","n/e","2909","2909","n/e"
"23.03.2022 08:00 - 23.03.2022 09:00","5474","N/A","5471","N/A","n/e","n/e","2673","2668","n/e"
"23.03.2022 09:00 - 23.03.2022 10:00","7667","N/A","7629","N/A","n/e","n/e","2613","2614","n/e"
"23.03.2022 10:00 - 23.03.2022 11:00","9096","N/A","8898","N/A","n/e","n/e","2527","2522","n/e"
"23.03.2022 11:00 - 23.03.2022 12:00","9486","N/A","9388","N/A","n/e","n/e","2489","2490","n/e"
"23.03.2022 12:00 - 23.03.2022 13:00","9362","N/A","9334","N/A","n/e","n/e","2504","2495","n/e"
"23.03.2022 13:00 - 23.03.2022 14:00","9209","N/A","9231","N/A","n/e","n/e","2502","2487","n/e"
"23.03.2022 14:00 - 23.03.2022 15:00","8739","N/A","8718","N/A","n/e","n/e","2398","2383","n/e"
"23.03.2022 15:00 - 23.03.2022 16:00","7212","N/A","7172","N/A","n/e","n/e","2299","2279","n/e"
"23.03.2022 16:00 - 23.03.2022 17:00","4649","N/A","4596","N/A","n/e","n/e","2238","2242","n/e"
"23.03.2022 17:00 - 23.03.2022 18:00","1655","N/A","1556","N/A","n/e","n/e","1975","1996","n/e"
"23.03.2022 18:00 - 23.03.2022 19:00","75","N/A","64","N/A","n/e","n/e","1776","1797","n/e"
"23.03.2022 19:00 - 23.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","1500","1498","n/e"
"23.03.2022 20:00 - 23.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","1288","1288","n/e"
"23.03.2022 21:00 - 23.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","1143","1145","n/e"
"23.03.2022 22:00 - 23.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","1069","1066","n/e"
"23.03.2022 23:00 - 24.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","994","996","n/e"
"24.03.2022 00:00 - 24.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","1234","1234","n/e"
"24.03.2022 01:00 - 24.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","1099","1099","n/e"
"24.03.2022 02:00 - 24.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","984","984","n/e"
"24.03.2022 03:00 - 24.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","892","892","n/e"
"24.03.2022 04:00 - 24.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","825","825","n/e"
"24.03.2022 05:00 - 24.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","787","787","n/e"
"24.03.2022 06:00 - 24.03.2022 07:00","379","N/A","308","N/A","n/e","n/e","750","750","n/e"
"24.03.2022 07:00 - 24.03.2022 08:00","2867","N/A","2457","N/A","n/e","n/e","726","726","n/e"
"24.03.2022 08:00 - 24.03.2022 09:00","6305","N/A","5569","N/A","n/e","n/e","582","606","n/e"
"24.03.2022 09:00 - 24.03.2022 10:00","9035","N/A","7702","N/A","n/e","n/e","526","554","n/e"
"24.03.2022 10:00 - 24.03.2022 11:00","10816","N/A","9062","N/A","n/e","n/e","506","539","n/e"
"24.03.2022 11:00 - 24.03.2022 12:00","11790","N/A","9458","N/A","n/e","n/e","538","567","n/e"
"24.03.2022 12:00 - 24.03.2022 13:00","12048","N/A","9413","N/A","n/e","n/e","574","600","n/e"
"24.03.2022 13:00 - 24.03.2022 14:00","11643","N/A","9286","N/A","n/e","n/e","621","641","n/e"
"24.03.2022 14:00 - 24.03.2022 15:00","10532","N/A","8711","N/A","n/e","n/e","639","650","n/e"
"24.03.2022 15:00 - 24.03.2022 16:00","8568","N/A","7220","N/A","n/e","n/e","648","656","n/e"
"24.03.2022 16:00 - 24.03.2022 17:00","5440","N/A","4670","N/A","n/e","n/e","679","681","n/e"
"24.03.2022 17:00 - 24.03.2022 18:00","1963","N/A","1583","N/A","n/e","n/e","630","624","n/e"
"24.03.2022 18:00 - 24.03.2022 19:00","0","N/A","70","N/A","n/e","n/e","575","565","n/e"
"24.03.2022 19:00 - 24.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","536","525","n/e"
"24.03.2022 20:00 - 24.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","504","499","n/e"
"24.03.2022 21:00 - 24.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","505","508","n/e"
"24.03.2022 22:00 - 24.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","536","548","n/e"
"24.03.2022 23:00 - 25.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","561","566","n/e"
"25.03.2022 00:00 - 25.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","691","691","n/e"
"25.03.2022 01:00 - 25.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","757","757","n/e"
"25.03.2022 02:00 - 25.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","772","772","n/e"
"25.03.2022 03:00 - 25.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","778","778","n/e"
"25.03.2022 04:00 - 25.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","796","796","n/e"
"25.03.2022 05:00 - 25.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","767","767","n/e"
"25.03.2022 06:00 - 25.03.2022 07:00","419","N/A","339","N/A","n/e","n/e","737","737","n/e"
"25.03.2022 07:00 - 25.03.2022 08:00","2905","N/A","2483","N/A","n/e","n/e","725","725","n/e"
"25.03.2022 08:00 - 25.03.2022 09:00","6251","N/A","5523","N/A","n/e","n/e","614","620","n/e"
"25.03.2022 09:00 - 25.03.2022 10:00","8891","N/A","7614","N/A","n/e","n/e","566","572","n/e"
"25.03.2022 10:00 - 25.03.2022 11:00","10610","N/A","9005","N/A","n/e","n/e","574","578","n/e"
"25.03.2022 11:00 - 25.03.2022 12:00","11542","N/A","9463","N/A","n/e","n/e","642","643","n/e"
"25.03.2022 12:00 - 25.03.2022 13:00","11743","N/A","9486","N/A","n/e","n/e","720","721","n/e"
"25.03.2022 13:00 - 25.03.2022 14:00","11262","N/A","9311","N/A","n/e","n/e","826","826","n/e"
"25.03.2022 14:00 - 25.03.2022 15:00","10058","N/A","8555","N/A","n/e","n/e","892","892","n/e"
"25.03.2022 15:00 - 25.03.2022 16:00","8051","N/A","6933","N/A","n/e","n/e","955","951","n/e"
"25.03.2022 16:00 - 25.03.2022 17:00","5034","N/A","4377","N/A","n/e","n/e","1033","1025","n/e"
"25.03.2022 17:00 - 25.03.2022 18:00","1796","N/A","1478","N/A","n/e","n/e","978","973","n/e"
"25.03.2022 18:00 - 25.03.2022 19:00","0","N/A","68","N/A","n/e","n/e","870","864","n/e"
"25.03.2022 19:00 - 25.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","811","802","n/e"
"25.03.2022 20:00 - 25.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","745","732","n/e"
"25.03.2022 21:00 - 25.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","729","719","n/e"
"25.03.2022 22:00 - 25.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","758","747","n/e"
"25.03.2022 23:00 - 26.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","778","776","n/e"
"26.03.2022 00:00 - 26.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","722","722","n/e"
"26.03.2022 01:00 - 26.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","745","745","n/e"
"26.03.2022 02:00 - 26.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","769","769","n/e"
"26.03.2022 03:00 - 26.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","820","820","n/e"
"26.03.2022 04:00 - 26.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","847","847","n/e"
"26.03.2022 05:00 - 26.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","867","867","n/e"
"26.03.2022 06:00 - 26.03.2022 07:00","326","N/A","326","N/A","n/e","n/e","909","909","n/e"
"26.03.2022 07:00 - 26.03.2022 08:00","2305","N/A","2305","N/A","n/e","n/e","950","950","n/e"
"26.03.2022 08:00 - 26.03.2022 09:00","5178","N/A","5171","N/A","n/e","n/e","1003","1000","n/e"
"26.03.2022 09:00 - 26.03.2022 10:00","7282","N/A","7272","N/A","n/e","n/e","1144","1137","n/e"
"26.03.2022 10:00 - 26.03.2022 11:00","8716","N/A","8715","N/A","n/e","n/e","1318","1310","n/e"
"26.03.2022 11:00 - 26.03.2022 12:00","9190","N/A","9173","N/A","n/e","n/e","1547","1534","n/e"
"26.03.2022 12:00 - 26.03.2022 13:00","9147","N/A","9181","N/A","n/e","n/e","1749","1735","n/e"
"26.03.2022 13:00 - 26.03.2022 14:00","8964","N/A","9024","N/A","n/e","n/e","1975","1953","n/e"
"26.03.2022 14:00 - 26.03.2022 15:00","8101","N/A","8115","N/A","n/e","n/e","2124","2103","n/e"
"26.03.2022 15:00 - 26.03.2022 16:00","6425","N/A","6390","N/A","n/e","n/e","2329","2316","n/e"
"26.03.2022 16:00 - 26.03.2022 17:00","3898","N/A","3857","N/A","n/e","n/e","2482","2468","n/e"
"26.03.2022 17:00 - 26.03.2022 18:00","1382","N/A","1280","N/A","n/e","n/e","2450","2427","n/e"
"26.03.2022 18:00 - 26.03.2022 19:00","79","N/A","67","N/A","n/e","n/e","2430","2400","n/e"
