MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Latvia (LV),Generation - Solar  [MW] Intraday / Latvia (LV),Generation - Solar  [MW] Current / Latvia (LV),Generation - Wind Offshore  [MW] Day Ahead/ Latvia (LV),Generation - Wind Offshore  [MW] Intraday / Latvia (LV),Generation - Wind Offshore  [MW] Current / Latvia (LV),Generation - Wind Onshore  [MW] Day Ahead/ Latvia (LV),Generation - Wind Onshore  [MW] Intraday / Latvia (LV),Generation - Wind Onshore  [MW] Current / Latvia (LV)
07.11.2022 14:00 - 07.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,34,34,34
07.11.2022 15:00 - 07.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,35,36,36
07.11.2022 16:00 - 07.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,39,39,39
07.11.2022 17:00 - 07.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,37,37,37
07.11.2022 18:00 - 07.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,44,44,44
07.11.2022 19:00 - 07.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,57,57,57
07.11.2022 20:00 - 07.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,63,63,63
07.11.2022 21:00 - 07.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,63,63,63
07.11.2022 22:00 - 07.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,67,67,67
07.11.2022 23:00 - 08.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,67,67,67
08.11.2022 00:00 - 08.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,71,70,70
08.11.2022 01:00 - 08.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,71,67,67
08.11.2022 02:00 - 08.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,69,70,70
08.11.2022 03:00 - 08.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,66,64,64
08.11.2022 04:00 - 08.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,59,57,57
08.11.2022 05:00 - 08.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,52,58,58
08.11.2022 06:00 - 08.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,53,56,56
08.11.2022 07:00 - 08.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,50,55,55
08.11.2022 08:00 - 08.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,48,48,57
08.11.2022 09:00 - 08.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,52,53,53
08.11.2022 10:00 - 08.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,47,47,54
08.11.2022 11:00 - 08.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,40,40,52
08.11.2022 12:00 - 08.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,36,36,44
08.11.2022 13:00 - 08.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,28,28,31
08.11.2022 14:00 - 08.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,28,27,27
08.11.2022 15:00 - 08.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,26,26,26
08.11.2022 16:00 - 08.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,27,27,27
08.11.2022 17:00 - 08.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,32,32,32
08.11.2022 18:00 - 08.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,41,41,41
08.11.2022 19:00 - 08.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,48,48,48
08.11.2022 20:00 - 08.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,52,52,52
08.11.2022 21:00 - 08.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,54,55,55
08.11.2022 22:00 - 08.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,56,56,56
08.11.2022 23:00 - 09.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,52,59,59
09.11.2022 00:00 - 09.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,42,46,46
09.11.2022 01:00 - 09.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,40,41,41
09.11.2022 02:00 - 09.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,41,44,44
09.11.2022 03:00 - 09.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,37,39,39
09.11.2022 04:00 - 09.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,36,39,39
09.11.2022 05:00 - 09.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,34,35,35
09.11.2022 06:00 - 09.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,35,39,39
09.11.2022 07:00 - 09.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,34,37,37
09.11.2022 08:00 - 09.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,34,36,36
09.11.2022 09:00 - 09.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,37,45,45
09.11.2022 10:00 - 09.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,37,45,45
09.11.2022 11:00 - 09.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,39,43,43
09.11.2022 12:00 - 09.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,39,44,44
09.11.2022 13:00 - 09.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,31,36,36
09.11.2022 14:00 - 09.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,29,30,30
09.11.2022 15:00 - 09.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,30,30,30
09.11.2022 16:00 - 09.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,32,32,32
09.11.2022 17:00 - 09.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,36,36,36
09.11.2022 18:00 - 09.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,36,36,36
09.11.2022 19:00 - 09.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,34,34,34
09.11.2022 20:00 - 09.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,35,34,34
09.11.2022 21:00 - 09.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,42,42,42
09.11.2022 22:00 - 09.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,38,37,37
09.11.2022 23:00 - 10.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,36,44,44
10.11.2022 00:00 - 10.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,46,52,52
10.11.2022 01:00 - 10.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,48,51,51
10.11.2022 02:00 - 10.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,40,45,45
10.11.2022 03:00 - 10.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,38,40,40
10.11.2022 04:00 - 10.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,35,38,38
10.11.2022 05:00 - 10.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,28,28,28
10.11.2022 06:00 - 10.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,20,21,21
10.11.2022 07:00 - 10.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,18,22,22
10.11.2022 08:00 - 10.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,20,19,22
10.11.2022 09:00 - 10.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,18,17,19
10.11.2022 10:00 - 10.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,18,16,17
10.11.2022 11:00 - 10.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,32,26,26
10.11.2022 12:00 - 10.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,25,23,26
10.11.2022 13:00 - 10.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,19,13,15
10.11.2022 14:00 - 10.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,15,15,15
10.11.2022 15:00 - 10.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,23,24,24
10.11.2022 16:00 - 10.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,15,14,14
10.11.2022 17:00 - 10.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,21,21,21
10.11.2022 18:00 - 10.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,23,23,23
10.11.2022 19:00 - 10.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,29,30,30
10.11.2022 20:00 - 10.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,32,32,32
10.11.2022 21:00 - 10.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,37,37,37
10.11.2022 22:00 - 10.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,39,39,39
10.11.2022 23:00 - 11.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,42,43,43
11.11.2022 00:00 - 11.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,43,43,43
11.11.2022 01:00 - 11.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,53,52,52
11.11.2022 02:00 - 11.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,62,62,62
11.11.2022 03:00 - 11.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,67,65,65
11.11.2022 04:00 - 11.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,67,68,68
11.11.2022 05:00 - 11.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,67,66,66
11.11.2022 06:00 - 11.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,69,68,68
11.11.2022 07:00 - 11.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,70,74,74
11.11.2022 08:00 - 11.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,69,70,72
11.11.2022 09:00 - 11.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,69,71,71
11.11.2022 10:00 - 11.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,76,77,77
11.11.2022 11:00 - 11.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,78,77,77
11.11.2022 12:00 - 11.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,79,78,78
11.11.2022 13:00 - 11.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,78,76,76
11.11.2022 14:00 - 11.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,78,78,78
11.11.2022 15:00 - 11.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,77,77,77
11.11.2022 16:00 - 11.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,78,78,78
11.11.2022 17:00 - 11.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,73,74,74
11.11.2022 18:00 - 11.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,78,78,78
11.11.2022 19:00 - 11.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,77,77,77
11.11.2022 20:00 - 11.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,78,78,78
11.11.2022 21:00 - 11.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,79,79,79
11.11.2022 22:00 - 11.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,78,78,78
11.11.2022 23:00 - 12.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,76,80,80
12.11.2022 00:00 - 12.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,74,85,85
12.11.2022 01:00 - 12.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,72,81,81
12.11.2022 02:00 - 12.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,72,81,81
12.11.2022 03:00 - 12.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,70,81,81
12.11.2022 04:00 - 12.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,73,81,81
12.11.2022 05:00 - 12.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,73,78,78
12.11.2022 06:00 - 12.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,73,81,81
12.11.2022 07:00 - 12.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,74,80,80
12.11.2022 08:00 - 12.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,71,71,81
12.11.2022 09:00 - 12.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,68,68,66
12.11.2022 10:00 - 12.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,68,68,69
12.11.2022 11:00 - 12.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,61,60,70
12.11.2022 12:00 - 12.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,56,56,61
12.11.2022 13:00 - 12.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,48,48,53
12.11.2022 14:00 - 12.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,40,39,39
12.11.2022 15:00 - 12.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,30,29,29
12.11.2022 16:00 - 12.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,27,27,27
12.11.2022 17:00 - 12.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,24,24,24
12.11.2022 18:00 - 12.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,22,21,21
12.11.2022 19:00 - 12.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,18
12.11.2022 20:00 - 12.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,16,16,16
12.11.2022 21:00 - 12.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,14
12.11.2022 22:00 - 12.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,11,12,12
12.11.2022 23:00 - 13.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,9,12,12
13.11.2022 00:00 - 13.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,14,16,16
13.11.2022 01:00 - 13.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,13,14,14
13.11.2022 02:00 - 13.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,12,11,11
13.11.2022 03:00 - 13.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,11,10,10
13.11.2022 04:00 - 13.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
13.11.2022 05:00 - 13.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,8,6,6
13.11.2022 06:00 - 13.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,5,3,3
13.11.2022 07:00 - 13.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
13.11.2022 08:00 - 13.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,4
13.11.2022 09:00 - 13.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
13.11.2022 10:00 - 13.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
13.11.2022 11:00 - 13.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
13.11.2022 12:00 - 13.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
13.11.2022 13:00 - 13.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
13.11.2022 14:00 - 13.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
13.11.2022 15:00 - 13.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
13.11.2022 16:00 - 13.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
13.11.2022 17:00 - 13.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
13.11.2022 18:00 - 13.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
13.11.2022 19:00 - 13.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
13.11.2022 20:00 - 13.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
13.11.2022 21:00 - 13.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
13.11.2022 22:00 - 13.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
13.11.2022 23:00 - 14.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
14.11.2022 00:00 - 14.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
14.11.2022 01:00 - 14.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
14.11.2022 02:00 - 14.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
14.11.2022 03:00 - 14.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
14.11.2022 04:00 - 14.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
14.11.2022 05:00 - 14.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
14.11.2022 06:00 - 14.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
14.11.2022 07:00 - 14.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
14.11.2022 08:00 - 14.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,4,5,5
14.11.2022 09:00 - 14.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
14.11.2022 10:00 - 14.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
14.11.2022 11:00 - 14.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,4,5,5
14.11.2022 12:00 - 14.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,4,5,11
14.11.2022 13:00 - 14.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
14.11.2022 14:00 - 14.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
14.11.2022 15:00 - 14.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
14.11.2022 16:00 - 14.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
14.11.2022 17:00 - 14.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
14.11.2022 18:00 - 14.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
14.11.2022 19:00 - 14.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,8,7,7
14.11.2022 20:00 - 14.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,8,9,9
14.11.2022 21:00 - 14.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
14.11.2022 22:00 - 14.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
14.11.2022 23:00 - 15.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,11,10,10
15.11.2022 00:00 - 15.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
15.11.2022 01:00 - 15.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
15.11.2022 02:00 - 15.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,4,5,5
15.11.2022 03:00 - 15.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
15.11.2022 04:00 - 15.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
15.11.2022 05:00 - 15.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
15.11.2022 06:00 - 15.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,8,5,5
15.11.2022 07:00 - 15.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,8,5,5
15.11.2022 08:00 - 15.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,11,10,10
15.11.2022 09:00 - 15.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,14,15,15
15.11.2022 10:00 - 15.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,18,20,20
15.11.2022 11:00 - 15.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,23,25,25
15.11.2022 12:00 - 15.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,25,27,27
15.11.2022 13:00 - 15.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,25,23,23
15.11.2022 14:00 - 15.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,23,23,23
15.11.2022 15:00 - 15.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,25,26,26
15.11.2022 16:00 - 15.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,32,32,32
15.11.2022 17:00 - 15.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,34,34,34
15.11.2022 18:00 - 15.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,33,33,33
15.11.2022 19:00 - 15.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,32,32,32
15.11.2022 20:00 - 15.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,31,31,31
15.11.2022 21:00 - 15.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,38,38,38
15.11.2022 22:00 - 15.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,38,38,38
15.11.2022 23:00 - 16.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,35,34,34
16.11.2022 00:00 - 16.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,31,33,33
16.11.2022 01:00 - 16.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,29,31,31
16.11.2022 02:00 - 16.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,29,30,30
16.11.2022 03:00 - 16.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,26,30,30
16.11.2022 04:00 - 16.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,23,28,28
16.11.2022 05:00 - 16.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,22,25,25
16.11.2022 06:00 - 16.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,19,19,19
16.11.2022 07:00 - 16.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,20,21,21
16.11.2022 08:00 - 16.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,16,17,17
16.11.2022 09:00 - 16.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,15,17,17
16.11.2022 10:00 - 16.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,25,27,29
16.11.2022 11:00 - 16.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,22,24,18
16.11.2022 12:00 - 16.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
16.11.2022 13:00 - 16.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,19,21,19
16.11.2022 14:00 - 16.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,21,20,20
16.11.2022 15:00 - 16.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
16.11.2022 16:00 - 16.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
16.11.2022 17:00 - 16.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
16.11.2022 18:00 - 16.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,10,9,9
16.11.2022 19:00 - 16.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,22,22,22
16.11.2022 20:00 - 16.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
16.11.2022 21:00 - 16.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
16.11.2022 22:00 - 16.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
16.11.2022 23:00 - 17.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,8,10,10
17.11.2022 00:00 - 17.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,7,20,20
17.11.2022 01:00 - 17.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,6,8,8
17.11.2022 02:00 - 17.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
17.11.2022 03:00 - 17.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
17.11.2022 04:00 - 17.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,4,5,5
17.11.2022 05:00 - 17.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
17.11.2022 06:00 - 17.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
17.11.2022 07:00 - 17.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
17.11.2022 08:00 - 17.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
17.11.2022 09:00 - 17.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
17.11.2022 10:00 - 17.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
17.11.2022 11:00 - 17.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
17.11.2022 12:00 - 17.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
17.11.2022 13:00 - 17.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,6,7,7
17.11.2022 14:00 - 17.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,7,8,8
17.11.2022 15:00 - 17.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,7,6,6
17.11.2022 16:00 - 17.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
17.11.2022 17:00 - 17.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,11,10,10
17.11.2022 18:00 - 17.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,11,12,12
17.11.2022 19:00 - 17.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,15,15,15
17.11.2022 20:00 - 17.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,18,19,19
17.11.2022 21:00 - 17.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,21,21,21
17.11.2022 22:00 - 17.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,19,19,19
17.11.2022 23:00 - 18.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,20,23,23
18.11.2022 00:00 - 18.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,19,20,20
18.11.2022 01:00 - 18.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,18,25,25
18.11.2022 02:00 - 18.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,18,20,20
18.11.2022 03:00 - 18.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,20,23,23
