MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Netherlands (NL),Generation - Solar  [MW] Intraday / Netherlands (NL),Generation - Solar  [MW] Current / Netherlands (NL),Generation - Wind Offshore  [MW] Day Ahead/ Netherlands (NL),Generation - Wind Offshore  [MW] Intraday / Netherlands (NL),Generation - Wind Offshore  [MW] Current / Netherlands (NL),Generation - Wind Onshore  [MW] Day Ahead/ Netherlands (NL),Generation - Wind Onshore  [MW] Intraday / Netherlands (NL),Generation - Wind Onshore  [MW] Current / Netherlands (NL)
03.01.2022 13:00 - 03.01.2022 13:15,2178,2178,n/e,1402,1402,1402,4101,4101,4101
03.01.2022 13:15 - 03.01.2022 13:30,2118,2118,n/e,1402,1402,1402,4100,4100,4100
03.01.2022 13:30 - 03.01.2022 13:45,2058,2058,n/e,1402,1402,1402,4060,4060,4060
03.01.2022 13:45 - 03.01.2022 14:00,1997,1997,n/e,1401,1401,1401,4017,4017,4017
03.01.2022 14:00 - 03.01.2022 14:15,1937,1937,n/e,1401,1401,1401,3976,3976,3976
03.01.2022 14:15 - 03.01.2022 14:30,1865,1865,n/e,1400,1400,1400,3930,3930,3930
03.01.2022 14:30 - 03.01.2022 14:45,1793,1793,n/e,1399,1399,1399,3879,3879,3879
03.01.2022 14:45 - 03.01.2022 15:00,1721,1721,n/e,1398,1398,1398,3827,3827,3827
03.01.2022 15:00 - 03.01.2022 15:15,1648,1648,n/e,1397,1397,1397,3775,3775,3775
03.01.2022 15:15 - 03.01.2022 15:30,1521,1521,n/e,1395,1395,1395,3711,3711,3711
03.01.2022 15:30 - 03.01.2022 15:45,1395,1395,n/e,1392,1392,1392,3633,3633,3633
03.01.2022 15:45 - 03.01.2022 16:00,1269,1269,n/e,1390,1390,1390,3559,3559,3559
03.01.2022 16:00 - 03.01.2022 16:15,1142,1142,n/e,1387,1387,1387,3479,3479,3479
03.01.2022 16:15 - 03.01.2022 16:30,869,869,n/e,1389,1389,1389,3414,3414,3414
03.01.2022 16:30 - 03.01.2022 16:45,598,598,n/e,1396,1396,1396,3364,3364,3364
03.01.2022 16:45 - 03.01.2022 17:00,325,325,n/e,1402,1402,1402,3311,3311,3311
03.01.2022 17:00 - 03.01.2022 17:15,55,55,n/e,1409,1409,1409,3259,3259,3259
03.01.2022 17:15 - 03.01.2022 17:30,40,40,n/e,1410,1410,1410,3215,3215,3215
03.01.2022 17:30 - 03.01.2022 17:45,27,27,n/e,1405,1405,1405,3179,3179,3179
03.01.2022 17:45 - 03.01.2022 18:00,12,12,n/e,1400,1400,1400,3145,3145,3145
03.01.2022 18:00 - 03.01.2022 18:15,0,0,n/e,1396,1396,1396,3110,3110,3110
03.01.2022 18:15 - 03.01.2022 18:30,0,0,n/e,1392,1392,1392,3069,3069,3069
03.01.2022 18:30 - 03.01.2022 18:45,0,0,n/e,1388,1388,1388,3024,3024,3024
03.01.2022 18:45 - 03.01.2022 19:00,0,0,n/e,1385,1385,1385,2977,2977,2977
03.01.2022 19:00 - 03.01.2022 19:15,0,0,n/e,1382,1382,1382,2932,2932,2932
03.01.2022 19:15 - 03.01.2022 19:30,0,0,n/e,1379,1379,1379,2884,2884,2884
03.01.2022 19:30 - 03.01.2022 19:45,0,0,n/e,1376,1376,1376,2833,2833,2833
03.01.2022 19:45 - 03.01.2022 20:00,0,0,n/e,1373,1373,1373,2784,2784,2784
03.01.2022 20:00 - 03.01.2022 20:15,0,0,n/e,1370,1370,1370,2737,2737,2737
03.01.2022 20:15 - 03.01.2022 20:30,0,0,n/e,1363,1363,1363,2683,2683,2683
03.01.2022 20:30 - 03.01.2022 20:45,0,0,n/e,1352,1352,1352,2627,2627,2627
03.01.2022 20:45 - 03.01.2022 21:00,0,0,n/e,1341,1341,1341,2570,2570,2570
03.01.2022 21:00 - 03.01.2022 21:15,0,0,n/e,1330,1330,1330,2516,2516,2516
03.01.2022 21:15 - 03.01.2022 21:30,0,0,n/e,1316,1316,1316,2461,2461,2461
03.01.2022 21:30 - 03.01.2022 21:45,0,0,n/e,1300,1300,1300,2407,2407,2407
03.01.2022 21:45 - 03.01.2022 22:00,0,0,n/e,1283,1283,1283,2352,2352,2352
03.01.2022 22:00 - 03.01.2022 22:15,0,0,n/e,1266,1266,1266,2295,2295,2295
03.01.2022 22:15 - 03.01.2022 22:30,0,0,n/e,1246,1246,1246,2234,2234,2234
03.01.2022 22:30 - 03.01.2022 22:45,0,0,n/e,1221,1221,1221,2160,2160,2160
03.01.2022 22:45 - 03.01.2022 23:00,0,0,n/e,1196,1196,1196,2091,2091,2091
03.01.2022 23:00 - 03.01.2022 23:15,0,0,n/e,1171,1171,1171,2021,2021,2021
03.01.2022 23:15 - 03.01.2022 23:30,0,0,n/e,1138,1138,1138,1946,1946,1946
03.01.2022 23:30 - 03.01.2022 23:45,0,0,n/e,1098,1098,1098,1869,1869,1869
03.01.2022 23:45 - 04.01.2022 00:00,0,0,n/e,1057,1057,1057,1792,1792,1792
04.01.2022 00:00 - 04.01.2022 00:15,0,0,n/e,1120,1120,1120,1945,1945,1945
04.01.2022 00:15 - 04.01.2022 00:30,0,0,n/e,1087,1087,1087,1881,1881,1881
04.01.2022 00:30 - 04.01.2022 00:45,0,0,n/e,1045,1045,1045,1816,1816,1816
04.01.2022 00:45 - 04.01.2022 01:00,0,0,n/e,1003,1003,1003,1749,1749,1749
04.01.2022 01:00 - 04.01.2022 01:15,0,0,n/e,961,961,961,1685,1685,1685
04.01.2022 01:15 - 04.01.2022 01:30,0,0,n/e,927,927,927,1621,1621,1621
04.01.2022 01:30 - 04.01.2022 01:45,0,0,n/e,900,900,900,1560,1560,1560
04.01.2022 01:45 - 04.01.2022 02:00,0,0,n/e,873,873,873,1498,1498,1498
04.01.2022 02:00 - 04.01.2022 02:15,0,0,n/e,846,846,846,1434,1434,1434
04.01.2022 02:15 - 04.01.2022 02:30,0,0,n/e,818,818,818,1376,1376,1376
04.01.2022 02:30 - 04.01.2022 02:45,0,0,n/e,788,788,788,1323,1323,1323
04.01.2022 02:45 - 04.01.2022 03:00,0,0,n/e,758,758,758,1269,1269,1269
04.01.2022 03:00 - 04.01.2022 03:15,0,0,n/e,728,728,728,1217,1217,1217
04.01.2022 03:15 - 04.01.2022 03:30,0,0,n/e,694,694,694,1163,1163,1163
04.01.2022 03:30 - 04.01.2022 03:45,0,0,n/e,658,658,658,1105,1105,1105
04.01.2022 03:45 - 04.01.2022 04:00,0,0,n/e,621,621,621,1050,1050,1050
04.01.2022 04:00 - 04.01.2022 04:15,0,0,n/e,585,585,585,997,997,997
04.01.2022 04:15 - 04.01.2022 04:30,0,0,n/e,555,555,555,950,950,950
04.01.2022 04:30 - 04.01.2022 04:45,0,0,n/e,533,533,533,921,921,921
04.01.2022 04:45 - 04.01.2022 05:00,0,0,n/e,510,510,510,891,891,891
04.01.2022 05:00 - 04.01.2022 05:15,0,0,n/e,487,487,487,861,861,861
04.01.2022 05:15 - 04.01.2022 05:30,0,0,n/e,474,474,474,836,836,836
04.01.2022 05:30 - 04.01.2022 05:45,0,0,n/e,470,470,470,817,817,817
04.01.2022 05:45 - 04.01.2022 06:00,0,0,n/e,467,467,467,797,797,797
04.01.2022 06:00 - 04.01.2022 06:15,0,0,n/e,463,463,463,777,777,777
04.01.2022 06:15 - 04.01.2022 06:30,0,0,n/e,460,460,460,766,766,766
04.01.2022 06:30 - 04.01.2022 06:45,0,0,n/e,459,459,459,764,764,764
04.01.2022 06:45 - 04.01.2022 07:00,0,0,n/e,458,458,458,766,766,766
04.01.2022 07:00 - 04.01.2022 07:15,0,0,n/e,457,457,457,765,765,765
04.01.2022 07:15 - 04.01.2022 07:30,0,0,n/e,457,457,457,769,769,769
04.01.2022 07:30 - 04.01.2022 07:45,0,0,n/e,459,459,459,775,775,775
04.01.2022 07:45 - 04.01.2022 08:00,0,0,n/e,460,460,460,780,780,780
04.01.2022 08:00 - 04.01.2022 08:15,0,0,n/e,462,462,462,786,786,786
04.01.2022 08:15 - 04.01.2022 08:30,0,0,n/e,465,465,465,770,770,770
04.01.2022 08:30 - 04.01.2022 08:45,0,0,n/e,469,469,469,735,735,735
04.01.2022 08:45 - 04.01.2022 09:00,0,0,n/e,474,474,474,697,697,697
04.01.2022 09:00 - 04.01.2022 09:15,0,0,n/e,478,478,478,660,660,660
04.01.2022 09:15 - 04.01.2022 09:30,28,28,n/e,504,504,504,643,643,643
04.01.2022 09:30 - 04.01.2022 09:45,55,55,n/e,550,550,550,641,641,641
04.01.2022 09:45 - 04.01.2022 10:00,81,81,n/e,595,595,595,640,640,640
04.01.2022 10:00 - 04.01.2022 10:15,105,105,n/e,641,641,641,639,639,639
04.01.2022 10:15 - 04.01.2022 10:30,176,176,n/e,683,683,683,656,656,656
04.01.2022 10:30 - 04.01.2022 10:45,247,247,n/e,721,721,721,687,687,687
04.01.2022 10:45 - 04.01.2022 11:00,319,319,n/e,758,758,758,716,716,716
04.01.2022 11:00 - 04.01.2022 11:15,391,391,n/e,796,796,796,746,746,746
04.01.2022 11:15 - 04.01.2022 11:30,430,430,n/e,787,787,787,785,785,785
04.01.2022 11:30 - 04.01.2022 11:45,472,472,n/e,733,733,733,833,833,833
04.01.2022 11:45 - 04.01.2022 12:00,514,514,n/e,678,678,678,879,879,879
04.01.2022 12:00 - 04.01.2022 12:15,554,554,n/e,624,624,624,927,927,927
04.01.2022 12:15 - 04.01.2022 12:30,579,579,n/e,590,590,590,965,965,965
04.01.2022 12:30 - 04.01.2022 12:45,603,603,n/e,576,576,576,991,991,991
04.01.2022 12:45 - 04.01.2022 13:00,626,626,n/e,562,562,562,1020,1020,1020
04.01.2022 13:00 - 04.01.2022 13:15,651,651,n/e,548,548,548,1046,1046,1046
04.01.2022 13:15 - 04.01.2022 13:30,667,667,n/e,561,561,561,1050,1050,1050
04.01.2022 13:30 - 04.01.2022 13:45,678,678,n/e,602,602,602,1030,1030,1030
04.01.2022 13:45 - 04.01.2022 14:00,694,694,n/e,643,643,643,1011,1011,1011
04.01.2022 14:00 - 04.01.2022 14:15,707,707,n/e,684,684,684,991,991,991
04.01.2022 14:15 - 04.01.2022 14:30,676,676,n/e,698,698,698,960,960,960
04.01.2022 14:30 - 04.01.2022 14:45,645,645,n/e,685,685,685,914,914,914
04.01.2022 14:45 - 04.01.2022 15:00,614,614,n/e,672,672,672,865,865,865
04.01.2022 15:00 - 04.01.2022 15:15,582,582,n/e,658,658,658,820,820,820
04.01.2022 15:15 - 04.01.2022 15:30,531,531,n/e,669,669,669,796,796,796
04.01.2022 15:30 - 04.01.2022 15:45,480,480,n/e,703,703,703,792,792,792
04.01.2022 15:45 - 04.01.2022 16:00,428,428,n/e,737,737,737,791,791,791
04.01.2022 16:00 - 04.01.2022 16:15,380,380,n/e,771,771,771,786,786,786
04.01.2022 16:15 - 04.01.2022 16:30,294,294,n/e,815,815,815,797,797,797
04.01.2022 16:30 - 04.01.2022 16:45,210,210,n/e,870,870,870,814,814,814
04.01.2022 16:45 - 04.01.2022 17:00,129,129,n/e,925,925,925,834,834,834
04.01.2022 17:00 - 04.01.2022 17:15,44,44,n/e,980,980,980,851,851,851
04.01.2022 17:15 - 04.01.2022 17:30,35,35,n/e,1022,1022,1022,894,894,894
04.01.2022 17:30 - 04.01.2022 17:45,22,22,n/e,1052,1052,1052,957,957,957
04.01.2022 17:45 - 04.01.2022 18:00,11,11,n/e,1083,1083,1083,1022,1022,1022
04.01.2022 18:00 - 04.01.2022 18:15,0,0,n/e,1113,1113,1113,1085,1085,1085
04.01.2022 18:15 - 04.01.2022 18:30,0,0,n/e,1138,1138,1138,1146,1146,1146
04.01.2022 18:30 - 04.01.2022 18:45,0,0,n/e,1158,1158,1158,1207,1207,1207
04.01.2022 18:45 - 04.01.2022 19:00,0,0,n/e,1178,1178,1178,1269,1269,1269
04.01.2022 19:00 - 04.01.2022 19:15,0,0,n/e,1198,1198,1198,1330,1330,1330
04.01.2022 19:15 - 04.01.2022 19:30,0,0,n/e,1217,1217,1217,1388,1388,1388
04.01.2022 19:30 - 04.01.2022 19:45,0,0,n/e,1235,1235,1235,1443,1443,1443
04.01.2022 19:45 - 04.01.2022 20:00,0,0,n/e,1253,1253,1253,1497,1497,1497
04.01.2022 20:00 - 04.01.2022 20:15,0,0,n/e,1271,1271,1271,1552,1552,1552
04.01.2022 20:15 - 04.01.2022 20:30,0,0,n/e,1287,1287,1287,1637,1637,1637
04.01.2022 20:30 - 04.01.2022 20:45,0,0,n/e,1303,1303,1303,1755,1755,1755
04.01.2022 20:45 - 04.01.2022 21:00,0,0,n/e,1318,1318,1318,1873,1873,1873
04.01.2022 21:00 - 04.01.2022 21:15,0,0,n/e,1334,1334,1334,1990,1990,1990
04.01.2022 21:15 - 04.01.2022 21:30,0,0,n/e,1344,1344,1344,2078,2078,2078
04.01.2022 21:30 - 04.01.2022 21:45,0,0,n/e,1350,1350,1350,2138,2138,2138
04.01.2022 21:45 - 04.01.2022 22:00,0,0,n/e,1355,1355,1355,2198,2198,2198
04.01.2022 22:00 - 04.01.2022 22:15,0,0,n/e,1360,1360,1360,2259,2259,2259
04.01.2022 22:15 - 04.01.2022 22:30,0,0,n/e,1366,1366,1366,2322,2322,2322
04.01.2022 22:30 - 04.01.2022 22:45,0,0,n/e,1373,1373,1373,2384,2384,2384
04.01.2022 22:45 - 04.01.2022 23:00,0,0,n/e,1380,1380,1380,2448,2448,2448
04.01.2022 23:00 - 04.01.2022 23:15,0,0,n/e,1387,1387,1387,2511,2511,2511
04.01.2022 23:15 - 04.01.2022 23:30,0,0,n/e,1392,1392,1392,2572,2572,2572
04.01.2022 23:30 - 04.01.2022 23:45,0,0,n/e,1394,1394,1394,2631,2631,2631
04.01.2022 23:45 - 05.01.2022 00:00,0,0,n/e,1397,1397,1397,2686,2686,2686
05.01.2022 00:00 - 05.01.2022 00:15,0,0,n/e,1343,1343,1343,2922,2922,2922
05.01.2022 00:15 - 05.01.2022 00:30,0,0,n/e,1359,1359,1359,3001,3001,3001
05.01.2022 00:30 - 05.01.2022 00:45,0,0,n/e,1372,1372,1372,3079,3079,3079
05.01.2022 00:45 - 05.01.2022 01:00,0,0,n/e,1386,1386,1386,3155,3155,3155
05.01.2022 01:00 - 05.01.2022 01:15,0,0,n/e,1399,1399,1399,3235,3235,3235
05.01.2022 01:15 - 05.01.2022 01:30,0,0,n/e,1407,1407,1407,3301,3301,3301
05.01.2022 01:30 - 05.01.2022 01:45,0,0,n/e,1408,1408,1408,3360,3360,3360
05.01.2022 01:45 - 05.01.2022 02:00,0,0,n/e,1409,1409,1409,3420,3420,3420
05.01.2022 02:00 - 05.01.2022 02:15,0,0,n/e,1410,1410,1410,3480,3480,3480
05.01.2022 02:15 - 05.01.2022 02:30,0,0,n/e,1412,1412,1412,3536,3536,3536
05.01.2022 02:30 - 05.01.2022 02:45,0,0,n/e,1413,1413,1413,3591,3591,3591
05.01.2022 02:45 - 05.01.2022 03:00,0,0,n/e,1415,1415,1415,3648,3648,3648
05.01.2022 03:00 - 05.01.2022 03:15,0,0,n/e,1416,1416,1416,3705,3705,3705
05.01.2022 03:15 - 05.01.2022 03:30,0,0,n/e,1417,1417,1417,3758,3758,3758
05.01.2022 03:30 - 05.01.2022 03:45,0,0,n/e,1416,1416,1416,3811,3811,3811
05.01.2022 03:45 - 05.01.2022 04:00,0,0,n/e,1415,1415,1415,3864,3864,3864
05.01.2022 04:00 - 05.01.2022 04:15,0,0,n/e,1415,1415,1415,3917,3917,3917
05.01.2022 04:15 - 05.01.2022 04:30,0,0,n/e,1414,1414,1414,3973,3973,3973
05.01.2022 04:30 - 05.01.2022 04:45,0,0,n/e,1413,1413,1413,4032,4032,4032
05.01.2022 04:45 - 05.01.2022 05:00,0,0,n/e,1412,1412,1412,4088,4088,4088
05.01.2022 05:00 - 05.01.2022 05:15,0,0,n/e,1410,1410,1410,4146,4146,4146
05.01.2022 05:15 - 05.01.2022 05:30,0,0,n/e,1410,1410,1410,4180,4180,4180
05.01.2022 05:30 - 05.01.2022 05:45,0,0,n/e,1411,1411,1411,4187,4187,4187
05.01.2022 05:45 - 05.01.2022 06:00,0,0,n/e,1412,1412,1412,4194,4194,4194
05.01.2022 06:00 - 05.01.2022 06:15,0,0,n/e,1412,1412,1412,4201,4201,4201
05.01.2022 06:15 - 05.01.2022 06:30,0,0,n/e,1414,1414,1414,4209,4209,4209
05.01.2022 06:30 - 05.01.2022 06:45,0,0,n/e,1417,1417,1417,4214,4214,4214
05.01.2022 06:45 - 05.01.2022 07:00,0,0,n/e,1421,1421,1421,4222,4222,4222
05.01.2022 07:00 - 05.01.2022 07:15,0,0,n/e,1424,1424,1424,4229,4229,4229
05.01.2022 07:15 - 05.01.2022 07:30,0,0,n/e,1426,1426,1426,4232,4232,4232
05.01.2022 07:30 - 05.01.2022 07:45,0,0,n/e,1427,1427,1427,4226,4226,4226
05.01.2022 07:45 - 05.01.2022 08:00,0,0,n/e,1428,1428,1428,4222,4222,4222
05.01.2022 08:00 - 05.01.2022 08:15,0,0,n/e,1429,1429,1429,4218,4218,4218
05.01.2022 08:15 - 05.01.2022 08:30,0,0,n/e,1430,1430,1430,4213,4213,4213
05.01.2022 08:30 - 05.01.2022 08:45,0,0,n/e,1429,1429,1429,4210,4210,4210
05.01.2022 08:45 - 05.01.2022 09:00,0,0,n/e,1429,1429,1429,4205,4205,4205
05.01.2022 09:00 - 05.01.2022 09:15,1,1,n/e,1429,1429,1429,4201,4201,4201
05.01.2022 09:15 - 05.01.2022 09:30,38,38,n/e,1428,1428,1428,4202,4202,4202
05.01.2022 09:30 - 05.01.2022 09:45,76,76,n/e,1428,1428,1428,4199,4199,4199
05.01.2022 09:45 - 05.01.2022 10:00,113,113,n/e,1428,1428,1428,4201,4201,4201
05.01.2022 10:00 - 05.01.2022 10:15,151,151,n/e,1428,1428,1428,4201,4201,4201
05.01.2022 10:15 - 05.01.2022 10:30,291,291,n/e,1427,1427,1427,4204,4204,4204
05.01.2022 10:30 - 05.01.2022 10:45,431,431,n/e,1425,1425,1425,4208,4208,4208
05.01.2022 10:45 - 05.01.2022 11:00,570,570,n/e,1423,1423,1423,4215,4215,4215
05.01.2022 11:00 - 05.01.2022 11:15,710,710,n/e,1421,1421,1421,4220,4220,4220
05.01.2022 11:15 - 05.01.2022 11:30,763,763,n/e,1420,1420,1420,4216,4216,4216
05.01.2022 11:30 - 05.01.2022 11:45,817,817,n/e,1418,1418,1418,4206,4206,4206
05.01.2022 11:45 - 05.01.2022 12:00,870,870,n/e,1417,1417,1417,4196,4196,4196
05.01.2022 12:00 - 05.01.2022 12:15,925,925,n/e,1415,1415,1415,4185,4185,4185
05.01.2022 12:15 - 05.01.2022 12:30,949,949,n/e,1413,1413,1413,4162,4162,4162
05.01.2022 12:30 - 05.01.2022 12:45,971,971,n/e,1411,1411,1411,4128,4128,4128
05.01.2022 12:45 - 05.01.2022 13:00,998,998,n/e,1409,1409,1409,4096,4096,4096
05.01.2022 13:00 - 05.01.2022 13:15,1021,1021,n/e,1406,1406,1406,4062,4062,4062
05.01.2022 13:15 - 05.01.2022 13:30,1119,1119,n/e,1405,1405,1405,4025,4025,4025
05.01.2022 13:30 - 05.01.2022 13:45,1211,1211,n/e,1405,1405,1405,3983,3983,3983
05.01.2022 13:45 - 05.01.2022 14:00,1306,1306,n/e,1405,1405,1405,3941,3941,3941
05.01.2022 14:00 - 05.01.2022 14:15,1402,1402,n/e,1405,1405,1405,3899,3899,3899
05.01.2022 14:15 - 05.01.2022 14:30,1345,1345,n/e,1403,1403,1403,3855,3855,3855
05.01.2022 14:30 - 05.01.2022 14:45,1291,1291,n/e,1399,1399,1399,3808,3808,3808
05.01.2022 14:45 - 05.01.2022 15:00,1240,1240,n/e,1395,1395,1395,3761,3761,3761
05.01.2022 15:00 - 05.01.2022 15:15,1182,1182,n/e,1391,1391,1391,3714,3714,3714
05.01.2022 15:15 - 05.01.2022 15:30,1090,1090,n/e,1386,1386,1386,3654,3654,3654
05.01.2022 15:30 - 05.01.2022 15:45,998,998,n/e,1381,1381,1381,3585,3585,3585
05.01.2022 15:45 - 05.01.2022 16:00,907,907,n/e,1375,1375,1375,3516,3516,3516
05.01.2022 16:00 - 05.01.2022 16:15,815,815,n/e,1370,1370,1370,3446,3446,3446
05.01.2022 16:15 - 05.01.2022 16:30,632,632,n/e,1370,1370,1370,3403,3403,3403
05.01.2022 16:30 - 05.01.2022 16:45,453,453,n/e,1375,1375,1375,3377,3377,3377
05.01.2022 16:45 - 05.01.2022 17:00,270,270,n/e,1381,1381,1381,3354,3354,3354
05.01.2022 17:00 - 05.01.2022 17:15,89,89,n/e,1387,1387,1387,3332,3332,3332
05.01.2022 17:15 - 05.01.2022 17:30,67,67,n/e,1384,1384,1384,3301,3301,3301
05.01.2022 17:30 - 05.01.2022 17:45,45,45,n/e,1371,1371,1371,3259,3259,3259
05.01.2022 17:45 - 05.01.2022 18:00,22,22,n/e,1359,1359,1359,3219,3219,3219
05.01.2022 18:00 - 05.01.2022 18:15,0,0,n/e,1346,1346,1346,3179,3179,3179
05.01.2022 18:15 - 05.01.2022 18:30,0,0,n/e,1333,1333,1333,3127,3127,3127
05.01.2022 18:30 - 05.01.2022 18:45,0,0,n/e,1317,1317,1317,3068,3068,3068
05.01.2022 18:45 - 05.01.2022 19:00,0,0,n/e,1302,1302,1302,3008,3008,3008
05.01.2022 19:00 - 05.01.2022 19:15,0,0,n/e,1287,1287,1287,2946,2946,2946
05.01.2022 19:15 - 05.01.2022 19:30,0,0,n/e,1280,1280,1280,2908,2908,2908
05.01.2022 19:30 - 05.01.2022 19:45,0,0,n/e,1281,1281,1281,2889,2889,2889
05.01.2022 19:45 - 05.01.2022 20:00,0,0,n/e,1281,1281,1281,2867,2867,2867
05.01.2022 20:00 - 05.01.2022 20:15,0,0,n/e,1282,1282,1282,2848,2848,2848
05.01.2022 20:15 - 05.01.2022 20:30,0,0,n/e,1280,1280,1280,2830,2830,2830
05.01.2022 20:30 - 05.01.2022 20:45,0,0,n/e,1275,1275,1275,2810,2810,2810
05.01.2022 20:45 - 05.01.2022 21:00,0,0,n/e,1270,1270,1270,2788,2788,2788
05.01.2022 21:00 - 05.01.2022 21:15,0,0,n/e,1265,1265,1265,2768,2768,2768
05.01.2022 21:15 - 05.01.2022 21:30,0,0,n/e,1262,1262,1262,2747,2747,2747
05.01.2022 21:30 - 05.01.2022 21:45,0,0,n/e,1260,1260,1260,2726,2726,2726
05.01.2022 21:45 - 05.01.2022 22:00,0,0,n/e,1257,1257,1257,2703,2703,2703
05.01.2022 22:00 - 05.01.2022 22:15,0,0,n/e,1255,1255,1255,2682,2682,2682
05.01.2022 22:15 - 05.01.2022 22:30,0,0,n/e,1249,1249,1249,2643,2643,2643
05.01.2022 22:30 - 05.01.2022 22:45,0,0,n/e,1239,1239,1239,2587,2587,2587
05.01.2022 22:45 - 05.01.2022 23:00,0,0,n/e,1229,1229,1229,2530,2530,2530
05.01.2022 23:00 - 05.01.2022 23:15,0,0,n/e,1218,1218,1218,2474,2474,2474
05.01.2022 23:15 - 05.01.2022 23:30,0,0,n/e,1207,1207,1207,2418,2418,2418
05.01.2022 23:30 - 05.01.2022 23:45,0,0,n/e,1195,1195,1195,2363,2363,2363
05.01.2022 23:45 - 06.01.2022 00:00,0,0,n/e,1182,1182,1182,2307,2307,2307
06.01.2022 00:00 - 06.01.2022 00:15,0,0,n/e,1304,1304,1304,2991,2991,2991
06.01.2022 00:15 - 06.01.2022 00:30,0,0,n/e,1290,1290,1290,2926,2926,2926
06.01.2022 00:30 - 06.01.2022 00:45,0,0,n/e,1275,1275,1275,2858,2858,2858
06.01.2022 00:45 - 06.01.2022 01:00,0,0,n/e,1259,1259,1259,2791,2791,2791
06.01.2022 01:00 - 06.01.2022 01:15,0,0,n/e,1244,1244,1244,2726,2726,2726
06.01.2022 01:15 - 06.01.2022 01:30,0,0,n/e,1211,1211,1211,2625,2625,2625
06.01.2022 01:30 - 06.01.2022 01:45,0,0,n/e,1161,1161,1161,2489,2489,2489
06.01.2022 01:45 - 06.01.2022 02:00,0,0,n/e,1110,1110,1110,2356,2356,2356
06.01.2022 02:00 - 06.01.2022 02:15,0,0,n/e,1060,1060,1060,2221,2221,2221
06.01.2022 02:15 - 06.01.2022 02:30,0,0,n/e,1005,1005,1005,2090,2090,2090
06.01.2022 02:30 - 06.01.2022 02:45,0,0,n/e,945,945,945,1961,1961,1961
06.01.2022 02:45 - 06.01.2022 03:00,0,0,n/e,884,884,884,1835,1835,1835
06.01.2022 03:00 - 06.01.2022 03:15,0,0,n/e,824,824,824,1705,1705,1705
06.01.2022 03:15 - 06.01.2022 03:30,0,0,n/e,758,758,758,1582,1582,1582
06.01.2022 03:30 - 06.01.2022 03:45,0,0,n/e,686,686,686,1464,1464,1464
06.01.2022 03:45 - 06.01.2022 04:00,0,0,n/e,613,613,613,1345,1345,1345
06.01.2022 04:00 - 06.01.2022 04:15,0,0,n/e,541,541,541,1227,1227,1227
06.01.2022 04:15 - 06.01.2022 04:30,0,0,n/e,484,484,484,1132,1132,1132
06.01.2022 04:30 - 06.01.2022 04:45,0,0,n/e,443,443,443,1061,1061,1061
06.01.2022 04:45 - 06.01.2022 05:00,0,0,n/e,401,401,401,991,991,991
06.01.2022 05:00 - 06.01.2022 05:15,0,0,n/e,360,360,360,919,919,919
06.01.2022 05:15 - 06.01.2022 05:30,0,0,n/e,321,321,321,859,859,859
06.01.2022 05:30 - 06.01.2022 05:45,0,0,n/e,285,285,285,802,802,802
06.01.2022 05:45 - 06.01.2022 06:00,0,0,n/e,249,249,249,746,746,746
06.01.2022 06:00 - 06.01.2022 06:15,0,0,n/e,213,213,213,690,690,690
06.01.2022 06:15 - 06.01.2022 06:30,0,0,n/e,187,187,187,639,639,639
06.01.2022 06:30 - 06.01.2022 06:45,0,0,n/e,172,172,172,593,593,593
06.01.2022 06:45 - 06.01.2022 07:00,0,0,n/e,156,156,156,549,549,549
06.01.2022 07:00 - 06.01.2022 07:15,0,0,n/e,141,141,141,506,506,506
06.01.2022 07:15 - 06.01.2022 07:30,0,0,n/e,133,133,133,480,480,480
06.01.2022 07:30 - 06.01.2022 07:45,0,0,n/e,133,133,133,468,468,468
06.01.2022 07:45 - 06.01.2022 08:00,0,0,n/e,134,134,134,461,461,461
06.01.2022 08:00 - 06.01.2022 08:15,0,0,n/e,134,134,134,451,451,451
06.01.2022 08:15 - 06.01.2022 08:30,0,0,n/e,135,135,135,443,443,443
06.01.2022 08:30 - 06.01.2022 08:45,3,3,n/e,135,135,135,438,438,438
06.01.2022 08:45 - 06.01.2022 09:00,3,3,n/e,135,135,135,428,428,428
06.01.2022 09:00 - 06.01.2022 09:15,4,4,n/e,135,135,135,424,424,424
06.01.2022 09:15 - 06.01.2022 09:30,154,154,n/e,135,135,135,420,420,420
06.01.2022 09:30 - 06.01.2022 09:45,302,302,n/e,134,134,134,418,418,418
06.01.2022 09:45 - 06.01.2022 10:00,452,452,n/e,133,133,133,414,414,414
06.01.2022 10:00 - 06.01.2022 10:15,600,600,n/e,132,132,132,411,411,411
06.01.2022 10:15 - 06.01.2022 10:30,976,976,n/e,140,140,140,421,421,421
06.01.2022 10:30 - 06.01.2022 10:45,1351,1351,n/e,155,155,155,447,447,447
06.01.2022 10:45 - 06.01.2022 11:00,1731,1731,n/e,171,171,171,469,469,469
06.01.2022 11:00 - 06.01.2022 11:15,2108,2108,n/e,186,186,186,495,495,495
06.01.2022 11:15 - 06.01.2022 11:30,2226,2226,n/e,212,212,212,519,519,519
06.01.2022 11:30 - 06.01.2022 11:45,2345,2345,n/e,248,248,248,545,545,545
06.01.2022 11:45 - 06.01.2022 12:00,2463,2463,n/e,285,285,285,570,570,570
