MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Intraday / Estonia (EE),Generation - Wind Offshore  [MW] Current / Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE)
11.01.2022 20:00 - 11.01.2022 21:00,0,0,0,n/e,n/e,n/e,73,73,73
11.01.2022 21:00 - 11.01.2022 22:00,0,0,0,n/e,n/e,n/e,83,83,83
11.01.2022 22:00 - 11.01.2022 23:00,0,0,0,n/e,n/e,n/e,91,91,91
11.01.2022 23:00 - 12.01.2022 00:00,0,0,0,n/e,n/e,n/e,87,87,87
12.01.2022 00:00 - 12.01.2022 01:00,0,0,0,n/e,n/e,n/e,100,100,100
12.01.2022 01:00 - 12.01.2022 02:00,0,0,0,n/e,n/e,n/e,108,108,108
12.01.2022 02:00 - 12.01.2022 03:00,0,0,0,n/e,n/e,n/e,117,117,117
12.01.2022 03:00 - 12.01.2022 04:00,0,0,0,n/e,n/e,n/e,128,128,128
12.01.2022 04:00 - 12.01.2022 05:00,0,0,0,n/e,n/e,n/e,139,139,139
12.01.2022 05:00 - 12.01.2022 06:00,0,0,0,n/e,n/e,n/e,145,145,145
12.01.2022 06:00 - 12.01.2022 07:00,0,0,0,n/e,n/e,n/e,148,148,148
12.01.2022 07:00 - 12.01.2022 08:00,0,0,0,n/e,n/e,n/e,148,148,148
12.01.2022 08:00 - 12.01.2022 09:00,1,1,1,n/e,n/e,n/e,150,150,150
12.01.2022 09:00 - 12.01.2022 10:00,2,2,2,n/e,n/e,n/e,157,157,157
12.01.2022 10:00 - 12.01.2022 11:00,4,4,4,n/e,n/e,n/e,170,170,170
12.01.2022 11:00 - 12.01.2022 12:00,5,5,5,n/e,n/e,n/e,179,179,179
12.01.2022 12:00 - 12.01.2022 13:00,4,4,4,n/e,n/e,n/e,179,179,179
12.01.2022 13:00 - 12.01.2022 14:00,2,2,2,n/e,n/e,n/e,175,175,175
12.01.2022 14:00 - 12.01.2022 15:00,0,0,0,n/e,n/e,n/e,166,166,166
12.01.2022 15:00 - 12.01.2022 16:00,0,0,0,n/e,n/e,n/e,152,152,152
12.01.2022 16:00 - 12.01.2022 17:00,0,0,0,n/e,n/e,n/e,147,147,147
12.01.2022 17:00 - 12.01.2022 18:00,0,0,0,n/e,n/e,n/e,151,151,151
12.01.2022 18:00 - 12.01.2022 19:00,0,0,0,n/e,n/e,n/e,159,159,159
12.01.2022 19:00 - 12.01.2022 20:00,0,0,0,n/e,n/e,n/e,167,167,167
12.01.2022 20:00 - 12.01.2022 21:00,0,0,0,n/e,n/e,n/e,175,175,175
12.01.2022 21:00 - 12.01.2022 22:00,0,0,0,n/e,n/e,n/e,182,182,182
12.01.2022 22:00 - 12.01.2022 23:00,0,0,0,n/e,n/e,n/e,188,188,188
12.01.2022 23:00 - 13.01.2022 00:00,0,0,0,n/e,n/e,n/e,182,182,182
13.01.2022 00:00 - 13.01.2022 01:00,0,0,0,n/e,n/e,n/e,207,207,207
13.01.2022 01:00 - 13.01.2022 02:00,0,0,0,n/e,n/e,n/e,207,207,207
13.01.2022 02:00 - 13.01.2022 03:00,0,0,0,n/e,n/e,n/e,205,205,205
13.01.2022 03:00 - 13.01.2022 04:00,0,0,0,n/e,n/e,n/e,201,201,201
13.01.2022 04:00 - 13.01.2022 05:00,0,0,0,n/e,n/e,n/e,200,200,200
13.01.2022 05:00 - 13.01.2022 06:00,0,0,0,n/e,n/e,n/e,200,200,200
13.01.2022 06:00 - 13.01.2022 07:00,0,0,0,n/e,n/e,n/e,201,201,201
13.01.2022 07:00 - 13.01.2022 08:00,0,0,0,n/e,n/e,n/e,202,202,202
13.01.2022 08:00 - 13.01.2022 09:00,0,0,0,n/e,n/e,n/e,202,202,202
13.01.2022 09:00 - 13.01.2022 10:00,1,1,1,n/e,n/e,n/e,207,207,207
13.01.2022 10:00 - 13.01.2022 11:00,3,3,3,n/e,n/e,n/e,211,211,211
13.01.2022 11:00 - 13.01.2022 12:00,4,4,4,n/e,n/e,n/e,216,216,216
13.01.2022 12:00 - 13.01.2022 13:00,4,4,4,n/e,n/e,n/e,221,221,221
13.01.2022 13:00 - 13.01.2022 14:00,3,3,3,n/e,n/e,n/e,222,222,222
13.01.2022 14:00 - 13.01.2022 15:00,1,1,1,n/e,n/e,n/e,220,220,220
13.01.2022 15:00 - 13.01.2022 16:00,0,0,0,n/e,n/e,n/e,218,218,218
13.01.2022 16:00 - 13.01.2022 17:00,0,0,0,n/e,n/e,n/e,214,214,214
13.01.2022 17:00 - 13.01.2022 18:00,0,0,0,n/e,n/e,n/e,210,210,210
13.01.2022 18:00 - 13.01.2022 19:00,0,0,0,n/e,n/e,n/e,213,213,213
13.01.2022 19:00 - 13.01.2022 20:00,0,0,0,n/e,n/e,n/e,218,218,218
13.01.2022 20:00 - 13.01.2022 21:00,0,0,0,n/e,n/e,n/e,218,218,218
13.01.2022 21:00 - 13.01.2022 22:00,0,0,0,n/e,n/e,n/e,219,219,219
13.01.2022 22:00 - 13.01.2022 23:00,0,0,0,n/e,n/e,n/e,223,223,223
13.01.2022 23:00 - 14.01.2022 00:00,0,0,0,n/e,n/e,n/e,217,217,217
14.01.2022 00:00 - 14.01.2022 01:00,0,0,0,n/e,n/e,n/e,211,211,211
14.01.2022 01:00 - 14.01.2022 02:00,0,0,0,n/e,n/e,n/e,213,213,213
14.01.2022 02:00 - 14.01.2022 03:00,0,0,0,n/e,n/e,n/e,222,222,222
14.01.2022 03:00 - 14.01.2022 04:00,0,0,0,n/e,n/e,n/e,233,233,233
14.01.2022 04:00 - 14.01.2022 05:00,0,0,0,n/e,n/e,n/e,238,238,238
14.01.2022 05:00 - 14.01.2022 06:00,0,0,0,n/e,n/e,n/e,241,241,241
14.01.2022 06:00 - 14.01.2022 07:00,0,0,0,n/e,n/e,n/e,246,246,246
14.01.2022 07:00 - 14.01.2022 08:00,0,0,0,n/e,n/e,n/e,253,253,253
14.01.2022 08:00 - 14.01.2022 09:00,1,1,1,n/e,n/e,n/e,257,257,257
14.01.2022 09:00 - 14.01.2022 10:00,3,3,3,n/e,n/e,n/e,261,261,261
14.01.2022 10:00 - 14.01.2022 11:00,8,8,8,n/e,n/e,n/e,264,264,264
14.01.2022 11:00 - 14.01.2022 12:00,9,9,9,n/e,n/e,n/e,265,265,265
14.01.2022 12:00 - 14.01.2022 13:00,7,7,7,n/e,n/e,n/e,265,265,265
14.01.2022 13:00 - 14.01.2022 14:00,4,4,4,n/e,n/e,n/e,265,265,265
14.01.2022 14:00 - 14.01.2022 15:00,1,1,1,n/e,n/e,n/e,265,265,265
14.01.2022 15:00 - 14.01.2022 16:00,0,0,0,n/e,n/e,n/e,265,265,265
14.01.2022 16:00 - 14.01.2022 17:00,0,0,0,n/e,n/e,n/e,265,265,265
14.01.2022 17:00 - 14.01.2022 18:00,0,0,0,n/e,n/e,n/e,262,262,262
14.01.2022 18:00 - 14.01.2022 19:00,0,0,0,n/e,n/e,n/e,257,257,257
14.01.2022 19:00 - 14.01.2022 20:00,0,0,0,n/e,n/e,n/e,255,255,255
14.01.2022 20:00 - 14.01.2022 21:00,0,0,0,n/e,n/e,n/e,255,255,255
14.01.2022 21:00 - 14.01.2022 22:00,0,0,0,n/e,n/e,n/e,254,254,254
14.01.2022 22:00 - 14.01.2022 23:00,0,0,0,n/e,n/e,n/e,253,253,253
14.01.2022 23:00 - 15.01.2022 00:00,0,0,0,n/e,n/e,n/e,252,252,252
15.01.2022 00:00 - 15.01.2022 01:00,0,0,0,n/e,n/e,n/e,250,250,250
15.01.2022 01:00 - 15.01.2022 02:00,0,0,0,n/e,n/e,n/e,246,246,246
15.01.2022 02:00 - 15.01.2022 03:00,0,0,0,n/e,n/e,n/e,242,242,242
15.01.2022 03:00 - 15.01.2022 04:00,0,0,0,n/e,n/e,n/e,235,235,235
15.01.2022 04:00 - 15.01.2022 05:00,0,0,0,n/e,n/e,n/e,227,227,227
15.01.2022 05:00 - 15.01.2022 06:00,0,0,0,n/e,n/e,n/e,221,221,221
15.01.2022 06:00 - 15.01.2022 07:00,0,0,0,n/e,n/e,n/e,219,219,219
15.01.2022 07:00 - 15.01.2022 08:00,0,0,0,n/e,n/e,n/e,217,217,217
15.01.2022 08:00 - 15.01.2022 09:00,0,0,0,n/e,n/e,n/e,212,212,212
15.01.2022 09:00 - 15.01.2022 10:00,4,4,4,n/e,n/e,n/e,210,210,210
15.01.2022 10:00 - 15.01.2022 11:00,11,11,11,n/e,n/e,n/e,208,208,208
15.01.2022 11:00 - 15.01.2022 12:00,13,13,13,n/e,n/e,n/e,204,204,204
15.01.2022 12:00 - 15.01.2022 13:00,11,11,11,n/e,n/e,n/e,198,198,198
15.01.2022 13:00 - 15.01.2022 14:00,5,5,5,n/e,n/e,n/e,195,195,195
15.01.2022 14:00 - 15.01.2022 15:00,1,1,1,n/e,n/e,n/e,192,192,192
15.01.2022 15:00 - 15.01.2022 16:00,0,0,0,n/e,n/e,n/e,186,186,186
15.01.2022 16:00 - 15.01.2022 17:00,0,0,0,n/e,n/e,n/e,173,173,173
15.01.2022 17:00 - 15.01.2022 18:00,0,0,0,n/e,n/e,n/e,154,154,154
15.01.2022 18:00 - 15.01.2022 19:00,0,0,0,n/e,n/e,n/e,133,133,133
15.01.2022 19:00 - 15.01.2022 20:00,0,0,0,n/e,n/e,n/e,113,113,113
15.01.2022 20:00 - 15.01.2022 21:00,0,0,0,n/e,n/e,n/e,97,97,97
15.01.2022 21:00 - 15.01.2022 22:00,0,0,0,n/e,n/e,n/e,84,84,84
15.01.2022 22:00 - 15.01.2022 23:00,0,0,0,n/e,n/e,n/e,79,79,79
15.01.2022 23:00 - 16.01.2022 00:00,0,0,0,n/e,n/e,n/e,78,78,78
16.01.2022 00:00 - 16.01.2022 01:00,0,0,0,n/e,n/e,n/e,88,88,88
16.01.2022 01:00 - 16.01.2022 02:00,0,0,0,n/e,n/e,n/e,87,87,87
16.01.2022 02:00 - 16.01.2022 03:00,0,0,0,n/e,n/e,n/e,81,81,81
16.01.2022 03:00 - 16.01.2022 04:00,0,0,0,n/e,n/e,n/e,81,81,81
16.01.2022 04:00 - 16.01.2022 05:00,0,0,0,n/e,n/e,n/e,93,93,93
16.01.2022 05:00 - 16.01.2022 06:00,0,0,0,n/e,n/e,n/e,114,114,114
16.01.2022 06:00 - 16.01.2022 07:00,0,0,0,n/e,n/e,n/e,137,137,137
16.01.2022 07:00 - 16.01.2022 08:00,0,0,0,n/e,n/e,n/e,149,149,149
16.01.2022 08:00 - 16.01.2022 09:00,0,0,0,n/e,n/e,n/e,152,152,152
16.01.2022 09:00 - 16.01.2022 10:00,4,4,4,n/e,n/e,n/e,158,158,158
16.01.2022 10:00 - 16.01.2022 11:00,10,10,10,n/e,n/e,n/e,171,171,171
16.01.2022 11:00 - 16.01.2022 12:00,11,11,11,n/e,n/e,n/e,192,192,192
16.01.2022 12:00 - 16.01.2022 13:00,7,7,7,n/e,n/e,n/e,213,213,213
16.01.2022 13:00 - 16.01.2022 14:00,3,3,3,n/e,n/e,n/e,224,224,224
16.01.2022 14:00 - 16.01.2022 15:00,0,0,0,n/e,n/e,n/e,229,229,229
16.01.2022 15:00 - 16.01.2022 16:00,0,0,0,n/e,n/e,n/e,237,237,237
16.01.2022 16:00 - 16.01.2022 17:00,0,0,0,n/e,n/e,n/e,240,240,240
16.01.2022 17:00 - 16.01.2022 18:00,0,0,0,n/e,n/e,n/e,241,241,241
16.01.2022 18:00 - 16.01.2022 19:00,0,0,0,n/e,n/e,n/e,241,241,241
16.01.2022 19:00 - 16.01.2022 20:00,0,0,0,n/e,n/e,n/e,235,235,235
16.01.2022 20:00 - 16.01.2022 21:00,0,0,0,n/e,n/e,n/e,211,211,211
16.01.2022 21:00 - 16.01.2022 22:00,0,0,0,n/e,n/e,n/e,170,170,170
16.01.2022 22:00 - 16.01.2022 23:00,0,0,0,n/e,n/e,n/e,146,146,146
16.01.2022 23:00 - 17.01.2022 00:00,0,0,0,n/e,n/e,n/e,137,137,137
17.01.2022 00:00 - 17.01.2022 01:00,0,0,0,n/e,n/e,n/e,113,113,113
17.01.2022 01:00 - 17.01.2022 02:00,0,0,0,n/e,n/e,n/e,112,112,112
17.01.2022 02:00 - 17.01.2022 03:00,0,0,0,n/e,n/e,n/e,125,125,125
17.01.2022 03:00 - 17.01.2022 04:00,0,0,0,n/e,n/e,n/e,145,145,145
17.01.2022 04:00 - 17.01.2022 05:00,0,0,0,n/e,n/e,n/e,161,161,161
17.01.2022 05:00 - 17.01.2022 06:00,0,0,0,n/e,n/e,n/e,155,155,155
17.01.2022 06:00 - 17.01.2022 07:00,0,0,0,n/e,n/e,n/e,148,148,148
17.01.2022 07:00 - 17.01.2022 08:00,0,0,0,n/e,n/e,n/e,161,161,161
17.01.2022 08:00 - 17.01.2022 09:00,1,1,1,n/e,n/e,n/e,188,188,188
17.01.2022 09:00 - 17.01.2022 10:00,2,2,2,n/e,n/e,n/e,215,215,215
17.01.2022 10:00 - 17.01.2022 11:00,7,7,7,n/e,n/e,n/e,235,235,235
17.01.2022 11:00 - 17.01.2022 12:00,10,10,10,n/e,n/e,n/e,246,246,246
17.01.2022 12:00 - 17.01.2022 13:00,9,9,9,n/e,n/e,n/e,254,254,254
17.01.2022 13:00 - 17.01.2022 14:00,5,5,5,n/e,n/e,n/e,258,258,258
17.01.2022 14:00 - 17.01.2022 15:00,2,2,2,n/e,n/e,n/e,260,260,260
17.01.2022 15:00 - 17.01.2022 16:00,0,0,0,n/e,n/e,n/e,260,260,260
17.01.2022 16:00 - 17.01.2022 17:00,0,0,0,n/e,n/e,n/e,258,258,258
17.01.2022 17:00 - 17.01.2022 18:00,0,0,0,n/e,n/e,n/e,256,256,256
17.01.2022 18:00 - 17.01.2022 19:00,0,0,0,n/e,n/e,n/e,255,255,255
17.01.2022 19:00 - 17.01.2022 20:00,0,0,0,n/e,n/e,n/e,252,252,252
17.01.2022 20:00 - 17.01.2022 21:00,0,0,0,n/e,n/e,n/e,249,249,249
17.01.2022 21:00 - 17.01.2022 22:00,0,0,0,n/e,n/e,n/e,248,248,248
17.01.2022 22:00 - 17.01.2022 23:00,0,0,0,n/e,n/e,n/e,247,247,247
17.01.2022 23:00 - 18.01.2022 00:00,0,0,0,n/e,n/e,n/e,238,238,238
18.01.2022 00:00 - 18.01.2022 01:00,0,0,0,n/e,n/e,n/e,239,239,239
18.01.2022 01:00 - 18.01.2022 02:00,0,0,0,n/e,n/e,n/e,232,232,232
18.01.2022 02:00 - 18.01.2022 03:00,0,0,0,n/e,n/e,n/e,224,224,224
18.01.2022 03:00 - 18.01.2022 04:00,0,0,0,n/e,n/e,n/e,216,216,216
18.01.2022 04:00 - 18.01.2022 05:00,0,0,0,n/e,n/e,n/e,206,206,206
18.01.2022 05:00 - 18.01.2022 06:00,0,0,0,n/e,n/e,n/e,191,191,191
18.01.2022 06:00 - 18.01.2022 07:00,0,0,0,n/e,n/e,n/e,171,171,171
18.01.2022 07:00 - 18.01.2022 08:00,0,0,0,n/e,n/e,n/e,150,150,150
18.01.2022 08:00 - 18.01.2022 09:00,1,1,1,n/e,n/e,n/e,131,131,131
18.01.2022 09:00 - 18.01.2022 10:00,8,8,8,n/e,n/e,n/e,114,114,114
18.01.2022 10:00 - 18.01.2022 11:00,17,17,17,n/e,n/e,n/e,99,99,99
18.01.2022 11:00 - 18.01.2022 12:00,20,20,20,n/e,n/e,n/e,84,84,84
18.01.2022 12:00 - 18.01.2022 13:00,16,16,16,n/e,n/e,n/e,75,75,75
18.01.2022 13:00 - 18.01.2022 14:00,8,8,8,n/e,n/e,n/e,63,63,63
18.01.2022 14:00 - 18.01.2022 15:00,1,1,1,n/e,n/e,n/e,52,52,52
18.01.2022 15:00 - 18.01.2022 16:00,0,0,0,n/e,n/e,n/e,57,57,57
18.01.2022 16:00 - 18.01.2022 17:00,0,0,0,n/e,n/e,n/e,75,75,75
18.01.2022 17:00 - 18.01.2022 18:00,0,0,0,n/e,n/e,n/e,95,95,95
18.01.2022 18:00 - 18.01.2022 19:00,0,0,0,n/e,n/e,n/e,106,106,106
18.01.2022 19:00 - 18.01.2022 20:00,0,0,0,n/e,n/e,n/e,110,110,110
18.01.2022 20:00 - 18.01.2022 21:00,0,0,0,n/e,n/e,n/e,121,121,121
18.01.2022 21:00 - 18.01.2022 22:00,0,0,0,n/e,n/e,n/e,131,131,131
18.01.2022 22:00 - 18.01.2022 23:00,0,0,0,n/e,n/e,n/e,131,131,131
18.01.2022 23:00 - 19.01.2022 00:00,0,0,0,n/e,n/e,n/e,126,126,126
19.01.2022 00:00 - 19.01.2022 01:00,0,0,0,n/e,n/e,n/e,110,110,110
19.01.2022 01:00 - 19.01.2022 02:00,0,0,0,n/e,n/e,n/e,101,101,101
19.01.2022 02:00 - 19.01.2022 03:00,0,0,0,n/e,n/e,n/e,97,97,97
19.01.2022 03:00 - 19.01.2022 04:00,0,0,0,n/e,n/e,n/e,93,93,93
19.01.2022 04:00 - 19.01.2022 05:00,0,0,0,n/e,n/e,n/e,87,87,87
19.01.2022 05:00 - 19.01.2022 06:00,0,0,0,n/e,n/e,n/e,89,89,89
19.01.2022 06:00 - 19.01.2022 07:00,0,0,0,n/e,n/e,n/e,96,96,96
19.01.2022 07:00 - 19.01.2022 08:00,0,0,0,n/e,n/e,n/e,110,110,110
19.01.2022 08:00 - 19.01.2022 09:00,0,0,0,n/e,n/e,n/e,127,127,127
19.01.2022 09:00 - 19.01.2022 10:00,5,5,5,n/e,n/e,n/e,149,149,149
19.01.2022 10:00 - 19.01.2022 11:00,10,10,10,n/e,n/e,n/e,170,170,170
19.01.2022 11:00 - 19.01.2022 12:00,13,13,13,n/e,n/e,n/e,190,190,190
19.01.2022 12:00 - 19.01.2022 13:00,11,11,11,n/e,n/e,n/e,206,206,206
19.01.2022 13:00 - 19.01.2022 14:00,7,7,7,n/e,n/e,n/e,216,216,216
19.01.2022 14:00 - 19.01.2022 15:00,3,3,3,n/e,n/e,n/e,217,217,217
19.01.2022 15:00 - 19.01.2022 16:00,0,0,0,n/e,n/e,n/e,217,217,217
19.01.2022 16:00 - 19.01.2022 17:00,0,0,0,n/e,n/e,n/e,219,219,219
19.01.2022 17:00 - 19.01.2022 18:00,0,0,0,n/e,n/e,n/e,222,222,222
19.01.2022 18:00 - 19.01.2022 19:00,0,0,0,n/e,n/e,n/e,228,228,228
19.01.2022 19:00 - 19.01.2022 20:00,0,0,0,n/e,n/e,n/e,235,235,235
19.01.2022 20:00 - 19.01.2022 21:00,0,0,0,n/e,n/e,n/e,241,241,241
19.01.2022 21:00 - 19.01.2022 22:00,0,0,0,n/e,n/e,n/e,248,248,248
19.01.2022 22:00 - 19.01.2022 23:00,0,0,0,n/e,n/e,n/e,249,249,249
19.01.2022 23:00 - 20.01.2022 00:00,0,0,0,n/e,n/e,n/e,224,224,224
20.01.2022 00:00 - 20.01.2022 01:00,0,0,0,n/e,n/e,n/e,236,236,236
20.01.2022 01:00 - 20.01.2022 02:00,0,0,0,n/e,n/e,n/e,234,234,234
20.01.2022 02:00 - 20.01.2022 03:00,0,0,0,n/e,n/e,n/e,235,235,235
20.01.2022 03:00 - 20.01.2022 04:00,0,0,0,n/e,n/e,n/e,235,235,235
20.01.2022 04:00 - 20.01.2022 05:00,0,0,0,n/e,n/e,n/e,227,227,227
20.01.2022 05:00 - 20.01.2022 06:00,0,0,0,n/e,n/e,n/e,214,214,214
20.01.2022 06:00 - 20.01.2022 07:00,0,0,0,n/e,n/e,n/e,195,195,195
20.01.2022 07:00 - 20.01.2022 08:00,0,0,0,n/e,n/e,n/e,166,166,166
20.01.2022 08:00 - 20.01.2022 09:00,1,1,1,n/e,n/e,n/e,134,134,134
20.01.2022 09:00 - 20.01.2022 10:00,2,2,2,n/e,n/e,n/e,105,105,105
20.01.2022 10:00 - 20.01.2022 11:00,5,5,5,n/e,n/e,n/e,79,79,79
20.01.2022 11:00 - 20.01.2022 12:00,7,7,7,n/e,n/e,n/e,68,68,68
20.01.2022 12:00 - 20.01.2022 13:00,7,7,7,n/e,n/e,n/e,66,66,66
20.01.2022 13:00 - 20.01.2022 14:00,5,5,5,n/e,n/e,n/e,78,78,78
20.01.2022 14:00 - 20.01.2022 15:00,1,1,1,n/e,n/e,n/e,104,104,104
20.01.2022 15:00 - 20.01.2022 16:00,0,0,0,n/e,n/e,n/e,134,134,134
20.01.2022 16:00 - 20.01.2022 17:00,0,0,0,n/e,n/e,n/e,161,161,161
20.01.2022 17:00 - 20.01.2022 18:00,0,0,0,n/e,n/e,n/e,174,174,174
20.01.2022 18:00 - 20.01.2022 19:00,0,0,0,n/e,n/e,n/e,182,182,182
20.01.2022 19:00 - 20.01.2022 20:00,0,0,0,n/e,n/e,n/e,189,189,189
20.01.2022 20:00 - 20.01.2022 21:00,0,0,0,n/e,n/e,n/e,197,197,197
20.01.2022 21:00 - 20.01.2022 22:00,0,0,0,n/e,n/e,n/e,201,201,201
20.01.2022 22:00 - 20.01.2022 23:00,0,0,0,n/e,n/e,n/e,208,208,208
20.01.2022 23:00 - 21.01.2022 00:00,0,0,0,n/e,n/e,n/e,188,188,188
21.01.2022 00:00 - 21.01.2022 01:00,0,0,0,n/e,n/e,n/e,198,198,198
21.01.2022 01:00 - 21.01.2022 02:00,0,0,0,n/e,n/e,n/e,207,207,207
21.01.2022 02:00 - 21.01.2022 03:00,0,0,0,n/e,n/e,n/e,219,219,219
21.01.2022 03:00 - 21.01.2022 04:00,0,0,0,n/e,n/e,n/e,224,224,224
21.01.2022 04:00 - 21.01.2022 05:00,0,0,0,n/e,n/e,n/e,227,227,227
21.01.2022 05:00 - 21.01.2022 06:00,0,0,0,n/e,n/e,n/e,228,228,228
21.01.2022 06:00 - 21.01.2022 07:00,0,0,0,n/e,n/e,n/e,229,229,229
21.01.2022 07:00 - 21.01.2022 08:00,0,0,0,n/e,n/e,n/e,230,230,230
21.01.2022 08:00 - 21.01.2022 09:00,1,1,1,n/e,n/e,n/e,229,229,229
21.01.2022 09:00 - 21.01.2022 10:00,6,6,6,n/e,n/e,n/e,230,230,230
21.01.2022 10:00 - 21.01.2022 11:00,14,14,14,n/e,n/e,n/e,228,228,228
21.01.2022 11:00 - 21.01.2022 12:00,16,16,16,n/e,n/e,n/e,225,225,225
21.01.2022 12:00 - 21.01.2022 13:00,12,12,12,n/e,n/e,n/e,221,221,221
21.01.2022 13:00 - 21.01.2022 14:00,8,8,8,n/e,n/e,n/e,219,219,219
21.01.2022 14:00 - 21.01.2022 15:00,1,1,1,n/e,n/e,n/e,217,217,217
21.01.2022 15:00 - 21.01.2022 16:00,0,0,0,n/e,n/e,n/e,214,214,214
21.01.2022 16:00 - 21.01.2022 17:00,0,0,0,n/e,n/e,n/e,211,211,211
21.01.2022 17:00 - 21.01.2022 18:00,0,0,0,n/e,n/e,n/e,207,207,207
21.01.2022 18:00 - 21.01.2022 19:00,0,0,0,n/e,n/e,n/e,204,204,204
21.01.2022 19:00 - 21.01.2022 20:00,0,0,0,n/e,n/e,n/e,202,202,202
21.01.2022 20:00 - 21.01.2022 21:00,0,0,0,n/e,n/e,n/e,200,200,200
21.01.2022 21:00 - 21.01.2022 22:00,0,0,0,n/e,n/e,n/e,199,199,199
21.01.2022 22:00 - 21.01.2022 23:00,0,0,0,n/e,n/e,n/e,197,197,197
21.01.2022 23:00 - 22.01.2022 00:00,0,0,0,n/e,n/e,n/e,187,187,187
22.01.2022 00:00 - 22.01.2022 01:00,1,1,1,n/e,n/e,n/e,186,186,186
22.01.2022 01:00 - 22.01.2022 02:00,1,1,1,n/e,n/e,n/e,176,176,176
22.01.2022 02:00 - 22.01.2022 03:00,0,0,0,n/e,n/e,n/e,165,165,165
22.01.2022 03:00 - 22.01.2022 04:00,0,0,0,n/e,n/e,n/e,157,157,157
22.01.2022 04:00 - 22.01.2022 05:00,0,0,0,n/e,n/e,n/e,150,150,150
22.01.2022 05:00 - 22.01.2022 06:00,0,0,0,n/e,n/e,n/e,140,140,140
22.01.2022 06:00 - 22.01.2022 07:00,0,0,0,n/e,n/e,n/e,135,135,135
22.01.2022 07:00 - 22.01.2022 08:00,0,0,0,n/e,n/e,n/e,133,133,133
22.01.2022 08:00 - 22.01.2022 09:00,2,2,2,n/e,n/e,n/e,131,131,131
22.01.2022 09:00 - 22.01.2022 10:00,6,6,6,n/e,n/e,n/e,123,123,123
22.01.2022 10:00 - 22.01.2022 11:00,10,10,10,n/e,n/e,n/e,107,107,107
22.01.2022 11:00 - 22.01.2022 12:00,14,14,14,n/e,n/e,n/e,96,96,96
22.01.2022 12:00 - 22.01.2022 13:00,15,15,15,n/e,n/e,n/e,92,92,92
22.01.2022 13:00 - 22.01.2022 14:00,10,10,10,n/e,n/e,n/e,84,84,84
22.01.2022 14:00 - 22.01.2022 15:00,2,2,2,n/e,n/e,n/e,73,73,73
22.01.2022 15:00 - 22.01.2022 16:00,0,0,0,n/e,n/e,n/e,64,64,64
22.01.2022 16:00 - 22.01.2022 17:00,0,0,0,n/e,n/e,n/e,56,56,56
22.01.2022 17:00 - 22.01.2022 18:00,0,0,0,n/e,n/e,n/e,45,45,45
22.01.2022 18:00 - 22.01.2022 19:00,0,0,0,n/e,n/e,n/e,32,32,32
22.01.2022 19:00 - 22.01.2022 20:00,0,0,0,n/e,n/e,n/e,22,22,22
22.01.2022 20:00 - 22.01.2022 21:00,0,0,0,n/e,n/e,n/e,15,15,15
22.01.2022 21:00 - 22.01.2022 22:00,0,0,0,n/e,n/e,n/e,11,11,11
22.01.2022 22:00 - 22.01.2022 23:00,0,0,0,n/e,n/e,n/e,8,8,8
22.01.2022 23:00 - 23.01.2022 00:00,0,0,0,n/e,n/e,n/e,4,4,4
23.01.2022 00:00 - 23.01.2022 01:00,0,0,0,n/e,n/e,n/e,4,4,4
23.01.2022 01:00 - 23.01.2022 02:00,0,0,0,n/e,n/e,n/e,3,3,3
23.01.2022 02:00 - 23.01.2022 03:00,0,0,0,n/e,n/e,n/e,4,4,4
23.01.2022 03:00 - 23.01.2022 04:00,0,0,0,n/e,n/e,n/e,5,5,5
23.01.2022 04:00 - 23.01.2022 05:00,0,0,0,n/e,n/e,n/e,7,7,7
23.01.2022 05:00 - 23.01.2022 06:00,0,0,0,n/e,n/e,n/e,12,12,12
23.01.2022 06:00 - 23.01.2022 07:00,0,0,0,n/e,n/e,n/e,17,17,17
23.01.2022 07:00 - 23.01.2022 08:00,0,0,0,n/e,n/e,n/e,29,29,29
23.01.2022 08:00 - 23.01.2022 09:00,3,3,3,n/e,n/e,n/e,45,45,45
23.01.2022 09:00 - 23.01.2022 10:00,8,8,8,n/e,n/e,n/e,61,61,61
23.01.2022 10:00 - 23.01.2022 11:00,13,13,13,n/e,n/e,n/e,70,70,70
23.01.2022 11:00 - 23.01.2022 12:00,15,15,15,n/e,n/e,n/e,77,77,77
23.01.2022 12:00 - 23.01.2022 13:00,13,13,13,n/e,n/e,n/e,87,87,87
23.01.2022 13:00 - 23.01.2022 14:00,8,8,8,n/e,n/e,n/e,96,96,96
23.01.2022 14:00 - 23.01.2022 15:00,2,2,2,n/e,n/e,n/e,99,99,99
23.01.2022 15:00 - 23.01.2022 16:00,1,1,1,n/e,n/e,n/e,98,98,98
23.01.2022 16:00 - 23.01.2022 17:00,0,0,0,n/e,n/e,n/e,102,102,102
