MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Czech Republic (CZ),Generation - Solar  [MW] Intraday / Czech Republic (CZ),Generation - Solar  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Offshore  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Offshore  [MW] Intraday / Czech Republic (CZ),Generation - Wind Offshore  [MW] Current / Czech Republic (CZ),Generation - Wind Onshore  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Onshore  [MW] Intraday / Czech Republic (CZ),Generation - Wind Onshore  [MW] Current / Czech Republic (CZ)
10.04.2022 17:00 - 10.04.2022 18:00,472,472,472,n/e,n/e,n/e,n/e,n/e,n/e
10.04.2022 18:00 - 10.04.2022 19:00,163,163,163,n/e,n/e,n/e,n/e,n/e,n/e
10.04.2022 19:00 - 10.04.2022 20:00,12,12,12,n/e,n/e,n/e,n/e,n/e,n/e
10.04.2022 20:00 - 10.04.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
10.04.2022 21:00 - 10.04.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
10.04.2022 22:00 - 10.04.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
10.04.2022 23:00 - 11.04.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 00:00 - 11.04.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 01:00 - 11.04.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 02:00 - 11.04.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 03:00 - 11.04.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 04:00 - 11.04.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 05:00 - 11.04.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 06:00 - 11.04.2022 07:00,7,7,7,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 07:00 - 11.04.2022 08:00,224,224,224,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 08:00 - 11.04.2022 09:00,633,633,633,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 09:00 - 11.04.2022 10:00,977,977,977,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 10:00 - 11.04.2022 11:00,1181,1181,1181,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 11:00 - 11.04.2022 12:00,1299,1299,1299,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 12:00 - 11.04.2022 13:00,1369,1369,1369,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 13:00 - 11.04.2022 14:00,1466,1466,1466,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 14:00 - 11.04.2022 15:00,1341,1341,1341,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 15:00 - 11.04.2022 16:00,1084,1084,1084,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 16:00 - 11.04.2022 17:00,860,860,860,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 17:00 - 11.04.2022 18:00,548,548,548,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 18:00 - 11.04.2022 19:00,198,198,198,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 19:00 - 11.04.2022 20:00,13,13,13,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 20:00 - 11.04.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 21:00 - 11.04.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 22:00 - 11.04.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.04.2022 23:00 - 12.04.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 00:00 - 12.04.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 01:00 - 12.04.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 02:00 - 12.04.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 03:00 - 12.04.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 04:00 - 12.04.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 05:00 - 12.04.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 06:00 - 12.04.2022 07:00,12,12,12,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 07:00 - 12.04.2022 08:00,229,229,229,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 08:00 - 12.04.2022 09:00,649,649,649,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 09:00 - 12.04.2022 10:00,1063,1063,1063,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 10:00 - 12.04.2022 11:00,1368,1368,1368,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 11:00 - 12.04.2022 12:00,1534,1534,1534,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 12:00 - 12.04.2022 13:00,1627,1627,1627,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 13:00 - 12.04.2022 14:00,1689,1689,1689,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 14:00 - 12.04.2022 15:00,1600,1600,1600,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 15:00 - 12.04.2022 16:00,1354,1354,1354,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 16:00 - 12.04.2022 17:00,1044,1044,1044,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 17:00 - 12.04.2022 18:00,632,632,632,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 18:00 - 12.04.2022 19:00,211,211,211,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 19:00 - 12.04.2022 20:00,16,16,16,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 20:00 - 12.04.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 21:00 - 12.04.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 22:00 - 12.04.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.04.2022 23:00 - 13.04.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 00:00 - 13.04.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 01:00 - 13.04.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 02:00 - 13.04.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 03:00 - 13.04.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 04:00 - 13.04.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 05:00 - 13.04.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 06:00 - 13.04.2022 07:00,14,14,14,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 07:00 - 13.04.2022 08:00,231,231,231,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 08:00 - 13.04.2022 09:00,638,638,638,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 09:00 - 13.04.2022 10:00,1028,1028,1028,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 10:00 - 13.04.2022 11:00,1297,1297,1297,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 11:00 - 13.04.2022 12:00,1457,1457,1457,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 12:00 - 13.04.2022 13:00,1556,1556,1556,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 13:00 - 13.04.2022 14:00,1609,1609,1609,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 14:00 - 13.04.2022 15:00,1536,1536,1536,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 15:00 - 13.04.2022 16:00,1297,1297,1297,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 16:00 - 13.04.2022 17:00,992,992,992,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 17:00 - 13.04.2022 18:00,573,573,573,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 18:00 - 13.04.2022 19:00,180,180,180,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 19:00 - 13.04.2022 20:00,18,18,18,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 20:00 - 13.04.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 21:00 - 13.04.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 22:00 - 13.04.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.04.2022 23:00 - 14.04.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 00:00 - 14.04.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 01:00 - 14.04.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 02:00 - 14.04.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 03:00 - 14.04.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 04:00 - 14.04.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 05:00 - 14.04.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 06:00 - 14.04.2022 07:00,18,18,18,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 07:00 - 14.04.2022 08:00,212,212,212,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 08:00 - 14.04.2022 09:00,585,585,585,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 09:00 - 14.04.2022 10:00,973,973,973,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 10:00 - 14.04.2022 11:00,1256,1256,1256,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 11:00 - 14.04.2022 12:00,1428,1428,1428,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 12:00 - 14.04.2022 13:00,1514,1514,1514,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 13:00 - 14.04.2022 14:00,1572,1572,1572,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 14:00 - 14.04.2022 15:00,1473,1473,1473,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 15:00 - 14.04.2022 16:00,1228,1228,1228,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 16:00 - 14.04.2022 17:00,908,908,908,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 17:00 - 14.04.2022 18:00,517,517,517,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 18:00 - 14.04.2022 19:00,170,170,170,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 19:00 - 14.04.2022 20:00,18,18,18,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 20:00 - 14.04.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 21:00 - 14.04.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 22:00 - 14.04.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.04.2022 23:00 - 15.04.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 00:00 - 15.04.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 01:00 - 15.04.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 02:00 - 15.04.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 03:00 - 15.04.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 04:00 - 15.04.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 05:00 - 15.04.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 06:00 - 15.04.2022 07:00,15,15,15,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 07:00 - 15.04.2022 08:00,127,127,127,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 08:00 - 15.04.2022 09:00,344,344,344,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 09:00 - 15.04.2022 10:00,646,646,646,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 10:00 - 15.04.2022 11:00,899,899,899,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 11:00 - 15.04.2022 12:00,1052,1052,1052,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 12:00 - 15.04.2022 13:00,1039,1039,1039,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 13:00 - 15.04.2022 14:00,1067,1067,1067,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 14:00 - 15.04.2022 15:00,864,864,864,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 15:00 - 15.04.2022 16:00,774,774,774,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 16:00 - 15.04.2022 17:00,571,571,571,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 17:00 - 15.04.2022 18:00,303,303,303,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 18:00 - 15.04.2022 19:00,113,113,113,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 19:00 - 15.04.2022 20:00,11,11,11,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 20:00 - 15.04.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 21:00 - 15.04.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 22:00 - 15.04.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.04.2022 23:00 - 16.04.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 00:00 - 16.04.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 01:00 - 16.04.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 02:00 - 16.04.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 03:00 - 16.04.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 04:00 - 16.04.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 05:00 - 16.04.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 06:00 - 16.04.2022 07:00,8,8,8,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 07:00 - 16.04.2022 08:00,72,72,72,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 08:00 - 16.04.2022 09:00,194,194,194,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 09:00 - 16.04.2022 10:00,336,336,336,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 10:00 - 16.04.2022 11:00,506,506,506,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 11:00 - 16.04.2022 12:00,685,685,685,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 12:00 - 16.04.2022 13:00,828,828,828,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 13:00 - 16.04.2022 14:00,949,949,949,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 14:00 - 16.04.2022 15:00,998,998,998,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 15:00 - 16.04.2022 16:00,1029,1029,1029,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 16:00 - 16.04.2022 17:00,836,836,836,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 17:00 - 16.04.2022 18:00,542,542,542,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 18:00 - 16.04.2022 19:00,211,211,211,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 19:00 - 16.04.2022 20:00,21,21,21,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 20:00 - 16.04.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 21:00 - 16.04.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 22:00 - 16.04.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.04.2022 23:00 - 17.04.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 00:00 - 17.04.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 01:00 - 17.04.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 02:00 - 17.04.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 03:00 - 17.04.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 04:00 - 17.04.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 05:00 - 17.04.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 06:00 - 17.04.2022 07:00,26,26,26,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 07:00 - 17.04.2022 08:00,242,242,242,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 08:00 - 17.04.2022 09:00,617,617,617,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 09:00 - 17.04.2022 10:00,955,955,955,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 10:00 - 17.04.2022 11:00,1205,1205,1205,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 11:00 - 17.04.2022 12:00,1345,1345,1345,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 12:00 - 17.04.2022 13:00,1442,1442,1442,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 13:00 - 17.04.2022 14:00,1502,1502,1502,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 14:00 - 17.04.2022 15:00,1500,1500,1500,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 15:00 - 17.04.2022 16:00,1359,1359,1359,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 16:00 - 17.04.2022 17:00,1027,1027,1027,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 17:00 - 17.04.2022 18:00,603,603,603,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 18:00 - 17.04.2022 19:00,211,211,211,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 19:00 - 17.04.2022 20:00,23,23,23,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 20:00 - 17.04.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 21:00 - 17.04.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 22:00 - 17.04.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.04.2022 23:00 - 18.04.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 00:00 - 18.04.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 01:00 - 18.04.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 02:00 - 18.04.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 03:00 - 18.04.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 04:00 - 18.04.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 05:00 - 18.04.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 06:00 - 18.04.2022 07:00,22,22,22,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 07:00 - 18.04.2022 08:00,200,200,200,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 08:00 - 18.04.2022 09:00,507,507,507,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 09:00 - 18.04.2022 10:00,745,745,745,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 10:00 - 18.04.2022 11:00,930,930,930,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 11:00 - 18.04.2022 12:00,998,998,998,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 12:00 - 18.04.2022 13:00,1029,1029,1029,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 13:00 - 18.04.2022 14:00,1145,1145,1145,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 14:00 - 18.04.2022 15:00,1129,1129,1129,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 15:00 - 18.04.2022 16:00,862,862,862,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 16:00 - 18.04.2022 17:00,653,653,653,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 17:00 - 18.04.2022 18:00,410,410,410,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 18:00 - 18.04.2022 19:00,178,178,178,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 19:00 - 18.04.2022 20:00,25,25,25,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 20:00 - 18.04.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 21:00 - 18.04.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 22:00 - 18.04.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.04.2022 23:00 - 19.04.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 00:00 - 19.04.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 01:00 - 19.04.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 02:00 - 19.04.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 03:00 - 19.04.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 04:00 - 19.04.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 05:00 - 19.04.2022 06:00,3,3,3,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 06:00 - 19.04.2022 07:00,21,21,21,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 07:00 - 19.04.2022 08:00,118,118,118,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 08:00 - 19.04.2022 09:00,289,289,289,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 09:00 - 19.04.2022 10:00,447,447,447,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 10:00 - 19.04.2022 11:00,564,564,564,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 11:00 - 19.04.2022 12:00,645,645,645,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 12:00 - 19.04.2022 13:00,705,705,705,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 13:00 - 19.04.2022 14:00,804,804,804,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 14:00 - 19.04.2022 15:00,801,801,801,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 15:00 - 19.04.2022 16:00,693,693,693,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 16:00 - 19.04.2022 17:00,555,555,555,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 17:00 - 19.04.2022 18:00,380,380,380,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 18:00 - 19.04.2022 19:00,150,150,150,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 19:00 - 19.04.2022 20:00,22,22,22,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 20:00 - 19.04.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 21:00 - 19.04.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 22:00 - 19.04.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.04.2022 23:00 - 20.04.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 00:00 - 20.04.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 01:00 - 20.04.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 02:00 - 20.04.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 03:00 - 20.04.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 04:00 - 20.04.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 05:00 - 20.04.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 06:00 - 20.04.2022 07:00,35,35,35,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 07:00 - 20.04.2022 08:00,267,267,267,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 08:00 - 20.04.2022 09:00,635,635,635,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 09:00 - 20.04.2022 10:00,918,918,918,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 10:00 - 20.04.2022 11:00,1085,1085,1085,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 11:00 - 20.04.2022 12:00,1103,1103,1103,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 12:00 - 20.04.2022 13:00,1023,1023,1023,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 13:00 - 20.04.2022 14:00,776,776,776,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 14:00 - 20.04.2022 15:00,609,609,609,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 15:00 - 20.04.2022 16:00,512,512,512,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 16:00 - 20.04.2022 17:00,344,344,344,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 17:00 - 20.04.2022 18:00,190,190,190,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 18:00 - 20.04.2022 19:00,84,84,84,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 19:00 - 20.04.2022 20:00,14,14,14,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 20:00 - 20.04.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 21:00 - 20.04.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 22:00 - 20.04.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.04.2022 23:00 - 21.04.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.04.2022 00:00 - 21.04.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.04.2022 01:00 - 21.04.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.04.2022 02:00 - 21.04.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.04.2022 03:00 - 21.04.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
