MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Slovakia (SK),Generation - Solar  [MW] Intraday / Slovakia (SK),Generation - Solar  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Offshore  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Offshore  [MW] Intraday / Slovakia (SK),Generation - Wind Offshore  [MW] Current / Slovakia (SK),Generation - Wind Onshore  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Onshore  [MW] Intraday / Slovakia (SK),Generation - Wind Onshore  [MW] Day Ahead/ Slovakia (SK)
14.03.2022 18:00 - 14.03.2022 19:00,2,2,2,n/e,n/e,n/e,2,2,2
14.03.2022 19:00 - 14.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
14.03.2022 20:00 - 14.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
14.03.2022 21:00 - 14.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
14.03.2022 22:00 - 14.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
14.03.2022 23:00 - 15.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 00:00 - 15.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 01:00 - 15.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 02:00 - 15.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 03:00 - 15.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 04:00 - 15.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 05:00 - 15.03.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 06:00 - 15.03.2022 07:00,10,10,10,n/e,n/e,n/e,1,1,1
15.03.2022 07:00 - 15.03.2022 08:00,20,20,20,n/e,n/e,n/e,1,1,1
15.03.2022 08:00 - 15.03.2022 09:00,55,55,55,n/e,n/e,n/e,1,1,1
15.03.2022 09:00 - 15.03.2022 10:00,125,125,125,n/e,n/e,n/e,1,1,1
15.03.2022 10:00 - 15.03.2022 11:00,165,165,165,n/e,n/e,n/e,1,1,1
15.03.2022 11:00 - 15.03.2022 12:00,185,185,185,n/e,n/e,n/e,1,1,1
15.03.2022 12:00 - 15.03.2022 13:00,175,175,175,n/e,n/e,n/e,1,1,1
15.03.2022 13:00 - 15.03.2022 14:00,145,145,145,n/e,n/e,n/e,1,1,1
15.03.2022 14:00 - 15.03.2022 15:00,80,80,80,n/e,n/e,n/e,1,1,1
15.03.2022 15:00 - 15.03.2022 16:00,20,20,20,n/e,n/e,n/e,1,1,1
15.03.2022 16:00 - 15.03.2022 17:00,10,10,10,n/e,n/e,n/e,1,1,1
15.03.2022 17:00 - 15.03.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 18:00 - 15.03.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 19:00 - 15.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 20:00 - 15.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 21:00 - 15.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 22:00 - 15.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
15.03.2022 23:00 - 16.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 00:00 - 16.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 01:00 - 16.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 02:00 - 16.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 03:00 - 16.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 04:00 - 16.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 05:00 - 16.03.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 06:00 - 16.03.2022 07:00,3,3,3,n/e,n/e,n/e,1,1,1
16.03.2022 07:00 - 16.03.2022 08:00,15,15,15,n/e,n/e,n/e,1,1,1
16.03.2022 08:00 - 16.03.2022 09:00,75,75,75,n/e,n/e,n/e,1,1,1
16.03.2022 09:00 - 16.03.2022 10:00,160,160,160,n/e,n/e,n/e,1,1,1
16.03.2022 10:00 - 16.03.2022 11:00,210,210,210,n/e,n/e,n/e,1,1,1
16.03.2022 11:00 - 16.03.2022 12:00,220,220,220,n/e,n/e,n/e,1,1,1
16.03.2022 12:00 - 16.03.2022 13:00,210,210,210,n/e,n/e,n/e,1,1,1
16.03.2022 13:00 - 16.03.2022 14:00,145,145,145,n/e,n/e,n/e,1,1,1
16.03.2022 14:00 - 16.03.2022 15:00,60,60,60,n/e,n/e,n/e,1,1,1
16.03.2022 15:00 - 16.03.2022 16:00,10,10,10,n/e,n/e,n/e,1,1,1
16.03.2022 16:00 - 16.03.2022 17:00,3,3,3,n/e,n/e,n/e,1,1,1
16.03.2022 17:00 - 16.03.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 18:00 - 16.03.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 19:00 - 16.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 20:00 - 16.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 21:00 - 16.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 22:00 - 16.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
16.03.2022 23:00 - 17.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 00:00 - 17.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 01:00 - 17.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 02:00 - 17.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 03:00 - 17.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 04:00 - 17.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 05:00 - 17.03.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 06:00 - 17.03.2022 07:00,35,35,35,n/e,n/e,n/e,1,1,1
17.03.2022 07:00 - 17.03.2022 08:00,126,126,126,n/e,n/e,n/e,1,1,1
17.03.2022 08:00 - 17.03.2022 09:00,205,205,205,n/e,n/e,n/e,1,1,1
17.03.2022 09:00 - 17.03.2022 10:00,240,240,240,n/e,n/e,n/e,1,1,1
17.03.2022 10:00 - 17.03.2022 11:00,267,267,267,n/e,n/e,n/e,1,1,1
17.03.2022 11:00 - 17.03.2022 12:00,290,290,290,n/e,n/e,n/e,1,1,1
17.03.2022 12:00 - 17.03.2022 13:00,285,285,285,n/e,n/e,n/e,1,1,1
17.03.2022 13:00 - 17.03.2022 14:00,250,250,250,n/e,n/e,n/e,1,1,1
17.03.2022 14:00 - 17.03.2022 15:00,210,210,210,n/e,n/e,n/e,1,1,1
17.03.2022 15:00 - 17.03.2022 16:00,122,122,122,n/e,n/e,n/e,1,1,1
17.03.2022 16:00 - 17.03.2022 17:00,30,30,30,n/e,n/e,n/e,1,1,1
17.03.2022 17:00 - 17.03.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 18:00 - 17.03.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 19:00 - 17.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 20:00 - 17.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 21:00 - 17.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 22:00 - 17.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
17.03.2022 23:00 - 18.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
18.03.2022 00:00 - 18.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
18.03.2022 01:00 - 18.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
18.03.2022 02:00 - 18.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
18.03.2022 03:00 - 18.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
18.03.2022 04:00 - 18.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
18.03.2022 05:00 - 18.03.2022 06:00,5,5,5,n/e,n/e,n/e,1,1,1
18.03.2022 06:00 - 18.03.2022 07:00,59,59,59,n/e,n/e,n/e,1,1,1
18.03.2022 07:00 - 18.03.2022 08:00,140,140,140,n/e,n/e,n/e,1,1,1
18.03.2022 08:00 - 18.03.2022 09:00,207,207,207,n/e,n/e,n/e,1,1,1
18.03.2022 09:00 - 18.03.2022 10:00,257,257,257,n/e,n/e,n/e,1,1,1
18.03.2022 10:00 - 18.03.2022 11:00,279,279,279,n/e,n/e,n/e,1,1,1
18.03.2022 11:00 - 18.03.2022 12:00,289,289,289,n/e,n/e,n/e,1,1,1
18.03.2022 12:00 - 18.03.2022 13:00,284,284,284,n/e,n/e,n/e,1,1,1
18.03.2022 13:00 - 18.03.2022 14:00,257,257,257,n/e,n/e,n/e,1,1,1
18.03.2022 14:00 - 18.03.2022 15:00,208,208,208,n/e,n/e,n/e,1,1,1
18.03.2022 15:00 - 18.03.2022 16:00,131,131,131,n/e,n/e,n/e,1,1,1
18.03.2022 16:00 - 18.03.2022 17:00,68,68,68,n/e,n/e,n/e,1,1,1
18.03.2022 17:00 - 18.03.2022 18:00,28,28,28,n/e,n/e,n/e,1,1,1
18.03.2022 18:00 - 18.03.2022 19:00,3,3,3,n/e,n/e,n/e,1,1,1
18.03.2022 19:00 - 18.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
18.03.2022 20:00 - 18.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
18.03.2022 21:00 - 18.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
18.03.2022 22:00 - 18.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
18.03.2022 23:00 - 19.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
19.03.2022 00:00 - 19.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
19.03.2022 01:00 - 19.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
19.03.2022 02:00 - 19.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
19.03.2022 03:00 - 19.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
19.03.2022 04:00 - 19.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
19.03.2022 05:00 - 19.03.2022 06:00,6,6,6,n/e,n/e,n/e,1,1,1
19.03.2022 06:00 - 19.03.2022 07:00,57,57,57,n/e,n/e,n/e,1,1,1
19.03.2022 07:00 - 19.03.2022 08:00,140,140,140,n/e,n/e,n/e,1,1,1
19.03.2022 08:00 - 19.03.2022 09:00,206,206,206,n/e,n/e,n/e,1,1,1
19.03.2022 09:00 - 19.03.2022 10:00,255,255,255,n/e,n/e,n/e,1,1,1
19.03.2022 10:00 - 19.03.2022 11:00,293,293,293,n/e,n/e,n/e,1,1,1
19.03.2022 11:00 - 19.03.2022 12:00,303,303,303,n/e,n/e,n/e,1,1,1
19.03.2022 12:00 - 19.03.2022 13:00,298,298,298,n/e,n/e,n/e,1,1,1
19.03.2022 13:00 - 19.03.2022 14:00,270,270,270,n/e,n/e,n/e,1,1,1
19.03.2022 14:00 - 19.03.2022 15:00,217,217,217,n/e,n/e,n/e,1,1,1
19.03.2022 15:00 - 19.03.2022 16:00,136,136,136,n/e,n/e,n/e,1,1,1
19.03.2022 16:00 - 19.03.2022 17:00,70,70,70,n/e,n/e,n/e,1,1,1
19.03.2022 17:00 - 19.03.2022 18:00,27,27,27,n/e,n/e,n/e,1,1,1
19.03.2022 18:00 - 19.03.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
19.03.2022 19:00 - 19.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
19.03.2022 20:00 - 19.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
19.03.2022 21:00 - 19.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
19.03.2022 22:00 - 19.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
19.03.2022 23:00 - 20.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
20.03.2022 00:00 - 20.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
20.03.2022 01:00 - 20.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
20.03.2022 02:00 - 20.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
20.03.2022 03:00 - 20.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
20.03.2022 04:00 - 20.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
20.03.2022 05:00 - 20.03.2022 06:00,6,6,6,n/e,n/e,n/e,1,1,1
20.03.2022 06:00 - 20.03.2022 07:00,65,65,65,n/e,n/e,n/e,1,1,1
20.03.2022 07:00 - 20.03.2022 08:00,155,155,155,n/e,n/e,n/e,1,1,1
20.03.2022 08:00 - 20.03.2022 09:00,230,230,230,n/e,n/e,n/e,1,1,1
20.03.2022 09:00 - 20.03.2022 10:00,285,285,285,n/e,n/e,n/e,1,1,1
20.03.2022 10:00 - 20.03.2022 11:00,310,310,310,n/e,n/e,n/e,1,1,1
20.03.2022 11:00 - 20.03.2022 12:00,321,321,321,n/e,n/e,n/e,1,1,1
20.03.2022 12:00 - 20.03.2022 13:00,316,316,316,n/e,n/e,n/e,1,1,1
20.03.2022 13:00 - 20.03.2022 14:00,286,286,286,n/e,n/e,n/e,1,1,1
20.03.2022 14:00 - 20.03.2022 15:00,231,231,231,n/e,n/e,n/e,1,1,1
20.03.2022 15:00 - 20.03.2022 16:00,146,146,146,n/e,n/e,n/e,1,1,1
20.03.2022 16:00 - 20.03.2022 17:00,76,76,76,n/e,n/e,n/e,1,1,1
20.03.2022 17:00 - 20.03.2022 18:00,31,31,31,n/e,n/e,n/e,1,1,1
20.03.2022 18:00 - 20.03.2022 19:00,3,3,3,n/e,n/e,n/e,1,1,1
20.03.2022 19:00 - 20.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
20.03.2022 20:00 - 20.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
20.03.2022 21:00 - 20.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
20.03.2022 22:00 - 20.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
20.03.2022 23:00 - 21.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
21.03.2022 00:00 - 21.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
21.03.2022 01:00 - 21.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
21.03.2022 02:00 - 21.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
21.03.2022 03:00 - 21.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
21.03.2022 04:00 - 21.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
21.03.2022 05:00 - 21.03.2022 06:00,6,6,6,n/e,n/e,n/e,1,1,1
21.03.2022 06:00 - 21.03.2022 07:00,65,65,65,n/e,n/e,n/e,1,1,1
21.03.2022 07:00 - 21.03.2022 08:00,155,155,155,n/e,n/e,n/e,1,1,1
21.03.2022 08:00 - 21.03.2022 09:00,230,230,230,n/e,n/e,n/e,1,1,1
21.03.2022 09:00 - 21.03.2022 10:00,285,285,285,n/e,n/e,n/e,1,1,1
21.03.2022 10:00 - 21.03.2022 11:00,310,310,310,n/e,n/e,n/e,1,1,1
21.03.2022 11:00 - 21.03.2022 12:00,321,321,321,n/e,n/e,n/e,1,1,1
21.03.2022 12:00 - 21.03.2022 13:00,316,316,316,n/e,n/e,n/e,1,1,1
21.03.2022 13:00 - 21.03.2022 14:00,286,286,286,n/e,n/e,n/e,1,1,1
21.03.2022 14:00 - 21.03.2022 15:00,231,231,231,n/e,n/e,n/e,1,1,1
21.03.2022 15:00 - 21.03.2022 16:00,146,146,146,n/e,n/e,n/e,1,1,1
21.03.2022 16:00 - 21.03.2022 17:00,76,76,76,n/e,n/e,n/e,1,1,1
21.03.2022 17:00 - 21.03.2022 18:00,31,31,31,n/e,n/e,n/e,1,1,1
21.03.2022 18:00 - 21.03.2022 19:00,3,3,3,n/e,n/e,n/e,1,1,1
21.03.2022 19:00 - 21.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
21.03.2022 20:00 - 21.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
21.03.2022 21:00 - 21.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
21.03.2022 22:00 - 21.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
21.03.2022 23:00 - 22.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
22.03.2022 00:00 - 22.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
22.03.2022 01:00 - 22.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
22.03.2022 02:00 - 22.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
22.03.2022 03:00 - 22.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
22.03.2022 04:00 - 22.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
22.03.2022 05:00 - 22.03.2022 06:00,6,6,6,n/e,n/e,n/e,1,1,1
22.03.2022 06:00 - 22.03.2022 07:00,65,65,65,n/e,n/e,n/e,1,1,1
22.03.2022 07:00 - 22.03.2022 08:00,170,170,170,n/e,n/e,n/e,1,1,1
22.03.2022 08:00 - 22.03.2022 09:00,250,250,250,n/e,n/e,n/e,1,1,1
22.03.2022 09:00 - 22.03.2022 10:00,300,300,300,n/e,n/e,n/e,1,1,1
22.03.2022 10:00 - 22.03.2022 11:00,325,325,325,n/e,n/e,n/e,1,1,1
22.03.2022 11:00 - 22.03.2022 12:00,330,330,330,n/e,n/e,n/e,1,1,1
22.03.2022 12:00 - 22.03.2022 13:00,320,320,320,n/e,n/e,n/e,1,1,1
22.03.2022 13:00 - 22.03.2022 14:00,285,285,285,n/e,n/e,n/e,1,1,1
22.03.2022 14:00 - 22.03.2022 15:00,230,230,230,n/e,n/e,n/e,1,1,1
22.03.2022 15:00 - 22.03.2022 16:00,145,145,145,n/e,n/e,n/e,1,1,1
22.03.2022 16:00 - 22.03.2022 17:00,75,75,75,n/e,n/e,n/e,1,1,1
22.03.2022 17:00 - 22.03.2022 18:00,30,30,30,n/e,n/e,n/e,1,1,1
22.03.2022 18:00 - 22.03.2022 19:00,2,2,2,n/e,n/e,n/e,1,1,1
22.03.2022 19:00 - 22.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
22.03.2022 20:00 - 22.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
22.03.2022 21:00 - 22.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
22.03.2022 22:00 - 22.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
22.03.2022 23:00 - 23.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
23.03.2022 00:00 - 23.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
23.03.2022 01:00 - 23.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
23.03.2022 02:00 - 23.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
23.03.2022 03:00 - 23.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
23.03.2022 04:00 - 23.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
23.03.2022 05:00 - 23.03.2022 06:00,6,6,6,n/e,n/e,n/e,1,1,1
23.03.2022 06:00 - 23.03.2022 07:00,65,65,65,n/e,n/e,n/e,1,1,1
23.03.2022 07:00 - 23.03.2022 08:00,160,160,160,n/e,n/e,n/e,1,1,1
23.03.2022 08:00 - 23.03.2022 09:00,240,240,240,n/e,n/e,n/e,1,1,1
23.03.2022 09:00 - 23.03.2022 10:00,285,285,285,n/e,n/e,n/e,1,1,1
23.03.2022 10:00 - 23.03.2022 11:00,310,310,310,n/e,n/e,n/e,1,1,1
23.03.2022 11:00 - 23.03.2022 12:00,315,315,315,n/e,n/e,n/e,1,1,1
23.03.2022 12:00 - 23.03.2022 13:00,305,305,305,n/e,n/e,n/e,1,1,1
23.03.2022 13:00 - 23.03.2022 14:00,270,270,270,n/e,n/e,n/e,1,1,1
23.03.2022 14:00 - 23.03.2022 15:00,220,220,220,n/e,n/e,n/e,1,1,1
23.03.2022 15:00 - 23.03.2022 16:00,140,140,140,n/e,n/e,n/e,1,1,1
23.03.2022 16:00 - 23.03.2022 17:00,75,75,75,n/e,n/e,n/e,1,1,1
23.03.2022 17:00 - 23.03.2022 18:00,30,30,30,n/e,n/e,n/e,1,1,1
23.03.2022 18:00 - 23.03.2022 19:00,2,2,2,n/e,n/e,n/e,1,1,1
23.03.2022 19:00 - 23.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
23.03.2022 20:00 - 23.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
23.03.2022 21:00 - 23.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
23.03.2022 22:00 - 23.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
23.03.2022 23:00 - 24.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
24.03.2022 00:00 - 24.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
24.03.2022 01:00 - 24.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
24.03.2022 02:00 - 24.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
24.03.2022 03:00 - 24.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
24.03.2022 04:00 - 24.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
24.03.2022 05:00 - 24.03.2022 06:00,6,6,6,n/e,n/e,n/e,1,1,1
24.03.2022 06:00 - 24.03.2022 07:00,65,65,65,n/e,n/e,n/e,1,1,1
24.03.2022 07:00 - 24.03.2022 08:00,155,155,155,n/e,n/e,n/e,1,1,1
24.03.2022 08:00 - 24.03.2022 09:00,230,230,230,n/e,n/e,n/e,1,1,1
24.03.2022 09:00 - 24.03.2022 10:00,285,285,285,n/e,n/e,n/e,1,1,1
24.03.2022 10:00 - 24.03.2022 11:00,310,310,310,n/e,n/e,n/e,1,1,1
24.03.2022 11:00 - 24.03.2022 12:00,321,321,321,n/e,n/e,n/e,1,1,1
24.03.2022 12:00 - 24.03.2022 13:00,316,316,316,n/e,n/e,n/e,1,1,1
24.03.2022 13:00 - 24.03.2022 14:00,286,286,286,n/e,n/e,n/e,1,1,1
24.03.2022 14:00 - 24.03.2022 15:00,231,231,231,n/e,n/e,n/e,1,1,1
24.03.2022 15:00 - 24.03.2022 16:00,146,146,146,n/e,n/e,n/e,1,1,1
24.03.2022 16:00 - 24.03.2022 17:00,76,76,76,n/e,n/e,n/e,1,1,1
24.03.2022 17:00 - 24.03.2022 18:00,31,31,31,n/e,n/e,n/e,1,1,1
24.03.2022 18:00 - 24.03.2022 19:00,3,3,3,n/e,n/e,n/e,1,1,1
24.03.2022 19:00 - 24.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
24.03.2022 20:00 - 24.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
24.03.2022 21:00 - 24.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
24.03.2022 22:00 - 24.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
24.03.2022 23:00 - 25.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
25.03.2022 00:00 - 25.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
25.03.2022 01:00 - 25.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
25.03.2022 02:00 - 25.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
25.03.2022 03:00 - 25.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
25.03.2022 04:00 - 25.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
25.03.2022 05:00 - 25.03.2022 06:00,6,6,6,n/e,n/e,n/e,1,1,1
25.03.2022 06:00 - 25.03.2022 07:00,65,65,65,n/e,n/e,n/e,1,1,1
25.03.2022 07:00 - 25.03.2022 08:00,155,155,155,n/e,n/e,n/e,1,1,1
25.03.2022 08:00 - 25.03.2022 09:00,230,230,230,n/e,n/e,n/e,1,1,1
25.03.2022 09:00 - 25.03.2022 10:00,285,285,285,n/e,n/e,n/e,1,1,1
25.03.2022 10:00 - 25.03.2022 11:00,310,310,310,n/e,n/e,n/e,1,1,1
25.03.2022 11:00 - 25.03.2022 12:00,321,321,321,n/e,n/e,n/e,1,1,1
25.03.2022 12:00 - 25.03.2022 13:00,316,316,316,n/e,n/e,n/e,1,1,1
25.03.2022 13:00 - 25.03.2022 14:00,286,286,286,n/e,n/e,n/e,1,1,1
25.03.2022 14:00 - 25.03.2022 15:00,231,231,231,n/e,n/e,n/e,1,1,1
25.03.2022 15:00 - 25.03.2022 16:00,146,146,146,n/e,n/e,n/e,1,1,1
25.03.2022 16:00 - 25.03.2022 17:00,76,76,76,n/e,n/e,n/e,1,1,1
25.03.2022 17:00 - 25.03.2022 18:00,31,31,31,n/e,n/e,n/e,1,1,1
25.03.2022 18:00 - 25.03.2022 19:00,3,3,3,n/e,n/e,n/e,1,1,1
25.03.2022 19:00 - 25.03.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
25.03.2022 20:00 - 25.03.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
25.03.2022 21:00 - 25.03.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
25.03.2022 22:00 - 25.03.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
25.03.2022 23:00 - 26.03.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
26.03.2022 00:00 - 26.03.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
26.03.2022 01:00 - 26.03.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
26.03.2022 02:00 - 26.03.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
26.03.2022 03:00 - 26.03.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
26.03.2022 04:00 - 26.03.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
26.03.2022 05:00 - 26.03.2022 06:00,6,6,6,n/e,n/e,n/e,1,1,1
26.03.2022 06:00 - 26.03.2022 07:00,65,65,65,n/e,n/e,n/e,1,1,1
26.03.2022 07:00 - 26.03.2022 08:00,155,155,155,n/e,n/e,n/e,1,1,1
26.03.2022 08:00 - 26.03.2022 09:00,230,230,230,n/e,n/e,n/e,1,1,1
26.03.2022 09:00 - 26.03.2022 10:00,285,285,285,n/e,n/e,n/e,1,1,1
26.03.2022 10:00 - 26.03.2022 11:00,310,310,310,n/e,n/e,n/e,1,1,1
26.03.2022 11:00 - 26.03.2022 12:00,320,320,320,n/e,n/e,n/e,1,1,1
26.03.2022 12:00 - 26.03.2022 13:00,315,315,315,n/e,n/e,n/e,1,1,1
26.03.2022 13:00 - 26.03.2022 14:00,285,285,285,n/e,n/e,n/e,1,1,1
26.03.2022 14:00 - 26.03.2022 15:00,230,230,230,n/e,n/e,n/e,1,1,1
