MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Denmark (DK),Generation - Solar  [MW] Day Ahead/ Denmark (DK),Generation - Solar  [MW] Day Ahead/ Denmark (DK),Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK)
12.01.2022 12:00 - 12.01.2022 13:00,129,129,129,971,971,971,1387,1387,1387
12.01.2022 13:00 - 12.01.2022 14:00,114,114,114,1013,1013,1013,1420,1420,1420
12.01.2022 14:00 - 12.01.2022 15:00,75,75,75,1054,1054,1054,1492,1492,1492
12.01.2022 15:00 - 12.01.2022 16:00,23,23,23,1111,1111,1111,1617,1617,1617
12.01.2022 16:00 - 12.01.2022 17:00,0,0,0,1122,1122,1122,1727,1727,1727
12.01.2022 17:00 - 12.01.2022 18:00,0,0,0,1180,1180,1180,1934,1934,1934
12.01.2022 18:00 - 12.01.2022 19:00,0,0,0,1246,1246,1246,2160,2160,2160
12.01.2022 19:00 - 12.01.2022 20:00,0,0,0,1270,1270,1270,2271,2271,2271
12.01.2022 20:00 - 12.01.2022 21:00,0,0,0,1251,1251,1251,2285,2285,2285
12.01.2022 21:00 - 12.01.2022 22:00,0,0,0,1258,1258,1258,2397,2397,2397
12.01.2022 22:00 - 12.01.2022 23:00,0,0,0,1272,1272,1272,2496,2496,2496
12.01.2022 23:00 - 13.01.2022 00:00,0,0,0,1297,1297,1297,2476,2476,2476
13.01.2022 00:00 - 13.01.2022 01:00,0,0,0,1155,1155,1155,2699,2699,2699
13.01.2022 01:00 - 13.01.2022 02:00,0,0,0,1207,1207,1207,2703,2703,2703
13.01.2022 02:00 - 13.01.2022 03:00,0,0,0,1312,1312,1312,2829,2829,2829
13.01.2022 03:00 - 13.01.2022 04:00,0,0,0,1326,1326,1326,2919,2919,2919
13.01.2022 04:00 - 13.01.2022 05:00,0,0,0,1359,1359,1359,2975,2975,2975
13.01.2022 05:00 - 13.01.2022 06:00,0,0,0,1354,1354,1354,2951,2951,2951
13.01.2022 06:00 - 13.01.2022 07:00,0,0,0,1349,1349,1349,2960,2960,2960
13.01.2022 07:00 - 13.01.2022 08:00,0,0,0,1331,1331,1331,2984,2984,2984
13.01.2022 08:00 - 13.01.2022 09:00,1,1,1,1304,1304,1304,2981,2981,2981
13.01.2022 09:00 - 13.01.2022 10:00,37,37,37,1257,1257,1257,2910,2910,2910
13.01.2022 10:00 - 13.01.2022 11:00,108,108,108,1264,1264,1264,2818,2818,2818
13.01.2022 11:00 - 13.01.2022 12:00,169,169,169,1310,1310,1310,2906,2906,2906
13.01.2022 12:00 - 13.01.2022 13:00,191,191,191,1345,1345,1345,3003,3003,3003
13.01.2022 13:00 - 13.01.2022 14:00,170,170,170,1356,1356,1356,2898,2898,2898
13.01.2022 14:00 - 13.01.2022 15:00,107,107,107,1338,1338,1338,2871,2871,2871
13.01.2022 15:00 - 13.01.2022 16:00,33,33,33,1384,1384,1384,2877,2877,2877
13.01.2022 16:00 - 13.01.2022 17:00,0,0,0,1396,1396,1396,2834,2834,2834
13.01.2022 17:00 - 13.01.2022 18:00,0,0,0,1387,1387,1387,2852,2852,2852
13.01.2022 18:00 - 13.01.2022 19:00,0,0,0,1406,1406,1406,2980,2980,2980
13.01.2022 19:00 - 13.01.2022 20:00,0,0,0,1425,1425,1425,2979,2979,2979
13.01.2022 20:00 - 13.01.2022 21:00,0,0,0,1424,1424,1424,3011,3011,3011
13.01.2022 21:00 - 13.01.2022 22:00,0,0,0,1419,1419,1419,3135,3135,3135
13.01.2022 22:00 - 13.01.2022 23:00,0,0,0,1427,1427,1427,3240,3240,3240
13.01.2022 23:00 - 14.01.2022 00:00,0,0,0,1419,1419,1419,3214,3214,3214
14.01.2022 00:00 - 14.01.2022 01:00,0,0,0,1373,1373,1373,3258,3258,3258
14.01.2022 01:00 - 14.01.2022 02:00,0,0,0,1374,1374,1374,3218,3218,3218
14.01.2022 02:00 - 14.01.2022 03:00,0,0,0,1375,1375,1375,3254,3254,3254
14.01.2022 03:00 - 14.01.2022 04:00,0,0,0,1343,1343,1343,3328,3328,3328
14.01.2022 04:00 - 14.01.2022 05:00,0,0,0,1336,1336,1336,3405,3405,3405
14.01.2022 05:00 - 14.01.2022 06:00,0,0,0,1325,1325,1325,3388,3388,3388
14.01.2022 06:00 - 14.01.2022 07:00,0,0,0,1358,1358,1358,3396,3396,3396
14.01.2022 07:00 - 14.01.2022 08:00,0,0,0,1364,1364,1364,3474,3474,3474
14.01.2022 08:00 - 14.01.2022 09:00,1,1,1,1361,1361,1361,3512,3512,3512
14.01.2022 09:00 - 14.01.2022 10:00,34,34,34,1317,1317,1317,3188,3188,3188
14.01.2022 10:00 - 14.01.2022 11:00,111,111,111,1299,1299,1299,2781,2781,2781
14.01.2022 11:00 - 14.01.2022 12:00,186,186,186,1297,1297,1297,2582,2582,2582
14.01.2022 12:00 - 14.01.2022 13:00,217,217,217,1266,1266,1266,2456,2456,2456
14.01.2022 13:00 - 14.01.2022 14:00,206,206,206,1200,1200,1200,2165,2165,2165
14.01.2022 14:00 - 14.01.2022 15:00,141,141,141,1104,1104,1104,1898,1898,1898
14.01.2022 15:00 - 14.01.2022 16:00,46,46,46,1058,1058,1058,1672,1672,1672
14.01.2022 16:00 - 14.01.2022 17:00,1,1,1,1023,1023,1023,1546,1546,1546
14.01.2022 17:00 - 14.01.2022 18:00,0,0,0,1034,1034,1034,1562,1562,1562
14.01.2022 18:00 - 14.01.2022 19:00,0,0,0,1044,1044,1044,1640,1640,1640
14.01.2022 19:00 - 14.01.2022 20:00,0,0,0,1001,1001,1001,1584,1584,1584
14.01.2022 20:00 - 14.01.2022 21:00,0,0,0,893,893,893,1371,1371,1371
14.01.2022 21:00 - 14.01.2022 22:00,0,0,0,720,720,720,1223,1223,1223
14.01.2022 22:00 - 14.01.2022 23:00,0,0,0,588,588,588,1092,1092,1092
14.01.2022 23:00 - 15.01.2022 00:00,0,0,0,483,483,483,919,919,919
15.01.2022 00:00 - 15.01.2022 01:00,0,0,0,255,255,255,573,573,573
15.01.2022 01:00 - 15.01.2022 02:00,0,0,0,201,201,201,491,491,491
15.01.2022 02:00 - 15.01.2022 03:00,0,0,0,161,161,161,466,466,466
15.01.2022 03:00 - 15.01.2022 04:00,0,0,0,131,131,131,452,452,452
15.01.2022 04:00 - 15.01.2022 05:00,0,0,0,107,107,107,446,446,446
15.01.2022 05:00 - 15.01.2022 06:00,0,0,0,114,114,114,395,395,395
15.01.2022 06:00 - 15.01.2022 07:00,0,0,0,123,123,123,378,378,378
15.01.2022 07:00 - 15.01.2022 08:00,0,0,0,149,149,149,391,391,391
15.01.2022 08:00 - 15.01.2022 09:00,2,2,2,168,168,168,382,382,382
15.01.2022 09:00 - 15.01.2022 10:00,41,41,41,183,183,183,397,397,397
15.01.2022 10:00 - 15.01.2022 11:00,115,115,115,233,233,233,421,421,421
15.01.2022 11:00 - 15.01.2022 12:00,172,172,172,323,323,323,465,465,465
15.01.2022 12:00 - 15.01.2022 13:00,183,183,183,430,430,430,496,496,496
15.01.2022 13:00 - 15.01.2022 14:00,155,155,155,478,478,478,475,475,475
15.01.2022 14:00 - 15.01.2022 15:00,91,91,91,463,463,463,471,471,471
15.01.2022 15:00 - 15.01.2022 16:00,25,25,25,419,419,419,510,510,510
15.01.2022 16:00 - 15.01.2022 17:00,0,0,0,408,408,408,581,581,581
15.01.2022 17:00 - 15.01.2022 18:00,0,0,0,455,455,455,698,698,698
15.01.2022 18:00 - 15.01.2022 19:00,0,0,0,526,526,526,844,844,844
15.01.2022 19:00 - 15.01.2022 20:00,0,0,0,634,634,634,907,907,907
15.01.2022 20:00 - 15.01.2022 21:00,0,0,0,691,691,691,916,916,916
15.01.2022 21:00 - 15.01.2022 22:00,0,0,0,733,733,733,1010,1010,1010
15.01.2022 22:00 - 15.01.2022 23:00,0,0,0,732,732,732,1117,1117,1117
15.01.2022 23:00 - 16.01.2022 00:00,0,0,0,775,775,775,1192,1192,1192
16.01.2022 00:00 - 16.01.2022 01:00,0,0,0,827,827,827,1460,1460,1460
16.01.2022 01:00 - 16.01.2022 02:00,0,0,0,870,870,870,1504,1504,1504
16.01.2022 02:00 - 16.01.2022 03:00,0,0,0,956,956,956,1543,1543,1543
16.01.2022 03:00 - 16.01.2022 04:00,0,0,0,916,916,916,1556,1556,1556
16.01.2022 04:00 - 16.01.2022 05:00,0,0,0,943,943,943,1507,1507,1507
16.01.2022 05:00 - 16.01.2022 06:00,0,0,0,1001,1001,1001,1406,1406,1406
16.01.2022 06:00 - 16.01.2022 07:00,0,0,0,1096,1096,1096,1431,1431,1431
16.01.2022 07:00 - 16.01.2022 08:00,0,0,0,1136,1136,1136,1527,1527,1527
16.01.2022 08:00 - 16.01.2022 09:00,0,0,0,1086,1086,1086,1644,1644,1644
16.01.2022 09:00 - 16.01.2022 10:00,10,10,10,1067,1067,1067,1717,1717,1717
16.01.2022 10:00 - 16.01.2022 11:00,32,32,32,1146,1146,1146,1805,1805,1805
16.01.2022 11:00 - 16.01.2022 12:00,55,55,55,1253,1253,1253,2086,2086,2086
16.01.2022 12:00 - 16.01.2022 13:00,64,64,64,1334,1334,1334,2398,2398,2398
16.01.2022 13:00 - 16.01.2022 14:00,52,52,52,1371,1371,1371,2472,2472,2472
16.01.2022 14:00 - 16.01.2022 15:00,49,49,49,1390,1390,1390,2633,2633,2633
16.01.2022 15:00 - 16.01.2022 16:00,23,23,23,1416,1416,1416,2923,2923,2923
16.01.2022 16:00 - 16.01.2022 17:00,1,1,1,1437,1437,1437,3054,3054,3054
16.01.2022 17:00 - 16.01.2022 18:00,0,0,0,1418,1418,1418,3127,3127,3127
16.01.2022 18:00 - 16.01.2022 19:00,0,0,0,1434,1434,1434,3241,3241,3241
16.01.2022 19:00 - 16.01.2022 20:00,0,0,0,1432,1432,1432,3196,3196,3196
16.01.2022 20:00 - 16.01.2022 21:00,0,0,0,1387,1387,1387,3241,3241,3241
16.01.2022 21:00 - 16.01.2022 22:00,0,0,0,1280,1280,1280,3389,3389,3389
16.01.2022 22:00 - 16.01.2022 23:00,0,0,0,1274,1274,1274,3503,3503,3503
16.01.2022 23:00 - 17.01.2022 00:00,0,0,0,1239,1239,1239,3424,3424,3424
17.01.2022 00:00 - 17.01.2022 01:00,0,0,0,1130,1130,1130,3467,3467,3467
17.01.2022 01:00 - 17.01.2022 02:00,0,0,0,1153,1153,1153,3423,3423,3423
17.01.2022 02:00 - 17.01.2022 03:00,0,0,0,1183,1183,1183,3447,3447,3447
17.01.2022 03:00 - 17.01.2022 04:00,0,0,0,1201,1201,1201,3495,3495,3495
17.01.2022 04:00 - 17.01.2022 05:00,0,0,0,1235,1235,1235,3572,3572,3572
17.01.2022 05:00 - 17.01.2022 06:00,0,0,0,1254,1254,1254,3563,3563,3563
17.01.2022 06:00 - 17.01.2022 07:00,0,0,0,1289,1289,1289,3584,3584,3584
17.01.2022 07:00 - 17.01.2022 08:00,0,0,0,1327,1327,1327,3666,3666,3666
17.01.2022 08:00 - 17.01.2022 09:00,2,2,2,1290,1290,1290,3753,3753,3753
17.01.2022 09:00 - 17.01.2022 10:00,48,48,48,1242,1242,1242,3627,3627,3627
17.01.2022 10:00 - 17.01.2022 11:00,142,142,142,1300,1300,1300,3372,3372,3372
17.01.2022 11:00 - 17.01.2022 12:00,230,230,230,1336,1336,1336,3352,3352,3352
17.01.2022 12:00 - 17.01.2022 13:00,267,267,267,1348,1348,1348,3353,3353,3353
17.01.2022 13:00 - 17.01.2022 14:00,243,243,243,1307,1307,1307,3054,3054,3054
17.01.2022 14:00 - 17.01.2022 15:00,166,166,166,1382,1382,1382,2723,2723,2723
17.01.2022 15:00 - 17.01.2022 16:00,63,63,63,1369,1369,1369,2274,2274,2274
17.01.2022 16:00 - 17.01.2022 17:00,2,2,2,1338,1338,1338,1925,1925,1925
17.01.2022 17:00 - 17.01.2022 18:00,0,0,0,1318,1318,1318,1772,1772,1772
17.01.2022 18:00 - 17.01.2022 19:00,0,0,0,1297,1297,1297,1772,1772,1772
17.01.2022 19:00 - 17.01.2022 20:00,0,0,0,1253,1253,1253,1696,1696,1696
17.01.2022 20:00 - 17.01.2022 21:00,0,0,0,1144,1144,1144,1684,1684,1684
17.01.2022 21:00 - 17.01.2022 22:00,0,0,0,1088,1088,1088,1696,1696,1696
17.01.2022 22:00 - 17.01.2022 23:00,0,0,0,1115,1115,1115,1620,1620,1620
17.01.2022 23:00 - 18.01.2022 00:00,0,0,0,1083,1083,1083,1436,1436,1436
18.01.2022 00:00 - 18.01.2022 01:00,0,0,0,629,629,629,909,909,909
18.01.2022 01:00 - 18.01.2022 02:00,0,0,0,679,679,679,854,854,854
18.01.2022 02:00 - 18.01.2022 03:00,0,0,0,813,813,813,852,852,852
18.01.2022 03:00 - 18.01.2022 04:00,0,0,0,866,866,866,907,907,907
18.01.2022 04:00 - 18.01.2022 05:00,0,0,0,936,936,936,1074,1074,1074
18.01.2022 05:00 - 18.01.2022 06:00,0,0,0,911,911,911,1200,1200,1200
18.01.2022 06:00 - 18.01.2022 07:00,0,0,0,878,878,878,1288,1288,1288
18.01.2022 07:00 - 18.01.2022 08:00,0,0,0,773,773,773,1312,1312,1312
18.01.2022 08:00 - 18.01.2022 09:00,2,2,2,617,617,617,1284,1284,1284
18.01.2022 09:00 - 18.01.2022 10:00,41,41,41,511,511,511,1282,1282,1282
18.01.2022 10:00 - 18.01.2022 11:00,125,125,125,515,515,515,1335,1335,1335
18.01.2022 11:00 - 18.01.2022 12:00,204,204,204,644,644,644,1551,1551,1551
18.01.2022 12:00 - 18.01.2022 13:00,243,243,243,863,863,863,1751,1751,1751
18.01.2022 13:00 - 18.01.2022 14:00,232,232,232,1051,1051,1051,1766,1766,1766
18.01.2022 14:00 - 18.01.2022 15:00,164,164,164,1078,1078,1078,1739,1739,1739
18.01.2022 15:00 - 18.01.2022 16:00,64,64,64,1087,1087,1087,1686,1686,1686
18.01.2022 16:00 - 18.01.2022 17:00,2,2,2,1080,1080,1080,1635,1635,1635
18.01.2022 17:00 - 18.01.2022 18:00,0,0,0,1143,1143,1143,1721,1721,1721
18.01.2022 18:00 - 18.01.2022 19:00,0,0,0,1226,1226,1226,1910,1910,1910
18.01.2022 19:00 - 18.01.2022 20:00,0,0,0,1269,1269,1269,2025,2025,2025
18.01.2022 20:00 - 18.01.2022 21:00,0,0,0,1288,1288,1288,1984,1984,1984
18.01.2022 21:00 - 18.01.2022 22:00,0,0,0,1339,1339,1339,2080,2080,2080
18.01.2022 22:00 - 18.01.2022 23:00,0,0,0,1345,1345,1345,2215,2215,2215
18.01.2022 23:00 - 19.01.2022 00:00,0,0,0,1324,1324,1324,2276,2276,2276
19.01.2022 00:00 - 19.01.2022 01:00,0,0,0,1236,1236,1236,2385,2385,2385
19.01.2022 01:00 - 19.01.2022 02:00,0,0,0,1256,1256,1256,2494,2494,2494
19.01.2022 02:00 - 19.01.2022 03:00,0,0,0,1310,1310,1310,2652,2652,2652
19.01.2022 03:00 - 19.01.2022 04:00,0,0,0,1300,1300,1300,2845,2845,2845
19.01.2022 04:00 - 19.01.2022 05:00,0,0,0,1303,1303,1303,2953,2953,2953
19.01.2022 05:00 - 19.01.2022 06:00,0,0,0,1318,1318,1318,2983,2983,2983
19.01.2022 06:00 - 19.01.2022 07:00,0,0,0,1319,1319,1319,3052,3052,3052
19.01.2022 07:00 - 19.01.2022 08:00,0,0,0,1365,1365,1365,3140,3140,3140
19.01.2022 08:00 - 19.01.2022 09:00,1,1,1,1372,1372,1372,3381,3381,3381
19.01.2022 09:00 - 19.01.2022 10:00,13,13,13,1338,1338,1338,3338,3338,3338
19.01.2022 10:00 - 19.01.2022 11:00,32,32,32,1327,1327,1327,3299,3299,3299
19.01.2022 11:00 - 19.01.2022 12:00,40,40,40,1322,1322,1322,3415,3415,3415
19.01.2022 12:00 - 19.01.2022 13:00,42,42,42,1270,1270,1270,3506,3506,3506
19.01.2022 13:00 - 19.01.2022 14:00,36,36,36,1273,1273,1273,3359,3359,3359
19.01.2022 14:00 - 19.01.2022 15:00,28,28,28,1347,1347,1347,3370,3370,3370
19.01.2022 15:00 - 19.01.2022 16:00,18,18,18,1421,1421,1421,3423,3423,3423
19.01.2022 16:00 - 19.01.2022 17:00,1,1,1,1408,1408,1408,3477,3477,3477
19.01.2022 17:00 - 19.01.2022 18:00,0,0,0,1344,1344,1344,3433,3433,3433
19.01.2022 18:00 - 19.01.2022 19:00,0,0,0,1324,1324,1324,3438,3438,3438
19.01.2022 19:00 - 19.01.2022 20:00,0,0,0,1251,1251,1251,3414,3414,3414
19.01.2022 20:00 - 19.01.2022 21:00,0,0,0,1183,1183,1183,3394,3394,3394
19.01.2022 21:00 - 19.01.2022 22:00,0,0,0,1202,1202,1202,3497,3497,3497
19.01.2022 22:00 - 19.01.2022 23:00,0,0,0,1215,1215,1215,3481,3481,3481
19.01.2022 23:00 - 20.01.2022 00:00,0,0,0,1223,1223,1223,3465,3465,3465
20.01.2022 00:00 - 20.01.2022 01:00,0,0,0,1134,1134,1134,3645,3645,3645
20.01.2022 01:00 - 20.01.2022 02:00,0,0,0,1165,1165,1165,3600,3600,3600
20.01.2022 02:00 - 20.01.2022 03:00,0,0,0,1170,1170,1170,3629,3629,3629
20.01.2022 03:00 - 20.01.2022 04:00,0,0,0,1150,1150,1150,3709,3709,3709
20.01.2022 04:00 - 20.01.2022 05:00,0,0,0,1152,1152,1152,3697,3697,3697
20.01.2022 05:00 - 20.01.2022 06:00,0,0,0,1126,1126,1126,3612,3612,3612
20.01.2022 06:00 - 20.01.2022 07:00,0,0,0,1132,1132,1132,3486,3486,3486
20.01.2022 07:00 - 20.01.2022 08:00,0,0,0,1123,1123,1123,3504,3504,3504
20.01.2022 08:00 - 20.01.2022 09:00,3,3,3,1114,1114,1114,3697,3697,3697
20.01.2022 09:00 - 20.01.2022 10:00,58,58,58,1105,1105,1105,3567,3567,3567
20.01.2022 10:00 - 20.01.2022 11:00,155,155,155,1127,1127,1127,3460,3460,3460
20.01.2022 11:00 - 20.01.2022 12:00,238,238,238,1130,1130,1130,3518,3518,3518
20.01.2022 12:00 - 20.01.2022 13:00,276,276,276,1156,1156,1156,3566,3566,3566
20.01.2022 13:00 - 20.01.2022 14:00,254,254,254,1167,1167,1167,3361,3361,3361
20.01.2022 14:00 - 20.01.2022 15:00,185,185,185,1173,1173,1173,3259,3259,3259
20.01.2022 15:00 - 20.01.2022 16:00,78,78,78,1213,1213,1213,3160,3160,3160
20.01.2022 16:00 - 20.01.2022 17:00,3,3,3,1230,1230,1230,2988,2988,2988
20.01.2022 17:00 - 20.01.2022 18:00,0,0,0,1248,1248,1248,2811,2811,2811
20.01.2022 18:00 - 20.01.2022 19:00,0,0,0,1305,1305,1305,2811,2811,2811
20.01.2022 19:00 - 20.01.2022 20:00,0,0,0,1330,1330,1330,2665,2665,2665
20.01.2022 20:00 - 20.01.2022 21:00,0,0,0,1288,1288,1288,2445,2445,2445
20.01.2022 21:00 - 20.01.2022 22:00,0,0,0,1272,1272,1272,2437,2437,2437
20.01.2022 22:00 - 20.01.2022 23:00,0,0,0,1305,1305,1305,2368,2368,2368
20.01.2022 23:00 - 21.01.2022 00:00,0,0,0,1283,1283,1283,2175,2175,2175
21.01.2022 00:00 - 21.01.2022 01:00,0,0,0,1365,1365,1365,1856,1856,1856
21.01.2022 01:00 - 21.01.2022 02:00,0,0,0,1361,1361,1361,1781,1781,1781
21.01.2022 02:00 - 21.01.2022 03:00,0,0,0,1350,1350,1350,1686,1686,1686
21.01.2022 03:00 - 21.01.2022 04:00,0,0,0,1347,1347,1347,1650,1650,1650
21.01.2022 04:00 - 21.01.2022 05:00,0,0,0,1365,1365,1365,1639,1639,1639
21.01.2022 05:00 - 21.01.2022 06:00,0,0,0,1351,1351,1351,1659,1659,1659
21.01.2022 06:00 - 21.01.2022 07:00,0,0,0,1391,1391,1391,1586,1586,1586
21.01.2022 07:00 - 21.01.2022 08:00,0,0,0,1379,1379,1379,1469,1469,1469
21.01.2022 08:00 - 21.01.2022 09:00,3,3,3,1308,1308,1308,1426,1426,1426
21.01.2022 09:00 - 21.01.2022 10:00,43,43,43,1160,1160,1160,1331,1331,1331
21.01.2022 10:00 - 21.01.2022 11:00,97,97,97,1012,1012,1012,1232,1232,1232
21.01.2022 11:00 - 21.01.2022 12:00,135,135,135,939,939,939,1267,1267,1267
21.01.2022 12:00 - 21.01.2022 13:00,138,138,138,1062,1062,1062,1398,1398,1398
21.01.2022 13:00 - 21.01.2022 14:00,104,104,104,1186,1186,1186,1462,1462,1462
21.01.2022 14:00 - 21.01.2022 15:00,67,67,67,1101,1101,1101,1568,1568,1568
21.01.2022 15:00 - 21.01.2022 16:00,29,29,29,1032,1032,1032,1762,1762,1762
21.01.2022 16:00 - 21.01.2022 17:00,2,2,2,1008,1008,1008,1863,1863,1863
21.01.2022 17:00 - 21.01.2022 18:00,0,0,0,1061,1061,1061,1825,1825,1825
21.01.2022 18:00 - 21.01.2022 19:00,0,0,0,1101,1101,1101,1776,1776,1776
21.01.2022 19:00 - 21.01.2022 20:00,0,0,0,1069,1069,1069,1657,1657,1657
21.01.2022 20:00 - 21.01.2022 21:00,0,0,0,1044,1044,1044,1496,1496,1496
21.01.2022 21:00 - 21.01.2022 22:00,0,0,0,1010,1010,1010,1443,1443,1443
21.01.2022 22:00 - 21.01.2022 23:00,0,0,0,948,948,948,1394,1394,1394
21.01.2022 23:00 - 22.01.2022 00:00,0,0,0,874,874,874,1380,1380,1380
22.01.2022 00:00 - 22.01.2022 01:00,0,0,0,721,721,721,571,571,571
22.01.2022 01:00 - 22.01.2022 02:00,0,0,0,693,693,693,483,483,483
22.01.2022 02:00 - 22.01.2022 03:00,0,0,0,731,731,731,459,459,459
22.01.2022 03:00 - 22.01.2022 04:00,0,0,0,747,747,747,494,494,494
22.01.2022 04:00 - 22.01.2022 05:00,0,0,0,742,742,742,534,534,534
22.01.2022 05:00 - 22.01.2022 06:00,0,0,0,696,696,696,560,560,560
22.01.2022 06:00 - 22.01.2022 07:00,0,0,0,648,648,648,589,589,589
22.01.2022 07:00 - 22.01.2022 08:00,0,0,0,615,615,615,647,647,647
22.01.2022 08:00 - 22.01.2022 09:00,2,2,2,606,606,606,680,680,680
22.01.2022 09:00 - 22.01.2022 10:00,26,26,26,657,657,657,730,730,730
22.01.2022 10:00 - 22.01.2022 11:00,65,65,65,704,704,704,796,796,796
22.01.2022 11:00 - 22.01.2022 12:00,105,105,105,704,704,704,895,895,895
22.01.2022 12:00 - 22.01.2022 13:00,108,108,108,710,710,710,1046,1046,1046
22.01.2022 13:00 - 22.01.2022 14:00,92,92,92,747,747,747,1071,1071,1071
22.01.2022 14:00 - 22.01.2022 15:00,72,72,72,749,749,749,1079,1079,1079
22.01.2022 15:00 - 22.01.2022 16:00,32,32,32,720,720,720,1121,1121,1121
22.01.2022 16:00 - 22.01.2022 17:00,2,2,2,706,706,706,1213,1213,1213
22.01.2022 17:00 - 22.01.2022 18:00,0,0,0,813,813,813,1253,1253,1253
22.01.2022 18:00 - 22.01.2022 19:00,0,0,0,905,905,905,1327,1327,1327
22.01.2022 19:00 - 22.01.2022 20:00,0,0,0,924,924,924,1302,1302,1302
22.01.2022 20:00 - 22.01.2022 21:00,0,0,0,860,860,860,1225,1225,1225
22.01.2022 21:00 - 22.01.2022 22:00,0,0,0,851,851,851,1231,1231,1231
22.01.2022 22:00 - 22.01.2022 23:00,0,0,0,886,886,886,1239,1239,1239
22.01.2022 23:00 - 23.01.2022 00:00,0,0,0,909,909,909,1224,1224,1224
23.01.2022 00:00 - 23.01.2022 01:00,0,0,0,640,640,640,1097,1097,1097
23.01.2022 01:00 - 23.01.2022 02:00,0,0,0,660,660,660,1002,1002,1002
23.01.2022 02:00 - 23.01.2022 03:00,0,0,0,720,720,720,943,943,943
23.01.2022 03:00 - 23.01.2022 04:00,0,0,0,655,655,655,912,912,912
23.01.2022 04:00 - 23.01.2022 05:00,0,0,0,586,586,586,875,875,875
23.01.2022 05:00 - 23.01.2022 06:00,0,0,0,654,654,654,848,848,848
23.01.2022 06:00 - 23.01.2022 07:00,0,0,0,694,694,694,859,859,859
23.01.2022 07:00 - 23.01.2022 08:00,0,0,0,694,694,694,869,869,869
23.01.2022 08:00 - 23.01.2022 09:00,2,2,2,627,627,627,815,815,815
23.01.2022 09:00 - 23.01.2022 10:00,29,29,29,622,622,622,767,767,767
23.01.2022 10:00 - 23.01.2022 11:00,74,74,74,544,544,544,762,762,762
23.01.2022 11:00 - 23.01.2022 12:00,110,110,110,555,555,555,754,754,754
23.01.2022 12:00 - 23.01.2022 13:00,128,128,128,593,593,593,759,759,759
23.01.2022 13:00 - 23.01.2022 14:00,123,123,123,681,681,681,743,743,743
23.01.2022 14:00 - 23.01.2022 15:00,94,94,94,621,621,621,784,784,784
23.01.2022 15:00 - 23.01.2022 16:00,40,40,40,642,642,642,833,833,833
23.01.2022 16:00 - 23.01.2022 17:00,3,3,3,609,609,609,861,861,861
23.01.2022 17:00 - 23.01.2022 18:00,0,0,0,643,643,643,885,885,885
23.01.2022 18:00 - 23.01.2022 19:00,0,0,0,662,662,662,926,926,926
23.01.2022 19:00 - 23.01.2022 20:00,0,0,0,726,726,726,930,930,930
23.01.2022 20:00 - 23.01.2022 21:00,0,0,0,801,801,801,924,924,924
23.01.2022 21:00 - 23.01.2022 22:00,0,0,0,843,843,843,927,927,927
23.01.2022 22:00 - 23.01.2022 23:00,0,0,0,886,886,886,987,987,987
23.01.2022 23:00 - 24.01.2022 00:00,0,0,0,924,924,924,1072,1072,1072
24.01.2022 00:00 - 24.01.2022 01:00,0,0,0,940,940,940,1454,1454,1454
24.01.2022 01:00 - 24.01.2022 02:00,0,0,0,972,972,972,1485,1485,1485
24.01.2022 02:00 - 24.01.2022 03:00,0,0,0,1041,1041,1041,1557,1557,1557
24.01.2022 03:00 - 24.01.2022 04:00,0,0,0,1070,1070,1070,1646,1646,1646
24.01.2022 04:00 - 24.01.2022 05:00,0,0,0,1046,1046,1046,1654,1654,1654
24.01.2022 05:00 - 24.01.2022 06:00,0,0,0,1013,1013,1013,1618,1618,1618
24.01.2022 06:00 - 24.01.2022 07:00,0,0,0,1021,1021,1021,1622,1622,1622
24.01.2022 07:00 - 24.01.2022 08:00,0,0,0,1006,1006,1006,1619,1619,1619
24.01.2022 08:00 - 24.01.2022 09:00,2,2,2,936,936,936,1604,1604,1604
24.01.2022 09:00 - 24.01.2022 10:00,21,21,21,865,865,865,1509,1509,1509
24.01.2022 10:00 - 24.01.2022 11:00,53,53,53,868,868,868,1451,1451,1451
24.01.2022 11:00 - 24.01.2022 12:00,79,79,79,916,916,916,1488,1488,1488
24.01.2022 12:00 - 24.01.2022 13:00,90,90,90,913,913,913,1513,1513,1513
24.01.2022 13:00 - 24.01.2022 14:00,88,88,88,912,912,912,1484,1484,1484
24.01.2022 14:00 - 24.01.2022 15:00,68,68,68,899,899,899,1532,1532,1532
24.01.2022 15:00 - 24.01.2022 16:00,28,28,28,939,939,939,1605,1605,1605
24.01.2022 16:00 - 24.01.2022 17:00,2,2,2,933,933,933,1631,1631,1631
24.01.2022 17:00 - 24.01.2022 18:00,0,0,0,977,977,977,1573,1573,1573
24.01.2022 18:00 - 24.01.2022 19:00,0,0,0,1030,1030,1030,1534,1534,1534
24.01.2022 19:00 - 24.01.2022 20:00,0,0,0,1024,1024,1024,1531,1531,1531
