"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Spain (ES)","Actual Total Load [MW] - Spain (ES)"
"23.05.2022 10:00 - 23.05.2022 10:15","29897","29485"
"23.05.2022 10:15 - 23.05.2022 10:30","29897","29485"
"23.05.2022 10:30 - 23.05.2022 10:45","29897","29485"
"23.05.2022 10:45 - 23.05.2022 11:00","29897","29485"
"23.05.2022 11:00 - 23.05.2022 11:15","30148","29856"
"23.05.2022 11:15 - 23.05.2022 11:30","30148","29856"
"23.05.2022 11:30 - 23.05.2022 11:45","30148","29856"
"23.05.2022 11:45 - 23.05.2022 12:00","30148","29856"
"23.05.2022 12:00 - 23.05.2022 12:15","30637","30492"
"23.05.2022 12:15 - 23.05.2022 12:30","30637","30492"
"23.05.2022 12:30 - 23.05.2022 12:45","30637","30492"
"23.05.2022 12:45 - 23.05.2022 13:00","30637","30492"
"23.05.2022 13:00 - 23.05.2022 13:15","30895","30898"
"23.05.2022 13:15 - 23.05.2022 13:30","30895","30898"
"23.05.2022 13:30 - 23.05.2022 13:45","30895","30898"
"23.05.2022 13:45 - 23.05.2022 14:00","30895","30898"
"23.05.2022 14:00 - 23.05.2022 14:15","30291","30433"
"23.05.2022 14:15 - 23.05.2022 14:30","30291","30433"
"23.05.2022 14:30 - 23.05.2022 14:45","30291","30433"
"23.05.2022 14:45 - 23.05.2022 15:00","30291","30433"
"23.05.2022 15:00 - 23.05.2022 15:15","29640","29809"
"23.05.2022 15:15 - 23.05.2022 15:30","29640","29809"
"23.05.2022 15:30 - 23.05.2022 15:45","29640","29809"
"23.05.2022 15:45 - 23.05.2022 16:00","29640","29809"
"23.05.2022 16:00 - 23.05.2022 16:15","29244","29758"
"23.05.2022 16:15 - 23.05.2022 16:30","29244","29758"
"23.05.2022 16:30 - 23.05.2022 16:45","29244","29758"
"23.05.2022 16:45 - 23.05.2022 17:00","29244","29758"
"23.05.2022 17:00 - 23.05.2022 17:15","29224","29923"
"23.05.2022 17:15 - 23.05.2022 17:30","29224","29923"
"23.05.2022 17:30 - 23.05.2022 17:45","29224","29923"
"23.05.2022 17:45 - 23.05.2022 18:00","29224","29923"
"23.05.2022 18:00 - 23.05.2022 18:15","28915","29492"
"23.05.2022 18:15 - 23.05.2022 18:30","28915","29492"
"23.05.2022 18:30 - 23.05.2022 18:45","28915","29492"
"23.05.2022 18:45 - 23.05.2022 19:00","28915","29492"
"23.05.2022 19:00 - 23.05.2022 19:15","28793","29175"
"23.05.2022 19:15 - 23.05.2022 19:30","28793","29175"
"23.05.2022 19:30 - 23.05.2022 19:45","28793","29175"
"23.05.2022 19:45 - 23.05.2022 20:00","28793","29175"
"23.05.2022 20:00 - 23.05.2022 20:15","29042","29192"
"23.05.2022 20:15 - 23.05.2022 20:30","29042","29192"
"23.05.2022 20:30 - 23.05.2022 20:45","29042","29192"
"23.05.2022 20:45 - 23.05.2022 21:00","29042","29192"
"23.05.2022 21:00 - 23.05.2022 21:15","29495","29524"
"23.05.2022 21:15 - 23.05.2022 21:30","29495","29524"
"23.05.2022 21:30 - 23.05.2022 21:45","29495","29524"
"23.05.2022 21:45 - 23.05.2022 22:00","29495","29524"
"23.05.2022 22:00 - 23.05.2022 22:15","27983","28279"
"23.05.2022 22:15 - 23.05.2022 22:30","27983","28279"
"23.05.2022 22:30 - 23.05.2022 22:45","27983","28279"
"23.05.2022 22:45 - 23.05.2022 23:00","27983","28279"
"23.05.2022 23:00 - 23.05.2022 23:15","25582","25787"
"23.05.2022 23:15 - 23.05.2022 23:30","25582","25787"
"23.05.2022 23:30 - 23.05.2022 23:45","25582","25787"
"23.05.2022 23:45 - 24.05.2022 00:00","25582","25787"
"24.05.2022 00:00 - 24.05.2022 00:15","24574","24749"
"24.05.2022 00:15 - 24.05.2022 00:30","24574","24749"
"24.05.2022 00:30 - 24.05.2022 00:45","24574","24749"
"24.05.2022 00:45 - 24.05.2022 01:00","24574","24749"
"24.05.2022 01:00 - 24.05.2022 01:15","23285","23446"
"24.05.2022 01:15 - 24.05.2022 01:30","23285","23446"
"24.05.2022 01:30 - 24.05.2022 01:45","23285","23446"
"24.05.2022 01:45 - 24.05.2022 02:00","23285","23446"
"24.05.2022 02:00 - 24.05.2022 02:15","22495","22771"
"24.05.2022 02:15 - 24.05.2022 02:30","22495","22771"
"24.05.2022 02:30 - 24.05.2022 02:45","22495","22771"
"24.05.2022 02:45 - 24.05.2022 03:00","22495","22771"
"24.05.2022 03:00 - 24.05.2022 03:15","22163","22519"
"24.05.2022 03:15 - 24.05.2022 03:30","22163","22519"
"24.05.2022 03:30 - 24.05.2022 03:45","22163","22519"
"24.05.2022 03:45 - 24.05.2022 04:00","22163","22519"
"24.05.2022 04:00 - 24.05.2022 04:15","22083","22402"
"24.05.2022 04:15 - 24.05.2022 04:30","22083","22402"
"24.05.2022 04:30 - 24.05.2022 04:45","22083","22402"
"24.05.2022 04:45 - 24.05.2022 05:00","22083","22402"
"24.05.2022 05:00 - 24.05.2022 05:15","22510","22591"
"24.05.2022 05:15 - 24.05.2022 05:30","22510","22591"
"24.05.2022 05:30 - 24.05.2022 05:45","22510","22591"
"24.05.2022 05:45 - 24.05.2022 06:00","22510","22591"
"24.05.2022 06:00 - 24.05.2022 06:15","24454","24551"
"24.05.2022 06:15 - 24.05.2022 06:30","24454","24551"
"24.05.2022 06:30 - 24.05.2022 06:45","24454","24551"
"24.05.2022 06:45 - 24.05.2022 07:00","24454","24551"
"24.05.2022 07:00 - 24.05.2022 07:15","26613","26864"
"24.05.2022 07:15 - 24.05.2022 07:30","26613","26864"
"24.05.2022 07:30 - 24.05.2022 07:45","26613","26864"
"24.05.2022 07:45 - 24.05.2022 08:00","26613","26864"
"24.05.2022 08:00 - 24.05.2022 08:15","28298","28346"
"24.05.2022 08:15 - 24.05.2022 08:30","28298","28346"
"24.05.2022 08:30 - 24.05.2022 08:45","28298","28346"
"24.05.2022 08:45 - 24.05.2022 09:00","28298","28346"
"24.05.2022 09:00 - 24.05.2022 09:15","29164","29206"
"24.05.2022 09:15 - 24.05.2022 09:30","29164","29206"
"24.05.2022 09:30 - 24.05.2022 09:45","29164","29206"
"24.05.2022 09:45 - 24.05.2022 10:00","29164","29206"
"24.05.2022 10:00 - 24.05.2022 10:15","29493","29336"
"24.05.2022 10:15 - 24.05.2022 10:30","29493","29476"
"24.05.2022 10:30 - 24.05.2022 10:45","29493","29544"
"24.05.2022 10:45 - 24.05.2022 11:00","29493","29632"
"24.05.2022 11:00 - 24.05.2022 11:15","29695","29624"
"24.05.2022 11:15 - 24.05.2022 11:30","29695","29884"
"24.05.2022 11:30 - 24.05.2022 11:45","29695","29964"
"24.05.2022 11:45 - 24.05.2022 12:00","29695","30016"
"24.05.2022 12:00 - 24.05.2022 12:15","30069","30248"
"24.05.2022 12:15 - 24.05.2022 12:30","30069","30464"
"24.05.2022 12:30 - 24.05.2022 12:45","30069","30636"
"24.05.2022 12:45 - 24.05.2022 13:00","30069","30584"
"24.05.2022 13:00 - 24.05.2022 13:15","30189","30516"
"24.05.2022 13:15 - 24.05.2022 13:30","30189","30588"
"24.05.2022 13:30 - 24.05.2022 13:45","30189","30460"
"24.05.2022 13:45 - 24.05.2022 14:00","30189","30196"
"24.05.2022 14:00 - 24.05.2022 14:15","29676","29968"
"24.05.2022 14:15 - 24.05.2022 14:30","29676","30264"
"24.05.2022 14:30 - 24.05.2022 14:45","29676","29840"
"24.05.2022 14:45 - 24.05.2022 15:00","29676","29460"
"24.05.2022 15:00 - 24.05.2022 15:15","28923","29276"
"24.05.2022 15:15 - 24.05.2022 15:30","28923","29312"
"24.05.2022 15:30 - 24.05.2022 15:45","28923","29120"
"24.05.2022 15:45 - 24.05.2022 16:00","28923","29044"
"24.05.2022 16:00 - 24.05.2022 16:15","28581","29116"
"24.05.2022 16:15 - 24.05.2022 16:30","28581","29084"
"24.05.2022 16:30 - 24.05.2022 16:45","28581","29076"
"24.05.2022 16:45 - 24.05.2022 17:00","28581","28884"
"24.05.2022 17:00 - 24.05.2022 17:15","28595","28904"
"24.05.2022 17:15 - 24.05.2022 17:30","28595","28736"
"24.05.2022 17:30 - 24.05.2022 17:45","28595","28620"
"24.05.2022 17:45 - 24.05.2022 18:00","28595","28612"
"24.05.2022 18:00 - 24.05.2022 18:15","28326","28464"
"24.05.2022 18:15 - 24.05.2022 18:30","28326","28312"
"24.05.2022 18:30 - 24.05.2022 18:45","28326","28340"
"24.05.2022 18:45 - 24.05.2022 19:00","28326","28248"
"24.05.2022 19:00 - 24.05.2022 19:15","28335","28248"
"24.05.2022 19:15 - 24.05.2022 19:30","28335","28188"
"24.05.2022 19:30 - 24.05.2022 19:45","28335","28216"
"24.05.2022 19:45 - 24.05.2022 20:00","28335","28212"
"24.05.2022 20:00 - 24.05.2022 20:15","28737","28456"
"24.05.2022 20:15 - 24.05.2022 20:30","28737","28480"
"24.05.2022 20:30 - 24.05.2022 20:45","28737","28572"
"24.05.2022 20:45 - 24.05.2022 21:00","28737","28540"
"24.05.2022 21:00 - 24.05.2022 21:15","29269","28560"
"24.05.2022 21:15 - 24.05.2022 21:30","29269","28724"
"24.05.2022 21:30 - 24.05.2022 21:45","29269","28704"
"24.05.2022 21:45 - 24.05.2022 22:00","29269","28572"
"24.05.2022 22:00 - 24.05.2022 22:15","27825","28316"
"24.05.2022 22:15 - 24.05.2022 22:30","27825","28000"
"24.05.2022 22:30 - 24.05.2022 22:45","27825","27416"
"24.05.2022 22:45 - 24.05.2022 23:00","27825","26644"
"24.05.2022 23:00 - 24.05.2022 23:15","25567","26004"
"24.05.2022 23:15 - 24.05.2022 23:30","25567","25572"
"24.05.2022 23:30 - 24.05.2022 23:45","25567","25036"
"24.05.2022 23:45 - 25.05.2022 00:00","25567","24336"
"25.05.2022 00:00 - 25.05.2022 00:15","24712","24452"
"25.05.2022 00:15 - 25.05.2022 00:30","24410","24532"
"25.05.2022 00:30 - 25.05.2022 00:45","24093","23912"
"25.05.2022 00:45 - 25.05.2022 01:00","23777","23776"
"25.05.2022 01:00 - 25.05.2022 01:15","23421","23400"
"25.05.2022 01:15 - 25.05.2022 01:30","23143","23196"
"25.05.2022 01:30 - 25.05.2022 01:45","22901","22964"
"25.05.2022 01:45 - 25.05.2022 02:00","22696","22880"
"25.05.2022 02:00 - 25.05.2022 02:15","22465","22440"
"25.05.2022 02:15 - 25.05.2022 02:30","22330","22296"
"25.05.2022 02:30 - 25.05.2022 02:45","22224","22232"
"25.05.2022 02:45 - 25.05.2022 03:00","22145","22212"
"25.05.2022 03:00 - 25.05.2022 03:15","22062","22068"
"25.05.2022 03:15 - 25.05.2022 03:30","22017","21944"
"25.05.2022 03:30 - 25.05.2022 03:45","21981","21816"
"25.05.2022 03:45 - 25.05.2022 04:00","21952","21616"
"25.05.2022 04:00 - 25.05.2022 04:15","21908","21824"
"25.05.2022 04:15 - 25.05.2022 04:30","21889","21764"
"25.05.2022 04:30 - 25.05.2022 04:45","21879","21724"
"25.05.2022 04:45 - 25.05.2022 05:00","21907","21636"
"25.05.2022 05:00 - 25.05.2022 05:15","21785","21864"
"25.05.2022 05:15 - 25.05.2022 05:30","21997","21988"
"25.05.2022 05:30 - 25.05.2022 05:45","22343","22272"
"25.05.2022 05:45 - 25.05.2022 06:00","22799","22456"
"25.05.2022 06:00 - 25.05.2022 06:15","23297","23328"
"25.05.2022 06:15 - 25.05.2022 06:30","23864","23992"
"25.05.2022 06:30 - 25.05.2022 06:45","24438","24424"
"25.05.2022 06:45 - 25.05.2022 07:00","25006","24744"
"25.05.2022 07:00 - 25.05.2022 07:15","25638","25580"
"25.05.2022 07:15 - 25.05.2022 07:30","26174","26220"
"25.05.2022 07:30 - 25.05.2022 07:45","26681","26856"
"25.05.2022 07:45 - 25.05.2022 08:00","27146","27068"
"25.05.2022 08:00 - 25.05.2022 08:15","27713","27268"
"25.05.2022 08:15 - 25.05.2022 08:30","28049","27748"
"25.05.2022 08:30 - 25.05.2022 08:45","28301","27928"
"25.05.2022 08:45 - 25.05.2022 09:00","28484","27916"
"25.05.2022 09:00 - 25.05.2022 09:15","28667","27868"
"25.05.2022 09:15 - 25.05.2022 09:30","28771","28200"
"25.05.2022 09:30 - 25.05.2022 09:45","28863","28240"
"25.05.2022 09:45 - 25.05.2022 10:00","28945","28320"
"25.05.2022 10:00 - 25.05.2022 10:15","29031","28352"
"25.05.2022 10:15 - 25.05.2022 10:30","29096","28384"
"25.05.2022 10:30 - 25.05.2022 10:45","29155","28484"
"25.05.2022 10:45 - 25.05.2022 11:00","29212","28696"
"25.05.2022 11:00 - 25.05.2022 11:15","29252","28716"
"25.05.2022 11:15 - 25.05.2022 11:30","29328","28920"
"25.05.2022 11:30 - 25.05.2022 11:45","29420","28988"
"25.05.2022 11:45 - 25.05.2022 12:00","29521","28920"
"25.05.2022 12:00 - 25.05.2022 12:15","29657","28964"
"25.05.2022 12:15 - 25.05.2022 12:30","29738","29160"
"25.05.2022 12:30 - 25.05.2022 12:45","29793","29308"
"25.05.2022 12:45 - 25.05.2022 13:00","29818","29408"
"25.05.2022 13:00 - 25.05.2022 13:15","29885","29396"
"25.05.2022 13:15 - 25.05.2022 13:30","29837","29448"
"25.05.2022 13:30 - 25.05.2022 13:45","29747","29384"
"25.05.2022 13:45 - 25.05.2022 14:00","29622","29140"
"25.05.2022 14:00 - 25.05.2022 14:15","29505","28852"
"25.05.2022 14:15 - 25.05.2022 14:30","29328","28876"
"25.05.2022 14:30 - 25.05.2022 14:45","29136","28656"
"25.05.2022 14:45 - 25.05.2022 15:00","28942","28352"
"25.05.2022 15:00 - 25.05.2022 15:15","28704","28144"
"25.05.2022 15:15 - 25.05.2022 15:30","28550","27872"
"25.05.2022 15:30 - 25.05.2022 15:45","28435","27464"
"25.05.2022 15:45 - 25.05.2022 16:00","28352","27540"
"25.05.2022 16:00 - 25.05.2022 16:15","28269","27708"
"25.05.2022 16:15 - 25.05.2022 16:30","28228","27364"
"25.05.2022 16:30 - 25.05.2022 16:45","28196","27388"
"25.05.2022 16:45 - 25.05.2022 17:00","28164","27396"
"25.05.2022 17:00 - 25.05.2022 17:15","28155","27380"
"25.05.2022 17:15 - 25.05.2022 17:30","28100","27360"
"25.05.2022 17:30 - 25.05.2022 17:45","28026","27388"
"25.05.2022 17:45 - 25.05.2022 18:00","27940","27380"
"25.05.2022 18:00 - 25.05.2022 18:15","27823","27216"
"25.05.2022 18:15 - 25.05.2022 18:30","27751","27264"
"25.05.2022 18:30 - 25.05.2022 18:45","27701","27244"
"25.05.2022 18:45 - 25.05.2022 19:00","27677","27144"
"25.05.2022 19:00 - 25.05.2022 19:15","27621","27316"
"25.05.2022 19:15 - 25.05.2022 19:30","27656","27508"
"25.05.2022 19:30 - 25.05.2022 19:45","27722","27468"
"25.05.2022 19:45 - 25.05.2022 20:00","27819","27440"
"25.05.2022 20:00 - 25.05.2022 20:15","27907","27684"
"25.05.2022 20:15 - 25.05.2022 20:30","28061","27776"
"25.05.2022 20:30 - 25.05.2022 20:45","28235","28120"
"25.05.2022 20:45 - 25.05.2022 21:00","28393","28428"
"25.05.2022 21:00 - 25.05.2022 21:15","28713","28632"
"25.05.2022 21:15 - 25.05.2022 21:30","28716","28984"
"25.05.2022 21:30 - 25.05.2022 21:45","28587","28928"
"25.05.2022 21:45 - 25.05.2022 22:00","28331","28824"
"25.05.2022 22:00 - 25.05.2022 22:15","28146","28560"
"25.05.2022 22:15 - 25.05.2022 22:30","27672","28288"
"25.05.2022 22:30 - 25.05.2022 22:45","27118","27644"
"25.05.2022 22:45 - 25.05.2022 23:00","26532","26872"
"25.05.2022 23:00 - 25.05.2022 23:15","25817","26332"
"25.05.2022 23:15 - 25.05.2022 23:30","25335","25992"
"25.05.2022 23:30 - 25.05.2022 23:45","24970","25448"
"25.05.2022 23:45 - 26.05.2022 00:00","24690","24788"
"26.05.2022 00:00 - 26.05.2022 00:15","24770","24504"
"26.05.2022 00:15 - 26.05.2022 00:30","24458","24604"
"26.05.2022 00:30 - 26.05.2022 00:45","24139","24148"
"26.05.2022 00:45 - 26.05.2022 01:00","23822","23860"
"26.05.2022 01:00 - 26.05.2022 01:15","23475","23276"
"26.05.2022 01:15 - 26.05.2022 01:30","23195","23172"
"26.05.2022 01:30 - 26.05.2022 01:45","22945","23028"
"26.05.2022 01:45 - 26.05.2022 02:00","22728","22804"
"26.05.2022 02:00 - 26.05.2022 02:15","22484","22476"
"26.05.2022 02:15 - 26.05.2022 02:30","22331","22320"
"26.05.2022 02:30 - 26.05.2022 02:45","22210","22184"
"26.05.2022 02:45 - 26.05.2022 03:00","22116","21956"
"26.05.2022 03:00 - 26.05.2022 03:15","22011","21824"
"26.05.2022 03:15 - 26.05.2022 03:30","21961","21832"
"26.05.2022 03:30 - 26.05.2022 03:45","21926","21788"
"26.05.2022 03:45 - 26.05.2022 04:00","21903","21616"
"26.05.2022 04:00 - 26.05.2022 04:15","21866","21600"
"26.05.2022 04:15 - 26.05.2022 04:30","21859","21648"
"26.05.2022 04:30 - 26.05.2022 04:45","21862","21492"
"26.05.2022 04:45 - 26.05.2022 05:00","21903","21676"
"26.05.2022 05:00 - 26.05.2022 05:15","21801","21864"
"26.05.2022 05:15 - 26.05.2022 05:30","22016","21916"
"26.05.2022 05:30 - 26.05.2022 05:45","22357","22064"
"26.05.2022 05:45 - 26.05.2022 06:00","22805","22524"
"26.05.2022 06:00 - 26.05.2022 06:15","23286","23352"
"26.05.2022 06:15 - 26.05.2022 06:30","23850","23812"
"26.05.2022 06:30 - 26.05.2022 06:45","24428","24072"
"26.05.2022 06:45 - 26.05.2022 07:00","25001","24552"
"26.05.2022 07:00 - 26.05.2022 07:15","25666","25320"
"26.05.2022 07:15 - 26.05.2022 07:30","26180","25940"
"26.05.2022 07:30 - 26.05.2022 07:45","26641","26288"
"26.05.2022 07:45 - 26.05.2022 08:00","27043","26748"
"26.05.2022 08:00 - 26.05.2022 08:15","27520","27320"
"26.05.2022 08:15 - 26.05.2022 08:30","27798","27824"
"26.05.2022 08:30 - 26.05.2022 08:45","28011","27920"
"26.05.2022 08:45 - 26.05.2022 09:00","28170","27852"
"26.05.2022 09:00 - 26.05.2022 09:15","28335","28080"
"26.05.2022 09:15 - 26.05.2022 09:30","28426","28276"
"26.05.2022 09:30 - 26.05.2022 09:45","28503","28340"
"26.05.2022 09:45 - 26.05.2022 10:00","28570","28472"
"26.05.2022 10:00 - 26.05.2022 10:15","28630","28492"
"26.05.2022 10:15 - 26.05.2022 10:30","28691","28600"
"26.05.2022 10:30 - 26.05.2022 10:45","28756","28744"
"26.05.2022 10:45 - 26.05.2022 11:00","28826","28820"
"26.05.2022 11:00 - 26.05.2022 11:15","28889","28816"
"26.05.2022 11:15 - 26.05.2022 11:30","28971","28868"
"26.05.2022 11:30 - 26.05.2022 11:45","29060","29008"
"26.05.2022 11:45 - 26.05.2022 12:00","29151","29136"
"26.05.2022 12:00 - 26.05.2022 12:15","29263","29272"
"26.05.2022 12:15 - 26.05.2022 12:30","29343","29460"
"26.05.2022 12:30 - 26.05.2022 12:45","29408","29548"
"26.05.2022 12:45 - 26.05.2022 13:00","29451","29752"
"26.05.2022 13:00 - 26.05.2022 13:15","29543","29692"
"26.05.2022 13:15 - 26.05.2022 13:30","29519","29640"
"26.05.2022 13:30 - 26.05.2022 13:45","29452","29548"
"26.05.2022 13:45 - 26.05.2022 14:00","29343","29396"
"26.05.2022 14:00 - 26.05.2022 14:15","29254","29188"
"26.05.2022 14:15 - 26.05.2022 14:30","29074","29336"
"26.05.2022 14:30 - 26.05.2022 14:45","28868","29048"
"26.05.2022 14:45 - 26.05.2022 15:00","28654","28740"
"26.05.2022 15:00 - 26.05.2022 15:15","28377","28680"
"26.05.2022 15:15 - 26.05.2022 15:30","28214","28532"
"26.05.2022 15:30 - 26.05.2022 15:45","28103","28336"
"26.05.2022 15:45 - 26.05.2022 16:00","28037","28312"
"26.05.2022 16:00 - 26.05.2022 16:15","27975","28276"
"26.05.2022 16:15 - 26.05.2022 16:30","27959","28284"
"26.05.2022 16:30 - 26.05.2022 16:45","27951","28228"
"26.05.2022 16:45 - 26.05.2022 17:00","27942","28256"
"26.05.2022 17:00 - 26.05.2022 17:15","27950","28260"
"26.05.2022 17:15 - 26.05.2022 17:30","27925","28372"
"26.05.2022 17:30 - 26.05.2022 17:45","27887","28332"
"26.05.2022 17:45 - 26.05.2022 18:00","27842","28280"
"26.05.2022 18:00 - 26.05.2022 18:15","27771","28216"
"26.05.2022 18:15 - 26.05.2022 18:30","27741","28168"
"26.05.2022 18:30 - 26.05.2022 18:45","27730","28040"
"26.05.2022 18:45 - 26.05.2022 19:00","27739","28052"
"26.05.2022 19:00 - 26.05.2022 19:15","27728","28248"
"26.05.2022 19:15 - 26.05.2022 19:30","27773","28224"
"26.05.2022 19:30 - 26.05.2022 19:45","27836","28288"
"26.05.2022 19:45 - 26.05.2022 20:00","27925","28276"
"26.05.2022 20:00 - 26.05.2022 20:15","27972","28308"
"26.05.2022 20:15 - 26.05.2022 20:30","28147","28400"
"26.05.2022 20:30 - 26.05.2022 20:45","28371","28484"
"26.05.2022 20:45 - 26.05.2022 21:00","28598","28596"
"26.05.2022 21:00 - 26.05.2022 21:15","29017","28488"
"26.05.2022 21:15 - 26.05.2022 21:30","29087","28732"
"26.05.2022 21:30 - 26.05.2022 21:45","29004","28920"
"26.05.2022 21:45 - 26.05.2022 22:00","28773","28800"
"26.05.2022 22:00 - 26.05.2022 22:15","28623","28648"
"26.05.2022 22:15 - 26.05.2022 22:30","28141","28156"
"26.05.2022 22:30 - 26.05.2022 22:45","27565","27588"
"26.05.2022 22:45 - 26.05.2022 23:00","26949","26912"
"26.05.2022 23:00 - 26.05.2022 23:15","26193","26488"
"26.05.2022 23:15 - 26.05.2022 23:30","25683","25928"
"26.05.2022 23:30 - 26.05.2022 23:45","25298","25436"
"26.05.2022 23:45 - 27.05.2022 00:00","25009","24852"
"27.05.2022 00:00 - 27.05.2022 00:15","24941","24968"
"27.05.2022 00:15 - 27.05.2022 00:30","24617","25052"
"27.05.2022 00:30 - 27.05.2022 00:45","24297","24636"
"27.05.2022 00:45 - 27.05.2022 01:00","23985","24300"
"27.05.2022 01:00 - 27.05.2022 01:15","23655","23744"
"27.05.2022 01:15 - 27.05.2022 01:30","23373","23560"
"27.05.2022 01:30 - 27.05.2022 01:45","23113","23256"
"27.05.2022 01:45 - 27.05.2022 02:00","22878","22900"
"27.05.2022 02:00 - 27.05.2022 02:15","22613","22644"
"27.05.2022 02:15 - 27.05.2022 02:30","22437","22472"
"27.05.2022 02:30 - 27.05.2022 02:45","22293","22300"
"27.05.2022 02:45 - 27.05.2022 03:00","22178","22252"
"27.05.2022 03:00 - 27.05.2022 03:15","22050","22372"
"27.05.2022 03:15 - 27.05.2022 03:30","21980","22108"
"27.05.2022 03:30 - 27.05.2022 03:45","21928","21972"
"27.05.2022 03:45 - 27.05.2022 04:00","21891","21972"
"27.05.2022 04:00 - 27.05.2022 04:15","21828","22140"
"27.05.2022 04:15 - 27.05.2022 04:30","21823","21936"
"27.05.2022 04:30 - 27.05.2022 04:45","21839","21868"
"27.05.2022 04:45 - 27.05.2022 05:00","21899","21940"
"27.05.2022 05:00 - 27.05.2022 05:15","21832","22064"
"27.05.2022 05:15 - 27.05.2022 05:30","22060","22112"
"27.05.2022 05:30 - 27.05.2022 05:45","22405","22240"
"27.05.2022 05:45 - 27.05.2022 06:00","22843","22488"
"27.05.2022 06:00 - 27.05.2022 06:15","23324","23440"
"27.05.2022 06:15 - 27.05.2022 06:30","23852","24032"
"27.05.2022 06:30 - 27.05.2022 06:45","24380","24356"
"27.05.2022 06:45 - 27.05.2022 07:00","24900","24568"
"27.05.2022 07:00 - 27.05.2022 07:15","25472","25408"
"27.05.2022 07:15 - 27.05.2022 07:30","25960","26028"
"27.05.2022 07:30 - 27.05.2022 07:45","26423","26512"
"27.05.2022 07:45 - 27.05.2022 08:00","26850","26880"
"27.05.2022 08:00 - 27.05.2022 08:15","27360","27228"
"27.05.2022 08:15 - 27.05.2022 08:30","27681","27532"
"27.05.2022 08:30 - 27.05.2022 08:45","27934","27728"
"27.05.2022 08:45 - 27.05.2022 09:00","28133","27928"
"27.05.2022 09:00 - 27.05.2022 09:15","28328","28220"
"27.05.2022 09:15 - 27.05.2022 09:30","28469","28396"
"27.05.2022 09:30 - 27.05.2022 09:45","28604","28564"
"27.05.2022 09:45 - 27.05.2022 10:00","28733","28800"
"27.05.2022 10:00 - 27.05.2022 10:15","28874","28764"
"27.05.2022 10:15 - 27.05.2022 10:30","28984","28884"
"27.05.2022 10:30 - 27.05.2022 10:45","29082","29080"
"27.05.2022 10:45 - 27.05.2022 11:00","29174","29280"
"27.05.2022 11:00 - 27.05.2022 11:15","29251","29320"
"27.05.2022 11:15 - 27.05.2022 11:30","29352","29484"
"27.05.2022 11:30 - 27.05.2022 11:45","29466","29476"
"27.05.2022 11:45 - 27.05.2022 12:00","29587","29680"
"27.05.2022 12:00 - 27.05.2022 12:15","29737","29800"
"27.05.2022 12:15 - 27.05.2022 12:30","29842","29972"
"27.05.2022 12:30 - 27.05.2022 12:45","29926","30024"
"27.05.2022 12:45 - 27.05.2022 13:00","29983","30308"
"27.05.2022 13:00 - 27.05.2022 13:15","30089","30252"
"27.05.2022 13:15 - 27.05.2022 13:30","30072","30332"
"27.05.2022 13:30 - 27.05.2022 13:45","30010","30148"
