"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Germany (DE)","Generation - Solar  [MW] Intraday / Germany (DE)","Generation - Solar  [MW] Current / Germany (DE)","Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Offshore  [MW] Intraday / Germany (DE)","Generation - Wind Offshore  [MW] Current / Germany (DE)","Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Onshore  [MW] Intraday / Germany (DE)","Generation - Wind Onshore  [MW] Current / Germany (DE)"
"13.11.2022 14:00 - 13.11.2022 14:15","13895","14058","n/e","1439","1525","n/e","5944","6635","n/e"
"13.11.2022 14:15 - 13.11.2022 14:30","12536","12697","n/e","1503","1598","n/e","6303","7004","n/e"
"13.11.2022 14:30 - 13.11.2022 14:45","11052","11198","n/e","1571","1673","n/e","6667","7388","n/e"
"13.11.2022 14:45 - 13.11.2022 15:00","9438","9574","n/e","1639","1752","n/e","7084","7787","n/e"
"13.11.2022 15:00 - 13.11.2022 15:15","7799","7889","n/e","1706","1734","n/e","7571","8275","n/e"
"13.11.2022 15:15 - 13.11.2022 15:30","6092","6129","n/e","1780","1820","n/e","8358","8905","n/e"
"13.11.2022 15:30 - 13.11.2022 15:45","4417","4455","n/e","1854","1907","n/e","9108","9546","n/e"
"13.11.2022 15:45 - 13.11.2022 16:00","2867","2907","n/e","1928","1998","n/e","9884","10198","n/e"
"13.11.2022 16:00 - 13.11.2022 16:15","1674","1697","n/e","2007","2089","n/e","10691","10923","n/e"
"13.11.2022 16:15 - 13.11.2022 16:30","851","860","n/e","2127","2219","n/e","11631","11768","n/e"
"13.11.2022 16:30 - 13.11.2022 16:45","358","362","n/e","2243","2344","n/e","12527","12562","n/e"
"13.11.2022 16:45 - 13.11.2022 17:00","76","74","n/e","2363","2472","n/e","13346","13329","n/e"
"13.11.2022 17:00 - 13.11.2022 17:15","0","0","n/e","2488","2597","n/e","14132","14021","n/e"
"13.11.2022 17:15 - 13.11.2022 17:30","0","0","n/e","2637","2735","n/e","14613","14469","n/e"
"13.11.2022 17:30 - 13.11.2022 17:45","0","0","n/e","2791","2877","n/e","15093","14914","n/e"
"13.11.2022 17:45 - 13.11.2022 18:00","0","0","n/e","2944","3017","n/e","15525","15303","n/e"
"13.11.2022 18:00 - 13.11.2022 18:15","0","0","n/e","3101","3155","n/e","15939","15664","n/e"
"13.11.2022 18:15 - 13.11.2022 18:30","0","0","n/e","3251","3277","n/e","16132","15851","n/e"
"13.11.2022 18:30 - 13.11.2022 18:45","0","0","n/e","3401","3395","n/e","16344","16047","n/e"
"13.11.2022 18:45 - 13.11.2022 19:00","0","0","n/e","3553","3517","n/e","16594","16259","n/e"
"13.11.2022 19:00 - 13.11.2022 19:15","0","0","n/e","3704","3646","n/e","16805","16460","n/e"
"13.11.2022 19:15 - 13.11.2022 19:30","0","0","n/e","3837","3769","n/e","16851","16508","n/e"
"13.11.2022 19:30 - 13.11.2022 19:45","0","0","n/e","3930","3855","n/e","16842","16508","n/e"
"13.11.2022 19:45 - 13.11.2022 20:00","0","0","n/e","4027","3943","n/e","16806","16500","n/e"
"13.11.2022 20:00 - 13.11.2022 20:15","0","0","n/e","4121","4027","n/e","16751","16512","n/e"
"13.11.2022 20:15 - 13.11.2022 20:30","0","0","n/e","4190","4089","n/e","16707","16479","n/e"
"13.11.2022 20:30 - 13.11.2022 20:45","0","0","n/e","4263","4149","n/e","16660","16425","n/e"
"13.11.2022 20:45 - 13.11.2022 21:00","0","0","n/e","4334","4206","n/e","16609","16359","n/e"
"13.11.2022 21:00 - 13.11.2022 21:15","0","0","n/e","4398","4270","n/e","16559","16279","n/e"
"13.11.2022 21:15 - 13.11.2022 21:30","0","0","n/e","4454","4341","n/e","16579","16263","n/e"
"13.11.2022 21:30 - 13.11.2022 21:45","0","0","n/e","4509","4412","n/e","16597","16249","n/e"
"13.11.2022 21:45 - 13.11.2022 22:00","0","0","n/e","4474","4484","n/e","16609","16221","n/e"
"13.11.2022 22:00 - 13.11.2022 22:15","0","0","n/e","4528","4564","n/e","16398","16000","n/e"
"13.11.2022 22:15 - 13.11.2022 22:30","0","0","n/e","4545","4597","n/e","16352","16003","n/e"
"13.11.2022 22:30 - 13.11.2022 22:45","0","0","n/e","4569","4629","n/e","16313","16003","n/e"
"13.11.2022 22:45 - 13.11.2022 23:00","0","0","n/e","4569","4660","n/e","16250","15991","n/e"
"13.11.2022 23:00 - 13.11.2022 23:15","0","0","n/e","4590","4576","n/e","16189","15981","n/e"
"13.11.2022 23:15 - 13.11.2022 23:30","0","0","n/e","4589","4597","n/e","16141","15962","n/e"
"13.11.2022 23:30 - 13.11.2022 23:45","0","0","n/e","4593","4619","n/e","16095","15944","n/e"
"13.11.2022 23:45 - 14.11.2022 00:00","0","0","n/e","4593","4640","n/e","16049","15939","n/e"
"14.11.2022 00:00 - 14.11.2022 00:15","0","0","n/e","4771","5232","n/e","15449","14285","n/e"
"14.11.2022 00:15 - 14.11.2022 00:30","0","0","n/e","4809","5219","n/e","15439","14169","n/e"
"14.11.2022 00:30 - 14.11.2022 00:45","0","0","n/e","4849","5172","n/e","15417","14159","n/e"
"14.11.2022 00:45 - 14.11.2022 01:00","0","0","n/e","4775","5164","n/e","15386","14144","n/e"
"14.11.2022 01:00 - 14.11.2022 01:15","0","0","n/e","4708","4955","n/e","15358","14050","n/e"
"14.11.2022 01:15 - 14.11.2022 01:30","0","0","n/e","4731","4877","n/e","15342","14195","n/e"
"14.11.2022 01:30 - 14.11.2022 01:45","0","0","n/e","4757","4910","n/e","15344","14172","n/e"
"14.11.2022 01:45 - 14.11.2022 02:00","0","0","n/e","4785","4891","n/e","15349","14095","n/e"
"14.11.2022 02:00 - 14.11.2022 02:15","0","0","n/e","4808","4919","n/e","15375","13984","n/e"
"14.11.2022 02:15 - 14.11.2022 02:30","0","0","n/e","4811","4914","n/e","15406","13973","n/e"
"14.11.2022 02:30 - 14.11.2022 02:45","0","0","n/e","4811","4893","n/e","15438","13938","n/e"
"14.11.2022 02:45 - 14.11.2022 03:00","0","0","n/e","4815","4889","n/e","15475","13913","n/e"
"14.11.2022 03:00 - 14.11.2022 03:15","0","0","n/e","4819","4894","n/e","15516","13910","n/e"
"14.11.2022 03:15 - 14.11.2022 03:30","0","0","n/e","4818","4824","n/e","15549","14076","n/e"
"14.11.2022 03:30 - 14.11.2022 03:45","0","0","n/e","4810","4774","n/e","15597","14183","n/e"
"14.11.2022 03:45 - 14.11.2022 04:00","0","0","n/e","4809","4725","n/e","15625","14257","n/e"
"14.11.2022 04:00 - 14.11.2022 04:15","0","0","n/e","4798","4585","n/e","15651","14444","n/e"
"14.11.2022 04:15 - 14.11.2022 04:30","0","0","n/e","4826","4538","n/e","15693","14553","n/e"
"14.11.2022 04:30 - 14.11.2022 04:45","0","0","n/e","4775","4521","n/e","15738","14643","n/e"
"14.11.2022 04:45 - 14.11.2022 05:00","0","0","n/e","4729","4460","n/e","15782","14694","n/e"
"14.11.2022 05:00 - 14.11.2022 05:15","0","0","n/e","4683","4530","n/e","15810","14609","n/e"
"14.11.2022 05:15 - 14.11.2022 05:30","0","0","n/e","4653","4495","n/e","15819","14574","n/e"
"14.11.2022 05:30 - 14.11.2022 05:45","0","0","n/e","4618","4487","n/e","15835","14448","n/e"
"14.11.2022 05:45 - 14.11.2022 06:00","0","0","n/e","4582","4517","n/e","15845","14440","n/e"
"14.11.2022 06:00 - 14.11.2022 06:15","0","0","n/e","4518","4458","n/e","16079","14479","n/e"
"14.11.2022 06:15 - 14.11.2022 06:30","0","0","n/e","4481","4497","n/e","16034","14323","n/e"
"14.11.2022 06:30 - 14.11.2022 06:45","0","0","n/e","4443","4516","n/e","15984","14334","n/e"
"14.11.2022 06:45 - 14.11.2022 07:00","0","0","n/e","4402","4578","n/e","15895","14125","n/e"
"14.11.2022 07:00 - 14.11.2022 07:15","37","29","n/e","4361","4515","n/e","15741","13954","n/e"
"14.11.2022 07:15 - 14.11.2022 07:30","122","101","n/e","4213","4563","n/e","15560","13853","n/e"
"14.11.2022 07:30 - 14.11.2022 07:45","380","309","n/e","4164","4529","n/e","15392","13671","n/e"
"14.11.2022 07:45 - 14.11.2022 08:00","1014","876","n/e","4116","4478","n/e","15285","13661","n/e"
"14.11.2022 08:00 - 14.11.2022 08:15","1936","1750","n/e","4069","4424","n/e","15125","13633","n/e"
"14.11.2022 08:15 - 14.11.2022 08:30","3158","2930","n/e","4018","4377","n/e","14866","13645","n/e"
"14.11.2022 08:30 - 14.11.2022 08:45","4582","4311","n/e","3963","4315","n/e","14634","13676","n/e"
"14.11.2022 08:45 - 14.11.2022 09:00","6077","5742","n/e","3915","4268","n/e","14316","13516","n/e"
"14.11.2022 09:00 - 14.11.2022 09:15","7566","7199","n/e","3862","4225","n/e","13987","13316","n/e"
"14.11.2022 09:15 - 14.11.2022 09:30","8996","8573","n/e","3795","4204","n/e","13494","12869","n/e"
"14.11.2022 09:30 - 14.11.2022 09:45","10379","9865","n/e","3733","4177","n/e","13014","12460","n/e"
"14.11.2022 09:45 - 14.11.2022 10:00","11692","11144","n/e","3673","4181","n/e","12530","12077","n/e"
"14.11.2022 10:00 - 14.11.2022 10:15","12976","12367","n/e","3612","4146","n/e","12054","11758","n/e"
"14.11.2022 10:15 - 14.11.2022 10:30","14212","13570","n/e","3558","4108","n/e","11387","11347","n/e"
"14.11.2022 10:30 - 14.11.2022 10:45","15322","14644","n/e","3504","4046","n/e","10812","10927","n/e"
"14.11.2022 10:45 - 14.11.2022 11:00","16284","15618","n/e","3448","4003","n/e","10321","10724","n/e"
"14.11.2022 11:00 - 14.11.2022 11:15","17136","16368","n/e","3397","3853","n/e","9856","10494","n/e"
"14.11.2022 11:15 - 14.11.2022 11:30","17714","16946","n/e","3367","3871","n/e","9534","10359","n/e"
"14.11.2022 11:30 - 14.11.2022 11:45","18108","17364","n/e","3388","3958","n/e","9256","10194","n/e"
"14.11.2022 11:45 - 14.11.2022 12:00","18266","17624","n/e","3358","3952","n/e","9025","10114","n/e"
"14.11.2022 12:00 - 14.11.2022 12:15","18282","17698","n/e","3325","3948","n/e","8794","10045","n/e"
"14.11.2022 12:15 - 14.11.2022 12:30","18069","17572","n/e","3290","3862","n/e","8723","9999","n/e"
"14.11.2022 12:30 - 14.11.2022 12:45","17687","17306","n/e","3258","3791","n/e","8674","10022","n/e"
"14.11.2022 12:45 - 14.11.2022 13:00","17127","16870","n/e","3227","3724","n/e","8668","10009","n/e"
"14.11.2022 13:00 - 14.11.2022 13:15","16468","16269","n/e","3202","3648","n/e","8791","10038","n/e"
"14.11.2022 13:15 - 14.11.2022 13:30","15593","15502","n/e","3223","3612","n/e","8957","10252","n/e"
"14.11.2022 13:30 - 14.11.2022 13:45","14572","14591","n/e","3241","3576","n/e","9093","10374","n/e"
"14.11.2022 13:45 - 14.11.2022 14:00","13410","13552","n/e","3262","3539","n/e","9234","10541","n/e"
"14.11.2022 14:00 - 14.11.2022 14:15","12223","11996","n/e","3290","3527","n/e","9378","10773","n/e"
"14.11.2022 14:15 - 14.11.2022 14:30","10916","10702","n/e","3371","3657","n/e","9549","10798","n/e"
"14.11.2022 14:30 - 14.11.2022 14:45","9529","9351","n/e","3460","3788","n/e","9726","10905","n/e"
"14.11.2022 14:45 - 14.11.2022 15:00","8051","7916","n/e","3545","3911","n/e","9937","11005","n/e"
"14.11.2022 15:00 - 14.11.2022 15:15","6534","6377","n/e","3623","3901","n/e","10176","11078","n/e"
"14.11.2022 15:15 - 14.11.2022 15:30","4959","4799","n/e","3708","3957","n/e","10775","11461","n/e"
"14.11.2022 15:30 - 14.11.2022 15:45","3439","3321","n/e","3802","4006","n/e","11437","11865","n/e"
"14.11.2022 15:45 - 14.11.2022 16:00","2057","1979","n/e","3890","4063","n/e","12121","12326","n/e"
"14.11.2022 16:00 - 14.11.2022 16:15","1116","1048","n/e","3965","4133","n/e","12794","12965","n/e"
"14.11.2022 16:15 - 14.11.2022 16:30","561","500","n/e","3990","4151","n/e","13637","13771","n/e"
"14.11.2022 16:30 - 14.11.2022 16:45","230","233","n/e","4015","4172","n/e","14483","14517","n/e"
"14.11.2022 16:45 - 14.11.2022 17:00","35","43","n/e","4043","4171","n/e","15314","15380","n/e"
"14.11.2022 17:00 - 14.11.2022 17:15","0","0","n/e","4060","4176","n/e","16192","16373","n/e"
"14.11.2022 17:15 - 14.11.2022 17:30","0","0","n/e","4053","4149","n/e","16823","17029","n/e"
"14.11.2022 17:30 - 14.11.2022 17:45","0","0","n/e","4047","4121","n/e","17440","17754","n/e"
"14.11.2022 17:45 - 14.11.2022 18:00","0","0","n/e","4039","4091","n/e","18019","18516","n/e"
"14.11.2022 18:00 - 14.11.2022 18:15","0","0","n/e","4030","4067","n/e","18569","19038","n/e"
"14.11.2022 18:15 - 14.11.2022 18:30","0","0","n/e","3992","4008","n/e","18911","19407","n/e"
"14.11.2022 18:30 - 14.11.2022 18:45","0","0","n/e","3953","3947","n/e","19267","19749","n/e"
"14.11.2022 18:45 - 14.11.2022 19:00","0","0","n/e","3913","3873","n/e","19650","20178","n/e"
"14.11.2022 19:00 - 14.11.2022 19:15","0","0","n/e","3872","3788","n/e","19976","20519","n/e"
"14.11.2022 19:15 - 14.11.2022 19:30","0","0","n/e","3801","3731","n/e","20101","20710","n/e"
"14.11.2022 19:30 - 14.11.2022 19:45","0","0","n/e","3733","3684","n/e","20160","20878","n/e"
"14.11.2022 19:45 - 14.11.2022 20:00","0","0","n/e","3659","3624","n/e","20193","21014","n/e"
"14.11.2022 20:00 - 14.11.2022 20:15","0","0","n/e","3587","3581","n/e","20195","21067","n/e"
"14.11.2022 20:15 - 14.11.2022 20:30","0","0","n/e","3529","3558","n/e","20103","20952","n/e"
"14.11.2022 20:30 - 14.11.2022 20:45","0","0","n/e","3471","3512","n/e","20015","20913","n/e"
"14.11.2022 20:45 - 14.11.2022 21:00","0","0","n/e","3411","3467","n/e","19918","20849","n/e"
"14.11.2022 21:00 - 14.11.2022 21:15","0","0","n/e","3354","3415","n/e","19807","20811","n/e"
"14.11.2022 21:15 - 14.11.2022 21:30","0","0","n/e","3314","3353","n/e","19641","20692","n/e"
"14.11.2022 21:30 - 14.11.2022 21:45","0","0","n/e","3280","3296","n/e","19484","20567","n/e"
"14.11.2022 21:45 - 14.11.2022 22:00","0","0","n/e","3245","3237","n/e","19343","20451","n/e"
"14.11.2022 22:00 - 14.11.2022 22:15","0","0","n/e","3211","3183","n/e","18935","20038","n/e"
"14.11.2022 22:15 - 14.11.2022 22:30","0","0","n/e","3161","3134","n/e","18795","19905","n/e"
"14.11.2022 22:30 - 14.11.2022 22:45","0","0","n/e","3112","3082","n/e","18645","19772","n/e"
"14.11.2022 22:45 - 14.11.2022 23:00","0","0","n/e","3060","3031","n/e","18482","19633","n/e"
"14.11.2022 23:00 - 14.11.2022 23:15","0","0","n/e","3008","2981","n/e","18322","19504","n/e"
"14.11.2022 23:15 - 14.11.2022 23:30","0","0","n/e","2956","2927","n/e","18145","19394","n/e"
"14.11.2022 23:30 - 14.11.2022 23:45","0","0","n/e","2906","2871","n/e","17968","19272","n/e"
"14.11.2022 23:45 - 15.11.2022 00:00","0","0","n/e","2857","2815","n/e","17800","19178","n/e"
"15.11.2022 00:00 - 15.11.2022 00:15","0","0","n/e","2589","2246","n/e","17135","17030","n/e"
"15.11.2022 00:15 - 15.11.2022 00:30","0","0","n/e","2567","2191","n/e","16999","16495","n/e"
"15.11.2022 00:30 - 15.11.2022 00:45","0","0","n/e","2544","2078","n/e","16858","16244","n/e"
"15.11.2022 00:45 - 15.11.2022 01:00","0","0","n/e","2523","2020","n/e","16718","16108","n/e"
"15.11.2022 01:00 - 15.11.2022 01:15","0","0","n/e","2351","1998","n/e","16572","16087","n/e"
"15.11.2022 01:15 - 15.11.2022 01:30","0","0","n/e","2352","2048","n/e","16451","15881","n/e"
"15.11.2022 01:30 - 15.11.2022 01:45","0","0","n/e","2354","2064","n/e","16343","15724","n/e"
"15.11.2022 01:45 - 15.11.2022 02:00","0","0","n/e","2352","2038","n/e","16248","15744","n/e"
"15.11.2022 02:00 - 15.11.2022 02:15","0","0","n/e","2355","2022","n/e","16162","15557","n/e"
"15.11.2022 02:15 - 15.11.2022 02:30","0","0","n/e","2354","1902","n/e","16076","15414","n/e"
"15.11.2022 02:30 - 15.11.2022 02:45","0","0","n/e","2351","1908","n/e","15978","15181","n/e"
"15.11.2022 02:45 - 15.11.2022 03:00","0","0","n/e","2353","1955","n/e","15870","14962","n/e"
"15.11.2022 03:00 - 15.11.2022 03:15","0","0","n/e","2359","2012","n/e","15761","14870","n/e"
"15.11.2022 03:15 - 15.11.2022 03:30","0","0","n/e","2374","2108","n/e","15645","14848","n/e"
"15.11.2022 03:30 - 15.11.2022 03:45","0","0","n/e","2394","2155","n/e","15536","14822","n/e"
"15.11.2022 03:45 - 15.11.2022 04:00","0","0","n/e","2416","2226","n/e","15413","14587","n/e"
"15.11.2022 04:00 - 15.11.2022 04:15","0","0","n/e","2441","2293","n/e","15294","14409","n/e"
"15.11.2022 04:15 - 15.11.2022 04:30","0","0","n/e","2486","2453","n/e","15071","14168","n/e"
"15.11.2022 04:30 - 15.11.2022 04:45","0","0","n/e","2526","2625","n/e","14861","13851","n/e"
"15.11.2022 04:45 - 15.11.2022 05:00","0","0","n/e","2567","2718","n/e","14671","13698","n/e"
"15.11.2022 05:00 - 15.11.2022 05:15","0","0","n/e","2601","2794","n/e","14488","13560","n/e"
"15.11.2022 05:15 - 15.11.2022 05:30","0","0","n/e","2578","2945","n/e","14317","13415","n/e"
"15.11.2022 05:30 - 15.11.2022 05:45","0","0","n/e","2531","2970","n/e","14135","13256","n/e"
"15.11.2022 05:45 - 15.11.2022 06:00","0","0","n/e","2501","3075","n/e","13974","13178","n/e"
"15.11.2022 06:00 - 15.11.2022 06:15","0","0","n/e","2482","2931","n/e","13946","13205","n/e"
"15.11.2022 06:15 - 15.11.2022 06:30","0","0","n/e","2487","2834","n/e","13723","12636","n/e"
"15.11.2022 06:30 - 15.11.2022 06:45","0","0","n/e","2488","2771","n/e","13484","12408","n/e"
"15.11.2022 06:45 - 15.11.2022 07:00","0","0","n/e","2496","2889","n/e","13218","12304","n/e"
"15.11.2022 07:00 - 15.11.2022 07:15","30","26","n/e","2432","2994","n/e","12876","11998","n/e"
"15.11.2022 07:15 - 15.11.2022 07:30","98","84","n/e","2524","3005","n/e","12542","11692","n/e"
"15.11.2022 07:30 - 15.11.2022 07:45","317","298","n/e","2618","3104","n/e","12250","11289","n/e"
"15.11.2022 07:45 - 15.11.2022 08:00","808","821","n/e","2717","3203","n/e","11997","11006","n/e"
"15.11.2022 08:00 - 15.11.2022 08:15","1539","1665","n/e","2811","3295","n/e","11756","10725","n/e"
"15.11.2022 08:15 - 15.11.2022 08:30","2537","2846","n/e","2931","3437","n/e","11453","10429","n/e"
"15.11.2022 08:30 - 15.11.2022 08:45","3700","4241","n/e","3052","3556","n/e","11131","10156","n/e"
"15.11.2022 08:45 - 15.11.2022 09:00","4920","5696","n/e","3172","3697","n/e","10764","9841","n/e"
"15.11.2022 09:00 - 15.11.2022 09:15","6150","7133","n/e","3392","3825","n/e","10380","9477","n/e"
"15.11.2022 09:15 - 15.11.2022 09:30","7337","8522","n/e","3434","3859","n/e","9928","9038","n/e"
"15.11.2022 09:30 - 15.11.2022 09:45","8510","9848","n/e","3467","3898","n/e","9486","8617","n/e"
"15.11.2022 09:45 - 15.11.2022 10:00","9642","11108","n/e","3507","3921","n/e","9036","8161","n/e"
"15.11.2022 10:00 - 15.11.2022 10:15","10747","12362","n/e","3527","3904","n/e","8601","7685","n/e"
"15.11.2022 10:15 - 15.11.2022 10:30","11821","13517","n/e","3477","3846","n/e","8106","7224","n/e"
"15.11.2022 10:30 - 15.11.2022 10:45","12800","14557","n/e","3431","3817","n/e","7614","6756","n/e"
"15.11.2022 10:45 - 15.11.2022 11:00","13600","15350","n/e","3376","3760","n/e","7173","6279","n/e"
"15.11.2022 11:00 - 15.11.2022 11:15","14263","15937","n/e","3321","3708","n/e","6791","5891","n/e"
"15.11.2022 11:15 - 15.11.2022 11:30","14763","16437","n/e","3267","3567","n/e","6561","5748","n/e"
"15.11.2022 11:30 - 15.11.2022 11:45","15067","16730","n/e","3208","3418","n/e","6268","5588","n/e"
"15.11.2022 11:45 - 15.11.2022 12:00","15158","16832","n/e","3147","3279","n/e","5972","5464","n/e"
"15.11.2022 12:00 - 15.11.2022 12:15","15111","16759","n/e","3095","3154","n/e","5683","5427","n/e"
"15.11.2022 12:15 - 15.11.2022 12:30","14849","16497","n/e","3089","3117","n/e","5546","5440","n/e"
"15.11.2022 12:30 - 15.11.2022 12:45","14422","16111","n/e","3083","3072","n/e","5418","5420","n/e"
"15.11.2022 12:45 - 15.11.2022 13:00","13840","15524","n/e","3078","3027","n/e","5313","5476","n/e"
"15.11.2022 13:00 - 15.11.2022 13:15","13202","14839","n/e","3086","2988","n/e","5296","5589","n/e"
"15.11.2022 13:15 - 15.11.2022 13:30","12422","13978","n/e","3102","3038","n/e","5318","5727","n/e"
"15.11.2022 13:30 - 15.11.2022 13:45","11542","13101","n/e","3133","3090","n/e","5321","5806","n/e"
"15.11.2022 13:45 - 15.11.2022 14:00","10560","12038","n/e","3151","3154","n/e","5328","5889","n/e"
"15.11.2022 14:00 - 15.11.2022 14:15","9539","10619","n/e","3174","3203","n/e","5342","6095","n/e"
"15.11.2022 14:15 - 15.11.2022 14:30","8441","9377","n/e","3193","3231","n/e","5485","6327","n/e"
"15.11.2022 14:30 - 15.11.2022 14:45","7265","8101","n/e","3197","3211","n/e","5627","6503","n/e"
"15.11.2022 14:45 - 15.11.2022 15:00","6002","6731","n/e","3219","3255","n/e","5789","6687","n/e"
"15.11.2022 15:00 - 15.11.2022 15:15","4741","5338","n/e","3241","3267","n/e","5968","6910","n/e"
"15.11.2022 15:15 - 15.11.2022 15:30","3511","3974","n/e","3374","3389","n/e","6446","7434","n/e"
"15.11.2022 15:30 - 15.11.2022 15:45","2360","2712","n/e","3506","3531","n/e","6928","7911","n/e"
"15.11.2022 15:45 - 15.11.2022 16:00","1378","1576","n/e","3640","3665","n/e","7442","8448","n/e"
"15.11.2022 16:00 - 15.11.2022 16:15","745","822","n/e","3651","3714","n/e","7983","9000","n/e"
"15.11.2022 16:15 - 15.11.2022 16:30","381","388","n/e","3854","4000","n/e","8682","9773","n/e"
"15.11.2022 16:30 - 15.11.2022 16:45","154","187","n/e","4057","4227","n/e","9367","10498","n/e"
"15.11.2022 16:45 - 15.11.2022 17:00","22","30","n/e","4260","4460","n/e","10030","11215","n/e"
"15.11.2022 17:00 - 15.11.2022 17:15","0","0","n/e","4466","4670","n/e","10680","11936","n/e"
"15.11.2022 17:15 - 15.11.2022 17:30","0","0","n/e","4668","4866","n/e","11316","12628","n/e"
"15.11.2022 17:30 - 15.11.2022 17:45","0","0","n/e","4805","5040","n/e","11955","13323","n/e"
"15.11.2022 17:45 - 15.11.2022 18:00","0","0","n/e","4965","5077","n/e","12590","14009","n/e"
"15.11.2022 18:00 - 15.11.2022 18:15","0","0","n/e","5288","5311","n/e","13220","14683","n/e"
"15.11.2022 18:15 - 15.11.2022 18:30","0","0","n/e","5410","5406","n/e","13724","15160","n/e"
"15.11.2022 18:30 - 15.11.2022 18:45","0","0","n/e","5533","5605","n/e","14238","15757","n/e"
"15.11.2022 18:45 - 15.11.2022 19:00","0","0","n/e","5501","5623","n/e","14778","16349","n/e"
"15.11.2022 19:00 - 15.11.2022 19:15","0","0","n/e","5554","5693","n/e","15257","16900","n/e"
"15.11.2022 19:15 - 15.11.2022 19:30","0","0","n/e","5577","5753","n/e","15566","17225","n/e"
"15.11.2022 19:30 - 15.11.2022 19:45","0","0","n/e","5655","5741","n/e","15831","17421","n/e"
"15.11.2022 19:45 - 15.11.2022 20:00","0","0","n/e","5675","5740","n/e","16060","17676","n/e"
"15.11.2022 20:00 - 15.11.2022 20:15","0","0","n/e","5694","5747","n/e","16272","17863","n/e"
"15.11.2022 20:15 - 15.11.2022 20:30","0","0","n/e","5709","5625","n/e","16458","17984","n/e"
"15.11.2022 20:30 - 15.11.2022 20:45","0","0","n/e","5719","5672","n/e","16641","18118","n/e"
"15.11.2022 20:45 - 15.11.2022 21:00","0","0","n/e","5725","5695","n/e","16825","18262","n/e"
"15.11.2022 21:00 - 15.11.2022 21:15","0","0","n/e","5727","5708","n/e","16998","18506","n/e"
"15.11.2022 21:15 - 15.11.2022 21:30","0","0","n/e","5741","5721","n/e","17154","18644","n/e"
"15.11.2022 21:30 - 15.11.2022 21:45","0","0","n/e","5759","5729","n/e","17307","18782","n/e"
"15.11.2022 21:45 - 15.11.2022 22:00","0","0","n/e","5770","5734","n/e","17456","18920","n/e"
"15.11.2022 22:00 - 15.11.2022 22:15","0","0","n/e","5797","5752","n/e","17305","18713","n/e"
"15.11.2022 22:15 - 15.11.2022 22:30","0","0","n/e","5791","5755","n/e","17376","18739","n/e"
"15.11.2022 22:30 - 15.11.2022 22:45","0","0","n/e","5737","5767","n/e","17445","18763","n/e"
"15.11.2022 22:45 - 15.11.2022 23:00","0","0","n/e","5742","5772","n/e","17514","18774","n/e"
"15.11.2022 23:00 - 15.11.2022 23:15","0","0","n/e","5749","5761","n/e","17579","18788","n/e"
"15.11.2022 23:15 - 15.11.2022 23:30","0","0","n/e","5746","5766","n/e","17633","18806","n/e"
"15.11.2022 23:30 - 15.11.2022 23:45","0","0","n/e","5746","5773","n/e","17684","18824","n/e"
"15.11.2022 23:45 - 16.11.2022 00:00","0","0","n/e","5745","5779","n/e","17732","18848","n/e"
"16.11.2022 00:00 - 16.11.2022 00:15","0","0","n/e","6029","5836","n/e","18246","17760","n/e"
"16.11.2022 00:15 - 16.11.2022 00:30","0","0","n/e","5908","5858","n/e","18273","17477","n/e"
"16.11.2022 00:30 - 16.11.2022 00:45","0","0","n/e","5931","5850","n/e","18294","17476","n/e"
"16.11.2022 00:45 - 16.11.2022 01:00","0","0","n/e","5951","5859","n/e","18312","17395","n/e"
"16.11.2022 01:00 - 16.11.2022 01:15","0","0","n/e","5870","5611","n/e","18307","17332","n/e"
"16.11.2022 01:15 - 16.11.2022 01:30","0","0","n/e","5876","5432","n/e","18327","17500","n/e"
"16.11.2022 01:30 - 16.11.2022 01:45","0","0","n/e","5879","5352","n/e","18364","17569","n/e"
"16.11.2022 01:45 - 16.11.2022 02:00","0","0","n/e","5880","5277","n/e","18406","17636","n/e"
"16.11.2022 02:00 - 16.11.2022 02:15","0","0","n/e","5880","5300","n/e","18468","17796","n/e"
"16.11.2022 02:15 - 16.11.2022 02:30","0","0","n/e","5882","5182","n/e","18544","17874","n/e"
"16.11.2022 02:30 - 16.11.2022 02:45","0","0","n/e","5877","5210","n/e","18617","18052","n/e"
"16.11.2022 02:45 - 16.11.2022 03:00","0","0","n/e","5874","5206","n/e","18705","18166","n/e"
"16.11.2022 03:00 - 16.11.2022 03:15","0","0","n/e","5874","5211","n/e","18791","18266","n/e"
"16.11.2022 03:15 - 16.11.2022 03:30","0","0","n/e","5878","5113","n/e","18899","18274","n/e"
"16.11.2022 03:30 - 16.11.2022 03:45","0","0","n/e","5881","5119","n/e","19004","18349","n/e"
"16.11.2022 03:45 - 16.11.2022 04:00","0","0","n/e","5882","5089","n/e","19113","18497","n/e"
"16.11.2022 04:00 - 16.11.2022 04:15","0","0","n/e","5887","5145","n/e","19232","18553","n/e"
"16.11.2022 04:15 - 16.11.2022 04:30","0","0","n/e","5893","5093","n/e","19333","18602","n/e"
"16.11.2022 04:30 - 16.11.2022 04:45","0","0","n/e","5895","5099","n/e","19432","18690","n/e"
