MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Offshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Offshore  [MW] Intraday / Bulgaria (BG),Generation - Wind Offshore  [MW] Current / Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG)
11.01.2022 14:00 - 11.01.2022 15:00,29,29,29,N/A,n/e,n/e,624,624,624
11.01.2022 15:00 - 11.01.2022 16:00,4,4,4,N/A,n/e,n/e,627,627,627
11.01.2022 16:00 - 11.01.2022 17:00,0,0,0,N/A,n/e,n/e,632,632,632
11.01.2022 17:00 - 11.01.2022 18:00,0,0,0,N/A,n/e,n/e,632,632,632
11.01.2022 18:00 - 11.01.2022 19:00,0,0,0,N/A,n/e,n/e,633,633,633
11.01.2022 19:00 - 11.01.2022 20:00,0,0,0,N/A,n/e,n/e,636,636,636
11.01.2022 20:00 - 11.01.2022 21:00,0,0,0,N/A,n/e,n/e,637,637,637
11.01.2022 21:00 - 11.01.2022 22:00,0,0,0,N/A,n/e,n/e,635,635,635
11.01.2022 22:00 - 11.01.2022 23:00,0,0,0,N/A,n/e,n/e,632,632,632
11.01.2022 23:00 - 12.01.2022 00:00,0,0,0,N/A,n/e,n/e,635,635,635
12.01.2022 00:00 - 12.01.2022 01:00,0,0,0,N/A,n/e,n/e,634,634,634
12.01.2022 01:00 - 12.01.2022 02:00,0,0,0,N/A,n/e,n/e,631,631,631
12.01.2022 02:00 - 12.01.2022 03:00,0,0,0,N/A,n/e,n/e,627,627,627
12.01.2022 03:00 - 12.01.2022 04:00,0,0,0,N/A,n/e,n/e,624,624,624
12.01.2022 04:00 - 12.01.2022 05:00,0,0,0,N/A,n/e,n/e,622,622,622
12.01.2022 05:00 - 12.01.2022 06:00,0,0,0,N/A,n/e,n/e,620,620,620
12.01.2022 06:00 - 12.01.2022 07:00,0,0,0,N/A,n/e,n/e,617,617,617
12.01.2022 07:00 - 12.01.2022 08:00,26,26,26,N/A,n/e,n/e,615,615,615
12.01.2022 08:00 - 12.01.2022 09:00,143,143,143,N/A,n/e,n/e,616,616,616
12.01.2022 09:00 - 12.01.2022 10:00,276,276,276,N/A,n/e,n/e,614,614,614
12.01.2022 10:00 - 12.01.2022 11:00,389,389,389,N/A,n/e,n/e,612,612,612
12.01.2022 11:00 - 12.01.2022 12:00,447,447,447,N/A,n/e,n/e,600,600,600
12.01.2022 12:00 - 12.01.2022 13:00,434,434,434,N/A,n/e,n/e,590,590,590
12.01.2022 13:00 - 12.01.2022 14:00,350,350,350,N/A,n/e,n/e,583,583,583
12.01.2022 14:00 - 12.01.2022 15:00,204,204,204,N/A,n/e,n/e,580,580,580
12.01.2022 15:00 - 12.01.2022 16:00,45,45,45,N/A,n/e,n/e,563,563,563
12.01.2022 16:00 - 12.01.2022 17:00,0,0,0,N/A,n/e,n/e,537,537,537
12.01.2022 17:00 - 12.01.2022 18:00,0,0,0,N/A,n/e,n/e,522,522,522
12.01.2022 18:00 - 12.01.2022 19:00,0,0,0,N/A,n/e,n/e,473,473,473
12.01.2022 19:00 - 12.01.2022 20:00,0,0,0,N/A,n/e,n/e,422,422,422
12.01.2022 20:00 - 12.01.2022 21:00,0,0,0,N/A,n/e,n/e,397,397,397
12.01.2022 21:00 - 12.01.2022 22:00,0,0,0,N/A,n/e,n/e,398,398,398
12.01.2022 22:00 - 12.01.2022 23:00,0,0,0,N/A,n/e,n/e,382,382,382
12.01.2022 23:00 - 13.01.2022 00:00,0,0,0,N/A,n/e,n/e,377,377,377
13.01.2022 00:00 - 13.01.2022 01:00,0,0,0,N/A,n/e,n/e,341,341,341
13.01.2022 01:00 - 13.01.2022 02:00,0,0,0,N/A,n/e,n/e,343,343,343
13.01.2022 02:00 - 13.01.2022 03:00,0,0,0,N/A,n/e,n/e,324,324,324
13.01.2022 03:00 - 13.01.2022 04:00,0,0,0,N/A,n/e,n/e,287,287,287
13.01.2022 04:00 - 13.01.2022 05:00,0,0,0,N/A,n/e,n/e,271,271,271
13.01.2022 05:00 - 13.01.2022 06:00,0,0,0,N/A,n/e,n/e,277,277,277
13.01.2022 06:00 - 13.01.2022 07:00,0,0,0,N/A,n/e,n/e,255,255,255
13.01.2022 07:00 - 13.01.2022 08:00,70,70,70,N/A,n/e,n/e,238,238,238
13.01.2022 08:00 - 13.01.2022 09:00,248,248,248,N/A,n/e,n/e,202,202,202
13.01.2022 09:00 - 13.01.2022 10:00,409,409,409,N/A,n/e,n/e,157,157,157
13.01.2022 10:00 - 13.01.2022 11:00,518,518,518,N/A,n/e,n/e,144,144,144
13.01.2022 11:00 - 13.01.2022 12:00,551,551,551,N/A,n/e,n/e,87,87,87
13.01.2022 12:00 - 13.01.2022 13:00,510,510,510,N/A,n/e,n/e,83,83,83
13.01.2022 13:00 - 13.01.2022 14:00,399,399,399,N/A,n/e,n/e,84,84,84
13.01.2022 14:00 - 13.01.2022 15:00,233,233,233,N/A,n/e,n/e,84,84,84
13.01.2022 15:00 - 13.01.2022 16:00,53,53,53,N/A,n/e,n/e,100,100,100
13.01.2022 16:00 - 13.01.2022 17:00,0,0,0,N/A,n/e,n/e,87,87,87
13.01.2022 17:00 - 13.01.2022 18:00,0,0,0,N/A,n/e,n/e,120,120,120
13.01.2022 18:00 - 13.01.2022 19:00,0,0,0,N/A,n/e,n/e,186,186,186
13.01.2022 19:00 - 13.01.2022 20:00,0,0,0,N/A,n/e,n/e,199,199,199
13.01.2022 20:00 - 13.01.2022 21:00,0,0,0,N/A,n/e,n/e,195,195,195
13.01.2022 21:00 - 13.01.2022 22:00,0,0,0,N/A,n/e,n/e,183,183,183
13.01.2022 22:00 - 13.01.2022 23:00,0,0,0,N/A,n/e,n/e,230,230,230
13.01.2022 23:00 - 14.01.2022 00:00,0,0,0,N/A,n/e,n/e,501,501,501
14.01.2022 00:00 - 14.01.2022 01:00,0,0,0,N/A,n/e,n/e,523,523,523
14.01.2022 01:00 - 14.01.2022 02:00,0,0,0,N/A,n/e,n/e,523,523,523
14.01.2022 02:00 - 14.01.2022 03:00,0,0,0,N/A,n/e,n/e,402,402,402
14.01.2022 03:00 - 14.01.2022 04:00,0,0,0,N/A,n/e,n/e,278,278,278
14.01.2022 04:00 - 14.01.2022 05:00,0,0,0,N/A,n/e,n/e,232,232,232
14.01.2022 05:00 - 14.01.2022 06:00,0,0,0,N/A,n/e,n/e,240,240,240
14.01.2022 06:00 - 14.01.2022 07:00,0,0,0,N/A,n/e,n/e,286,286,286
14.01.2022 07:00 - 14.01.2022 08:00,68,68,68,N/A,n/e,n/e,307,307,307
14.01.2022 08:00 - 14.01.2022 09:00,243,243,243,N/A,n/e,n/e,319,319,319
14.01.2022 09:00 - 14.01.2022 10:00,396,396,396,N/A,n/e,n/e,337,337,337
14.01.2022 10:00 - 14.01.2022 11:00,492,492,492,N/A,n/e,n/e,335,335,335
14.01.2022 11:00 - 14.01.2022 12:00,524,524,524,N/A,n/e,n/e,332,332,332
14.01.2022 12:00 - 14.01.2022 13:00,482,482,482,N/A,n/e,n/e,340,340,340
14.01.2022 13:00 - 14.01.2022 14:00,377,377,377,N/A,n/e,n/e,357,357,357
14.01.2022 14:00 - 14.01.2022 15:00,221,221,221,N/A,n/e,n/e,353,353,353
14.01.2022 15:00 - 14.01.2022 16:00,51,51,51,N/A,n/e,n/e,367,367,367
14.01.2022 16:00 - 14.01.2022 17:00,0,0,0,N/A,n/e,n/e,416,416,416
14.01.2022 17:00 - 14.01.2022 18:00,0,0,0,N/A,n/e,n/e,439,439,439
14.01.2022 18:00 - 14.01.2022 19:00,0,0,0,N/A,n/e,n/e,406,406,406
14.01.2022 19:00 - 14.01.2022 20:00,0,0,0,N/A,n/e,n/e,408,408,408
14.01.2022 20:00 - 14.01.2022 21:00,0,0,0,N/A,n/e,n/e,395,395,395
14.01.2022 21:00 - 14.01.2022 22:00,0,0,0,N/A,n/e,n/e,549,549,549
14.01.2022 22:00 - 14.01.2022 23:00,0,0,0,N/A,n/e,n/e,565,565,565
14.01.2022 23:00 - 15.01.2022 00:00,0,0,0,N/A,n/e,n/e,578,578,578
15.01.2022 00:00 - 15.01.2022 01:00,0,0,0,N/A,n/e,n/e,464,464,464
15.01.2022 01:00 - 15.01.2022 02:00,0,0,0,N/A,n/e,n/e,452,452,452
15.01.2022 02:00 - 15.01.2022 03:00,0,0,0,N/A,n/e,n/e,436,436,436
15.01.2022 03:00 - 15.01.2022 04:00,0,0,0,N/A,n/e,n/e,427,427,427
15.01.2022 04:00 - 15.01.2022 05:00,0,0,0,N/A,n/e,n/e,366,366,366
15.01.2022 05:00 - 15.01.2022 06:00,0,0,0,N/A,n/e,n/e,311,311,311
15.01.2022 06:00 - 15.01.2022 07:00,0,0,0,N/A,n/e,n/e,309,309,309
15.01.2022 07:00 - 15.01.2022 08:00,67,67,67,N/A,n/e,n/e,347,347,347
15.01.2022 08:00 - 15.01.2022 09:00,231,231,231,N/A,n/e,n/e,359,359,359
15.01.2022 09:00 - 15.01.2022 10:00,372,372,372,N/A,n/e,n/e,370,370,370
15.01.2022 10:00 - 15.01.2022 11:00,474,474,474,N/A,n/e,n/e,385,385,385
15.01.2022 11:00 - 15.01.2022 12:00,522,522,522,N/A,n/e,n/e,398,398,398
15.01.2022 12:00 - 15.01.2022 13:00,500,500,500,N/A,n/e,n/e,449,449,449
15.01.2022 13:00 - 15.01.2022 14:00,395,395,395,N/A,n/e,n/e,483,483,483
15.01.2022 14:00 - 15.01.2022 15:00,235,235,235,N/A,n/e,n/e,486,486,486
15.01.2022 15:00 - 15.01.2022 16:00,58,58,58,N/A,n/e,n/e,454,454,454
15.01.2022 16:00 - 15.01.2022 17:00,0,0,0,N/A,n/e,n/e,463,463,463
15.01.2022 17:00 - 15.01.2022 18:00,0,0,0,N/A,n/e,n/e,478,478,478
15.01.2022 18:00 - 15.01.2022 19:00,0,0,0,N/A,n/e,n/e,493,493,493
15.01.2022 19:00 - 15.01.2022 20:00,0,0,0,N/A,n/e,n/e,501,501,501
15.01.2022 20:00 - 15.01.2022 21:00,0,0,0,N/A,n/e,n/e,461,461,461
15.01.2022 21:00 - 15.01.2022 22:00,0,0,0,N/A,n/e,n/e,437,437,437
15.01.2022 22:00 - 15.01.2022 23:00,0,0,0,N/A,n/e,n/e,409,409,409
15.01.2022 23:00 - 16.01.2022 00:00,0,0,0,N/A,n/e,n/e,332,332,332
16.01.2022 00:00 - 16.01.2022 01:00,0,0,0,N/A,n/e,n/e,293,293,293
16.01.2022 01:00 - 16.01.2022 02:00,0,0,0,N/A,n/e,n/e,260,260,260
16.01.2022 02:00 - 16.01.2022 03:00,0,0,0,N/A,n/e,n/e,274,274,274
16.01.2022 03:00 - 16.01.2022 04:00,0,0,0,N/A,n/e,n/e,301,301,301
16.01.2022 04:00 - 16.01.2022 05:00,0,0,0,N/A,n/e,n/e,287,287,287
16.01.2022 05:00 - 16.01.2022 06:00,0,0,0,N/A,n/e,n/e,321,321,321
16.01.2022 06:00 - 16.01.2022 07:00,1,1,1,N/A,n/e,n/e,355,355,355
16.01.2022 07:00 - 16.01.2022 08:00,77,77,77,N/A,n/e,n/e,340,340,340
16.01.2022 08:00 - 16.01.2022 09:00,261,261,261,N/A,n/e,n/e,221,221,221
16.01.2022 09:00 - 16.01.2022 10:00,420,420,420,N/A,n/e,n/e,100,100,100
16.01.2022 10:00 - 16.01.2022 11:00,521,521,521,N/A,n/e,n/e,35,35,35
16.01.2022 11:00 - 16.01.2022 12:00,552,552,552,N/A,n/e,n/e,15,15,15
16.01.2022 12:00 - 16.01.2022 13:00,511,511,511,N/A,n/e,n/e,2,2,2
16.01.2022 13:00 - 16.01.2022 14:00,404,404,404,N/A,n/e,n/e,1,1,1
16.01.2022 14:00 - 16.01.2022 15:00,241,241,241,N/A,n/e,n/e,0,0,0
16.01.2022 15:00 - 16.01.2022 16:00,62,62,62,N/A,n/e,n/e,4,4,4
16.01.2022 16:00 - 16.01.2022 17:00,0,0,0,N/A,n/e,n/e,3,3,3
16.01.2022 17:00 - 16.01.2022 18:00,0,0,0,N/A,n/e,n/e,22,22,22
16.01.2022 18:00 - 16.01.2022 19:00,0,0,0,N/A,n/e,n/e,75,75,75
16.01.2022 19:00 - 16.01.2022 20:00,0,0,0,N/A,n/e,n/e,106,106,106
16.01.2022 20:00 - 16.01.2022 21:00,0,0,0,N/A,n/e,n/e,158,158,158
16.01.2022 21:00 - 16.01.2022 22:00,0,0,0,N/A,n/e,n/e,221,221,221
16.01.2022 22:00 - 16.01.2022 23:00,0,0,0,N/A,n/e,n/e,295,295,295
16.01.2022 23:00 - 17.01.2022 00:00,0,0,0,N/A,n/e,n/e,205,205,205
17.01.2022 00:00 - 17.01.2022 01:00,0,0,0,N/A,n/e,n/e,195,195,195
17.01.2022 01:00 - 17.01.2022 02:00,0,0,0,N/A,n/e,n/e,221,221,221
17.01.2022 02:00 - 17.01.2022 03:00,0,0,0,N/A,n/e,n/e,267,267,267
17.01.2022 03:00 - 17.01.2022 04:00,0,0,0,N/A,n/e,n/e,281,281,281
17.01.2022 04:00 - 17.01.2022 05:00,0,0,0,N/A,n/e,n/e,297,297,297
17.01.2022 05:00 - 17.01.2022 06:00,0,0,0,N/A,n/e,n/e,308,308,308
17.01.2022 06:00 - 17.01.2022 07:00,0,0,0,N/A,n/e,n/e,327,327,327
17.01.2022 07:00 - 17.01.2022 08:00,66,66,66,N/A,n/e,n/e,319,319,319
17.01.2022 08:00 - 17.01.2022 09:00,247,247,247,N/A,n/e,n/e,349,349,349
17.01.2022 09:00 - 17.01.2022 10:00,411,411,411,N/A,n/e,n/e,352,352,352
17.01.2022 10:00 - 17.01.2022 11:00,511,511,511,N/A,n/e,n/e,434,434,434
17.01.2022 11:00 - 17.01.2022 12:00,545,545,545,N/A,n/e,n/e,521,521,521
17.01.2022 12:00 - 17.01.2022 13:00,504,504,504,N/A,n/e,n/e,479,479,479
17.01.2022 13:00 - 17.01.2022 14:00,398,398,398,N/A,n/e,n/e,472,472,472
17.01.2022 14:00 - 17.01.2022 15:00,233,233,233,N/A,n/e,n/e,482,482,482
17.01.2022 15:00 - 17.01.2022 16:00,60,60,60,N/A,n/e,n/e,559,559,559
17.01.2022 16:00 - 17.01.2022 17:00,0,0,0,N/A,n/e,n/e,594,594,594
17.01.2022 17:00 - 17.01.2022 18:00,0,0,0,N/A,n/e,n/e,612,612,612
17.01.2022 18:00 - 17.01.2022 19:00,0,0,0,N/A,n/e,n/e,585,585,585
17.01.2022 19:00 - 17.01.2022 20:00,0,0,0,N/A,n/e,n/e,612,612,612
17.01.2022 20:00 - 17.01.2022 21:00,0,0,0,N/A,n/e,n/e,630,630,630
17.01.2022 21:00 - 17.01.2022 22:00,0,0,0,N/A,n/e,n/e,634,634,634
17.01.2022 22:00 - 17.01.2022 23:00,0,0,0,N/A,n/e,n/e,630,630,630
17.01.2022 23:00 - 18.01.2022 00:00,0,0,0,N/A,n/e,n/e,604,604,604
18.01.2022 00:00 - 18.01.2022 01:00,0,0,0,N/A,n/e,n/e,582,582,582
18.01.2022 01:00 - 18.01.2022 02:00,0,0,0,N/A,n/e,n/e,586,586,586
18.01.2022 02:00 - 18.01.2022 03:00,0,0,0,N/A,n/e,n/e,585,585,585
18.01.2022 03:00 - 18.01.2022 04:00,0,0,0,N/A,n/e,n/e,517,517,517
18.01.2022 04:00 - 18.01.2022 05:00,0,0,0,N/A,n/e,n/e,415,415,415
18.01.2022 05:00 - 18.01.2022 06:00,0,0,0,N/A,n/e,n/e,410,410,410
18.01.2022 06:00 - 18.01.2022 07:00,1,1,1,N/A,n/e,n/e,437,437,437
18.01.2022 07:00 - 18.01.2022 08:00,78,78,78,N/A,n/e,n/e,478,478,478
18.01.2022 08:00 - 18.01.2022 09:00,265,265,265,N/A,n/e,n/e,451,451,451
18.01.2022 09:00 - 18.01.2022 10:00,426,426,426,N/A,n/e,n/e,351,351,351
18.01.2022 10:00 - 18.01.2022 11:00,528,528,528,N/A,n/e,n/e,328,328,328
18.01.2022 11:00 - 18.01.2022 12:00,562,562,562,N/A,n/e,n/e,345,345,345
18.01.2022 12:00 - 18.01.2022 13:00,522,522,522,N/A,n/e,n/e,336,336,336
18.01.2022 13:00 - 18.01.2022 14:00,412,412,412,N/A,n/e,n/e,365,365,365
18.01.2022 14:00 - 18.01.2022 15:00,246,246,246,N/A,n/e,n/e,322,322,322
18.01.2022 15:00 - 18.01.2022 16:00,66,66,66,N/A,n/e,n/e,284,284,284
18.01.2022 16:00 - 18.01.2022 17:00,0,0,0,N/A,n/e,n/e,284,284,284
18.01.2022 17:00 - 18.01.2022 18:00,0,0,0,N/A,n/e,n/e,310,310,310
18.01.2022 18:00 - 18.01.2022 19:00,0,0,0,N/A,n/e,n/e,398,398,398
18.01.2022 19:00 - 18.01.2022 20:00,0,0,0,N/A,n/e,n/e,434,434,434
18.01.2022 20:00 - 18.01.2022 21:00,0,0,0,N/A,n/e,n/e,423,423,423
18.01.2022 21:00 - 18.01.2022 22:00,0,0,0,N/A,n/e,n/e,457,457,457
18.01.2022 22:00 - 18.01.2022 23:00,0,0,0,N/A,n/e,n/e,440,440,440
18.01.2022 23:00 - 19.01.2022 00:00,0,0,0,N/A,n/e,n/e,528,528,528
19.01.2022 00:00 - 19.01.2022 01:00,0,0,0,N/A,n/e,n/e,541,541,541
19.01.2022 01:00 - 19.01.2022 02:00,0,0,0,N/A,n/e,n/e,541,541,541
19.01.2022 02:00 - 19.01.2022 03:00,0,0,0,N/A,n/e,n/e,539,539,539
19.01.2022 03:00 - 19.01.2022 04:00,0,0,0,N/A,n/e,n/e,532,532,532
19.01.2022 04:00 - 19.01.2022 05:00,0,0,0,N/A,n/e,n/e,501,501,501
19.01.2022 05:00 - 19.01.2022 06:00,0,0,0,N/A,n/e,n/e,462,462,462
19.01.2022 06:00 - 19.01.2022 07:00,1,1,1,N/A,n/e,n/e,415,415,415
19.01.2022 07:00 - 19.01.2022 08:00,82,82,82,N/A,n/e,n/e,367,367,367
19.01.2022 08:00 - 19.01.2022 09:00,271,271,271,N/A,n/e,n/e,411,411,411
19.01.2022 09:00 - 19.01.2022 10:00,433,433,433,N/A,n/e,n/e,452,452,452
19.01.2022 10:00 - 19.01.2022 11:00,534,534,534,N/A,n/e,n/e,447,447,447
19.01.2022 11:00 - 19.01.2022 12:00,568,568,568,N/A,n/e,n/e,391,391,391
19.01.2022 12:00 - 19.01.2022 13:00,526,526,526,N/A,n/e,n/e,275,275,275
19.01.2022 13:00 - 19.01.2022 14:00,419,419,419,N/A,n/e,n/e,200,200,200
19.01.2022 14:00 - 19.01.2022 15:00,254,254,254,N/A,n/e,n/e,157,157,157
19.01.2022 15:00 - 19.01.2022 16:00,70,70,70,N/A,n/e,n/e,104,104,104
19.01.2022 16:00 - 19.01.2022 17:00,0,0,0,N/A,n/e,n/e,69,69,69
19.01.2022 17:00 - 19.01.2022 18:00,0,0,0,N/A,n/e,n/e,49,49,49
19.01.2022 18:00 - 19.01.2022 19:00,0,0,0,N/A,n/e,n/e,36,36,36
19.01.2022 19:00 - 19.01.2022 20:00,0,0,0,N/A,n/e,n/e,47,47,47
19.01.2022 20:00 - 19.01.2022 21:00,0,0,0,N/A,n/e,n/e,55,55,55
19.01.2022 21:00 - 19.01.2022 22:00,0,0,0,N/A,n/e,n/e,67,67,67
19.01.2022 22:00 - 19.01.2022 23:00,0,0,0,N/A,n/e,n/e,67,67,67
19.01.2022 23:00 - 20.01.2022 00:00,0,0,0,N/A,n/e,n/e,97,97,97
20.01.2022 00:00 - 20.01.2022 01:00,0,0,0,N/A,n/e,n/e,115,115,115
20.01.2022 01:00 - 20.01.2022 02:00,0,0,0,N/A,n/e,n/e,150,150,150
20.01.2022 02:00 - 20.01.2022 03:00,0,0,0,N/A,n/e,n/e,157,157,157
20.01.2022 03:00 - 20.01.2022 04:00,0,0,0,N/A,n/e,n/e,166,166,166
20.01.2022 04:00 - 20.01.2022 05:00,0,0,0,N/A,n/e,n/e,160,160,160
20.01.2022 05:00 - 20.01.2022 06:00,0,0,0,N/A,n/e,n/e,167,167,167
20.01.2022 06:00 - 20.01.2022 07:00,1,1,1,N/A,n/e,n/e,202,202,202
20.01.2022 07:00 - 20.01.2022 08:00,82,82,82,N/A,n/e,n/e,205,205,205
20.01.2022 08:00 - 20.01.2022 09:00,268,268,268,N/A,n/e,n/e,211,211,211
20.01.2022 09:00 - 20.01.2022 10:00,426,426,426,N/A,n/e,n/e,172,172,172
20.01.2022 10:00 - 20.01.2022 11:00,526,526,526,N/A,n/e,n/e,163,163,163
20.01.2022 11:00 - 20.01.2022 12:00,561,561,561,N/A,n/e,n/e,174,174,174
20.01.2022 12:00 - 20.01.2022 13:00,522,522,522,N/A,n/e,n/e,239,239,239
20.01.2022 13:00 - 20.01.2022 14:00,416,416,416,N/A,n/e,n/e,327,327,327
20.01.2022 14:00 - 20.01.2022 15:00,256,256,256,N/A,n/e,n/e,387,387,387
20.01.2022 15:00 - 20.01.2022 16:00,74,74,74,N/A,n/e,n/e,433,433,433
20.01.2022 16:00 - 20.01.2022 17:00,1,1,1,N/A,n/e,n/e,436,436,436
20.01.2022 17:00 - 20.01.2022 18:00,0,0,0,N/A,n/e,n/e,423,423,423
20.01.2022 18:00 - 20.01.2022 19:00,0,0,0,N/A,n/e,n/e,394,394,394
20.01.2022 19:00 - 20.01.2022 20:00,0,0,0,N/A,n/e,n/e,360,360,360
20.01.2022 20:00 - 20.01.2022 21:00,0,0,0,N/A,n/e,n/e,349,349,349
20.01.2022 21:00 - 20.01.2022 22:00,0,0,0,N/A,n/e,n/e,324,324,324
20.01.2022 22:00 - 20.01.2022 23:00,0,0,0,N/A,n/e,n/e,280,280,280
20.01.2022 23:00 - 21.01.2022 00:00,0,0,0,N/A,n/e,n/e,239,239,239
21.01.2022 00:00 - 21.01.2022 01:00,0,0,0,N/A,n/e,n/e,222,222,222
21.01.2022 01:00 - 21.01.2022 02:00,0,0,0,N/A,n/e,n/e,194,194,194
21.01.2022 02:00 - 21.01.2022 03:00,0,0,0,N/A,n/e,n/e,166,166,166
21.01.2022 03:00 - 21.01.2022 04:00,0,0,0,N/A,n/e,n/e,159,159,159
21.01.2022 04:00 - 21.01.2022 05:00,0,0,0,N/A,n/e,n/e,180,180,180
21.01.2022 05:00 - 21.01.2022 06:00,0,0,0,N/A,n/e,n/e,195,195,195
21.01.2022 06:00 - 21.01.2022 07:00,0,0,0,N/A,n/e,n/e,215,215,215
21.01.2022 07:00 - 21.01.2022 08:00,15,15,15,N/A,n/e,n/e,257,257,257
21.01.2022 08:00 - 21.01.2022 09:00,49,49,49,N/A,n/e,n/e,238,238,238
21.01.2022 09:00 - 21.01.2022 10:00,86,86,86,N/A,n/e,n/e,243,243,243
21.01.2022 10:00 - 21.01.2022 11:00,124,124,124,N/A,n/e,n/e,197,197,197
21.01.2022 11:00 - 21.01.2022 12:00,153,153,153,N/A,n/e,n/e,157,157,157
21.01.2022 12:00 - 21.01.2022 13:00,168,168,168,N/A,n/e,n/e,133,133,133
21.01.2022 13:00 - 21.01.2022 14:00,145,145,145,N/A,n/e,n/e,117,117,117
21.01.2022 14:00 - 21.01.2022 15:00,97,97,97,N/A,n/e,n/e,112,112,112
21.01.2022 15:00 - 21.01.2022 16:00,36,36,36,N/A,n/e,n/e,116,116,116
21.01.2022 16:00 - 21.01.2022 17:00,0,0,0,N/A,n/e,n/e,117,117,117
21.01.2022 17:00 - 21.01.2022 18:00,0,0,0,N/A,n/e,n/e,123,123,123
21.01.2022 18:00 - 21.01.2022 19:00,0,0,0,N/A,n/e,n/e,160,160,160
21.01.2022 19:00 - 21.01.2022 20:00,0,0,0,N/A,n/e,n/e,263,263,263
21.01.2022 20:00 - 21.01.2022 21:00,0,0,0,N/A,n/e,n/e,443,443,443
21.01.2022 21:00 - 21.01.2022 22:00,0,0,0,N/A,n/e,n/e,531,531,531
21.01.2022 22:00 - 21.01.2022 23:00,0,0,0,N/A,n/e,n/e,520,520,520
21.01.2022 23:00 - 22.01.2022 00:00,0,0,0,N/A,n/e,n/e,394,394,394
22.01.2022 00:00 - 22.01.2022 01:00,0,0,0,N/A,n/e,n/e,455,455,455
22.01.2022 01:00 - 22.01.2022 02:00,0,0,0,N/A,n/e,n/e,413,413,413
22.01.2022 02:00 - 22.01.2022 03:00,0,0,0,N/A,n/e,n/e,371,371,371
22.01.2022 03:00 - 22.01.2022 04:00,0,0,0,N/A,n/e,n/e,337,337,337
22.01.2022 04:00 - 22.01.2022 05:00,0,0,0,N/A,n/e,n/e,304,304,304
22.01.2022 05:00 - 22.01.2022 06:00,0,0,0,N/A,n/e,n/e,296,296,296
22.01.2022 06:00 - 22.01.2022 07:00,1,1,1,N/A,n/e,n/e,252,252,252
22.01.2022 07:00 - 22.01.2022 08:00,87,87,87,N/A,n/e,n/e,231,231,231
22.01.2022 08:00 - 22.01.2022 09:00,270,270,270,N/A,n/e,n/e,215,215,215
22.01.2022 09:00 - 22.01.2022 10:00,421,421,421,N/A,n/e,n/e,191,191,191
22.01.2022 10:00 - 22.01.2022 11:00,509,509,509,N/A,n/e,n/e,141,141,141
22.01.2022 11:00 - 22.01.2022 12:00,511,511,511,N/A,n/e,n/e,119,119,119
22.01.2022 12:00 - 22.01.2022 13:00,447,447,447,N/A,n/e,n/e,109,109,109
22.01.2022 13:00 - 22.01.2022 14:00,313,313,313,N/A,n/e,n/e,111,111,111
22.01.2022 14:00 - 22.01.2022 15:00,174,174,174,N/A,n/e,n/e,119,119,119
22.01.2022 15:00 - 22.01.2022 16:00,57,57,57,N/A,n/e,n/e,122,122,122
22.01.2022 16:00 - 22.01.2022 17:00,1,1,1,N/A,n/e,n/e,132,132,132
22.01.2022 17:00 - 22.01.2022 18:00,0,0,0,N/A,n/e,n/e,174,174,174
22.01.2022 18:00 - 22.01.2022 19:00,0,0,0,N/A,n/e,n/e,198,198,198
22.01.2022 19:00 - 22.01.2022 20:00,0,0,0,N/A,n/e,n/e,209,209,209
22.01.2022 20:00 - 22.01.2022 21:00,0,0,0,N/A,n/e,n/e,211,211,211
22.01.2022 21:00 - 22.01.2022 22:00,0,0,0,N/A,n/e,n/e,258,258,258
22.01.2022 22:00 - 22.01.2022 23:00,0,0,0,N/A,n/e,n/e,311,311,311
22.01.2022 23:00 - 23.01.2022 00:00,0,0,0,N/A,n/e,n/e,274,274,274
23.01.2022 00:00 - 23.01.2022 01:00,0,0,0,N/A,n/e,n/e,314,314,314
23.01.2022 01:00 - 23.01.2022 02:00,0,0,0,N/A,n/e,n/e,351,351,351
23.01.2022 02:00 - 23.01.2022 03:00,0,0,0,N/A,n/e,n/e,383,383,383
23.01.2022 03:00 - 23.01.2022 04:00,0,0,0,N/A,n/e,n/e,415,415,415
23.01.2022 04:00 - 23.01.2022 05:00,0,0,0,N/A,n/e,n/e,419,419,419
23.01.2022 05:00 - 23.01.2022 06:00,0,0,0,N/A,n/e,n/e,408,408,408
23.01.2022 06:00 - 23.01.2022 07:00,1,1,1,N/A,n/e,n/e,362,362,362
23.01.2022 07:00 - 23.01.2022 08:00,82,82,82,N/A,n/e,n/e,329,329,329
23.01.2022 08:00 - 23.01.2022 09:00,239,239,239,N/A,n/e,n/e,302,302,302
23.01.2022 09:00 - 23.01.2022 10:00,357,357,357,N/A,n/e,n/e,338,338,338
23.01.2022 10:00 - 23.01.2022 11:00,412,412,412,N/A,n/e,n/e,382,382,382
