MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Ireland (IE),Generation - Solar  [MW] Intraday / Ireland (IE),Generation - Solar  [MW] Current / Ireland (IE),Generation - Wind Offshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Offshore  [MW] Intraday / Ireland (IE),Generation - Wind Offshore  [MW] Current / Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE)
07.04.2022 21:00 - 07.04.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
07.04.2022 22:00 - 07.04.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
07.04.2022 23:00 - 08.04.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
08.04.2022 00:00 - 08.04.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
08.04.2022 01:00 - 08.04.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,446,446,446
08.04.2022 02:00 - 08.04.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,530,530,530
08.04.2022 03:00 - 08.04.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,628,628,628
08.04.2022 04:00 - 08.04.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,709,709,709
08.04.2022 05:00 - 08.04.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,717,717,717
08.04.2022 06:00 - 08.04.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,725,725,725
08.04.2022 07:00 - 08.04.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,738,738,738
08.04.2022 08:00 - 08.04.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,755,755,755
08.04.2022 09:00 - 08.04.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,756,756,756
08.04.2022 10:00 - 08.04.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,747,747,747
08.04.2022 11:00 - 08.04.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,767,767,767
08.04.2022 12:00 - 08.04.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,828,828,828
08.04.2022 13:00 - 08.04.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,895,895,895
08.04.2022 14:00 - 08.04.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,985,985,985
08.04.2022 15:00 - 08.04.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,1077,1077,1077
08.04.2022 16:00 - 08.04.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,1162,1162,1162
08.04.2022 17:00 - 08.04.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,1258,1258,1258
08.04.2022 18:00 - 08.04.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,1319,1319,1319
08.04.2022 19:00 - 08.04.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,1314,1314,1314
08.04.2022 20:00 - 08.04.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,1250,1250,1250
08.04.2022 21:00 - 08.04.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,1124,1124,1124
08.04.2022 22:00 - 08.04.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,989,989,989
08.04.2022 23:00 - 09.04.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,879,879,879
09.04.2022 00:00 - 09.04.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,793,793,793
09.04.2022 01:00 - 09.04.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 02:00 - 09.04.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 03:00 - 09.04.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 04:00 - 09.04.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 05:00 - 09.04.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 06:00 - 09.04.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 07:00 - 09.04.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 08:00 - 09.04.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 09:00 - 09.04.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 10:00 - 09.04.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 11:00 - 09.04.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 12:00 - 09.04.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 13:00 - 09.04.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 14:00 - 09.04.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 15:00 - 09.04.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 16:00 - 09.04.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 17:00 - 09.04.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 18:00 - 09.04.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 19:00 - 09.04.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 20:00 - 09.04.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 21:00 - 09.04.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 22:00 - 09.04.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
09.04.2022 23:00 - 10.04.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.04.2022 00:00 - 10.04.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.04.2022 01:00 - 10.04.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,836,836,836
10.04.2022 02:00 - 10.04.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,936,936,936
10.04.2022 03:00 - 10.04.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,1038,1038,1038
10.04.2022 04:00 - 10.04.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,1140,1140,1140
10.04.2022 05:00 - 10.04.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,1220,1220,1220
10.04.2022 06:00 - 10.04.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,1298,1298,1298
10.04.2022 07:00 - 10.04.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,1356,1356,1356
10.04.2022 08:00 - 10.04.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,1430,1430,1430
10.04.2022 09:00 - 10.04.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,1551,1551,1551
10.04.2022 10:00 - 10.04.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,1675,1675,1675
10.04.2022 11:00 - 10.04.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,1820,1820,1820
10.04.2022 12:00 - 10.04.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,1977,1977,1977
10.04.2022 13:00 - 10.04.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,2127,2127,2127
10.04.2022 14:00 - 10.04.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,2252,2252,2252
10.04.2022 15:00 - 10.04.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,2331,2331,2331
10.04.2022 16:00 - 10.04.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,2358,2358,2358
10.04.2022 17:00 - 10.04.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,2368,2368,2368
10.04.2022 18:00 - 10.04.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,2407,2407,2407
10.04.2022 19:00 - 10.04.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,2486,2486,2486
10.04.2022 20:00 - 10.04.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,2581,2581,2581
10.04.2022 21:00 - 10.04.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,2668,2668,2668
10.04.2022 22:00 - 10.04.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,2759,2759,2759
10.04.2022 23:00 - 11.04.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,2846,2846,2846
11.04.2022 00:00 - 11.04.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,2883,2883,2883
11.04.2022 01:00 - 11.04.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,3344,3344,3344
11.04.2022 02:00 - 11.04.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,3308,3308,3308
11.04.2022 03:00 - 11.04.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,3297,3297,3297
11.04.2022 04:00 - 11.04.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,3305,3305,3305
11.04.2022 05:00 - 11.04.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,3310,3310,3310
11.04.2022 06:00 - 11.04.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,3333,3333,3333
11.04.2022 07:00 - 11.04.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,3363,3363,3363
11.04.2022 08:00 - 11.04.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,3393,3393,3393
11.04.2022 09:00 - 11.04.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,3384,3384,3384
11.04.2022 10:00 - 11.04.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,3368,3368,3368
11.04.2022 11:00 - 11.04.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,3337,3337,3337
11.04.2022 12:00 - 11.04.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,3301,3301,3301
11.04.2022 13:00 - 11.04.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,3272,3272,3272
11.04.2022 14:00 - 11.04.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,3237,3237,3237
11.04.2022 15:00 - 11.04.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,3166,3166,3166
11.04.2022 16:00 - 11.04.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,3019,3019,3019
11.04.2022 17:00 - 11.04.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,2798,2798,2798
11.04.2022 18:00 - 11.04.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,2564,2564,2564
11.04.2022 19:00 - 11.04.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,2324,2324,2324
11.04.2022 20:00 - 11.04.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,2069,2069,2069
11.04.2022 21:00 - 11.04.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,1825,1825,1825
11.04.2022 22:00 - 11.04.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,1634,1634,1634
11.04.2022 23:00 - 12.04.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,1477,1477,1477
12.04.2022 00:00 - 12.04.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,1335,1335,1335
12.04.2022 01:00 - 12.04.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,1296,1296,1296
12.04.2022 02:00 - 12.04.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,1135,1135,1135
12.04.2022 03:00 - 12.04.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,1033,1033,1033
12.04.2022 04:00 - 12.04.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,923,923,923
12.04.2022 05:00 - 12.04.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,798,798,798
12.04.2022 06:00 - 12.04.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,702,702,702
12.04.2022 07:00 - 12.04.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,668,668,668
12.04.2022 08:00 - 12.04.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,647,647,647
12.04.2022 09:00 - 12.04.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,575,575,575
12.04.2022 10:00 - 12.04.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,473,473,473
12.04.2022 11:00 - 12.04.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,389,389,389
12.04.2022 12:00 - 12.04.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,345,345,345
12.04.2022 13:00 - 12.04.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,313,313,313
12.04.2022 14:00 - 12.04.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,287,287,287
12.04.2022 15:00 - 12.04.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,272,272,272
12.04.2022 16:00 - 12.04.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,257,257,257
12.04.2022 17:00 - 12.04.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,233,233,233
12.04.2022 18:00 - 12.04.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,209,209,209
12.04.2022 19:00 - 12.04.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,190,190,190
12.04.2022 20:00 - 12.04.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,176,176,176
12.04.2022 21:00 - 12.04.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,165,165,165
12.04.2022 22:00 - 12.04.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,165,165,165
12.04.2022 23:00 - 13.04.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,175,175,175
13.04.2022 00:00 - 13.04.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,180,180,180
13.04.2022 01:00 - 13.04.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,148,148,148
13.04.2022 02:00 - 13.04.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,134,134,134
13.04.2022 03:00 - 13.04.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,112,112,112
13.04.2022 04:00 - 13.04.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,98,98,98
13.04.2022 05:00 - 13.04.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,115,115,115
13.04.2022 06:00 - 13.04.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,149,149,149
13.04.2022 07:00 - 13.04.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,164,164,164
13.04.2022 08:00 - 13.04.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,158,158,158
13.04.2022 09:00 - 13.04.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,153,153,153
13.04.2022 10:00 - 13.04.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,150,150,150
13.04.2022 11:00 - 13.04.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,147,147,147
13.04.2022 12:00 - 13.04.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,159,159,159
13.04.2022 13:00 - 13.04.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,184,184,184
13.04.2022 14:00 - 13.04.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,215,215,215
13.04.2022 15:00 - 13.04.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,249,249,249
13.04.2022 16:00 - 13.04.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,283,283,283
13.04.2022 17:00 - 13.04.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,313,313,313
13.04.2022 18:00 - 13.04.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,336,336,336
13.04.2022 19:00 - 13.04.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,332,332,332
13.04.2022 20:00 - 13.04.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,304,304,304
13.04.2022 21:00 - 13.04.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,299,299,299
13.04.2022 22:00 - 13.04.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,336,336,336
13.04.2022 23:00 - 14.04.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,406,406,406
14.04.2022 00:00 - 14.04.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,478,478,478
14.04.2022 01:00 - 14.04.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,472,472,472
14.04.2022 02:00 - 14.04.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,571,571,571
14.04.2022 03:00 - 14.04.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,683,683,683
14.04.2022 04:00 - 14.04.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,775,775,775
14.04.2022 05:00 - 14.04.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,821,821,821
14.04.2022 06:00 - 14.04.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,878,878,878
14.04.2022 07:00 - 14.04.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,938,938,938
14.04.2022 08:00 - 14.04.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,1021,1021,1021
14.04.2022 09:00 - 14.04.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,1128,1128,1128
14.04.2022 10:00 - 14.04.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,1227,1227,1227
14.04.2022 11:00 - 14.04.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,1335,1335,1335
14.04.2022 12:00 - 14.04.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,1447,1447,1447
14.04.2022 13:00 - 14.04.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,1551,1551,1551
14.04.2022 14:00 - 14.04.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,1646,1646,1646
14.04.2022 15:00 - 14.04.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,1719,1719,1719
14.04.2022 16:00 - 14.04.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,1750,1750,1750
14.04.2022 17:00 - 14.04.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,1726,1726,1726
14.04.2022 18:00 - 14.04.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,1666,1666,1666
14.04.2022 19:00 - 14.04.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,1546,1546,1546
14.04.2022 20:00 - 14.04.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,1369,1369,1369
14.04.2022 21:00 - 14.04.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,1151,1151,1151
14.04.2022 22:00 - 14.04.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,940,940,940
14.04.2022 23:00 - 15.04.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,752,752,752
15.04.2022 00:00 - 15.04.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,589,589,589
15.04.2022 01:00 - 15.04.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,683,683,683
15.04.2022 02:00 - 15.04.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,617,617,617
15.04.2022 03:00 - 15.04.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,534,534,534
15.04.2022 04:00 - 15.04.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,475,475,475
15.04.2022 05:00 - 15.04.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,429,429,429
15.04.2022 06:00 - 15.04.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,377,377,377
15.04.2022 07:00 - 15.04.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,331,331,331
15.04.2022 08:00 - 15.04.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,285,285,285
15.04.2022 09:00 - 15.04.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,251,251,251
15.04.2022 10:00 - 15.04.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,213,213,213
15.04.2022 11:00 - 15.04.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,185,185,185
15.04.2022 12:00 - 15.04.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,167,167,167
15.04.2022 13:00 - 15.04.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,158,158,158
15.04.2022 14:00 - 15.04.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,161,161,161
15.04.2022 15:00 - 15.04.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,171,171,171
15.04.2022 16:00 - 15.04.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,180,180,180
15.04.2022 17:00 - 15.04.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,188,188,188
15.04.2022 18:00 - 15.04.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,205,205,205
15.04.2022 19:00 - 15.04.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,233,233,233
15.04.2022 20:00 - 15.04.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,259,259,259
15.04.2022 21:00 - 15.04.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,292,292,292
15.04.2022 22:00 - 15.04.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,353,353,353
15.04.2022 23:00 - 16.04.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,442,442,442
16.04.2022 00:00 - 16.04.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,544,544,544
16.04.2022 01:00 - 16.04.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,421,421,421
16.04.2022 02:00 - 16.04.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,549,549,549
16.04.2022 03:00 - 16.04.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,653,653,653
16.04.2022 04:00 - 16.04.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,751,751,751
16.04.2022 05:00 - 16.04.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,890,890,890
16.04.2022 06:00 - 16.04.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,1076,1076,1076
16.04.2022 07:00 - 16.04.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,1281,1281,1281
16.04.2022 08:00 - 16.04.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,1465,1465,1465
16.04.2022 09:00 - 16.04.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,1613,1613,1613
16.04.2022 10:00 - 16.04.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,1725,1725,1725
16.04.2022 11:00 - 16.04.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,1832,1832,1832
16.04.2022 12:00 - 16.04.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,1965,1965,1965
16.04.2022 13:00 - 16.04.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,2106,2106,2106
16.04.2022 14:00 - 16.04.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,2207,2207,2207
16.04.2022 15:00 - 16.04.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,2238,2238,2238
16.04.2022 16:00 - 16.04.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,2215,2215,2215
16.04.2022 17:00 - 16.04.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,2141,2141,2141
16.04.2022 18:00 - 16.04.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,2050,2050,2050
16.04.2022 19:00 - 16.04.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,1947,1947,1947
16.04.2022 20:00 - 16.04.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,1814,1814,1814
16.04.2022 21:00 - 16.04.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,1665,1665,1665
16.04.2022 22:00 - 16.04.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,1527,1527,1527
16.04.2022 23:00 - 17.04.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,1416,1416,1416
17.04.2022 00:00 - 17.04.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,1309,1309,1309
17.04.2022 01:00 - 17.04.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,1450,1450,1450
17.04.2022 02:00 - 17.04.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,1380,1380,1380
17.04.2022 03:00 - 17.04.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,1345,1345,1345
17.04.2022 04:00 - 17.04.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,1288,1288,1288
17.04.2022 05:00 - 17.04.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,1237,1237,1237
17.04.2022 06:00 - 17.04.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,1193,1193,1193
17.04.2022 07:00 - 17.04.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,1138,1138,1138
17.04.2022 08:00 - 17.04.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,1085,1085,1085
17.04.2022 09:00 - 17.04.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,1047,1047,1047
17.04.2022 10:00 - 17.04.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,1029,1029,1029
17.04.2022 11:00 - 17.04.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,1039,1039,1039
17.04.2022 12:00 - 17.04.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,1076,1076,1076
17.04.2022 13:00 - 17.04.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,1147,1147,1147
17.04.2022 14:00 - 17.04.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,1260,1260,1260
17.04.2022 15:00 - 17.04.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,1405,1405,1405
17.04.2022 16:00 - 17.04.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,1575,1575,1575
17.04.2022 17:00 - 17.04.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,1730,1730,1730
17.04.2022 18:00 - 17.04.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,1867,1867,1867
17.04.2022 19:00 - 17.04.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,1933,1933,1933
17.04.2022 20:00 - 17.04.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,1881,1881,1881
17.04.2022 21:00 - 17.04.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,1687,1687,1687
17.04.2022 22:00 - 17.04.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,1478,1478,1478
17.04.2022 23:00 - 18.04.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,1344,1344,1344
18.04.2022 00:00 - 18.04.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,1229,1229,1229
