MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Solar  [MW] Intraday / Germany (DE),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Intraday / Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Intraday / Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)
16.06.2022 12:30 - 16.06.2022 12:45,32224,33143,32224,388,328,388,4020,3943,4020
16.06.2022 12:45 - 16.06.2022 13:00,32564,33385,32564,408,346,408,4140,4016,4140
16.06.2022 13:00 - 16.06.2022 13:15,32771,33499,32771,442,369,442,4279,4097,4279
16.06.2022 13:15 - 16.06.2022 13:30,32883,33532,32883,473,388,473,4452,4212,4452
16.06.2022 13:30 - 16.06.2022 13:45,32852,33469,32852,493,408,493,4696,4385,4696
16.06.2022 13:45 - 16.06.2022 14:00,32736,33286,32736,520,438,520,4986,4607,4986
16.06.2022 14:00 - 16.06.2022 14:15,32523,32725,32523,541,459,541,5354,4890,5354
16.06.2022 14:15 - 16.06.2022 14:30,32158,32372,32158,564,481,564,5741,5232,5741
16.06.2022 14:30 - 16.06.2022 14:45,31673,31899,31673,586,502,586,6064,5538,6064
16.06.2022 14:45 - 16.06.2022 15:00,31047,31306,31047,612,522,612,6355,5819,6355
16.06.2022 15:00 - 16.06.2022 15:15,30230,30575,30230,635,622,635,6640,6086,6640
16.06.2022 15:15 - 16.06.2022 15:30,29352,29759,29352,659,644,659,6922,6341,6922
16.06.2022 15:30 - 16.06.2022 15:45,28348,28839,28348,684,664,684,7202,6592,7202
16.06.2022 15:45 - 16.06.2022 16:00,27320,27817,27320,707,684,707,7471,6822,7471
16.06.2022 16:00 - 16.06.2022 16:15,26176,26710,26176,729,707,729,7718,7058,7718
16.06.2022 16:15 - 16.06.2022 16:30,24987,25508,24987,744,736,744,7877,7234,7877
16.06.2022 16:30 - 16.06.2022 16:45,23678,24211,23678,755,764,755,8034,7408,8034
16.06.2022 16:45 - 16.06.2022 17:00,22178,22784,22178,769,793,769,8168,7579,8168
16.06.2022 17:00 - 16.06.2022 17:15,20641,21292,20641,770,809,770,8304,7751,8304
16.06.2022 17:15 - 16.06.2022 17:30,18947,19627,18947,752,787,752,8349,7933,8349
16.06.2022 17:30 - 16.06.2022 17:45,17239,17886,17239,736,762,736,8383,8108,8383
16.06.2022 17:45 - 16.06.2022 18:00,15540,16092,15540,717,734,717,8388,8275,8388
16.06.2022 18:00 - 16.06.2022 18:15,13800,14272,13800,696,714,696,8360,8419,8360
16.06.2022 18:15 - 16.06.2022 18:30,11991,12428,11991,681,690,681,8230,8419,8230
16.06.2022 18:30 - 16.06.2022 18:45,10170,10614,10170,663,671,663,8118,8418,8118
16.06.2022 18:45 - 16.06.2022 19:00,8365,8808,8365,642,647,642,7958,8357,7958
16.06.2022 19:00 - 16.06.2022 19:15,6711,7151,6711,624,628,624,7780,8239,7780
16.06.2022 19:15 - 16.06.2022 19:30,5279,5634,5279,612,619,612,7548,8034,7548
16.06.2022 19:30 - 16.06.2022 19:45,3987,4307,3987,598,607,598,7249,7738,7249
16.06.2022 19:45 - 16.06.2022 20:00,2992,3221,2992,587,593,587,6930,7421,6930
16.06.2022 20:00 - 16.06.2022 20:15,2256,2376,2256,579,587,579,6570,7083,6570
16.06.2022 20:15 - 16.06.2022 20:30,1638,1669,1638,572,584,572,6307,6802,6307
16.06.2022 20:30 - 16.06.2022 20:45,1124,1077,1124,571,586,571,6138,6599,6138
16.06.2022 20:45 - 16.06.2022 21:00,711,611,711,570,588,570,6012,6447,6012
16.06.2022 21:00 - 16.06.2022 21:15,396,345,396,567,585,567,5927,6358,5927
16.06.2022 21:15 - 16.06.2022 21:30,222,209,222,549,561,549,5837,6324,5837
16.06.2022 21:30 - 16.06.2022 21:45,119,115,119,531,538,531,5899,6308,5899
16.06.2022 21:45 - 16.06.2022 22:00,2,1,2,514,519,514,5996,6310,5996
16.06.2022 22:00 - 16.06.2022 22:15,0,0,0,503,492,503,6016,6272,6016
16.06.2022 22:15 - 16.06.2022 22:30,0,0,0,491,480,491,5989,6208,5989
16.06.2022 22:30 - 16.06.2022 22:45,0,0,0,475,464,475,5959,6145,5959
16.06.2022 22:45 - 16.06.2022 23:00,0,0,0,461,452,461,5903,6074,5903
16.06.2022 23:00 - 16.06.2022 23:15,0,0,0,450,441,450,5838,5994,5838
16.06.2022 23:15 - 16.06.2022 23:30,0,0,0,454,457,454,5665,5849,5665
16.06.2022 23:30 - 16.06.2022 23:45,0,0,0,459,467,459,5491,5700,5491
16.06.2022 23:45 - 17.06.2022 00:00,0,0,0,464,480,464,5304,5555,5304
17.06.2022 00:00 - 17.06.2022 00:15,0,0,0,449,348,449,5574,6065,5574
17.06.2022 00:15 - 17.06.2022 00:30,0,0,0,462,380,462,5402,5980,5402
17.06.2022 00:30 - 17.06.2022 00:45,0,0,0,479,366,479,5243,5755,5243
17.06.2022 00:45 - 17.06.2022 01:00,0,0,0,498,377,498,5076,5569,5076
17.06.2022 01:00 - 17.06.2022 01:15,0,0,0,525,396,525,4909,5013,4909
17.06.2022 01:15 - 17.06.2022 01:30,0,0,0,538,397,538,4735,5043,4735
17.06.2022 01:30 - 17.06.2022 01:45,0,0,0,548,390,548,4574,4789,4574
17.06.2022 01:45 - 17.06.2022 02:00,0,0,0,559,387,559,4398,4589,4398
17.06.2022 02:00 - 17.06.2022 02:15,0,0,0,576,380,576,4238,4336,4238
17.06.2022 02:15 - 17.06.2022 02:30,0,0,0,576,393,576,4066,4117,4066
17.06.2022 02:30 - 17.06.2022 02:45,0,0,0,575,393,575,3869,3883,3869
17.06.2022 02:45 - 17.06.2022 03:00,0,0,0,568,373,568,3666,3660,3666
17.06.2022 03:00 - 17.06.2022 03:15,0,0,0,567,368,567,3490,3536,3490
17.06.2022 03:15 - 17.06.2022 03:30,0,0,0,570,348,570,3337,3385,3337
17.06.2022 03:30 - 17.06.2022 03:45,0,0,0,571,319,571,3189,3176,3189
17.06.2022 03:45 - 17.06.2022 04:00,0,0,0,573,301,573,3045,3001,3045
17.06.2022 04:00 - 17.06.2022 04:15,0,0,0,584,301,584,2929,2774,2929
17.06.2022 04:15 - 17.06.2022 04:30,0,0,0,612,313,612,2878,2728,2878
17.06.2022 04:30 - 17.06.2022 04:45,0,0,0,639,335,639,2830,2644,2830
17.06.2022 04:45 - 17.06.2022 05:00,2,2,2,666,368,666,2808,2532,2808
17.06.2022 05:00 - 17.06.2022 05:15,75,56,75,705,386,705,2778,2461,2778
17.06.2022 05:15 - 17.06.2022 05:30,224,208,224,771,458,771,2728,2531,2728
17.06.2022 05:30 - 17.06.2022 05:45,490,491,490,844,556,844,2675,2574,2675
17.06.2022 05:45 - 17.06.2022 06:00,851,878,851,910,624,910,2618,2657,2618
17.06.2022 06:00 - 17.06.2022 06:15,1379,1459,1379,991,751,991,2572,2683,2572
17.06.2022 06:15 - 17.06.2022 06:30,2082,2189,2082,1101,889,1101,2526,2649,2526
17.06.2022 06:30 - 17.06.2022 06:45,2971,3076,2971,1215,991,1215,2376,2474,2376
17.06.2022 06:45 - 17.06.2022 07:00,4094,4211,4094,1329,1087,1329,2240,2331,2240
17.06.2022 07:00 - 17.06.2022 07:15,5438,5584,5438,1444,1223,1444,2090,2228,2090
17.06.2022 07:15 - 17.06.2022 07:30,6966,7143,6966,1558,1362,1558,1938,2094,1938
17.06.2022 07:30 - 17.06.2022 07:45,8647,8880,8647,1669,1547,1669,1705,1815,1705
17.06.2022 07:45 - 17.06.2022 08:00,10433,10758,10433,1786,1643,1786,1466,1654,1466
17.06.2022 08:00 - 17.06.2022 08:15,12306,12678,12306,1893,1736,1893,1264,1537,1264
17.06.2022 08:15 - 17.06.2022 08:30,14264,14655,14264,1996,1836,1996,1150,1416,1150
17.06.2022 08:30 - 17.06.2022 08:45,16269,16621,16269,2101,1945,2101,1067,1338,1067
17.06.2022 08:45 - 17.06.2022 09:00,18180,18536,18180,2196,2044,2196,1028,1236,1028
17.06.2022 09:00 - 17.06.2022 09:15,19995,20338,19995,2299,2136,2299,1018,1168,1018
17.06.2022 09:15 - 17.06.2022 09:30,21722,22042,21722,2400,2236,2400,1004,1141,1004
17.06.2022 09:30 - 17.06.2022 09:45,23329,23664,23329,2501,2327,2501,995,1114,995
17.06.2022 09:45 - 17.06.2022 10:00,24800,25160,24800,2601,2422,2601,1001,1112,1001
17.06.2022 10:00 - 17.06.2022 10:15,26130,26520,26130,2696,2502,2696,1028,1112,1028
17.06.2022 10:15 - 17.06.2022 10:30,27337,27750,27337,2763,2627,2763,1065,1115,1065
17.06.2022 10:30 - 17.06.2022 10:45,28407,28818,28407,2827,2658,2827,1106,1107,1106
17.06.2022 10:45 - 17.06.2022 11:00,29372,29790,29372,2895,2683,2895,1157,1107,1157
17.06.2022 11:00 - 17.06.2022 11:15,30240,30657,30240,2953,2703,2953,1202,1105,1202
17.06.2022 11:15 - 17.06.2022 11:30,30966,31404,30966,2961,2705,2961,1229,1096,1229
17.06.2022 11:30 - 17.06.2022 11:45,31579,32044,31579,2975,2714,2975,1237,1075,1237
17.06.2022 11:45 - 17.06.2022 12:00,32077,32558,32077,2988,2718,2988,1245,1054,1245
17.06.2022 12:00 - 17.06.2022 12:15,32469,32946,32469,3003,2728,3003,1251,1030,1251
17.06.2022 12:15 - 17.06.2022 12:30,32763,33247,32763,3025,2750,3025,1256,1028,1256
17.06.2022 12:30 - 17.06.2022 12:45,32926,33442,32926,3050,2772,3050,1259,1023,1259
17.06.2022 12:45 - 17.06.2022 13:00,32995,33489,32995,3065,2795,3065,1270,1028,1270
17.06.2022 13:00 - 17.06.2022 13:15,32972,33433,32972,3082,2815,3082,1284,1020,1284
17.06.2022 13:15 - 17.06.2022 13:30,32856,33294,32856,3113,2843,3113,1303,1015,1303
17.06.2022 13:30 - 17.06.2022 13:45,32650,33032,32650,3139,2869,3139,1334,1021,1334
17.06.2022 13:45 - 17.06.2022 14:00,32371,32689,32371,3165,2895,3165,1377,1042,1377
17.06.2022 14:00 - 17.06.2022 14:15,32027,32101,32027,3194,2926,3194,1443,1130,1443
17.06.2022 14:15 - 17.06.2022 14:30,31617,31621,31617,3240,2967,3240,1509,1188,1509
17.06.2022 14:30 - 17.06.2022 14:45,31116,31045,31116,3281,3017,3281,1551,1224,1551
17.06.2022 14:45 - 17.06.2022 15:00,30503,30345,30503,3324,3054,3324,1581,1251,1581
17.06.2022 15:00 - 17.06.2022 15:15,29800,29559,29800,3370,2831,3370,1616,1288,1616
17.06.2022 15:15 - 17.06.2022 15:30,28996,28644,28996,3422,2887,3422,1652,1327,1652
17.06.2022 15:30 - 17.06.2022 15:45,28054,27596,28054,3472,2935,3472,1688,1366,1688
17.06.2022 15:45 - 17.06.2022 16:00,26983,26465,26983,3520,2981,3520,1728,1410,1728
17.06.2022 16:00 - 17.06.2022 16:15,25791,25256,25791,3563,3042,3563,1767,1451,1767
17.06.2022 16:15 - 17.06.2022 16:30,24473,23930,24473,3608,3124,3608,1826,1504,1826
17.06.2022 16:30 - 17.06.2022 16:45,23051,22495,23051,3656,3205,3656,1884,1556,1884
17.06.2022 16:45 - 17.06.2022 17:00,21533,20980,21533,3703,3283,3703,1949,1611,1949
17.06.2022 17:00 - 17.06.2022 17:15,19948,19388,19948,3748,3372,3748,2015,1672,2015
17.06.2022 17:15 - 17.06.2022 17:30,18279,17761,18279,3805,3461,3805,2062,1733,2062
17.06.2022 17:30 - 17.06.2022 17:45,16550,16037,16550,3859,3551,3859,2105,1793,2105
17.06.2022 17:45 - 17.06.2022 18:00,14762,14291,14762,3914,3641,3914,2135,1850,2135
17.06.2022 18:00 - 17.06.2022 18:15,12972,12555,12972,3972,3733,3972,2174,1898,2174
17.06.2022 18:15 - 17.06.2022 18:30,11186,10831,11186,4011,3823,4011,2259,2019,2259
17.06.2022 18:30 - 17.06.2022 18:45,9445,9143,9445,4047,3916,4047,2343,2136,2343
17.06.2022 18:45 - 17.06.2022 19:00,7808,7580,7808,4088,4007,4088,2438,2272,2438
17.06.2022 19:00 - 17.06.2022 19:15,6321,6147,6321,4119,4089,4119,2550,2414,2550
17.06.2022 19:15 - 17.06.2022 19:30,5001,4884,5001,4034,4055,4034,2699,2588,2699
17.06.2022 19:30 - 17.06.2022 19:45,3853,3774,3853,4038,4087,4038,2890,2817,2890
17.06.2022 19:45 - 17.06.2022 20:00,2908,2848,2908,4034,4115,4034,3068,3036,3068
17.06.2022 20:00 - 17.06.2022 20:15,2153,2110,2153,4034,4139,4034,3235,3261,3235
17.06.2022 20:15 - 17.06.2022 20:30,1525,1495,1525,3993,4109,3993,3452,3510,3452
17.06.2022 20:30 - 17.06.2022 20:45,999,981,999,3957,4079,3957,3735,3789,3735
17.06.2022 20:45 - 17.06.2022 21:00,584,559,584,3916,4050,3916,4053,4103,4053
17.06.2022 21:00 - 17.06.2022 21:15,322,310,322,3872,4012,3872,4440,4497,4440
17.06.2022 21:15 - 17.06.2022 21:30,197,184,197,3800,3963,3800,4865,4943,4865
17.06.2022 21:30 - 17.06.2022 21:45,107,98,107,3735,3919,3735,5291,5388,5291
17.06.2022 21:45 - 17.06.2022 22:00,2,1,2,3662,3871,3662,5758,5861,5758
17.06.2022 22:00 - 17.06.2022 22:15,0,0,0,3579,3815,3579,6128,6205,6128
17.06.2022 22:15 - 17.06.2022 22:30,0,0,0,3483,3725,3483,6702,6705,6702
17.06.2022 22:30 - 17.06.2022 22:45,0,0,0,3387,3633,3387,7260,7166,7260
17.06.2022 22:45 - 17.06.2022 23:00,0,0,0,3288,3544,3288,7814,7648,7814
17.06.2022 23:00 - 17.06.2022 23:15,0,0,0,3080,3337,3080,8367,8168,8367
17.06.2022 23:15 - 17.06.2022 23:30,0,0,0,3003,3194,3003,8921,8713,8921
17.06.2022 23:30 - 17.06.2022 23:45,0,0,0,2931,3044,2931,9478,9265,9478
17.06.2022 23:45 - 18.06.2022 00:00,0,0,0,2859,2901,2859,10040,9805,10040
18.06.2022 00:00 - 18.06.2022 00:15,0,0,0,2789,3428,2789,10710,9761,10710
18.06.2022 00:15 - 18.06.2022 00:30,0,0,0,2690,3233,2690,11083,10233,11083
18.06.2022 00:30 - 18.06.2022 00:45,0,0,0,2585,3084,2585,11453,10681,11453
18.06.2022 00:45 - 18.06.2022 01:00,0,0,0,2483,2966,2483,11805,11164,11805
18.06.2022 01:00 - 18.06.2022 01:15,0,0,0,2280,2777,2280,12141,11336,12141
18.06.2022 01:15 - 18.06.2022 01:30,0,0,0,2165,2663,2165,12473,11733,12473
18.06.2022 01:30 - 18.06.2022 01:45,0,0,0,2047,2565,2047,12759,12103,12759
18.06.2022 01:45 - 18.06.2022 02:00,0,0,0,1931,2511,1931,13025,12436,13025
18.06.2022 02:00 - 18.06.2022 02:15,0,0,0,1834,2376,1834,13271,12787,13271
18.06.2022 02:15 - 18.06.2022 02:30,0,0,0,1842,2223,1842,13464,13107,13464
18.06.2022 02:30 - 18.06.2022 02:45,0,0,0,1850,2119,1850,13603,13445,13603
18.06.2022 02:45 - 18.06.2022 03:00,0,0,0,1852,1981,1852,13736,13771,13736
18.06.2022 03:00 - 18.06.2022 03:15,0,0,0,1868,1878,1868,13874,14255,13874
18.06.2022 03:15 - 18.06.2022 03:30,0,0,0,1907,1801,1907,13987,14432,13987
18.06.2022 03:30 - 18.06.2022 03:45,0,0,0,1949,1742,1949,14110,14790,14110
18.06.2022 03:45 - 18.06.2022 04:00,0,0,0,1985,1706,1985,14222,14905,14222
18.06.2022 04:00 - 18.06.2022 04:15,0,0,0,2035,1517,2035,14214,15013,14214
18.06.2022 04:15 - 18.06.2022 04:30,0,0,0,2103,1608,2103,14177,14998,14177
18.06.2022 04:30 - 18.06.2022 04:45,0,0,0,2161,1732,2161,14181,15043,14181
18.06.2022 04:45 - 18.06.2022 05:00,1,1,1,2224,1841,2224,14120,15022,14120
18.06.2022 05:00 - 18.06.2022 05:15,75,51,75,2278,1806,2278,14064,14987,14064
18.06.2022 05:15 - 18.06.2022 05:30,219,198,219,2291,1828,2291,13878,14751,13878
18.06.2022 05:30 - 18.06.2022 05:45,483,469,483,2309,1937,2309,13649,14352,13649
18.06.2022 05:45 - 18.06.2022 06:00,821,822,821,2320,2036,2320,13384,14006,13384
18.06.2022 06:00 - 18.06.2022 06:15,1332,1336,1332,2333,2130,2333,13119,13721,13119
18.06.2022 06:15 - 18.06.2022 06:30,2014,2078,2014,2324,2068,2324,12591,13028,12591
18.06.2022 06:30 - 18.06.2022 06:45,2894,2947,2894,2319,1986,2319,12047,12471,12047
18.06.2022 06:45 - 18.06.2022 07:00,4032,4079,4032,2307,2013,2307,11470,11972,11470
18.06.2022 07:00 - 18.06.2022 07:15,5445,5552,5445,2294,1992,2294,10897,11411,10897
18.06.2022 07:15 - 18.06.2022 07:30,7099,7196,7099,2270,1991,2270,10327,10686,10327
18.06.2022 07:30 - 18.06.2022 07:45,8921,9075,8921,2243,1972,2243,9577,9309,9577
18.06.2022 07:45 - 18.06.2022 08:00,10875,11073,10875,2215,1955,2215,8723,8457,8723
18.06.2022 08:00 - 18.06.2022 08:15,12918,13143,12918,2188,1936,2188,8119,7666,8119
18.06.2022 08:15 - 18.06.2022 08:30,15051,15289,15051,2138,1898,2138,7700,6991,7700
18.06.2022 08:30 - 18.06.2022 08:45,17174,17445,17174,2088,1881,2088,7398,6349,7398
18.06.2022 08:45 - 18.06.2022 09:00,19232,19489,19232,2037,1870,2037,6931,5869,6931
18.06.2022 09:00 - 18.06.2022 09:15,21210,21394,21210,1983,1856,1983,6613,5534,6613
18.06.2022 09:15 - 18.06.2022 09:30,23111,23260,23111,1938,1814,1938,6383,5340,6383
18.06.2022 09:30 - 18.06.2022 09:45,24889,25060,24889,1895,1775,1895,6178,5198,6178
18.06.2022 09:45 - 18.06.2022 10:00,26520,26723,26520,1846,1736,1846,6054,5177,6054
18.06.2022 10:00 - 18.06.2022 10:15,27996,28241,27996,1806,1694,1806,5968,5175,5968
18.06.2022 10:15 - 18.06.2022 10:30,29338,29632,29338,1801,1675,1801,5938,5252,5938
18.06.2022 10:30 - 18.06.2022 10:45,30532,30875,30532,1797,1656,1797,5913,5332,5913
18.06.2022 10:45 - 18.06.2022 11:00,31598,31955,31598,1796,1635,1796,5912,5444,5912
18.06.2022 11:00 - 18.06.2022 11:15,32544,32874,32544,1788,1619,1788,5911,5565,5911
18.06.2022 11:15 - 18.06.2022 11:30,33376,33716,33376,1754,1627,1754,5918,5700,5918
18.06.2022 11:30 - 18.06.2022 11:45,34066,34444,34066,1706,1634,1706,5925,5847,5925
18.06.2022 11:45 - 18.06.2022 12:00,34631,35044,34631,1669,1609,1669,5928,5946,5928
18.06.2022 12:00 - 18.06.2022 12:15,35072,35519,35072,1630,1623,1630,5930,6044,5930
18.06.2022 12:15 - 18.06.2022 12:30,35410,35898,35410,1600,1582,1600,5976,6086,5976
18.06.2022 12:30 - 18.06.2022 12:45,35601,36133,35601,1571,1555,1571,6026,6133,6026
18.06.2022 12:45 - 18.06.2022 13:00,35685,36276,35685,1544,1517,1544,6088,6179,6088
18.06.2022 13:00 - 18.06.2022 13:15,35682,36272,35682,1515,1484,1515,6147,6217,6147
18.06.2022 13:15 - 18.06.2022 13:30,35598,36218,35598,1486,1463,1486,6223,6257,6223
18.06.2022 13:30 - 18.06.2022 13:45,35402,36039,35402,1453,1442,1453,6325,6306,6325
18.06.2022 13:45 - 18.06.2022 14:00,35109,35752,35109,1427,1415,1427,6437,6385,6437
18.06.2022 14:00 - 18.06.2022 14:15,34745,34957,34745,1393,1387,1393,6557,6736,6557
18.06.2022 14:15 - 18.06.2022 14:30,34322,34550,34322,1339,1371,1339,6634,6825,6634
18.06.2022 14:30 - 18.06.2022 14:45,33799,34021,33799,1288,1357,1288,6681,6855,6681
18.06.2022 14:45 - 18.06.2022 15:00,33141,33376,33141,1238,1337,1238,6699,6852,6699
18.06.2022 15:00 - 18.06.2022 15:15,32343,32617,32343,1188,1316,1188,6668,6803,6668
18.06.2022 15:15 - 18.06.2022 15:30,31459,31742,31459,1160,1313,1160,6608,6724,6608
18.06.2022 15:30 - 18.06.2022 15:45,30474,30712,30474,1124,1307,1124,6549,6643,6549
18.06.2022 15:45 - 18.06.2022 16:00,29359,29575,29359,1093,1305,1093,6459,6546,6459
18.06.2022 16:00 - 18.06.2022 16:15,28126,28320,28126,1064,1309,1064,6371,6452,6371
18.06.2022 16:15 - 18.06.2022 16:30,26782,26938,26782,1027,1327,1027,6246,6366,6246
18.06.2022 16:30 - 18.06.2022 16:45,25306,25421,25306,993,1342,993,6123,6281,6123
18.06.2022 16:45 - 18.06.2022 17:00,23717,23816,23717,959,1361,959,5994,6196,5994
18.06.2022 17:00 - 18.06.2022 17:15,22052,22093,22052,932,1383,932,5868,6104,5868
18.06.2022 17:15 - 18.06.2022 17:30,20286,20297,20286,893,1377,893,5702,5984,5702
18.06.2022 17:30 - 18.06.2022 17:45,18422,18431,18422,863,1365,863,5533,5863,5533
18.06.2022 17:45 - 18.06.2022 18:00,16484,16480,16484,829,1357,829,5363,5740,5363
18.06.2022 18:00 - 18.06.2022 18:15,14499,14501,14499,794,1344,794,5187,5621,5187
18.06.2022 18:15 - 18.06.2022 18:30,12500,12500,12500,773,1339,773,5042,5547,5042
18.06.2022 18:30 - 18.06.2022 18:45,10514,10513,10514,752,1329,752,4896,5471,4896
18.06.2022 18:45 - 18.06.2022 19:00,8629,8648,8629,731,1328,731,4760,5395,4760
18.06.2022 19:00 - 18.06.2022 19:15,6931,6950,6931,712,1311,712,4630,5324,4630
18.06.2022 19:15 - 18.06.2022 19:30,5416,5475,5416,692,1292,692,4527,5276,4527
18.06.2022 19:30 - 18.06.2022 19:45,4125,4188,4125,680,1273,680,4462,5267,4462
18.06.2022 19:45 - 18.06.2022 20:00,3083,3131,3083,661,1248,661,4382,5246,4382
18.06.2022 20:00 - 18.06.2022 20:15,2273,2312,2273,646,1237,646,4286,5213,4286
18.06.2022 20:15 - 18.06.2022 20:30,1602,1632,1602,642,1223,642,4300,5224,4300
18.06.2022 20:30 - 18.06.2022 20:45,1047,1061,1047,640,1207,640,4425,5306,4425
18.06.2022 20:45 - 18.06.2022 21:00,615,606,615,641,1192,641,4607,5430,4607
18.06.2022 21:00 - 18.06.2022 21:15,347,334,347,643,1181,643,4925,5601,4925
18.06.2022 21:15 - 18.06.2022 21:30,218,198,218,664,1170,664,5327,5785,5327
18.06.2022 21:30 - 18.06.2022 21:45,120,103,120,688,1158,688,5735,5969,5735
18.06.2022 21:45 - 18.06.2022 22:00,2,2,2,712,1143,712,6219,6175,6219
18.06.2022 22:00 - 18.06.2022 22:15,0,0,0,739,1136,739,6696,6428,6696
18.06.2022 22:15 - 18.06.2022 22:30,0,0,0,749,1107,749,7250,6731,7250
18.06.2022 22:30 - 18.06.2022 22:45,0,0,0,763,1078,763,7806,7030,7806
18.06.2022 22:45 - 18.06.2022 23:00,0,0,0,774,1052,774,8328,7353,8328
18.06.2022 23:00 - 18.06.2022 23:15,0,0,0,794,1028,794,8818,7675,8818
18.06.2022 23:15 - 18.06.2022 23:30,0,0,0,813,1001,813,9156,8037,9156
18.06.2022 23:30 - 18.06.2022 23:45,0,0,0,835,982,835,9495,8399,9495
18.06.2022 23:45 - 19.06.2022 00:00,0,0,0,859,959,859,9825,8755,9825
19.06.2022 00:00 - 19.06.2022 00:15,0,0,0,821,900,821,9193,7484,9193
19.06.2022 00:15 - 19.06.2022 00:30,0,0,0,814,894,814,9445,7861,9445
19.06.2022 00:30 - 19.06.2022 00:45,0,0,0,809,997,809,9694,8228,9694
19.06.2022 00:45 - 19.06.2022 01:00,0,0,0,804,996,804,9947,8557,9947
19.06.2022 01:00 - 19.06.2022 01:15,0,0,0,970,1055,970,10195,8681,10195
19.06.2022 01:15 - 19.06.2022 01:30,0,0,0,948,1165,948,10407,8535,10407
19.06.2022 01:30 - 19.06.2022 01:45,0,0,0,926,1262,926,10641,8849,10641
19.06.2022 01:45 - 19.06.2022 02:00,0,0,0,911,1233,911,10874,9129,10874
19.06.2022 02:00 - 19.06.2022 02:15,0,0,0,868,1279,868,11115,9507,11115
19.06.2022 02:15 - 19.06.2022 02:30,0,0,0,779,1171,779,11313,10114,11313
19.06.2022 02:30 - 19.06.2022 02:45,0,0,0,687,1077,687,11513,10518,11513
19.06.2022 02:45 - 19.06.2022 03:00,0,0,0,596,1025,596,11724,11002,11724
19.06.2022 03:00 - 19.06.2022 03:15,0,0,0,520,1008,520,11944,11249,11944
19.06.2022 03:15 - 19.06.2022 03:30,0,0,0,494,933,494,12145,11553,12145
19.06.2022 03:30 - 19.06.2022 03:45,0,0,0,473,883,473,12327,11898,12327
19.06.2022 03:45 - 19.06.2022 04:00,0,0,0,452,721,452,12549,12417,12549
19.06.2022 04:00 - 19.06.2022 04:15,0,0,0,434,806,434,12770,12681,12770
19.06.2022 04:15 - 19.06.2022 04:30,0,0,0,421,806,421,13070,13257,13070
19.06.2022 04:30 - 19.06.2022 04:45,0,0,0,405,712,405,13374,13916,13374
19.06.2022 04:45 - 19.06.2022 05:00,1,1,1,389,733,389,13717,14477,13717
19.06.2022 05:00 - 19.06.2022 05:15,69,42,69,376,581,376,14045,14778,14045
19.06.2022 05:15 - 19.06.2022 05:30,203,187,203,375,620,375,14175,14721,14175
19.06.2022 05:30 - 19.06.2022 05:45,451,474,451,378,550,378,14299,14108,14299
19.06.2022 05:45 - 19.06.2022 06:00,764,856,764,377,530,377,14363,14001,14363
19.06.2022 06:00 - 19.06.2022 06:15,1237,1325,1237,378,549,378,14570,14056,14570
19.06.2022 06:15 - 19.06.2022 06:30,1879,1869,1879,359,476,359,14310,13769,14310
19.06.2022 06:30 - 19.06.2022 06:45,2708,2639,2708,345,392,345,14037,13554,14037
19.06.2022 06:45 - 19.06.2022 07:00,3782,3684,3782,329,349,329,13759,13226,13759
19.06.2022 07:00 - 19.06.2022 07:15,5103,5100,5103,318,444,318,13477,12856,13477
19.06.2022 07:15 - 19.06.2022 07:30,6633,6639,6633,318,509,318,13221,12506,13221
19.06.2022 07:30 - 19.06.2022 07:45,8320,8403,8320,323,601,323,13019,12650,13019
19.06.2022 07:45 - 19.06.2022 08:00,10111,10268,10111,326,611,326,12784,12282,12784
19.06.2022 08:00 - 19.06.2022 08:15,11973,12201,11973,333,632,333,12522,11880,12522
19.06.2022 08:15 - 19.06.2022 08:30,13912,14180,13912,338,698,338,12135,11346,12135
19.06.2022 08:30 - 19.06.2022 08:45,15840,16193,15840,340,709,340,11672,10950,11672
19.06.2022 08:45 - 19.06.2022 09:00,17716,18089,17716,345,710,345,11208,10384,11208
19.06.2022 09:00 - 19.06.2022 09:15,19528,19986,19528,354,740,354,10833,10266,10833
19.06.2022 09:15 - 19.06.2022 09:30,21277,21741,21277,340,730,340,10534,10098,10534
19.06.2022 09:30 - 19.06.2022 09:45,22929,23385,22929,334,721,334,10264,9944,10264
19.06.2022 09:45 - 19.06.2022 10:00,24440,24893,24440,320,714,320,10028,9857,10028
19.06.2022 10:00 - 19.06.2022 10:15,25799,26288,25799,311,705,311,9840,9781,9840
19.06.2022 10:15 - 19.06.2022 10:30,27043,27572,27043,311,713,311,9689,9679,9689
19.06.2022 10:30 - 19.06.2022 10:45,28127,28722,28127,308,713,308,9543,9581,9543
19.06.2022 10:45 - 19.06.2022 11:00,29084,29709,29084,306,715,306,9426,9486,9426
19.06.2022 11:00 - 19.06.2022 11:15,29906,30488,29906,304,715,304,9319,9395,9319
