Time (CET/CEST),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Offshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Offshore  [MW] Intraday / United Kindom (UK),Generation - Wind Offshore  [MW] Current / United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK)
06.01.2022 15:00 - 06.01.2022 15:30,105,105,105,0,0,0,4052,4052,4052
06.01.2022 15:30 - 06.01.2022 16:00,34,34,34,0,0,0,3936,3936,3936
06.01.2022 16:00 - 06.01.2022 16:30,0,0,0,0,0,0,3896,3896,3896
06.01.2022 16:30 - 06.01.2022 17:00,0,0,0,0,0,0,3830,3830,3830
06.01.2022 17:00 - 06.01.2022 17:30,0,0,0,0,0,0,3931,3931,3931
06.01.2022 17:30 - 06.01.2022 18:00,0,0,0,0,0,0,3963,3963,3963
06.01.2022 18:00 - 06.01.2022 18:30,0,0,0,0,0,0,3898,3898,3898
06.01.2022 18:30 - 06.01.2022 19:00,0,0,0,0,0,0,3754,3754,3754
06.01.2022 19:00 - 06.01.2022 19:30,0,0,0,0,0,0,3667,3667,3667
06.01.2022 19:30 - 06.01.2022 20:00,0,0,0,0,0,0,3533,3533,3533
06.01.2022 20:00 - 06.01.2022 20:30,0,0,0,0,0,0,3574,3574,3574
06.01.2022 20:30 - 06.01.2022 21:00,0,0,0,0,0,0,3621,3621,3621
06.01.2022 21:00 - 06.01.2022 21:30,0,0,0,0,0,0,3471,3471,3471
06.01.2022 21:30 - 06.01.2022 22:00,0,0,0,0,0,0,3312,3312,3312
06.01.2022 22:00 - 06.01.2022 22:30,0,0,0,0,0,0,3329,3329,3329
06.01.2022 22:30 - 06.01.2022 23:00,0,0,0,0,0,0,3331,3331,3331
06.01.2022 23:00 - 06.01.2022 23:30,0,0,0,0,0,0,3308,3308,3308
06.01.2022 23:30 - 07.01.2022 00:00,0,0,0,0,0,0,3266,3266,3266
07.01.2022 00:00 - 07.01.2022 00:30,0,0,0,0,0,0,3285,3285,3285
07.01.2022 00:30 - 07.01.2022 01:00,0,0,0,0,0,0,3309,3309,3309
07.01.2022 01:00 - 07.01.2022 01:30,0,0,0,0,0,0,3312,3312,3312
07.01.2022 01:30 - 07.01.2022 02:00,0,0,0,0,0,0,3333,3333,3333
07.01.2022 02:00 - 07.01.2022 02:30,0,0,0,0,0,0,3212,3212,3212
07.01.2022 02:30 - 07.01.2022 03:00,0,0,0,0,0,0,3089,3089,3089
07.01.2022 03:00 - 07.01.2022 03:30,0,0,0,0,0,0,3131,3131,3131
07.01.2022 03:30 - 07.01.2022 04:00,0,0,0,0,0,0,3180,3180,3180
07.01.2022 04:00 - 07.01.2022 04:30,0,0,0,0,0,0,3176,3176,3176
07.01.2022 04:30 - 07.01.2022 05:00,0,0,0,0,0,0,3186,3186,3186
07.01.2022 05:00 - 07.01.2022 05:30,0,0,0,0,0,0,3236,3236,3236
07.01.2022 05:30 - 07.01.2022 06:00,0,0,0,0,0,0,3261,3261,3261
07.01.2022 06:00 - 07.01.2022 06:30,0,0,0,0,0,0,3206,3206,3206
07.01.2022 06:30 - 07.01.2022 07:00,0,0,0,0,0,0,3142,3142,3142
07.01.2022 07:00 - 07.01.2022 07:30,0,0,0,0,0,0,3091,3091,3091
07.01.2022 07:30 - 07.01.2022 08:00,0,0,0,0,0,0,3043,3043,3043
07.01.2022 08:00 - 07.01.2022 08:30,6,6,6,0,0,0,3017,3017,3017
07.01.2022 08:30 - 07.01.2022 09:00,224,224,224,0,0,0,2984,2984,2984
07.01.2022 09:00 - 07.01.2022 09:30,875,875,875,0,0,0,3047,3047,3047
07.01.2022 09:30 - 07.01.2022 10:00,1660,1660,1660,0,0,0,3090,3090,3090
07.01.2022 10:00 - 07.01.2022 10:30,2259,2259,2259,0,0,0,3101,3101,3101
07.01.2022 10:30 - 07.01.2022 11:00,2531,2531,2531,0,0,0,3134,3134,3134
07.01.2022 11:00 - 07.01.2022 11:30,2763,2763,2763,0,0,0,3172,3172,3172
07.01.2022 11:30 - 07.01.2022 12:00,2721,2721,2721,0,0,0,3242,3242,3242
07.01.2022 12:00 - 07.01.2022 12:30,2183,2183,2183,0,0,0,3093,3093,3093
07.01.2022 12:30 - 07.01.2022 13:00,2030,2030,2030,0,0,0,2979,2979,2979
07.01.2022 13:00 - 07.01.2022 13:30,1736,1736,1736,0,0,0,2747,2747,2747
07.01.2022 13:30 - 07.01.2022 14:00,1074,1074,1074,0,0,0,2513,2513,2513
07.01.2022 14:00 - 07.01.2022 14:30,612,612,612,0,0,0,2425,2425,2425
07.01.2022 14:30 - 07.01.2022 15:00,390,390,390,0,0,0,2347,2347,2347
07.01.2022 15:00 - 07.01.2022 15:30,199,199,199,0,0,0,2253,2253,2253
07.01.2022 15:30 - 07.01.2022 16:00,36,36,36,0,0,0,2216,2216,2216
07.01.2022 16:00 - 07.01.2022 16:30,0,0,0,0,0,0,2123,2123,2123
07.01.2022 16:30 - 07.01.2022 17:00,0,0,0,0,0,0,2045,2045,2045
07.01.2022 17:00 - 07.01.2022 17:30,0,0,0,0,0,0,1953,1953,1953
07.01.2022 17:30 - 07.01.2022 18:00,0,0,0,0,0,0,1866,1866,1866
07.01.2022 18:00 - 07.01.2022 18:30,0,0,0,0,0,0,1887,1887,1887
07.01.2022 18:30 - 07.01.2022 19:00,0,0,0,0,0,0,1933,1933,1933
07.01.2022 19:00 - 07.01.2022 19:30,0,0,0,0,0,0,1759,1759,1759
07.01.2022 19:30 - 07.01.2022 20:00,0,0,0,0,0,0,1629,1629,1629
07.01.2022 20:00 - 07.01.2022 20:30,0,0,0,0,0,0,1660,1660,1660
07.01.2022 20:30 - 07.01.2022 21:00,0,0,0,0,0,0,1748,1748,1748
07.01.2022 21:00 - 07.01.2022 21:30,0,0,0,0,0,0,1639,1639,1639
07.01.2022 21:30 - 07.01.2022 22:00,0,0,0,0,0,0,1584,1584,1584
07.01.2022 22:00 - 07.01.2022 22:30,0,0,0,0,0,0,1492,1492,1492
07.01.2022 22:30 - 07.01.2022 23:00,0,0,0,0,0,0,1454,1454,1454
07.01.2022 23:00 - 07.01.2022 23:30,0,0,0,0,0,0,1447,1447,1447
07.01.2022 23:30 - 08.01.2022 00:00,0,0,0,0,0,0,1498,1498,1498
08.01.2022 00:00 - 08.01.2022 00:30,0,0,0,0,0,0,1506,1506,1506
08.01.2022 00:30 - 08.01.2022 01:00,0,0,0,0,0,0,1561,1561,1561
08.01.2022 01:00 - 08.01.2022 01:30,0,0,0,0,0,0,1604,1604,1604
08.01.2022 01:30 - 08.01.2022 02:00,0,0,0,0,0,0,1706,1706,1706
08.01.2022 02:00 - 08.01.2022 02:30,0,0,0,0,0,0,1852,1852,1852
08.01.2022 02:30 - 08.01.2022 03:00,0,0,0,0,0,0,2040,2040,2040
08.01.2022 03:00 - 08.01.2022 03:30,0,0,0,0,0,0,2221,2221,2221
08.01.2022 03:30 - 08.01.2022 04:00,0,0,0,0,0,0,2414,2414,2414
08.01.2022 04:00 - 08.01.2022 04:30,0,0,0,0,0,0,2627,2627,2627
08.01.2022 04:30 - 08.01.2022 05:00,0,0,0,0,0,0,2848,2848,2848
08.01.2022 05:00 - 08.01.2022 05:30,0,0,0,0,0,0,3017,3017,3017
08.01.2022 05:30 - 08.01.2022 06:00,0,0,0,0,0,0,3179,3179,3179
08.01.2022 06:00 - 08.01.2022 06:30,0,0,0,0,0,0,3367,3367,3367
08.01.2022 06:30 - 08.01.2022 07:00,0,0,0,0,0,0,3533,3533,3533
08.01.2022 07:00 - 08.01.2022 07:30,0,0,0,0,0,0,3634,3634,3634
08.01.2022 07:30 - 08.01.2022 08:00,0,0,0,0,0,0,3723,3723,3723
08.01.2022 08:00 - 08.01.2022 08:30,0,0,0,0,0,0,3669,3669,3669
08.01.2022 08:30 - 08.01.2022 09:00,9,9,9,0,0,0,3566,3566,3566
08.01.2022 09:00 - 08.01.2022 09:30,52,52,52,0,0,0,3451,3451,3451
08.01.2022 09:30 - 08.01.2022 10:00,122,122,122,0,0,0,3277,3277,3277
08.01.2022 10:00 - 08.01.2022 10:30,215,215,215,0,0,0,3443,3443,3443
08.01.2022 10:30 - 08.01.2022 11:00,277,277,277,0,0,0,3512,3512,3512
08.01.2022 11:00 - 08.01.2022 11:30,307,307,307,0,0,0,3378,3378,3378
08.01.2022 11:30 - 08.01.2022 12:00,291,291,291,0,0,0,3165,3165,3165
08.01.2022 12:00 - 08.01.2022 12:30,323,323,323,0,0,0,3049,3049,3049
08.01.2022 12:30 - 08.01.2022 13:00,500,500,500,0,0,0,2941,2941,2941
08.01.2022 13:00 - 08.01.2022 13:30,595,595,595,0,0,0,2856,2856,2856
08.01.2022 13:30 - 08.01.2022 14:00,545,545,545,0,0,0,2783,2783,2783
08.01.2022 14:00 - 08.01.2022 14:30,382,382,382,0,0,0,2743,2743,2743
08.01.2022 14:30 - 08.01.2022 15:00,294,294,294,0,0,0,2732,2732,2732
08.01.2022 15:00 - 08.01.2022 15:30,127,127,127,0,0,0,2626,2626,2626
08.01.2022 15:30 - 08.01.2022 16:00,45,45,45,0,0,0,2526,2526,2526
08.01.2022 16:00 - 08.01.2022 16:30,0,0,0,0,0,0,2697,2697,2697
08.01.2022 16:30 - 08.01.2022 17:00,0,0,0,0,0,0,2846,2846,2846
08.01.2022 17:00 - 08.01.2022 17:30,0,0,0,0,0,0,2973,2973,2973
08.01.2022 17:30 - 08.01.2022 18:00,0,0,0,0,0,0,3115,3115,3115
08.01.2022 18:00 - 08.01.2022 18:30,0,0,0,0,0,0,3075,3075,3075
08.01.2022 18:30 - 08.01.2022 19:00,0,0,0,0,0,0,3043,3043,3043
08.01.2022 19:00 - 08.01.2022 19:30,0,0,0,0,0,0,3084,3084,3084
08.01.2022 19:30 - 08.01.2022 20:00,0,0,0,0,0,0,3128,3128,3128
08.01.2022 20:00 - 08.01.2022 20:30,0,0,0,0,0,0,3133,3133,3133
08.01.2022 20:30 - 08.01.2022 21:00,0,0,0,0,0,0,3141,3141,3141
08.01.2022 21:00 - 08.01.2022 21:30,0,0,0,0,0,0,3136,3136,3136
08.01.2022 21:30 - 08.01.2022 22:00,0,0,0,0,0,0,3100,3100,3100
08.01.2022 22:00 - 08.01.2022 22:30,0,0,0,0,0,0,3044,3044,3044
08.01.2022 22:30 - 08.01.2022 23:00,0,0,0,0,0,0,3008,3008,3008
08.01.2022 23:00 - 08.01.2022 23:30,0,0,0,0,0,0,2939,2939,2939
08.01.2022 23:30 - 09.01.2022 00:00,0,0,0,0,0,0,2874,2874,2874
09.01.2022 00:00 - 09.01.2022 00:30,0,0,0,0,0,0,2810,2810,2810
09.01.2022 00:30 - 09.01.2022 01:00,0,0,0,0,0,0,2768,2768,2768
09.01.2022 01:00 - 09.01.2022 01:30,0,0,0,0,0,0,2804,2804,2804
09.01.2022 01:30 - 09.01.2022 02:00,0,0,0,0,0,0,2861,2861,2861
09.01.2022 02:00 - 09.01.2022 02:30,0,0,0,0,0,0,2768,2768,2768
09.01.2022 02:30 - 09.01.2022 03:00,0,0,0,0,0,0,2700,2700,2700
09.01.2022 03:00 - 09.01.2022 03:30,0,0,0,0,0,0,2573,2573,2573
09.01.2022 03:30 - 09.01.2022 04:00,0,0,0,0,0,0,2489,2489,2489
09.01.2022 04:00 - 09.01.2022 04:30,0,0,0,0,0,0,2510,2510,2510
09.01.2022 04:30 - 09.01.2022 05:00,0,0,0,0,0,0,2564,2564,2564
09.01.2022 05:00 - 09.01.2022 05:30,0,0,0,0,0,0,2443,2443,2443
09.01.2022 05:30 - 09.01.2022 06:00,0,0,0,0,0,0,2356,2356,2356
09.01.2022 06:00 - 09.01.2022 06:30,0,0,0,0,0,0,2288,2288,2288
09.01.2022 06:30 - 09.01.2022 07:00,0,0,0,0,0,0,2249,2249,2249
09.01.2022 07:00 - 09.01.2022 07:30,0,0,0,0,0,0,2218,2218,2218
09.01.2022 07:30 - 09.01.2022 08:00,0,0,0,0,0,0,2241,2241,2241
09.01.2022 08:00 - 09.01.2022 08:30,10,10,10,0,0,0,2163,2163,2163
09.01.2022 08:30 - 09.01.2022 09:00,322,322,322,0,0,0,2119,2119,2119
09.01.2022 09:00 - 09.01.2022 09:30,1113,1113,1113,0,0,0,2041,2041,2041
09.01.2022 09:30 - 09.01.2022 10:00,1834,1834,1834,0,0,0,1989,1989,1989
09.01.2022 10:00 - 09.01.2022 10:30,2464,2464,2464,0,0,0,1969,1969,1969
09.01.2022 10:30 - 09.01.2022 11:00,3052,3052,3052,0,0,0,1963,1963,1963
09.01.2022 11:00 - 09.01.2022 11:30,3496,3496,3496,0,0,0,2033,2033,2033
09.01.2022 11:30 - 09.01.2022 12:00,3639,3639,3639,0,0,0,2121,2121,2121
09.01.2022 12:00 - 09.01.2022 12:30,3541,3541,3541,0,0,0,2133,2133,2133
09.01.2022 12:30 - 09.01.2022 13:00,3235,3235,3235,0,0,0,2167,2167,2167
09.01.2022 13:00 - 09.01.2022 13:30,2884,2884,2884,0,0,0,1916,1916,1916
09.01.2022 13:30 - 09.01.2022 14:00,2307,2307,2307,0,0,0,1710,1710,1710
09.01.2022 14:00 - 09.01.2022 14:30,1687,1687,1687,0,0,0,1631,1631,1631
09.01.2022 14:30 - 09.01.2022 15:00,961,961,961,0,0,0,1583,1583,1583
09.01.2022 15:00 - 09.01.2022 15:30,328,328,328,0,0,0,1414,1414,1414
09.01.2022 15:30 - 09.01.2022 16:00,49,49,49,0,0,0,1294,1294,1294
09.01.2022 16:00 - 09.01.2022 16:30,0,0,0,0,0,0,1109,1109,1109
09.01.2022 16:30 - 09.01.2022 17:00,0,0,0,0,0,0,974,974,974
09.01.2022 17:00 - 09.01.2022 17:30,0,0,0,0,0,0,963,963,963
09.01.2022 17:30 - 09.01.2022 18:00,0,0,0,0,0,0,986,986,986
09.01.2022 18:00 - 09.01.2022 18:30,0,0,0,0,0,0,880,880,880
09.01.2022 18:30 - 09.01.2022 19:00,0,0,0,0,0,0,818,818,818
09.01.2022 19:00 - 09.01.2022 19:30,0,0,0,0,0,0,737,737,737
09.01.2022 19:30 - 09.01.2022 20:00,0,0,0,0,0,0,697,697,697
09.01.2022 20:00 - 09.01.2022 20:30,0,0,0,0,0,0,623,623,623
09.01.2022 20:30 - 09.01.2022 21:00,0,0,0,0,0,0,576,576,576
09.01.2022 21:00 - 09.01.2022 21:30,0,0,0,0,0,0,526,526,526
09.01.2022 21:30 - 09.01.2022 22:00,0,0,0,0,0,0,507,507,507
09.01.2022 22:00 - 09.01.2022 22:30,0,0,0,0,0,0,505,505,505
09.01.2022 22:30 - 09.01.2022 23:00,0,0,0,0,0,0,526,526,526
09.01.2022 23:00 - 09.01.2022 23:30,0,0,0,0,0,0,527,527,527
09.01.2022 23:30 - 10.01.2022 00:00,0,0,0,0,0,0,552,552,552
10.01.2022 00:00 - 10.01.2022 00:30,0,0,0,0,0,0,539,539,539
10.01.2022 00:30 - 10.01.2022 01:00,0,0,0,0,0,0,543,543,543
10.01.2022 01:00 - 10.01.2022 01:30,0,0,0,0,0,0,537,537,537
10.01.2022 01:30 - 10.01.2022 02:00,0,0,0,0,0,0,555,555,555
10.01.2022 02:00 - 10.01.2022 02:30,0,0,0,0,0,0,599,599,599
10.01.2022 02:30 - 10.01.2022 03:00,0,0,0,0,0,0,678,678,678
10.01.2022 03:00 - 10.01.2022 03:30,0,0,0,0,0,0,730,730,730
10.01.2022 03:30 - 10.01.2022 04:00,0,0,0,0,0,0,798,798,798
10.01.2022 04:00 - 10.01.2022 04:30,0,0,0,0,0,0,868,868,868
10.01.2022 04:30 - 10.01.2022 05:00,0,0,0,0,0,0,956,956,956
10.01.2022 05:00 - 10.01.2022 05:30,0,0,0,0,0,0,1027,1027,1027
10.01.2022 05:30 - 10.01.2022 06:00,0,0,0,0,0,0,1120,1120,1120
10.01.2022 06:00 - 10.01.2022 06:30,0,0,0,0,0,0,1194,1194,1194
10.01.2022 06:30 - 10.01.2022 07:00,0,0,0,0,0,0,1279,1279,1279
10.01.2022 07:00 - 10.01.2022 07:30,0,0,0,0,0,0,1330,1330,1330
10.01.2022 07:30 - 10.01.2022 08:00,0,0,0,0,0,0,1399,1399,1399
10.01.2022 08:00 - 10.01.2022 08:30,1,1,1,0,0,0,1529,1529,1529
10.01.2022 08:30 - 10.01.2022 09:00,35,35,35,0,0,0,1654,1654,1654
10.01.2022 09:00 - 10.01.2022 09:30,137,137,137,0,0,0,1736,1736,1736
10.01.2022 09:30 - 10.01.2022 10:00,282,282,282,0,0,0,1825,1825,1825
10.01.2022 10:00 - 10.01.2022 10:30,399,399,399,0,0,0,1924,1924,1924
10.01.2022 10:30 - 10.01.2022 11:00,488,488,488,0,0,0,2041,2041,2041
10.01.2022 11:00 - 10.01.2022 11:30,572,572,572,0,0,0,2087,2087,2087
10.01.2022 11:30 - 10.01.2022 12:00,603,603,603,0,0,0,2161,2161,2161
10.01.2022 12:00 - 10.01.2022 12:30,622,622,622,0,0,0,2148,2148,2148
10.01.2022 12:30 - 10.01.2022 13:00,588,588,588,0,0,0,2149,2149,2149
10.01.2022 13:00 - 10.01.2022 13:30,550,550,550,0,0,0,2136,2136,2136
10.01.2022 13:30 - 10.01.2022 14:00,488,488,488,0,0,0,2146,2146,2146
10.01.2022 14:00 - 10.01.2022 14:30,438,438,438,0,0,0,2167,2167,2167
10.01.2022 14:30 - 10.01.2022 15:00,312,312,312,0,0,0,2200,2200,2200
10.01.2022 15:00 - 10.01.2022 15:30,157,157,157,0,0,0,2221,2221,2221
10.01.2022 15:30 - 10.01.2022 16:00,41,41,41,0,0,0,2266,2266,2266
10.01.2022 16:00 - 10.01.2022 16:30,0,0,0,0,0,0,2304,2304,2304
10.01.2022 16:30 - 10.01.2022 17:00,0,0,0,0,0,0,2366,2366,2366
10.01.2022 17:00 - 10.01.2022 17:30,0,0,0,0,0,0,2393,2393,2393
10.01.2022 17:30 - 10.01.2022 18:00,0,0,0,0,0,0,2435,2435,2435
10.01.2022 18:00 - 10.01.2022 18:30,0,0,0,0,0,0,2376,2376,2376
10.01.2022 18:30 - 10.01.2022 19:00,0,0,0,0,0,0,2311,2311,2311
10.01.2022 19:00 - 10.01.2022 19:30,0,0,0,0,0,0,2224,2224,2224
10.01.2022 19:30 - 10.01.2022 20:00,0,0,0,0,0,0,2148,2148,2148
10.01.2022 20:00 - 10.01.2022 20:30,0,0,0,0,0,0,2073,2073,2073
10.01.2022 20:30 - 10.01.2022 21:00,0,0,0,0,0,0,2032,2032,2032
10.01.2022 21:00 - 10.01.2022 21:30,0,0,0,0,0,0,1811,1811,1811
10.01.2022 21:30 - 10.01.2022 22:00,0,0,0,0,0,0,1641,1641,1641
10.01.2022 22:00 - 10.01.2022 22:30,0,0,0,0,0,0,1617,1617,1617
10.01.2022 22:30 - 10.01.2022 23:00,0,0,0,0,0,0,1630,1630,1630
10.01.2022 23:00 - 10.01.2022 23:30,0,0,0,0,0,0,1499,1499,1499
10.01.2022 23:30 - 11.01.2022 00:00,0,0,0,0,0,0,1400,1400,1400
11.01.2022 00:00 - 11.01.2022 00:30,0,0,0,0,0,0,1335,1335,1335
11.01.2022 00:30 - 11.01.2022 01:00,0,0,0,0,0,0,1314,1314,1314
11.01.2022 01:00 - 11.01.2022 01:30,0,0,0,0,0,0,1226,1226,1226
11.01.2022 01:30 - 11.01.2022 02:00,0,0,0,0,0,0,1170,1170,1170
11.01.2022 02:00 - 11.01.2022 02:30,0,0,0,0,0,0,1140,1140,1140
11.01.2022 02:30 - 11.01.2022 03:00,0,0,0,0,0,0,1140,1140,1140
11.01.2022 03:00 - 11.01.2022 03:30,0,0,0,0,0,0,1140,1140,1140
11.01.2022 03:30 - 11.01.2022 04:00,0,0,0,0,0,0,1182,1182,1182
11.01.2022 04:00 - 11.01.2022 04:30,0,0,0,0,0,0,1195,1195,1195
11.01.2022 04:30 - 11.01.2022 05:00,0,0,0,0,0,0,1239,1239,1239
11.01.2022 05:00 - 11.01.2022 05:30,0,0,0,0,0,0,1233,1233,1233
11.01.2022 05:30 - 11.01.2022 06:00,0,0,0,0,0,0,1240,1240,1240
11.01.2022 06:00 - 11.01.2022 06:30,0,0,0,0,0,0,1177,1177,1177
11.01.2022 06:30 - 11.01.2022 07:00,0,0,0,0,0,0,1138,1138,1138
11.01.2022 07:00 - 11.01.2022 07:30,0,0,0,0,0,0,1092,1092,1092
11.01.2022 07:30 - 11.01.2022 08:00,0,0,0,0,0,0,1072,1072,1072
11.01.2022 08:00 - 11.01.2022 08:30,1,1,1,0,0,0,1099,1099,1099
11.01.2022 08:30 - 11.01.2022 09:00,59,59,59,0,0,0,1148,1148,1148
11.01.2022 09:00 - 11.01.2022 09:30,231,231,231,0,0,0,1117,1117,1117
11.01.2022 09:30 - 11.01.2022 10:00,480,480,480,0,0,0,1107,1107,1107
11.01.2022 10:00 - 11.01.2022 10:30,704,704,704,0,0,0,1104,1104,1104
11.01.2022 10:30 - 11.01.2022 11:00,1027,1027,1027,0,0,0,1124,1124,1124
11.01.2022 11:00 - 11.01.2022 11:30,1179,1179,1179,0,0,0,1111,1111,1111
11.01.2022 11:30 - 11.01.2022 12:00,1268,1268,1268,0,0,0,1121,1121,1121
11.01.2022 12:00 - 11.01.2022 12:30,1128,1128,1128,0,0,0,1114,1114,1114
11.01.2022 12:30 - 11.01.2022 13:00,1122,1122,1122,0,0,0,1129,1129,1129
11.01.2022 13:00 - 11.01.2022 13:30,1083,1083,1083,0,0,0,1142,1142,1142
11.01.2022 13:30 - 11.01.2022 14:00,861,861,861,0,0,0,1181,1181,1181
11.01.2022 14:00 - 11.01.2022 14:30,709,709,709,0,0,0,1188,1188,1188
11.01.2022 14:30 - 11.01.2022 15:00,575,575,575,0,0,0,1221,1221,1221
11.01.2022 15:00 - 11.01.2022 15:30,407,407,407,0,0,0,1250,1250,1250
11.01.2022 15:30 - 11.01.2022 16:00,135,135,135,0,0,0,1296,1296,1296
11.01.2022 16:00 - 11.01.2022 16:30,3,3,3,0,0,0,1285,1285,1285
11.01.2022 16:30 - 11.01.2022 17:00,0,0,0,0,0,0,1300,1300,1300
11.01.2022 17:00 - 11.01.2022 17:30,0,0,0,0,0,0,1220,1220,1220
11.01.2022 17:30 - 11.01.2022 18:00,0,0,0,0,0,0,1181,1181,1181
11.01.2022 18:00 - 11.01.2022 18:30,0,0,0,0,0,0,1211,1211,1211
11.01.2022 18:30 - 11.01.2022 19:00,0,0,0,0,0,0,1271,1271,1271
11.01.2022 19:00 - 11.01.2022 19:30,0,0,0,0,0,0,1306,1306,1306
11.01.2022 19:30 - 11.01.2022 20:00,0,0,0,0,0,0,1364,1364,1364
11.01.2022 20:00 - 11.01.2022 20:30,0,0,0,0,0,0,1365,1365,1365
11.01.2022 20:30 - 11.01.2022 21:00,0,0,0,0,0,0,1382,1382,1382
11.01.2022 21:00 - 11.01.2022 21:30,0,0,0,0,0,0,1430,1430,1430
11.01.2022 21:30 - 11.01.2022 22:00,0,0,0,0,0,0,1500,1500,1500
11.01.2022 22:00 - 11.01.2022 22:30,0,0,0,0,0,0,1526,1526,1526
11.01.2022 22:30 - 11.01.2022 23:00,0,0,0,0,0,0,1566,1566,1566
11.01.2022 23:00 - 11.01.2022 23:30,0,0,0,0,0,0,1540,1540,1540
11.01.2022 23:30 - 12.01.2022 00:00,0,0,0,0,0,0,1538,1538,1538
12.01.2022 00:00 - 12.01.2022 00:30,0,0,0,0,0,0,1517,1517,1517
12.01.2022 00:30 - 12.01.2022 01:00,0,0,0,0,0,0,1511,1511,1511
12.01.2022 01:00 - 12.01.2022 01:30,0,0,0,0,0,0,1519,1519,1519
12.01.2022 01:30 - 12.01.2022 02:00,0,0,0,0,0,0,1550,1550,1550
12.01.2022 02:00 - 12.01.2022 02:30,0,0,0,0,0,0,1581,1581,1581
12.01.2022 02:30 - 12.01.2022 03:00,0,0,0,0,0,0,1637,1637,1637
12.01.2022 03:00 - 12.01.2022 03:30,0,0,0,0,0,0,1577,1577,1577
12.01.2022 03:30 - 12.01.2022 04:00,0,0,0,0,0,0,1526,1526,1526
12.01.2022 04:00 - 12.01.2022 04:30,0,0,0,0,0,0,1588,1588,1588
12.01.2022 04:30 - 12.01.2022 05:00,0,0,0,0,0,0,1664,1664,1664
12.01.2022 05:00 - 12.01.2022 05:30,0,0,0,0,0,0,1656,1656,1656
12.01.2022 05:30 - 12.01.2022 06:00,0,0,0,0,0,0,1663,1663,1663
12.01.2022 06:00 - 12.01.2022 06:30,0,0,0,0,0,0,1626,1626,1626
12.01.2022 06:30 - 12.01.2022 07:00,0,0,0,0,0,0,1605,1605,1605
12.01.2022 07:00 - 12.01.2022 07:30,0,0,0,0,0,0,1658,1658,1658
12.01.2022 07:30 - 12.01.2022 08:00,0,0,0,0,0,0,1739,1739,1739
12.01.2022 08:00 - 12.01.2022 08:30,18,18,18,0,0,0,1718,1718,1718
12.01.2022 08:30 - 12.01.2022 09:00,340,340,340,0,0,0,1704,1704,1704
12.01.2022 09:00 - 12.01.2022 09:30,1063,1063,1063,0,0,0,1709,1709,1709
12.01.2022 09:30 - 12.01.2022 10:00,2075,2075,2075,0,0,0,1721,1721,1721
12.01.2022 10:00 - 12.01.2022 10:30,2976,2976,2976,0,0,0,1761,1761,1761
12.01.2022 10:30 - 12.01.2022 11:00,3530,3530,3530,0,0,0,1809,1809,1809
12.01.2022 11:00 - 12.01.2022 11:30,4133,4133,4133,0,0,0,1823,1823,1823
12.01.2022 11:30 - 12.01.2022 12:00,4423,4423,4423,0,0,0,1842,1842,1842
12.01.2022 12:00 - 12.01.2022 12:30,4499,4499,4499,0,0,0,1847,1847,1847
12.01.2022 12:30 - 12.01.2022 13:00,4424,4424,4424,0,0,0,1877,1877,1877
12.01.2022 13:00 - 12.01.2022 13:30,4143,4143,4143,0,0,0,1886,1886,1886
12.01.2022 13:30 - 12.01.2022 14:00,3710,3710,3710,0,0,0,1886,1886,1886
12.01.2022 14:00 - 12.01.2022 14:30,3111,3111,3111,0,0,0,1893,1893,1893
12.01.2022 14:30 - 12.01.2022 15:00,2281,2281,2281,0,0,0,1898,1898,1898
12.01.2022 15:00 - 12.01.2022 15:30,1279,1279,1279,0,0,0,1882,1882,1882
12.01.2022 15:30 - 12.01.2022 16:00,354,354,354,0,0,0,1894,1894,1894
12.01.2022 16:00 - 12.01.2022 16:30,14,14,14,0,0,0,1818,1818,1818
12.01.2022 16:30 - 12.01.2022 17:00,0,0,0,0,0,0,1778,1778,1778
12.01.2022 17:00 - 12.01.2022 17:30,0,0,0,0,0,0,1749,1749,1749
12.01.2022 17:30 - 12.01.2022 18:00,0,0,0,0,0,0,1735,1735,1735
12.01.2022 18:00 - 12.01.2022 18:30,0,0,0,0,0,0,1788,1788,1788
12.01.2022 18:30 - 12.01.2022 19:00,0,0,0,0,0,0,1856,1856,1856
12.01.2022 19:00 - 12.01.2022 19:30,0,0,0,0,0,0,1851,1851,1851
12.01.2022 19:30 - 12.01.2022 20:00,0,0,0,0,0,0,1866,1866,1866
12.01.2022 20:00 - 12.01.2022 20:30,0,0,0,0,0,0,1825,1825,1825
12.01.2022 20:30 - 12.01.2022 21:00,0,0,0,0,0,0,1813,1813,1813
12.01.2022 21:00 - 12.01.2022 21:30,0,0,0,0,0,0,1802,1802,1802
12.01.2022 21:30 - 12.01.2022 22:00,0,0,0,0,0,0,1807,1807,1807
12.01.2022 22:00 - 12.01.2022 22:30,0,0,0,0,0,0,1722,1722,1722
