Time (CET/CEST),Day-ahead Total Load Forecast [MW] - United Kindom (UK),Actual Total Load [MW] - United Kindom (UK)
01.05.2022 23:00 - 01.05.2022 23:30,21476,21476
01.05.2022 23:30 - 02.05.2022 00:00,20806,20806
02.05.2022 00:00 - 02.05.2022 00:30,20524,20524
02.05.2022 00:30 - 02.05.2022 01:00,20727,20727
02.05.2022 01:00 - 02.05.2022 01:30,20543,20543
02.05.2022 01:30 - 02.05.2022 02:00,20251,20251
02.05.2022 02:00 - 02.05.2022 02:30,19828,19828
02.05.2022 02:30 - 02.05.2022 03:00,19658,19658
02.05.2022 03:00 - 02.05.2022 03:30,19747,19747
02.05.2022 03:30 - 02.05.2022 04:00,19570,19570
02.05.2022 04:00 - 02.05.2022 04:30,19930,19930
02.05.2022 04:30 - 02.05.2022 05:00,20039,20039
02.05.2022 05:00 - 02.05.2022 05:30,21150,21150
02.05.2022 05:30 - 02.05.2022 06:00,21857,21857
02.05.2022 06:00 - 02.05.2022 06:30,22682,22682
02.05.2022 06:30 - 02.05.2022 07:00,23383,23383
02.05.2022 07:00 - 02.05.2022 07:30,24268,24268
02.05.2022 07:30 - 02.05.2022 08:00,24621,24621
02.05.2022 08:00 - 02.05.2022 08:30,25754,25754
02.05.2022 08:30 - 02.05.2022 09:00,26129,26129
02.05.2022 09:00 - 02.05.2022 09:30,26833,26833
02.05.2022 09:30 - 02.05.2022 10:00,26810,26810
02.05.2022 10:00 - 02.05.2022 10:30,26592,26592
02.05.2022 10:30 - 02.05.2022 11:00,26392,26392
02.05.2022 11:00 - 02.05.2022 11:30,26744,26744
02.05.2022 11:30 - 02.05.2022 12:00,26664,26664
02.05.2022 12:00 - 02.05.2022 12:30,26008,26008
02.05.2022 12:30 - 02.05.2022 13:00,25888,25888
02.05.2022 13:00 - 02.05.2022 13:30,25770,25770
02.05.2022 13:30 - 02.05.2022 14:00,25840,25840
02.05.2022 14:00 - 02.05.2022 14:30,25901,25901
02.05.2022 14:30 - 02.05.2022 15:00,26402,26402
02.05.2022 15:00 - 02.05.2022 15:30,27754,27754
02.05.2022 15:30 - 02.05.2022 16:00,28934,28934
02.05.2022 16:00 - 02.05.2022 16:30,30189,30189
02.05.2022 16:30 - 02.05.2022 17:00,30688,30688
02.05.2022 17:00 - 02.05.2022 17:30,30798,30798
02.05.2022 17:30 - 02.05.2022 18:00,30717,30717
02.05.2022 18:00 - 02.05.2022 18:30,30510,30510
02.05.2022 18:30 - 02.05.2022 19:00,30094,30094
02.05.2022 19:00 - 02.05.2022 19:30,29722,29722
02.05.2022 19:30 - 02.05.2022 20:00,29340,29340
02.05.2022 20:00 - 02.05.2022 20:30,28641,28641
02.05.2022 20:30 - 02.05.2022 21:00,27241,27241
02.05.2022 21:00 - 02.05.2022 21:30,25845,25845
02.05.2022 21:30 - 02.05.2022 22:00,24624,24624
02.05.2022 22:00 - 02.05.2022 22:30,23099,23099
02.05.2022 22:30 - 02.05.2022 23:00,21984,21984
02.05.2022 23:00 - 02.05.2022 23:30,21220,21220
02.05.2022 23:30 - 03.05.2022 00:00,20855,20855
03.05.2022 00:00 - 03.05.2022 00:30,20746,20746
03.05.2022 00:30 - 03.05.2022 01:00,20950,20950
03.05.2022 01:00 - 03.05.2022 01:30,20780,20780
03.05.2022 01:30 - 03.05.2022 02:00,20431,20431
03.05.2022 02:00 - 03.05.2022 02:30,20233,20233
03.05.2022 02:30 - 03.05.2022 03:00,20209,20209
03.05.2022 03:00 - 03.05.2022 03:30,20225,20225
03.05.2022 03:30 - 03.05.2022 04:00,20392,20392
03.05.2022 04:00 - 03.05.2022 04:30,20770,20770
03.05.2022 04:30 - 03.05.2022 05:00,21561,21561
03.05.2022 05:00 - 03.05.2022 05:30,23896,23896
03.05.2022 05:30 - 03.05.2022 06:00,25938,25938
03.05.2022 06:00 - 03.05.2022 06:30,28782,28782
03.05.2022 06:30 - 03.05.2022 07:00,30305,30305
03.05.2022 07:00 - 03.05.2022 07:30,31820,31820
03.05.2022 07:30 - 03.05.2022 08:00,32119,32119
03.05.2022 08:00 - 03.05.2022 08:30,32407,32407
03.05.2022 08:30 - 03.05.2022 09:00,32287,32287
03.05.2022 09:00 - 03.05.2022 09:30,32067,32067
03.05.2022 09:30 - 03.05.2022 10:00,31633,31633
03.05.2022 10:00 - 03.05.2022 10:30,31522,31522
03.05.2022 10:30 - 03.05.2022 11:00,31267,31267
03.05.2022 11:00 - 03.05.2022 11:30,31313,31313
03.05.2022 11:30 - 03.05.2022 12:00,30895,30895
03.05.2022 12:00 - 03.05.2022 12:30,30414,30414
03.05.2022 12:30 - 03.05.2022 13:00,30045,30045
03.05.2022 13:00 - 03.05.2022 13:30,29803,29803
03.05.2022 13:30 - 03.05.2022 14:00,29642,29642
03.05.2022 14:00 - 03.05.2022 14:30,29249,29249
03.05.2022 14:30 - 03.05.2022 15:00,29655,29655
03.05.2022 15:00 - 03.05.2022 15:30,30853,30853
03.05.2022 15:30 - 03.05.2022 16:00,31854,31854
03.05.2022 16:00 - 03.05.2022 16:30,32206,32206
03.05.2022 16:30 - 03.05.2022 17:00,32616,32616
03.05.2022 17:00 - 03.05.2022 17:30,32858,32858
03.05.2022 17:30 - 03.05.2022 18:00,32909,32909
03.05.2022 18:00 - 03.05.2022 18:30,32563,32563
03.05.2022 18:30 - 03.05.2022 19:00,32243,32243
03.05.2022 19:00 - 03.05.2022 19:30,31767,31767
03.05.2022 19:30 - 03.05.2022 20:00,31476,31476
03.05.2022 20:00 - 03.05.2022 20:30,30839,30839
03.05.2022 20:30 - 03.05.2022 21:00,29229,29229
03.05.2022 21:00 - 03.05.2022 21:30,27681,27681
03.05.2022 21:30 - 03.05.2022 22:00,26087,26087
03.05.2022 22:00 - 03.05.2022 22:30,24472,24472
03.05.2022 22:30 - 03.05.2022 23:00,23389,23389
03.05.2022 23:00 - 03.05.2022 23:30,22332,22332
03.05.2022 23:30 - 04.05.2022 00:00,21828,21828
04.05.2022 00:00 - 04.05.2022 00:30,21267,21267
04.05.2022 00:30 - 04.05.2022 01:00,21413,21413
04.05.2022 01:00 - 04.05.2022 01:30,21299,21299
04.05.2022 01:30 - 04.05.2022 02:00,21001,21001
04.05.2022 02:00 - 04.05.2022 02:30,20887,20887
04.05.2022 02:30 - 04.05.2022 03:00,20633,20633
04.05.2022 03:00 - 04.05.2022 03:30,20642,20642
04.05.2022 03:30 - 04.05.2022 04:00,20677,20677
04.05.2022 04:00 - 04.05.2022 04:30,21396,21396
04.05.2022 04:30 - 04.05.2022 05:00,22054,22054
04.05.2022 05:00 - 04.05.2022 05:30,24398,24398
04.05.2022 05:30 - 04.05.2022 06:00,26120,26120
04.05.2022 06:00 - 04.05.2022 06:30,28554,28554
04.05.2022 06:30 - 04.05.2022 07:00,30071,30071
04.05.2022 07:00 - 04.05.2022 07:30,31223,31223
04.05.2022 07:30 - 04.05.2022 08:00,31236,31236
04.05.2022 08:00 - 04.05.2022 08:30,30827,30827
04.05.2022 08:30 - 04.05.2022 09:00,30541,30541
04.05.2022 09:00 - 04.05.2022 09:30,30057,30057
04.05.2022 09:30 - 04.05.2022 10:00,29635,29635
04.05.2022 10:00 - 04.05.2022 10:30,29263,29263
04.05.2022 10:30 - 04.05.2022 11:00,29152,29152
04.05.2022 11:00 - 04.05.2022 11:30,29277,29277
04.05.2022 11:30 - 04.05.2022 12:00,29187,29187
04.05.2022 12:00 - 04.05.2022 12:30,28611,28611
04.05.2022 12:30 - 04.05.2022 13:00,28251,28251
04.05.2022 13:00 - 04.05.2022 13:30,28160,28160
04.05.2022 13:30 - 04.05.2022 14:00,28212,28212
04.05.2022 14:00 - 04.05.2022 14:30,27778,27778
04.05.2022 14:30 - 04.05.2022 15:00,28289,28289
04.05.2022 15:00 - 04.05.2022 15:30,28854,28854
04.05.2022 15:30 - 04.05.2022 16:00,29371,29371
04.05.2022 16:00 - 04.05.2022 16:30,30524,30524
04.05.2022 16:30 - 04.05.2022 17:00,30741,30741
04.05.2022 17:00 - 04.05.2022 17:30,31050,31050
04.05.2022 17:30 - 04.05.2022 18:00,31186,31186
04.05.2022 18:00 - 04.05.2022 18:30,31162,31162
04.05.2022 18:30 - 04.05.2022 19:00,30988,30988
04.05.2022 19:00 - 04.05.2022 19:30,30555,30555
04.05.2022 19:30 - 04.05.2022 20:00,30277,30277
04.05.2022 20:00 - 04.05.2022 20:30,29832,29832
04.05.2022 20:30 - 04.05.2022 21:00,28891,28891
04.05.2022 21:00 - 04.05.2022 21:30,27281,27281
04.05.2022 21:30 - 04.05.2022 22:00,25924,25924
04.05.2022 22:00 - 04.05.2022 22:30,24384,24384
04.05.2022 22:30 - 04.05.2022 23:00,23228,23228
04.05.2022 23:00 - 04.05.2022 23:30,22290,22290
04.05.2022 23:30 - 05.05.2022 00:00,21804,21804
05.05.2022 00:00 - 05.05.2022 00:30,21548,21548
05.05.2022 00:30 - 05.05.2022 01:00,21712,21712
05.05.2022 01:00 - 05.05.2022 01:30,21528,21528
05.05.2022 01:30 - 05.05.2022 02:00,21145,21145
05.05.2022 02:00 - 05.05.2022 02:30,20835,20835
05.05.2022 02:30 - 05.05.2022 03:00,20713,20713
05.05.2022 03:00 - 05.05.2022 03:30,20772,20772
05.05.2022 03:30 - 05.05.2022 04:00,20938,20938
05.05.2022 04:00 - 05.05.2022 04:30,21471,21471
05.05.2022 04:30 - 05.05.2022 05:00,22220,22220
05.05.2022 05:00 - 05.05.2022 05:30,24486,24486
05.05.2022 05:30 - 05.05.2022 06:00,26233,26233
05.05.2022 06:00 - 05.05.2022 06:30,27891,27891
05.05.2022 06:30 - 05.05.2022 07:00,29158,29158
05.05.2022 07:00 - 05.05.2022 07:30,29948,29948
05.05.2022 07:30 - 05.05.2022 08:00,29417,29417
05.05.2022 08:00 - 05.05.2022 08:30,28940,28940
05.05.2022 08:30 - 05.05.2022 09:00,28244,28244
05.05.2022 09:00 - 05.05.2022 09:30,27375,27375
05.05.2022 09:30 - 05.05.2022 10:00,26900,26900
05.05.2022 10:00 - 05.05.2022 10:30,26567,26567
05.05.2022 10:30 - 05.05.2022 11:00,26411,26411
05.05.2022 11:00 - 05.05.2022 11:30,26182,26182
05.05.2022 11:30 - 05.05.2022 12:00,25615,25615
05.05.2022 12:00 - 05.05.2022 12:30,25872,25872
05.05.2022 12:30 - 05.05.2022 13:00,25892,25892
05.05.2022 13:00 - 05.05.2022 13:30,25931,25931
05.05.2022 13:30 - 05.05.2022 14:00,25948,25948
05.05.2022 14:00 - 05.05.2022 14:30,26117,26117
05.05.2022 14:30 - 05.05.2022 15:00,26822,26822
05.05.2022 15:00 - 05.05.2022 15:30,27594,27594
05.05.2022 15:30 - 05.05.2022 16:00,28328,28328
05.05.2022 16:00 - 05.05.2022 16:30,29668,29668
05.05.2022 16:30 - 05.05.2022 17:00,30131,30131
05.05.2022 17:00 - 05.05.2022 17:30,30648,30648
05.05.2022 17:30 - 05.05.2022 18:00,31106,31106
05.05.2022 18:00 - 05.05.2022 18:30,31316,31316
05.05.2022 18:30 - 05.05.2022 19:00,31031,31031
05.05.2022 19:00 - 05.05.2022 19:30,30639,30639
05.05.2022 19:30 - 05.05.2022 20:00,30404,30404
05.05.2022 20:00 - 05.05.2022 20:30,29697,29697
05.05.2022 20:30 - 05.05.2022 21:00,28732,28732
05.05.2022 21:00 - 05.05.2022 21:30,27779,27779
05.05.2022 21:30 - 05.05.2022 22:00,26225,26225
05.05.2022 22:00 - 05.05.2022 22:30,24540,24540
05.05.2022 22:30 - 05.05.2022 23:00,23133,23133
05.05.2022 23:00 - 05.05.2022 23:30,22032,22032
05.05.2022 23:30 - 06.05.2022 00:00,21470,21470
06.05.2022 00:00 - 06.05.2022 00:30,21118,21118
06.05.2022 00:30 - 06.05.2022 01:00,20998,20998
06.05.2022 01:00 - 06.05.2022 01:30,20755,20755
06.05.2022 01:30 - 06.05.2022 02:00,20422,20422
06.05.2022 02:00 - 06.05.2022 02:30,20002,20002
06.05.2022 02:30 - 06.05.2022 03:00,19742,19742
06.05.2022 03:00 - 06.05.2022 03:30,19538,19538
06.05.2022 03:30 - 06.05.2022 04:00,19700,19700
06.05.2022 04:00 - 06.05.2022 04:30,20195,20195
06.05.2022 04:30 - 06.05.2022 05:00,20689,20689
06.05.2022 05:00 - 06.05.2022 05:30,22730,22730
06.05.2022 05:30 - 06.05.2022 06:00,24502,24502
06.05.2022 06:00 - 06.05.2022 06:30,26636,26636
06.05.2022 06:30 - 06.05.2022 07:00,27879,27879
06.05.2022 07:00 - 06.05.2022 07:30,28282,28282
06.05.2022 07:30 - 06.05.2022 08:00,27786,27786
06.05.2022 08:00 - 06.05.2022 08:30,27565,27565
06.05.2022 08:30 - 06.05.2022 09:00,26972,26972
06.05.2022 09:00 - 06.05.2022 09:30,26322,26322
06.05.2022 09:30 - 06.05.2022 10:00,25894,25894
06.05.2022 10:00 - 06.05.2022 10:30,25555,25555
06.05.2022 10:30 - 06.05.2022 11:00,25497,25497
06.05.2022 11:00 - 06.05.2022 11:30,25412,25412
06.05.2022 11:30 - 06.05.2022 12:00,25444,25444
06.05.2022 12:00 - 06.05.2022 12:30,25399,25399
06.05.2022 12:30 - 06.05.2022 13:00,25306,25306
06.05.2022 13:00 - 06.05.2022 13:30,25327,25327
06.05.2022 13:30 - 06.05.2022 14:00,25445,25445
06.05.2022 14:00 - 06.05.2022 14:30,25815,25815
06.05.2022 14:30 - 06.05.2022 15:00,26278,26278
06.05.2022 15:00 - 06.05.2022 15:30,27078,27078
06.05.2022 15:30 - 06.05.2022 16:00,28356,28356
06.05.2022 16:00 - 06.05.2022 16:30,29734,29734
06.05.2022 16:30 - 06.05.2022 17:00,29719,29719
06.05.2022 17:00 - 06.05.2022 17:30,30024,30024
06.05.2022 17:30 - 06.05.2022 18:00,30230,30230
06.05.2022 18:00 - 06.05.2022 18:30,30099,30099
06.05.2022 18:30 - 06.05.2022 19:00,29773,29773
06.05.2022 19:00 - 06.05.2022 19:30,29390,29390
06.05.2022 19:30 - 06.05.2022 20:00,28902,28902
06.05.2022 20:00 - 06.05.2022 20:30,28515,28515
06.05.2022 20:30 - 06.05.2022 21:00,27488,27488
06.05.2022 21:00 - 06.05.2022 21:30,25952,25952
06.05.2022 21:30 - 06.05.2022 22:00,24601,24601
06.05.2022 22:00 - 06.05.2022 22:30,23202,23202
06.05.2022 22:30 - 06.05.2022 23:00,22265,22265
06.05.2022 23:00 - 06.05.2022 23:30,21292,21292
06.05.2022 23:30 - 07.05.2022 00:00,20543,20543
07.05.2022 00:00 - 07.05.2022 00:30,20086,20086
07.05.2022 00:30 - 07.05.2022 01:00,20052,20052
07.05.2022 01:00 - 07.05.2022 01:30,19616,19616
07.05.2022 01:30 - 07.05.2022 02:00,19406,19406
07.05.2022 02:00 - 07.05.2022 02:30,19109,19109
07.05.2022 02:30 - 07.05.2022 03:00,19039,19039
07.05.2022 03:00 - 07.05.2022 03:30,19024,19024
07.05.2022 03:30 - 07.05.2022 04:00,19004,19004
07.05.2022 04:00 - 07.05.2022 04:30,18919,18919
07.05.2022 04:30 - 07.05.2022 05:00,18997,18997
07.05.2022 05:00 - 07.05.2022 05:30,19752,19752
07.05.2022 05:30 - 07.05.2022 06:00,20173,20173
07.05.2022 06:00 - 07.05.2022 06:30,21149,21149
07.05.2022 06:30 - 07.05.2022 07:00,21798,21798
07.05.2022 07:00 - 07.05.2022 07:30,22618,22618
07.05.2022 07:30 - 07.05.2022 08:00,22897,22897
07.05.2022 08:00 - 07.05.2022 08:30,23265,23265
07.05.2022 08:30 - 07.05.2022 09:00,23288,23288
07.05.2022 09:00 - 07.05.2022 09:30,23332,23332
07.05.2022 09:30 - 07.05.2022 10:00,23089,23089
07.05.2022 10:00 - 07.05.2022 10:30,22958,22958
07.05.2022 10:30 - 07.05.2022 11:00,22843,22843
07.05.2022 11:00 - 07.05.2022 11:30,22828,22828
07.05.2022 11:30 - 07.05.2022 12:00,22676,22676
07.05.2022 12:00 - 07.05.2022 12:30,22212,22212
07.05.2022 12:30 - 07.05.2022 13:00,21771,21771
07.05.2022 13:00 - 07.05.2022 13:30,21702,21702
07.05.2022 13:30 - 07.05.2022 14:00,21477,21477
07.05.2022 14:00 - 07.05.2022 14:30,21445,21445
07.05.2022 14:30 - 07.05.2022 15:00,21681,21681
07.05.2022 15:00 - 07.05.2022 15:30,22510,22510
07.05.2022 15:30 - 07.05.2022 16:00,23519,23519
07.05.2022 16:00 - 07.05.2022 16:30,24578,24578
07.05.2022 16:30 - 07.05.2022 17:00,25240,25240
07.05.2022 17:00 - 07.05.2022 17:30,26089,26089
07.05.2022 17:30 - 07.05.2022 18:00,26385,26385
07.05.2022 18:00 - 07.05.2022 18:30,26684,26684
07.05.2022 18:30 - 07.05.2022 19:00,26740,26740
07.05.2022 19:00 - 07.05.2022 19:30,26488,26488
07.05.2022 19:30 - 07.05.2022 20:00,26446,26446
07.05.2022 20:00 - 07.05.2022 20:30,26295,26295
07.05.2022 20:30 - 07.05.2022 21:00,25698,25698
07.05.2022 21:00 - 07.05.2022 21:30,24790,24790
07.05.2022 21:30 - 07.05.2022 22:00,23879,23879
07.05.2022 22:00 - 07.05.2022 22:30,22742,22742
07.05.2022 22:30 - 07.05.2022 23:00,21759,21759
07.05.2022 23:00 - 07.05.2022 23:30,20773,20773
07.05.2022 23:30 - 08.05.2022 00:00,20306,20306
08.05.2022 00:00 - 08.05.2022 00:30,19837,19837
08.05.2022 00:30 - 08.05.2022 01:00,19694,19694
08.05.2022 01:00 - 08.05.2022 01:30,19393,19393
08.05.2022 01:30 - 08.05.2022 02:00,19048,19048
08.05.2022 02:00 - 08.05.2022 02:30,18671,18671
08.05.2022 02:30 - 08.05.2022 03:00,18469,18469
08.05.2022 03:00 - 08.05.2022 03:30,18398,18398
08.05.2022 03:30 - 08.05.2022 04:00,18136,18136
08.05.2022 04:00 - 08.05.2022 04:30,17941,17941
08.05.2022 04:30 - 08.05.2022 05:00,17798,17798
08.05.2022 05:00 - 08.05.2022 05:30,18255,18255
08.05.2022 05:30 - 08.05.2022 06:00,18603,18603
08.05.2022 06:00 - 08.05.2022 06:30,19356,19356
08.05.2022 06:30 - 08.05.2022 07:00,19724,19724
08.05.2022 07:00 - 08.05.2022 07:30,20586,20586
08.05.2022 07:30 - 08.05.2022 08:00,20882,20882
08.05.2022 08:00 - 08.05.2022 08:30,21334,21334
08.05.2022 08:30 - 08.05.2022 09:00,21098,21098
08.05.2022 09:00 - 08.05.2022 09:30,21078,21078
08.05.2022 09:30 - 08.05.2022 10:00,20756,20756
08.05.2022 10:00 - 08.05.2022 10:30,20436,20436
08.05.2022 10:30 - 08.05.2022 11:00,20047,20047
08.05.2022 11:00 - 08.05.2022 11:30,20060,20060
08.05.2022 11:30 - 08.05.2022 12:00,19851,19851
08.05.2022 12:00 - 08.05.2022 12:30,19484,19484
08.05.2022 12:30 - 08.05.2022 13:00,19043,19043
08.05.2022 13:00 - 08.05.2022 13:30,18771,18771
08.05.2022 13:30 - 08.05.2022 14:00,18866,18866
08.05.2022 14:00 - 08.05.2022 14:30,19253,19253
08.05.2022 14:30 - 08.05.2022 15:00,19711,19711
08.05.2022 15:00 - 08.05.2022 15:30,20779,20779
08.05.2022 15:30 - 08.05.2022 16:00,22564,22564
08.05.2022 16:00 - 08.05.2022 16:30,24102,24102
08.05.2022 16:30 - 08.05.2022 17:00,25189,25189
08.05.2022 17:00 - 08.05.2022 17:30,26036,26036
08.05.2022 17:30 - 08.05.2022 18:00,26452,26452
08.05.2022 18:00 - 08.05.2022 18:30,26691,26691
08.05.2022 18:30 - 08.05.2022 19:00,26730,26730
08.05.2022 19:00 - 08.05.2022 19:30,26552,26552
08.05.2022 19:30 - 08.05.2022 20:00,26529,26529
08.05.2022 20:00 - 08.05.2022 20:30,26321,26321
08.05.2022 20:30 - 08.05.2022 21:00,25395,25395
08.05.2022 21:00 - 08.05.2022 21:30,24640,24640
08.05.2022 21:30 - 08.05.2022 22:00,23043,23043
08.05.2022 22:00 - 08.05.2022 22:30,21567,21567
08.05.2022 22:30 - 08.05.2022 23:00,20423,20423
08.05.2022 23:00 - 08.05.2022 23:30,19538,19538
08.05.2022 23:30 - 09.05.2022 00:00,18990,18990
09.05.2022 00:00 - 09.05.2022 00:30,19010,19010
09.05.2022 00:30 - 09.05.2022 01:00,18998,18998
09.05.2022 01:00 - 09.05.2022 01:30,18720,18720
09.05.2022 01:30 - 09.05.2022 02:00,18345,18345
09.05.2022 02:00 - 09.05.2022 02:30,18075,18075
09.05.2022 02:30 - 09.05.2022 03:00,17923,17923
09.05.2022 03:00 - 09.05.2022 03:30,18008,18008
09.05.2022 03:30 - 09.05.2022 04:00,18105,18105
09.05.2022 04:00 - 09.05.2022 04:30,18519,18519
09.05.2022 04:30 - 09.05.2022 05:00,19367,19367
09.05.2022 05:00 - 09.05.2022 05:30,21596,21596
09.05.2022 05:30 - 09.05.2022 06:00,23787,23787
09.05.2022 06:00 - 09.05.2022 06:30,25733,25733
09.05.2022 06:30 - 09.05.2022 07:00,26642,26642
09.05.2022 07:00 - 09.05.2022 07:30,27131,27131
09.05.2022 07:30 - 09.05.2022 08:00,26773,26773
09.05.2022 08:00 - 09.05.2022 08:30,26867,26867
09.05.2022 08:30 - 09.05.2022 09:00,26330,26330
09.05.2022 09:00 - 09.05.2022 09:30,25324,25324
09.05.2022 09:30 - 09.05.2022 10:00,24853,24853
09.05.2022 10:00 - 09.05.2022 10:30,24631,24631
09.05.2022 10:30 - 09.05.2022 11:00,24309,24309
09.05.2022 11:00 - 09.05.2022 11:30,23806,23806
09.05.2022 11:30 - 09.05.2022 12:00,23620,23620
09.05.2022 12:00 - 09.05.2022 12:30,23464,23464
09.05.2022 12:30 - 09.05.2022 13:00,23326,23326
09.05.2022 13:00 - 09.05.2022 13:30,23415,23415
09.05.2022 13:30 - 09.05.2022 14:00,23587,23587
09.05.2022 14:00 - 09.05.2022 14:30,24068,24068
09.05.2022 14:30 - 09.05.2022 15:00,24921,24921
09.05.2022 15:00 - 09.05.2022 15:30,26169,26169
09.05.2022 15:30 - 09.05.2022 16:00,27193,27193
09.05.2022 16:00 - 09.05.2022 16:30,28091,28091
09.05.2022 16:30 - 09.05.2022 17:00,29027,29027
09.05.2022 17:00 - 09.05.2022 17:30,29158,29158
09.05.2022 17:30 - 09.05.2022 18:00,29100,29100
09.05.2022 18:00 - 09.05.2022 18:30,29165,29165
09.05.2022 18:30 - 09.05.2022 19:00,28689,28689
09.05.2022 19:00 - 09.05.2022 19:30,28315,28315
09.05.2022 19:30 - 09.05.2022 20:00,27847,27847
09.05.2022 20:00 - 09.05.2022 20:30,27279,27279
09.05.2022 20:30 - 09.05.2022 21:00,25993,25993
09.05.2022 21:00 - 09.05.2022 21:30,24442,24442
09.05.2022 21:30 - 09.05.2022 22:00,22862,22862
09.05.2022 22:00 - 09.05.2022 22:30,21099,21099
09.05.2022 22:30 - 09.05.2022 23:00,19876,19876
09.05.2022 23:00 - 09.05.2022 23:30,18705,18705
09.05.2022 23:30 - 10.05.2022 00:00,18505,18505
10.05.2022 00:00 - 10.05.2022 00:30,18436,18436
10.05.2022 00:30 - 10.05.2022 01:00,18496,18496
10.05.2022 01:00 - 10.05.2022 01:30,18276,18276
10.05.2022 01:30 - 10.05.2022 02:00,17975,17975
10.05.2022 02:00 - 10.05.2022 02:30,17674,17674
10.05.2022 02:30 - 10.05.2022 03:00,17716,17716
10.05.2022 03:00 - 10.05.2022 03:30,17807,17807
10.05.2022 03:30 - 10.05.2022 04:00,18051,18051
10.05.2022 04:00 - 10.05.2022 04:30,18367,18367
10.05.2022 04:30 - 10.05.2022 05:00,19298,19298
10.05.2022 05:00 - 10.05.2022 05:30,21362,21362
10.05.2022 05:30 - 10.05.2022 06:00,23530,23530
10.05.2022 06:00 - 10.05.2022 06:30,25821,25821
10.05.2022 06:30 - 10.05.2022 07:00,27103,27103
10.05.2022 07:00 - 10.05.2022 07:30,27612,27612
10.05.2022 07:30 - 10.05.2022 08:00,27344,27344
10.05.2022 08:00 - 10.05.2022 08:30,27372,27372
10.05.2022 08:30 - 10.05.2022 09:00,26512,26512
10.05.2022 09:00 - 10.05.2022 09:30,25873,25873
10.05.2022 09:30 - 10.05.2022 10:00,25550,25550
10.05.2022 10:00 - 10.05.2022 10:30,25156,25156
10.05.2022 10:30 - 10.05.2022 11:00,24732,24732
10.05.2022 11:00 - 10.05.2022 11:30,24977,24977
10.05.2022 11:30 - 10.05.2022 12:00,24430,24430
10.05.2022 12:00 - 10.05.2022 12:30,24052,24052
10.05.2022 12:30 - 10.05.2022 13:00,23143,23143
10.05.2022 13:00 - 10.05.2022 13:30,22283,22283
10.05.2022 13:30 - 10.05.2022 14:00,22067,22067
10.05.2022 14:00 - 10.05.2022 14:30,21855,21855
10.05.2022 14:30 - 10.05.2022 15:00,22546,22546
10.05.2022 15:00 - 10.05.2022 15:30,23378,23378
10.05.2022 15:30 - 10.05.2022 16:00,24778,24778
10.05.2022 16:00 - 10.05.2022 16:30,26042,26042
10.05.2022 16:30 - 10.05.2022 17:00,27086,27086
10.05.2022 17:00 - 10.05.2022 17:30,27676,27676
10.05.2022 17:30 - 10.05.2022 18:00,28144,28144
10.05.2022 18:00 - 10.05.2022 18:30,28509,28509
10.05.2022 18:30 - 10.05.2022 19:00,28148,28148
10.05.2022 19:00 - 10.05.2022 19:30,28174,28174
10.05.2022 19:30 - 10.05.2022 20:00,27725,27725
10.05.2022 20:00 - 10.05.2022 20:30,27460,27460
10.05.2022 20:30 - 10.05.2022 21:00,26733,26733
10.05.2022 21:00 - 10.05.2022 21:30,25321,25321
10.05.2022 21:30 - 10.05.2022 22:00,23782,23782
10.05.2022 22:00 - 10.05.2022 22:30,21916,21916
10.05.2022 22:30 - 10.05.2022 23:00,20579,20579
10.05.2022 23:00 - 10.05.2022 23:30,19416,19416
10.05.2022 23:30 - 11.05.2022 00:00,18723,18723
11.05.2022 00:00 - 11.05.2022 00:30,18373,18373
11.05.2022 00:30 - 11.05.2022 01:00,18298,18298
11.05.2022 01:00 - 11.05.2022 01:30,17874,17874
11.05.2022 01:30 - 11.05.2022 02:00,17534,17534
11.05.2022 02:00 - 11.05.2022 02:30,17502,17502
11.05.2022 02:30 - 11.05.2022 03:00,17531,17531
11.05.2022 03:00 - 11.05.2022 03:30,17379,17379
11.05.2022 03:30 - 11.05.2022 04:00,17445,17445
11.05.2022 04:00 - 11.05.2022 04:30,17960,17960
11.05.2022 04:30 - 11.05.2022 05:00,18779,18779
11.05.2022 05:00 - 11.05.2022 05:30,21256,21256
11.05.2022 05:30 - 11.05.2022 06:00,23158,23158
11.05.2022 06:00 - 11.05.2022 06:30,25758,25758
11.05.2022 06:30 - 11.05.2022 07:00,27158,27158
11.05.2022 07:00 - 11.05.2022 07:30,28105,28105
11.05.2022 07:30 - 11.05.2022 08:00,28416,28416
11.05.2022 08:00 - 11.05.2022 08:30,28980,28980
11.05.2022 08:30 - 11.05.2022 09:00,28900,28900
11.05.2022 09:00 - 11.05.2022 09:30,29117,29117
11.05.2022 09:30 - 11.05.2022 10:00,29544,29544
11.05.2022 10:00 - 11.05.2022 10:30,29560,29560
11.05.2022 10:30 - 11.05.2022 11:00,29510,29510
11.05.2022 11:00 - 11.05.2022 11:30,29427,29427
11.05.2022 11:30 - 11.05.2022 12:00,29011,29011
11.05.2022 12:00 - 11.05.2022 12:30,28543,28543
11.05.2022 12:30 - 11.05.2022 13:00,27934,27934
11.05.2022 13:00 - 11.05.2022 13:30,27424,27424
11.05.2022 13:30 - 11.05.2022 14:00,26721,26721
11.05.2022 14:00 - 11.05.2022 14:30,26203,26203
11.05.2022 14:30 - 11.05.2022 15:00,26668,26668
