MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Current / France (FR),Generation - Wind Offshore  [MW] Day Ahead/ France (FR),Generation - Wind Offshore  [MW] Intraday / France (FR),Generation - Wind Offshore  [MW] Current / France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Current / France (FR)
23.09.2022 19:00 - 23.09.2022 20:00,471,471,488,n/e,n/e,n/e,1072,1072,1289
23.09.2022 20:00 - 23.09.2022 21:00,0,0,0,n/e,n/e,n/e,1096,1096,1398
23.09.2022 21:00 - 23.09.2022 22:00,0,0,0,n/e,n/e,n/e,1169,1169,1465
23.09.2022 22:00 - 23.09.2022 23:00,0,0,0,n/e,n/e,n/e,1242,1242,1532
23.09.2022 23:00 - 24.09.2022 00:00,0,0,0,n/e,n/e,n/e,1316,1316,1600
24.09.2022 00:00 - 24.09.2022 01:00,0,0,0,n/e,n/e,n/e,1597,1597,1359
24.09.2022 01:00 - 24.09.2022 02:00,0,0,0,n/e,n/e,n/e,1610,1610,1361
24.09.2022 02:00 - 24.09.2022 03:00,0,0,0,n/e,n/e,n/e,1626,1626,1364
24.09.2022 03:00 - 24.09.2022 04:00,0,0,0,n/e,n/e,n/e,1636,1636,1399
24.09.2022 04:00 - 24.09.2022 05:00,0,0,0,n/e,n/e,n/e,1649,1649,1435
24.09.2022 05:00 - 24.09.2022 06:00,0,0,0,n/e,n/e,n/e,1662,1662,1472
24.09.2022 06:00 - 24.09.2022 07:00,0,0,0,n/e,n/e,n/e,1669,1669,1477
24.09.2022 07:00 - 24.09.2022 08:00,0,0,0,n/e,n/e,n/e,1678,1678,1439
24.09.2022 08:00 - 24.09.2022 09:00,23,23,24,n/e,n/e,n/e,1688,1688,1490
24.09.2022 09:00 - 24.09.2022 10:00,784,784,873,n/e,n/e,n/e,1673,1673,1355
24.09.2022 10:00 - 24.09.2022 11:00,2317,2317,2558,n/e,n/e,n/e,1659,1659,1177
24.09.2022 11:00 - 24.09.2022 12:00,3782,3782,4214,n/e,n/e,n/e,1646,1646,1108
24.09.2022 12:00 - 24.09.2022 13:00,5227,5227,5553,n/e,n/e,n/e,1800,1800,1161
24.09.2022 13:00 - 24.09.2022 14:00,6379,6379,6027,n/e,n/e,n/e,1955,1955,1218
24.09.2022 14:00 - 24.09.2022 15:00,6668,6668,6227,n/e,n/e,n/e,2110,2110,1277
24.09.2022 15:00 - 24.09.2022 16:00,6517,6517,5879,n/e,n/e,n/e,2433,2433,1653
24.09.2022 16:00 - 24.09.2022 17:00,5547,5547,4961,n/e,n/e,n/e,2757,2757,2032
24.09.2022 17:00 - 24.09.2022 18:00,4036,4036,3440,n/e,n/e,n/e,3082,3082,2411
24.09.2022 18:00 - 24.09.2022 19:00,2270,2270,1940,n/e,n/e,n/e,3041,3041,2603
24.09.2022 19:00 - 24.09.2022 20:00,550,550,495,n/e,n/e,n/e,3000,3000,2798
24.09.2022 20:00 - 24.09.2022 21:00,0,0,0,n/e,n/e,n/e,2960,2960,2994
24.09.2022 21:00 - 24.09.2022 22:00,0,0,0,n/e,n/e,n/e,2919,2919,2984
24.09.2022 22:00 - 24.09.2022 23:00,0,0,0,n/e,n/e,n/e,2877,2877,2975
24.09.2022 23:00 - 25.09.2022 00:00,0,0,0,n/e,n/e,n/e,2836,2836,2965
25.09.2022 00:00 - 25.09.2022 01:00,0,0,0,n/e,n/e,n/e,3314,3314,2825
25.09.2022 01:00 - 25.09.2022 02:00,0,0,0,n/e,n/e,n/e,3405,3405,2854
25.09.2022 02:00 - 25.09.2022 03:00,0,0,0,n/e,n/e,n/e,3497,3497,2884
25.09.2022 03:00 - 25.09.2022 04:00,0,0,0,n/e,n/e,n/e,3441,3441,2833
25.09.2022 04:00 - 25.09.2022 05:00,0,0,0,n/e,n/e,n/e,3384,3384,2783
25.09.2022 05:00 - 25.09.2022 06:00,0,0,0,n/e,n/e,n/e,3327,3327,2733
25.09.2022 06:00 - 25.09.2022 07:00,0,0,0,n/e,n/e,n/e,3201,3201,2690
25.09.2022 07:00 - 25.09.2022 08:00,0,0,0,n/e,n/e,n/e,3076,3076,2826
25.09.2022 08:00 - 25.09.2022 09:00,23,23,24,n/e,n/e,n/e,2951,2951,2750
25.09.2022 09:00 - 25.09.2022 10:00,1022,1022,994,n/e,n/e,n/e,2664,2664,2468
25.09.2022 10:00 - 25.09.2022 11:00,3230,3230,3058,n/e,n/e,n/e,2377,2377,2293
25.09.2022 11:00 - 25.09.2022 12:00,5464,5464,5052,n/e,n/e,n/e,2091,2091,2020
25.09.2022 12:00 - 25.09.2022 13:00,7064,7064,6498,n/e,n/e,n/e,2057,2057,1950
25.09.2022 13:00 - 25.09.2022 14:00,7651,7651,7374,n/e,n/e,n/e,2024,2024,1890
25.09.2022 14:00 - 25.09.2022 15:00,7894,7894,7447,n/e,n/e,n/e,1991,1991,1833
25.09.2022 15:00 - 25.09.2022 16:00,7449,7449,7292,n/e,n/e,n/e,2085,2085,1886
25.09.2022 16:00 - 25.09.2022 17:00,6554,6554,6359,n/e,n/e,n/e,2178,2178,1943
25.09.2022 17:00 - 25.09.2022 18:00,5066,5066,4841,n/e,n/e,n/e,2270,2270,2001
25.09.2022 18:00 - 25.09.2022 19:00,2815,2815,2699,n/e,n/e,n/e,2227,2227,2112
25.09.2022 19:00 - 25.09.2022 20:00,667,667,660,n/e,n/e,n/e,2183,2183,2225
25.09.2022 20:00 - 25.09.2022 21:00,0,0,0,n/e,n/e,n/e,2140,2140,2338
25.09.2022 21:00 - 25.09.2022 22:00,0,0,0,n/e,n/e,n/e,2030,2030,2170
25.09.2022 22:00 - 25.09.2022 23:00,0,0,0,n/e,n/e,n/e,1921,1921,2001
25.09.2022 23:00 - 26.09.2022 00:00,0,0,0,n/e,n/e,n/e,1811,1811,1835
26.09.2022 00:00 - 26.09.2022 01:00,0,0,0,n/e,n/e,n/e,2251,2251,2087
26.09.2022 01:00 - 26.09.2022 02:00,0,0,0,n/e,n/e,n/e,2367,2367,2378
26.09.2022 02:00 - 26.09.2022 03:00,0,0,0,n/e,n/e,n/e,2485,2485,2669
26.09.2022 03:00 - 26.09.2022 04:00,0,0,0,n/e,n/e,n/e,2934,2934,3018
26.09.2022 04:00 - 26.09.2022 05:00,0,0,0,n/e,n/e,n/e,3384,3384,3367
26.09.2022 05:00 - 26.09.2022 06:00,0,0,0,n/e,n/e,n/e,3834,3834,3716
26.09.2022 06:00 - 26.09.2022 07:00,0,0,0,n/e,n/e,n/e,4356,4356,4269
26.09.2022 07:00 - 26.09.2022 08:00,0,0,0,n/e,n/e,n/e,4880,4880,4827
26.09.2022 08:00 - 26.09.2022 09:00,27,27,26,n/e,n/e,n/e,5403,5403,5383
26.09.2022 09:00 - 26.09.2022 10:00,1111,1111,1100,n/e,n/e,n/e,6322,6322,6380
26.09.2022 10:00 - 26.09.2022 11:00,3179,3179,3086,n/e,n/e,n/e,7242,7242,7652
26.09.2022 11:00 - 26.09.2022 12:00,4951,4951,4985,n/e,n/e,n/e,8161,8161,8566
26.09.2022 12:00 - 26.09.2022 13:00,6286,6286,6302,n/e,n/e,n/e,9345,9345,9939
26.09.2022 13:00 - 26.09.2022 14:00,6777,6777,6998,n/e,n/e,n/e,10529,10529,11320
26.09.2022 14:00 - 26.09.2022 15:00,7008,7008,7113,n/e,n/e,n/e,11714,11714,12709
26.09.2022 15:00 - 26.09.2022 16:00,6703,6703,6570,n/e,n/e,n/e,11242,11242,12299
26.09.2022 16:00 - 26.09.2022 17:00,5597,5597,5528,n/e,n/e,n/e,10770,10770,11892
26.09.2022 17:00 - 26.09.2022 18:00,4205,4205,3939,n/e,n/e,n/e,10297,10297,11487
26.09.2022 18:00 - 26.09.2022 19:00,2231,2231,2109,n/e,n/e,n/e,9646,9646,10662
26.09.2022 19:00 - 26.09.2022 20:00,493,493,469,n/e,n/e,n/e,8995,8995,9839
26.09.2022 20:00 - 26.09.2022 21:00,0,0,0,n/e,n/e,n/e,8345,8345,9017
26.09.2022 21:00 - 26.09.2022 22:00,0,0,0,n/e,n/e,n/e,7894,7894,8713
26.09.2022 22:00 - 26.09.2022 23:00,0,0,0,n/e,n/e,n/e,7444,7444,8409
26.09.2022 23:00 - 27.09.2022 00:00,0,0,0,n/e,n/e,n/e,6994,6994,8107
27.09.2022 00:00 - 27.09.2022 01:00,0,0,0,n/e,n/e,n/e,7084,7084,6907
27.09.2022 01:00 - 27.09.2022 02:00,0,0,0,n/e,n/e,n/e,6891,6891,6699
27.09.2022 02:00 - 27.09.2022 03:00,0,0,0,n/e,n/e,n/e,6699,6699,6486
27.09.2022 03:00 - 27.09.2022 04:00,0,0,0,n/e,n/e,n/e,6523,6523,6236
27.09.2022 04:00 - 27.09.2022 05:00,0,0,0,n/e,n/e,n/e,6345,6345,5979
27.09.2022 05:00 - 27.09.2022 06:00,0,0,0,n/e,n/e,n/e,6167,6167,5722
27.09.2022 06:00 - 27.09.2022 07:00,0,0,0,n/e,n/e,n/e,5957,5957,5632
27.09.2022 07:00 - 27.09.2022 08:00,0,0,0,n/e,n/e,n/e,5745,5745,5963
27.09.2022 08:00 - 27.09.2022 09:00,18,18,18,n/e,n/e,n/e,5535,5535,5974
27.09.2022 09:00 - 27.09.2022 10:00,1067,1067,1018,n/e,n/e,n/e,5517,5517,6117
27.09.2022 10:00 - 27.09.2022 11:00,3136,3136,3026,n/e,n/e,n/e,5499,5499,6622
27.09.2022 11:00 - 27.09.2022 12:00,4887,4887,4895,n/e,n/e,n/e,5480,5480,6901
27.09.2022 12:00 - 27.09.2022 13:00,6310,6310,6112,n/e,n/e,n/e,6456,6456,7773
27.09.2022 13:00 - 27.09.2022 14:00,6857,6857,6755,n/e,n/e,n/e,7431,7431,8647
27.09.2022 14:00 - 27.09.2022 15:00,6860,6860,6765,n/e,n/e,n/e,8406,8406,9522
27.09.2022 15:00 - 27.09.2022 16:00,6413,6413,6251,n/e,n/e,n/e,8497,8497,9239
27.09.2022 16:00 - 27.09.2022 17:00,5219,5219,4851,n/e,n/e,n/e,8588,8588,8959
27.09.2022 17:00 - 27.09.2022 18:00,3824,3824,3520,n/e,n/e,n/e,8680,8680,8676
27.09.2022 18:00 - 27.09.2022 19:00,2092,2092,1909,n/e,n/e,n/e,8637,8637,8216
27.09.2022 19:00 - 27.09.2022 20:00,449,449,423,n/e,n/e,n/e,8595,8595,7759
27.09.2022 20:00 - 27.09.2022 21:00,0,0,0,n/e,n/e,n/e,8553,8553,7303
27.09.2022 21:00 - 27.09.2022 22:00,0,0,0,n/e,n/e,n/e,8792,8792,7683
27.09.2022 22:00 - 27.09.2022 23:00,0,0,0,n/e,n/e,n/e,9030,9030,8062
27.09.2022 23:00 - 28.09.2022 00:00,0,0,0,n/e,n/e,n/e,9270,9270,8442
28.09.2022 00:00 - 28.09.2022 01:00,0,0,0,n/e,n/e,n/e,7485,7485,7555
28.09.2022 01:00 - 28.09.2022 02:00,0,0,0,n/e,n/e,n/e,7079,7079,7086
28.09.2022 02:00 - 28.09.2022 03:00,0,0,0,n/e,n/e,n/e,6675,6675,6609
28.09.2022 03:00 - 28.09.2022 04:00,0,0,0,n/e,n/e,n/e,6444,6444,6256
28.09.2022 04:00 - 28.09.2022 05:00,0,0,0,n/e,n/e,n/e,6214,6214,5898
28.09.2022 05:00 - 28.09.2022 06:00,0,0,0,n/e,n/e,n/e,5983,5983,5536
28.09.2022 06:00 - 28.09.2022 07:00,0,0,0,n/e,n/e,n/e,5605,5605,5206
28.09.2022 07:00 - 28.09.2022 08:00,0,0,0,n/e,n/e,n/e,5225,5225,4940
28.09.2022 08:00 - 28.09.2022 09:00,8,8,10,n/e,n/e,n/e,4845,4845,4682
28.09.2022 09:00 - 28.09.2022 10:00,824,824,816,n/e,n/e,n/e,4310,4310,4307
28.09.2022 10:00 - 28.09.2022 11:00,2674,2674,2579,n/e,n/e,n/e,3775,3775,3872
28.09.2022 11:00 - 28.09.2022 12:00,4372,4372,4218,n/e,n/e,n/e,3241,3241,3601
28.09.2022 12:00 - 28.09.2022 13:00,5355,5355,5272,n/e,n/e,n/e,3255,3255,3645
28.09.2022 13:00 - 28.09.2022 14:00,5785,5785,6003,n/e,n/e,n/e,3269,3269,3684
28.09.2022 14:00 - 28.09.2022 15:00,5548,5548,5860,n/e,n/e,n/e,3285,3285,3719
28.09.2022 15:00 - 28.09.2022 16:00,5253,5253,5669,n/e,n/e,n/e,3425,3425,3690
28.09.2022 16:00 - 28.09.2022 17:00,4569,4569,4724,n/e,n/e,n/e,3565,3565,3661
28.09.2022 17:00 - 28.09.2022 18:00,3524,3524,3355,n/e,n/e,n/e,3706,3706,3633
28.09.2022 18:00 - 28.09.2022 19:00,1877,1877,1803,n/e,n/e,n/e,3585,3585,3425
28.09.2022 19:00 - 28.09.2022 20:00,388,388,373,n/e,n/e,n/e,3465,3465,3216
28.09.2022 20:00 - 28.09.2022 21:00,0,0,0,n/e,n/e,n/e,3345,3345,3009
28.09.2022 21:00 - 28.09.2022 22:00,0,0,0,n/e,n/e,n/e,3250,3250,2972
28.09.2022 22:00 - 28.09.2022 23:00,0,0,0,n/e,n/e,n/e,3153,3153,2936
28.09.2022 23:00 - 29.09.2022 00:00,0,0,0,n/e,n/e,n/e,3056,3056,2899
29.09.2022 00:00 - 29.09.2022 01:00,0,0,0,n/e,n/e,n/e,2542,2542,2530
29.09.2022 01:00 - 29.09.2022 02:00,0,0,0,n/e,n/e,n/e,2464,2464,2433
29.09.2022 02:00 - 29.09.2022 03:00,0,0,0,n/e,n/e,n/e,2385,2385,2335
29.09.2022 03:00 - 29.09.2022 04:00,0,0,0,n/e,n/e,n/e,2219,2219,2190
29.09.2022 04:00 - 29.09.2022 05:00,0,0,0,n/e,n/e,n/e,2053,2053,2044
29.09.2022 05:00 - 29.09.2022 06:00,0,0,0,n/e,n/e,n/e,1887,1887,1898
29.09.2022 06:00 - 29.09.2022 07:00,0,0,0,n/e,n/e,n/e,1701,1701,1665
29.09.2022 07:00 - 29.09.2022 08:00,0,0,0,n/e,n/e,n/e,1515,1515,1403
29.09.2022 08:00 - 29.09.2022 09:00,5,5,6,n/e,n/e,n/e,1330,1330,1212
29.09.2022 09:00 - 29.09.2022 10:00,662,662,682,n/e,n/e,n/e,1256,1256,1124
29.09.2022 10:00 - 29.09.2022 11:00,2363,2363,2506,n/e,n/e,n/e,1182,1182,1229
29.09.2022 11:00 - 29.09.2022 12:00,3992,3992,4205,n/e,n/e,n/e,1109,1109,1135
29.09.2022 12:00 - 29.09.2022 13:00,5468,5468,5426,n/e,n/e,n/e,1231,1231,1160
29.09.2022 13:00 - 29.09.2022 14:00,6364,6364,6098,n/e,n/e,n/e,1353,1353,1188
29.09.2022 14:00 - 29.09.2022 15:00,6577,6577,6190,n/e,n/e,n/e,1477,1477,1222
29.09.2022 15:00 - 29.09.2022 16:00,5994,5994,6039,n/e,n/e,n/e,1535,1535,1219
29.09.2022 16:00 - 29.09.2022 17:00,5010,5010,5061,n/e,n/e,n/e,1596,1596,1218
29.09.2022 17:00 - 29.09.2022 18:00,3759,3759,3872,n/e,n/e,n/e,1659,1659,1219
29.09.2022 18:00 - 29.09.2022 19:00,2021,2021,2048,n/e,n/e,n/e,1667,1667,1262
29.09.2022 19:00 - 29.09.2022 20:00,417,417,417,n/e,n/e,n/e,1674,1674,1307
29.09.2022 20:00 - 29.09.2022 21:00,0,0,0,n/e,n/e,n/e,1681,1681,1353
29.09.2022 21:00 - 29.09.2022 22:00,0,0,0,n/e,n/e,n/e,1699,1699,1443
29.09.2022 22:00 - 29.09.2022 23:00,0,0,0,n/e,n/e,n/e,1717,1717,1534
29.09.2022 23:00 - 30.09.2022 00:00,0,0,0,n/e,n/e,n/e,1734,1734,1626
30.09.2022 00:00 - 30.09.2022 01:00,0,0,0,n/e,n/e,n/e,1812,1812,1956
30.09.2022 01:00 - 30.09.2022 02:00,0,0,0,n/e,n/e,n/e,1828,1828,1905
30.09.2022 02:00 - 30.09.2022 03:00,0,0,0,n/e,n/e,n/e,1845,1845,1855
30.09.2022 03:00 - 30.09.2022 04:00,0,0,0,n/e,n/e,n/e,1715,1715,1726
30.09.2022 04:00 - 30.09.2022 05:00,0,0,0,n/e,n/e,n/e,1586,1586,1599
30.09.2022 05:00 - 30.09.2022 06:00,0,0,0,n/e,n/e,n/e,1459,1459,1471
30.09.2022 06:00 - 30.09.2022 07:00,0,0,0,n/e,n/e,n/e,1471,1471,1422
30.09.2022 07:00 - 30.09.2022 08:00,0,0,0,n/e,n/e,n/e,1483,1483,1266
30.09.2022 08:00 - 30.09.2022 09:00,4,4,3,n/e,n/e,n/e,1494,1494,1308
30.09.2022 09:00 - 30.09.2022 10:00,891,891,875,n/e,n/e,n/e,1560,1560,1489
30.09.2022 10:00 - 30.09.2022 11:00,3099,3099,3085,n/e,n/e,n/e,1626,1626,1693
30.09.2022 11:00 - 30.09.2022 12:00,5162,5162,5234,n/e,n/e,n/e,1695,1695,1839
30.09.2022 12:00 - 30.09.2022 13:00,6795,6795,6852,n/e,n/e,n/e,1845,1845,2130
30.09.2022 13:00 - 30.09.2022 14:00,8164,8164,8007,n/e,n/e,n/e,1997,1997,2426
30.09.2022 14:00 - 30.09.2022 15:00,8515,8515,8407,n/e,n/e,n/e,2149,2149,2725
30.09.2022 15:00 - 30.09.2022 16:00,8277,8277,7971,n/e,n/e,n/e,2822,2822,3715
30.09.2022 16:00 - 30.09.2022 17:00,7142,7142,6829,n/e,n/e,n/e,3495,3495,4705
30.09.2022 17:00 - 30.09.2022 18:00,5232,5232,4989,n/e,n/e,n/e,4168,4168,5697
30.09.2022 18:00 - 30.09.2022 19:00,2703,2703,2585,n/e,n/e,n/e,4557,4557,6183
30.09.2022 19:00 - 30.09.2022 20:00,501,501,487,n/e,n/e,n/e,4946,4946,6669
30.09.2022 20:00 - 30.09.2022 21:00,0,0,0,n/e,n/e,n/e,5335,5335,7154
30.09.2022 21:00 - 30.09.2022 22:00,0,0,0,n/e,n/e,n/e,6504,6504,8389
30.09.2022 22:00 - 30.09.2022 23:00,0,0,0,n/e,n/e,n/e,7672,7672,9625
30.09.2022 23:00 - 01.10.2022 00:00,0,0,0,n/e,n/e,n/e,8841,8841,10861
01.10.2022 00:00 - 01.10.2022 01:00,0,0,0,n/e,n/e,n/e,11987,11987,11268
01.10.2022 01:00 - 01.10.2022 02:00,0,0,0,n/e,n/e,n/e,12607,12607,11896
01.10.2022 02:00 - 01.10.2022 03:00,0,0,0,n/e,n/e,n/e,13228,13228,12524
01.10.2022 03:00 - 01.10.2022 04:00,0,0,0,n/e,n/e,n/e,13133,13133,12594
01.10.2022 04:00 - 01.10.2022 05:00,0,0,0,n/e,n/e,n/e,13039,13039,12664
01.10.2022 05:00 - 01.10.2022 06:00,0,0,0,n/e,n/e,n/e,12947,12947,12734
01.10.2022 06:00 - 01.10.2022 07:00,0,0,0,n/e,n/e,n/e,12290,12290,12156
01.10.2022 07:00 - 01.10.2022 08:00,0,0,0,n/e,n/e,n/e,11632,11632,11967
01.10.2022 08:00 - 01.10.2022 09:00,2,2,2,n/e,n/e,n/e,10974,10974,11402
01.10.2022 09:00 - 01.10.2022 10:00,764,764,717,n/e,n/e,n/e,10384,10384,10867
01.10.2022 10:00 - 01.10.2022 11:00,2503,2503,2216,n/e,n/e,n/e,9794,9794,10135
01.10.2022 11:00 - 01.10.2022 12:00,3978,3978,3572,n/e,n/e,n/e,9205,9205,9690
01.10.2022 12:00 - 01.10.2022 13:00,5128,5128,4506,n/e,n/e,n/e,9324,9324,9885
01.10.2022 13:00 - 01.10.2022 14:00,5553,5553,5303,n/e,n/e,n/e,9443,9443,10070
01.10.2022 14:00 - 01.10.2022 15:00,5848,5848,5765,n/e,n/e,n/e,9563,9563,10249
01.10.2022 15:00 - 01.10.2022 16:00,5528,5528,5416,n/e,n/e,n/e,9150,9150,9920
01.10.2022 16:00 - 01.10.2022 17:00,4825,4825,4614,n/e,n/e,n/e,8737,8737,9591
01.10.2022 17:00 - 01.10.2022 18:00,3561,3561,3631,n/e,n/e,n/e,8323,8323,9255
01.10.2022 18:00 - 01.10.2022 19:00,1916,1916,1924,n/e,n/e,n/e,7722,7722,8436
01.10.2022 19:00 - 01.10.2022 20:00,369,369,378,n/e,n/e,n/e,7120,7120,7614
01.10.2022 20:00 - 01.10.2022 21:00,0,0,0,n/e,n/e,n/e,6518,6518,6793
01.10.2022 21:00 - 01.10.2022 22:00,0,0,0,n/e,n/e,n/e,6405,6405,6491
01.10.2022 22:00 - 01.10.2022 23:00,0,0,0,n/e,n/e,n/e,6293,6293,6186
01.10.2022 23:00 - 02.10.2022 00:00,0,0,0,n/e,n/e,n/e,6181,6181,5882
02.10.2022 00:00 - 02.10.2022 01:00,0,0,0,n/e,n/e,n/e,6123,6123,5947
02.10.2022 01:00 - 02.10.2022 02:00,0,0,0,n/e,n/e,n/e,5700,5700,5553
02.10.2022 02:00 - 02.10.2022 03:00,0,0,0,n/e,n/e,n/e,5280,5280,5162
02.10.2022 03:00 - 02.10.2022 04:00,0,0,0,n/e,n/e,n/e,4952,4952,4964
02.10.2022 04:00 - 02.10.2022 05:00,0,0,0,n/e,n/e,n/e,4625,4625,4765
02.10.2022 05:00 - 02.10.2022 06:00,0,0,0,n/e,n/e,n/e,4299,4299,4566
02.10.2022 06:00 - 02.10.2022 07:00,0,0,0,n/e,n/e,n/e,4093,4093,4332
02.10.2022 07:00 - 02.10.2022 08:00,0,0,0,n/e,n/e,n/e,3888,3888,4500
02.10.2022 08:00 - 02.10.2022 09:00,1,1,0,n/e,n/e,n/e,3682,3682,4479
02.10.2022 09:00 - 02.10.2022 10:00,768,768,791,n/e,n/e,n/e,3720,3720,4808
02.10.2022 10:00 - 02.10.2022 11:00,2727,2727,3125,n/e,n/e,n/e,3761,3761,5167
02.10.2022 11:00 - 02.10.2022 12:00,4535,4535,5146,n/e,n/e,n/e,3803,3803,5523
02.10.2022 12:00 - 02.10.2022 13:00,5836,5836,6432,n/e,n/e,n/e,4199,4199,5628
02.10.2022 13:00 - 02.10.2022 14:00,6559,6559,6988,n/e,n/e,n/e,4596,4596,5743
02.10.2022 14:00 - 02.10.2022 15:00,6830,6830,6981,n/e,n/e,n/e,4995,4995,5866
02.10.2022 15:00 - 02.10.2022 16:00,6553,6553,6430,n/e,n/e,n/e,4788,4788,5179
02.10.2022 16:00 - 02.10.2022 17:00,5787,5787,5612,n/e,n/e,n/e,4581,4581,4496
02.10.2022 17:00 - 02.10.2022 18:00,4357,4357,4123,n/e,n/e,n/e,4375,4375,3820
02.10.2022 18:00 - 02.10.2022 19:00,2308,2308,2171,n/e,n/e,n/e,3790,3790,3248
02.10.2022 19:00 - 02.10.2022 20:00,401,401,379,n/e,n/e,n/e,3205,3205,2682
02.10.2022 20:00 - 02.10.2022 21:00,0,0,0,n/e,n/e,n/e,2619,2619,2118
02.10.2022 21:00 - 02.10.2022 22:00,0,0,0,n/e,n/e,n/e,2552,2552,2040
02.10.2022 22:00 - 02.10.2022 23:00,0,0,0,n/e,n/e,n/e,2486,2486,1963
02.10.2022 23:00 - 03.10.2022 00:00,0,0,0,n/e,n/e,n/e,2420,2420,1889
03.10.2022 00:00 - 03.10.2022 01:00,0,0,0,n/e,n/e,n/e,1969,1969,1552
03.10.2022 01:00 - 03.10.2022 02:00,0,0,0,n/e,n/e,n/e,1765,1765,1448
03.10.2022 02:00 - 03.10.2022 03:00,0,0,0,n/e,n/e,n/e,1565,1565,1347
03.10.2022 03:00 - 03.10.2022 04:00,0,0,0,n/e,n/e,n/e,1495,1495,1309
03.10.2022 04:00 - 03.10.2022 05:00,0,0,0,n/e,n/e,n/e,1426,1426,1273
03.10.2022 05:00 - 03.10.2022 06:00,0,0,0,n/e,n/e,n/e,1360,1360,1239
03.10.2022 06:00 - 03.10.2022 07:00,0,0,0,n/e,n/e,n/e,1405,1405,1219
03.10.2022 07:00 - 03.10.2022 08:00,0,0,0,n/e,n/e,n/e,1451,1451,1387
03.10.2022 08:00 - 03.10.2022 09:00,0,0,0,n/e,n/e,n/e,1497,1497,1435
03.10.2022 09:00 - 03.10.2022 10:00,814,814,784,n/e,n/e,n/e,1514,1514,1387
03.10.2022 10:00 - 03.10.2022 11:00,3036,3036,2946,n/e,n/e,n/e,1533,1533,1274
03.10.2022 11:00 - 03.10.2022 12:00,5145,5145,5221,n/e,n/e,n/e,1552,1552,1275
03.10.2022 12:00 - 03.10.2022 13:00,6792,6792,6821,n/e,n/e,n/e,1489,1489,1241
03.10.2022 13:00 - 03.10.2022 14:00,7863,7863,7709,n/e,n/e,n/e,1427,1427,1210
03.10.2022 14:00 - 03.10.2022 15:00,8438,8438,8160,n/e,n/e,n/e,1365,1365,1178
03.10.2022 15:00 - 03.10.2022 16:00,8203,8203,7820,n/e,n/e,n/e,1335,1335,1165
03.10.2022 16:00 - 03.10.2022 17:00,7257,7257,6847,n/e,n/e,n/e,1304,1304,1152
03.10.2022 17:00 - 03.10.2022 18:00,5298,5298,5023,n/e,n/e,n/e,1272,1272,1140
03.10.2022 18:00 - 03.10.2022 19:00,2588,2588,2501,n/e,n/e,n/e,1411,1411,1265
03.10.2022 19:00 - 03.10.2022 20:00,406,406,409,n/e,n/e,n/e,1552,1552,1392
03.10.2022 20:00 - 03.10.2022 21:00,0,0,0,n/e,n/e,n/e,1693,1693,1518
03.10.2022 21:00 - 03.10.2022 22:00,0,0,0,n/e,n/e,n/e,1929,1929,1850
03.10.2022 22:00 - 03.10.2022 23:00,0,0,0,n/e,n/e,n/e,2165,2165,2183
03.10.2022 23:00 - 04.10.2022 00:00,0,0,0,n/e,n/e,n/e,2401,2401,2515
04.10.2022 00:00 - 04.10.2022 01:00,0,0,0,n/e,n/e,n/e,2098,2098,1986
04.10.2022 01:00 - 04.10.2022 02:00,0,0,0,n/e,n/e,n/e,2182,2182,2068
04.10.2022 02:00 - 04.10.2022 03:00,0,0,0,n/e,n/e,n/e,2266,2266,2152
04.10.2022 03:00 - 04.10.2022 04:00,0,0,0,n/e,n/e,n/e,2118,2118,2046
04.10.2022 04:00 - 04.10.2022 05:00,0,0,0,n/e,n/e,n/e,1971,1971,1941
04.10.2022 05:00 - 04.10.2022 06:00,0,0,0,n/e,n/e,n/e,1823,1823,1836
04.10.2022 06:00 - 04.10.2022 07:00,0,0,0,n/e,n/e,n/e,1751,1751,1745
04.10.2022 07:00 - 04.10.2022 08:00,0,0,0,n/e,n/e,n/e,1679,1679,1515
04.10.2022 08:00 - 04.10.2022 09:00,0,0,0,n/e,n/e,n/e,1607,1607,1542
04.10.2022 09:00 - 04.10.2022 10:00,904,904,923,n/e,n/e,n/e,1557,1557,1519
04.10.2022 10:00 - 04.10.2022 11:00,3521,3521,3720,n/e,n/e,n/e,1507,1507,1512
04.10.2022 11:00 - 04.10.2022 12:00,6157,6157,6305,n/e,n/e,n/e,1458,1458,1321
04.10.2022 12:00 - 04.10.2022 13:00,8000,8000,8172,n/e,n/e,n/e,1356,1356,1334
04.10.2022 13:00 - 04.10.2022 14:00,9110,9110,9140,n/e,n/e,n/e,1255,1255,1346
04.10.2022 14:00 - 04.10.2022 15:00,9292,9292,9349,n/e,n/e,n/e,1155,1155,1359
04.10.2022 15:00 - 04.10.2022 16:00,8853,8853,8762,n/e,n/e,n/e,1265,1265,1443
04.10.2022 16:00 - 04.10.2022 17:00,7514,7514,7453,n/e,n/e,n/e,1376,1376,1531
04.10.2022 17:00 - 04.10.2022 18:00,5405,5405,5360,n/e,n/e,n/e,1487,1487,1619
