"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Intraday / Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Intraday / Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Intraday / Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"03.01.2022 14:30 - 03.01.2022 14:45","84","84","84","n/e","n/e","n/e","1198","1198","1198"
"03.01.2022 14:45 - 03.01.2022 15:00","82","82","82","n/e","n/e","n/e","1198","1198","1198"
"03.01.2022 15:00 - 03.01.2022 15:15","15","15","15","n/e","n/e","n/e","1320","1320","1320"
"03.01.2022 15:15 - 03.01.2022 15:30","14","14","14","n/e","n/e","n/e","1320","1320","1320"
"03.01.2022 15:30 - 03.01.2022 15:45","14","14","14","n/e","n/e","n/e","1321","1321","1321"
"03.01.2022 15:45 - 03.01.2022 16:00","13","13","13","n/e","n/e","n/e","1321","1321","1321"
"03.01.2022 16:00 - 03.01.2022 16:15","1","1","1","n/e","n/e","n/e","1428","1428","1428"
"03.01.2022 16:15 - 03.01.2022 16:30","1","1","1","n/e","n/e","n/e","1428","1428","1428"
"03.01.2022 16:30 - 03.01.2022 16:45","1","1","1","n/e","n/e","n/e","1428","1428","1428"
"03.01.2022 16:45 - 03.01.2022 17:00","1","1","1","n/e","n/e","n/e","1428","1428","1428"
"03.01.2022 17:00 - 03.01.2022 17:15","0","0","0","n/e","n/e","n/e","1410","1410","1410"
"03.01.2022 17:15 - 03.01.2022 17:30","0","0","0","n/e","n/e","n/e","1410","1410","1410"
"03.01.2022 17:30 - 03.01.2022 17:45","0","0","0","n/e","n/e","n/e","1410","1410","1410"
"03.01.2022 17:45 - 03.01.2022 18:00","0","0","0","n/e","n/e","n/e","1410","1410","1410"
"03.01.2022 18:00 - 03.01.2022 18:15","0","0","0","n/e","n/e","n/e","1339","1339","1339"
"03.01.2022 18:15 - 03.01.2022 18:30","0","0","0","n/e","n/e","n/e","1339","1339","1339"
"03.01.2022 18:30 - 03.01.2022 18:45","0","0","0","n/e","n/e","n/e","1340","1340","1340"
"03.01.2022 18:45 - 03.01.2022 19:00","0","0","0","n/e","n/e","n/e","1340","1340","1340"
"03.01.2022 19:00 - 03.01.2022 19:15","0","0","0","n/e","n/e","n/e","1338","1338","1338"
"03.01.2022 19:15 - 03.01.2022 19:30","0","0","0","n/e","n/e","n/e","1338","1338","1338"
"03.01.2022 19:30 - 03.01.2022 19:45","0","0","0","n/e","n/e","n/e","1338","1338","1338"
"03.01.2022 19:45 - 03.01.2022 20:00","0","0","0","n/e","n/e","n/e","1338","1338","1338"
"03.01.2022 20:00 - 03.01.2022 20:15","0","0","0","n/e","n/e","n/e","1274","1274","1274"
"03.01.2022 20:15 - 03.01.2022 20:30","0","0","0","n/e","n/e","n/e","1274","1274","1274"
"03.01.2022 20:30 - 03.01.2022 20:45","0","0","0","n/e","n/e","n/e","1274","1274","1274"
"03.01.2022 20:45 - 03.01.2022 21:00","0","0","0","n/e","n/e","n/e","1274","1274","1274"
"03.01.2022 21:00 - 03.01.2022 21:15","0","0","0","n/e","n/e","n/e","1252","1252","1252"
"03.01.2022 21:15 - 03.01.2022 21:30","0","0","0","n/e","n/e","n/e","1252","1252","1252"
"03.01.2022 21:30 - 03.01.2022 21:45","0","0","0","n/e","n/e","n/e","1252","1252","1252"
"03.01.2022 21:45 - 03.01.2022 22:00","0","0","0","n/e","n/e","n/e","1252","1252","1252"
"03.01.2022 22:00 - 03.01.2022 22:15","0","0","0","n/e","n/e","n/e","1278","1278","1278"
"03.01.2022 22:15 - 03.01.2022 22:30","0","0","0","n/e","n/e","n/e","1278","1278","1278"
"03.01.2022 22:30 - 03.01.2022 22:45","0","0","0","n/e","n/e","n/e","1278","1278","1278"
"03.01.2022 22:45 - 03.01.2022 23:00","0","0","0","n/e","n/e","n/e","1278","1278","1278"
"03.01.2022 23:00 - 03.01.2022 23:15","0","0","0","n/e","n/e","n/e","1280","1373","1373"
"03.01.2022 23:15 - 03.01.2022 23:30","0","0","0","n/e","n/e","n/e","1280","1381","1381"
"03.01.2022 23:30 - 03.01.2022 23:45","0","0","0","n/e","n/e","n/e","1279","1391","1391"
"03.01.2022 23:45 - 04.01.2022 00:00","0","0","0","n/e","n/e","n/e","1279","1391","1391"
"04.01.2022 00:00 - 04.01.2022 00:15","0","0","0","n/e","n/e","n/e","1529","1610","1610"
"04.01.2022 00:15 - 04.01.2022 00:30","0","0","0","n/e","n/e","n/e","1529","1610","1610"
"04.01.2022 00:30 - 04.01.2022 00:45","0","0","0","n/e","n/e","n/e","1529","1610","1610"
"04.01.2022 00:45 - 04.01.2022 01:00","0","0","0","n/e","n/e","n/e","1528","1609","1609"
"04.01.2022 01:00 - 04.01.2022 01:15","0","0","0","n/e","n/e","n/e","1519","1605","1605"
"04.01.2022 01:15 - 04.01.2022 01:30","0","0","0","n/e","n/e","n/e","1519","1605","1605"
"04.01.2022 01:30 - 04.01.2022 01:45","0","0","0","n/e","n/e","n/e","1520","1606","1606"
"04.01.2022 01:45 - 04.01.2022 02:00","0","0","0","n/e","n/e","n/e","1520","1606","1606"
"04.01.2022 02:00 - 04.01.2022 02:15","0","0","0","n/e","n/e","n/e","1472","1497","1497"
"04.01.2022 02:15 - 04.01.2022 02:30","0","0","0","n/e","n/e","n/e","1472","1497","1497"
"04.01.2022 02:30 - 04.01.2022 02:45","0","0","0","n/e","n/e","n/e","1472","1497","1497"
"04.01.2022 02:45 - 04.01.2022 03:00","0","0","0","n/e","n/e","n/e","1472","1497","1497"
"04.01.2022 03:00 - 04.01.2022 03:15","0","0","0","n/e","n/e","n/e","1374","1409","1409"
"04.01.2022 03:15 - 04.01.2022 03:30","0","0","0","n/e","n/e","n/e","1374","1409","1409"
"04.01.2022 03:30 - 04.01.2022 03:45","0","0","0","n/e","n/e","n/e","1373","1409","1409"
"04.01.2022 03:45 - 04.01.2022 04:00","0","0","0","n/e","n/e","n/e","1373","1408","1408"
"04.01.2022 04:00 - 04.01.2022 04:15","0","0","0","n/e","n/e","n/e","1202","1216","1216"
"04.01.2022 04:15 - 04.01.2022 04:30","0","0","0","n/e","n/e","n/e","1202","1215","1215"
"04.01.2022 04:30 - 04.01.2022 04:45","0","0","0","n/e","n/e","n/e","1201","1214","1214"
"04.01.2022 04:45 - 04.01.2022 05:00","0","0","0","n/e","n/e","n/e","1200","1223","1223"
"04.01.2022 05:00 - 04.01.2022 05:15","0","0","0","n/e","n/e","n/e","999","1015","1015"
"04.01.2022 05:15 - 04.01.2022 05:30","0","0","0","n/e","n/e","n/e","998","1014","1014"
"04.01.2022 05:30 - 04.01.2022 05:45","0","0","0","n/e","n/e","n/e","998","1014","1014"
"04.01.2022 05:45 - 04.01.2022 06:00","0","0","0","n/e","n/e","n/e","997","1004","1004"
"04.01.2022 06:00 - 04.01.2022 06:15","0","0","0","n/e","n/e","n/e","843","816","816"
"04.01.2022 06:15 - 04.01.2022 06:30","1","1","1","n/e","n/e","n/e","842","815","815"
"04.01.2022 06:30 - 04.01.2022 06:45","2","2","2","n/e","n/e","n/e","841","814","814"
"04.01.2022 06:45 - 04.01.2022 07:00","4","4","4","n/e","n/e","n/e","841","814","814"
"04.01.2022 07:00 - 04.01.2022 07:15","29","29","29","n/e","n/e","n/e","706","687","687"
"04.01.2022 07:15 - 04.01.2022 07:30","33","33","33","n/e","n/e","n/e","705","685","685"
"04.01.2022 07:30 - 04.01.2022 07:45","38","38","38","n/e","n/e","n/e","704","684","684"
"04.01.2022 07:45 - 04.01.2022 08:00","44","44","44","n/e","n/e","n/e","702","683","683"
"04.01.2022 08:00 - 04.01.2022 08:15","134","134","134","n/e","n/e","n/e","576","571","571"
"04.01.2022 08:15 - 04.01.2022 08:30","141","141","141","n/e","n/e","n/e","576","571","571"
"04.01.2022 08:30 - 04.01.2022 08:45","147","147","147","n/e","n/e","n/e","576","571","571"
"04.01.2022 08:45 - 04.01.2022 09:00","153","153","153","n/e","n/e","n/e","576","571","571"
"04.01.2022 09:00 - 04.01.2022 09:15","262","262","262","n/e","n/e","n/e","539","536","536"
"04.01.2022 09:15 - 04.01.2022 09:30","267","267","267","n/e","n/e","n/e","537","534","534"
"04.01.2022 09:30 - 04.01.2022 09:45","271","271","271","n/e","n/e","n/e","535","532","532"
"04.01.2022 09:45 - 04.01.2022 10:00","276","276","276","n/e","n/e","n/e","533","530","530"
"04.01.2022 10:00 - 04.01.2022 10:15","352","352","352","n/e","n/e","n/e","398","398","398"
"04.01.2022 10:15 - 04.01.2022 10:30","355","355","355","n/e","n/e","n/e","396","396","396"
"04.01.2022 10:30 - 04.01.2022 10:45","356","356","356","n/e","n/e","n/e","395","395","395"
"04.01.2022 10:45 - 04.01.2022 11:00","358","358","358","n/e","n/e","n/e","394","394","394"
"04.01.2022 11:00 - 04.01.2022 11:15","377","377","377","n/e","n/e","n/e","354","354","354"
"04.01.2022 11:15 - 04.01.2022 11:30","378","378","378","n/e","n/e","n/e","355","355","355"
"04.01.2022 11:30 - 04.01.2022 11:45","376","376","376","n/e","n/e","n/e","355","355","355"
"04.01.2022 11:45 - 04.01.2022 12:00","374","374","374","n/e","n/e","n/e","355","355","355"
"04.01.2022 12:00 - 04.01.2022 12:15","346","346","346","n/e","n/e","n/e","359","359","359"
"04.01.2022 12:15 - 04.01.2022 12:30","344","344","344","n/e","n/e","n/e","359","359","359"
"04.01.2022 12:30 - 04.01.2022 12:45","341","341","341","n/e","n/e","n/e","359","359","359"
"04.01.2022 12:45 - 04.01.2022 13:00","338","338","338","n/e","n/e","n/e","360","360","360"
"04.01.2022 13:00 - 04.01.2022 13:15","249","249","249","n/e","n/e","n/e","347","347","347"
"04.01.2022 13:15 - 04.01.2022 13:30","245","245","245","n/e","n/e","n/e","347","347","347"
"04.01.2022 13:30 - 04.01.2022 13:45","241","241","241","n/e","n/e","n/e","347","347","347"
"04.01.2022 13:45 - 04.01.2022 14:00","236","236","236","n/e","n/e","n/e","347","347","347"
"04.01.2022 14:00 - 04.01.2022 14:15","114","114","114","n/e","n/e","n/e","436","436","436"
"04.01.2022 14:15 - 04.01.2022 14:30","110","110","110","n/e","n/e","n/e","437","437","437"
"04.01.2022 14:30 - 04.01.2022 14:45","106","106","106","n/e","n/e","n/e","438","438","438"
"04.01.2022 14:45 - 04.01.2022 15:00","102","102","102","n/e","n/e","n/e","438","438","438"
"04.01.2022 15:00 - 04.01.2022 15:15","19","19","19","n/e","n/e","n/e","640","640","640"
"04.01.2022 15:15 - 04.01.2022 15:30","18","18","18","n/e","n/e","n/e","642","642","642"
"04.01.2022 15:30 - 04.01.2022 15:45","16","16","16","n/e","n/e","n/e","644","644","644"
"04.01.2022 15:45 - 04.01.2022 16:00","16","16","16","n/e","n/e","n/e","646","646","646"
"04.01.2022 16:00 - 04.01.2022 16:15","1","1","1","n/e","n/e","n/e","872","872","872"
"04.01.2022 16:15 - 04.01.2022 16:30","1","1","1","n/e","n/e","n/e","874","874","874"
"04.01.2022 16:30 - 04.01.2022 16:45","1","1","1","n/e","n/e","n/e","877","877","877"
"04.01.2022 16:45 - 04.01.2022 17:00","1","1","1","n/e","n/e","n/e","880","880","880"
"04.01.2022 17:00 - 04.01.2022 17:15","0","0","0","n/e","n/e","n/e","1104","1104","1104"
"04.01.2022 17:15 - 04.01.2022 17:30","0","0","0","n/e","n/e","n/e","1107","1107","1107"
"04.01.2022 17:30 - 04.01.2022 17:45","0","0","0","n/e","n/e","n/e","1108","1108","1108"
"04.01.2022 17:45 - 04.01.2022 18:00","0","0","0","n/e","n/e","n/e","1109","1109","1109"
"04.01.2022 18:00 - 04.01.2022 18:15","0","0","0","n/e","n/e","n/e","1311","1311","1311"
"04.01.2022 18:15 - 04.01.2022 18:30","0","0","0","n/e","n/e","n/e","1311","1311","1311"
"04.01.2022 18:30 - 04.01.2022 18:45","0","0","0","n/e","n/e","n/e","1312","1312","1312"
"04.01.2022 18:45 - 04.01.2022 19:00","0","0","0","n/e","n/e","n/e","1312","1312","1312"
"04.01.2022 19:00 - 04.01.2022 19:15","0","0","0","n/e","n/e","n/e","1427","1427","1427"
"04.01.2022 19:15 - 04.01.2022 19:30","0","0","0","n/e","n/e","n/e","1427","1427","1427"
"04.01.2022 19:30 - 04.01.2022 19:45","0","0","0","n/e","n/e","n/e","1427","1427","1427"
"04.01.2022 19:45 - 04.01.2022 20:00","0","0","0","n/e","n/e","n/e","1427","1427","1427"
"04.01.2022 20:00 - 04.01.2022 20:15","0","0","0","n/e","n/e","n/e","1565","1565","1565"
"04.01.2022 20:15 - 04.01.2022 20:30","0","0","0","n/e","n/e","n/e","1566","1566","1566"
"04.01.2022 20:30 - 04.01.2022 20:45","0","0","0","n/e","n/e","n/e","1566","1566","1566"
"04.01.2022 20:45 - 04.01.2022 21:00","0","0","0","n/e","n/e","n/e","1566","1566","1566"
"04.01.2022 21:00 - 04.01.2022 21:15","0","0","0","n/e","n/e","n/e","1633","1633","1633"
"04.01.2022 21:15 - 04.01.2022 21:30","0","0","0","n/e","n/e","n/e","1633","1633","1633"
"04.01.2022 21:30 - 04.01.2022 21:45","0","0","0","n/e","n/e","n/e","1633","1633","1633"
"04.01.2022 21:45 - 04.01.2022 22:00","0","0","0","n/e","n/e","n/e","1633","1633","1633"
"04.01.2022 22:00 - 04.01.2022 22:15","0","0","0","n/e","n/e","n/e","1605","1605","1605"
"04.01.2022 22:15 - 04.01.2022 22:30","0","0","0","n/e","n/e","n/e","1605","1605","1605"
"04.01.2022 22:30 - 04.01.2022 22:45","0","0","0","n/e","n/e","n/e","1605","1605","1605"
"04.01.2022 22:45 - 04.01.2022 23:00","0","0","0","n/e","n/e","n/e","1605","1605","1605"
"04.01.2022 23:00 - 04.01.2022 23:15","0","0","0","n/e","n/e","n/e","1524","1553","1553"
"04.01.2022 23:15 - 04.01.2022 23:30","0","0","0","n/e","n/e","n/e","1523","1553","1553"
"04.01.2022 23:30 - 04.01.2022 23:45","0","0","0","n/e","n/e","n/e","1523","1553","1553"
"04.01.2022 23:45 - 05.01.2022 00:00","0","0","0","n/e","n/e","n/e","1523","1546","1546"
"05.01.2022 00:00 - 05.01.2022 00:15","0","0","0","n/e","n/e","n/e","1582","1620","1620"
"05.01.2022 00:15 - 05.01.2022 00:30","0","0","0","n/e","n/e","n/e","1582","1620","1620"
"05.01.2022 00:30 - 05.01.2022 00:45","0","0","0","n/e","n/e","n/e","1582","1625","1625"
"05.01.2022 00:45 - 05.01.2022 01:00","0","0","0","n/e","n/e","n/e","1582","1628","1628"
"05.01.2022 01:00 - 05.01.2022 01:15","0","0","0","n/e","n/e","n/e","1663","1691","1691"
"05.01.2022 01:15 - 05.01.2022 01:30","0","0","0","n/e","n/e","n/e","1663","1685","1685"
"05.01.2022 01:30 - 05.01.2022 01:45","0","0","0","n/e","n/e","n/e","1664","1685","1685"
"05.01.2022 01:45 - 05.01.2022 02:00","0","0","0","n/e","n/e","n/e","1664","1685","1685"
"05.01.2022 02:00 - 05.01.2022 02:15","0","0","0","n/e","n/e","n/e","1689","1701","1701"
"05.01.2022 02:15 - 05.01.2022 02:30","0","0","0","n/e","n/e","n/e","1689","1701","1701"
"05.01.2022 02:30 - 05.01.2022 02:45","0","0","0","n/e","n/e","n/e","1689","1701","1701"
"05.01.2022 02:45 - 05.01.2022 03:00","0","0","0","n/e","n/e","n/e","1689","1702","1702"
"05.01.2022 03:00 - 05.01.2022 03:15","0","0","0","n/e","n/e","n/e","1664","1676","1676"
"05.01.2022 03:15 - 05.01.2022 03:30","0","0","0","n/e","n/e","n/e","1664","1676","1676"
"05.01.2022 03:30 - 05.01.2022 03:45","0","0","0","n/e","n/e","n/e","1663","1676","1676"
"05.01.2022 03:45 - 05.01.2022 04:00","0","0","0","n/e","n/e","n/e","1663","1676","1676"
"05.01.2022 04:00 - 05.01.2022 04:15","0","0","0","n/e","n/e","n/e","1653","1793","1793"
"05.01.2022 04:15 - 05.01.2022 04:30","0","0","0","n/e","n/e","n/e","1652","1793","1793"
"05.01.2022 04:30 - 05.01.2022 04:45","0","0","0","n/e","n/e","n/e","1652","1792","1792"
"05.01.2022 04:45 - 05.01.2022 05:00","0","0","0","n/e","n/e","n/e","1652","1798","1798"
"05.01.2022 05:00 - 05.01.2022 05:15","0","0","0","n/e","n/e","n/e","1603","1701","1701"
"05.01.2022 05:15 - 05.01.2022 05:30","0","0","0","n/e","n/e","n/e","1603","1701","1701"
"05.01.2022 05:30 - 05.01.2022 05:45","0","0","0","n/e","n/e","n/e","1603","1701","1701"
"05.01.2022 05:45 - 05.01.2022 06:00","0","0","0","n/e","n/e","n/e","1603","1712","1712"
"05.01.2022 06:00 - 05.01.2022 06:15","0","0","0","n/e","n/e","n/e","1578","1629","1629"
"05.01.2022 06:15 - 05.01.2022 06:30","1","1","1","n/e","n/e","n/e","1578","1625","1625"
"05.01.2022 06:30 - 05.01.2022 06:45","2","2","2","n/e","n/e","n/e","1578","1625","1625"
"05.01.2022 06:45 - 05.01.2022 07:00","4","4","4","n/e","n/e","n/e","1578","1625","1625"
"05.01.2022 07:00 - 05.01.2022 07:15","35","35","35","n/e","n/e","n/e","1567","1568","1568"
"05.01.2022 07:15 - 05.01.2022 07:30","40","40","40","n/e","n/e","n/e","1567","1568","1568"
"05.01.2022 07:30 - 05.01.2022 07:45","45","45","45","n/e","n/e","n/e","1567","1568","1568"
"05.01.2022 07:45 - 05.01.2022 08:00","51","51","51","n/e","n/e","n/e","1567","1568","1568"
"05.01.2022 08:00 - 05.01.2022 08:15","162","162","162","n/e","n/e","n/e","1600","1599","1599"
"05.01.2022 08:15 - 05.01.2022 08:30","170","170","170","n/e","n/e","n/e","1600","1599","1599"
"05.01.2022 08:30 - 05.01.2022 08:45","177","177","177","n/e","n/e","n/e","1600","1600","1600"
"05.01.2022 08:45 - 05.01.2022 09:00","185","185","185","n/e","n/e","n/e","1600","1600","1600"
"05.01.2022 09:00 - 05.01.2022 09:15","327","327","327","n/e","n/e","n/e","1524","1519","1519"
"05.01.2022 09:15 - 05.01.2022 09:30","334","334","334","n/e","n/e","n/e","1524","1519","1519"
"05.01.2022 09:30 - 05.01.2022 09:45","340","340","340","n/e","n/e","n/e","1523","1518","1518"
"05.01.2022 09:45 - 05.01.2022 10:00","346","346","346","n/e","n/e","n/e","1523","1518","1518"
"05.01.2022 10:00 - 05.01.2022 10:15","447","447","447","n/e","n/e","n/e","1297","1297","1297"
"05.01.2022 10:15 - 05.01.2022 10:30","451","451","451","n/e","n/e","n/e","1297","1297","1297"
"05.01.2022 10:30 - 05.01.2022 10:45","454","454","454","n/e","n/e","n/e","1296","1296","1296"
"05.01.2022 10:45 - 05.01.2022 11:00","456","456","456","n/e","n/e","n/e","1296","1296","1296"
"05.01.2022 11:00 - 05.01.2022 11:15","485","485","485","n/e","n/e","n/e","1164","1170","1170"
"05.01.2022 11:15 - 05.01.2022 11:30","485","485","485","n/e","n/e","n/e","1163","1163","1163"
"05.01.2022 11:30 - 05.01.2022 11:45","484","484","484","n/e","n/e","n/e","1163","1164","1164"
"05.01.2022 11:45 - 05.01.2022 12:00","483","483","483","n/e","n/e","n/e","1162","1162","1162"
"05.01.2022 12:00 - 05.01.2022 12:15","456","456","456","n/e","n/e","n/e","1013","1013","1013"
"05.01.2022 12:15 - 05.01.2022 12:30","453","453","453","n/e","n/e","n/e","1012","1012","1012"
"05.01.2022 12:30 - 05.01.2022 12:45","450","450","450","n/e","n/e","n/e","1011","1012","1012"
"05.01.2022 12:45 - 05.01.2022 13:00","445","445","445","n/e","n/e","n/e","1010","1010","1010"
"05.01.2022 13:00 - 05.01.2022 13:15","332","332","332","n/e","n/e","n/e","923","923","923"
"05.01.2022 13:15 - 05.01.2022 13:30","328","328","328","n/e","n/e","n/e","923","923","923"
"05.01.2022 13:30 - 05.01.2022 13:45","322","322","322","n/e","n/e","n/e","923","923","923"
"05.01.2022 13:45 - 05.01.2022 14:00","315","315","315","n/e","n/e","n/e","922","928","928"
"05.01.2022 14:00 - 05.01.2022 14:15","152","152","152","n/e","n/e","n/e","956","956","956"
"05.01.2022 14:15 - 05.01.2022 14:30","146","146","146","n/e","n/e","n/e","957","957","957"
"05.01.2022 14:30 - 05.01.2022 14:45","141","141","141","n/e","n/e","n/e","957","957","957"
"05.01.2022 14:45 - 05.01.2022 15:00","137","137","137","n/e","n/e","n/e","958","958","958"
"05.01.2022 15:00 - 05.01.2022 15:15","25","25","25","n/e","n/e","n/e","1050","1050","1050"
"05.01.2022 15:15 - 05.01.2022 15:30","23","23","23","n/e","n/e","n/e","1050","1050","1050"
"05.01.2022 15:30 - 05.01.2022 15:45","22","22","22","n/e","n/e","n/e","1050","1050","1050"
"05.01.2022 15:45 - 05.01.2022 16:00","21","21","21","n/e","n/e","n/e","1049","1049","1049"
"05.01.2022 16:00 - 05.01.2022 16:15","1","1","1","n/e","n/e","n/e","1057","1057","1057"
"05.01.2022 16:15 - 05.01.2022 16:30","1","1","1","n/e","n/e","n/e","1056","1056","1056"
"05.01.2022 16:30 - 05.01.2022 16:45","1","1","1","n/e","n/e","n/e","1055","1055","1055"
"05.01.2022 16:45 - 05.01.2022 17:00","1","1","1","n/e","n/e","n/e","1055","1061","1061"
"05.01.2022 17:00 - 05.01.2022 17:15","0","0","0","n/e","n/e","n/e","979","979","979"
"05.01.2022 17:15 - 05.01.2022 17:30","0","0","0","n/e","n/e","n/e","980","980","980"
"05.01.2022 17:30 - 05.01.2022 17:45","0","0","0","n/e","n/e","n/e","980","980","980"
"05.01.2022 17:45 - 05.01.2022 18:00","0","0","0","n/e","n/e","n/e","981","981","981"
"05.01.2022 18:00 - 05.01.2022 18:15","0","0","0","n/e","n/e","n/e","929","929","929"
"05.01.2022 18:15 - 05.01.2022 18:30","0","0","0","n/e","n/e","n/e","929","929","929"
"05.01.2022 18:30 - 05.01.2022 18:45","0","0","0","n/e","n/e","n/e","929","929","929"
"05.01.2022 18:45 - 05.01.2022 19:00","0","0","0","n/e","n/e","n/e","929","929","929"
"05.01.2022 19:00 - 05.01.2022 19:15","0","0","0","n/e","n/e","n/e","882","882","882"
"05.01.2022 19:15 - 05.01.2022 19:30","0","0","0","n/e","n/e","n/e","882","882","882"
"05.01.2022 19:30 - 05.01.2022 19:45","0","0","0","n/e","n/e","n/e","882","882","882"
"05.01.2022 19:45 - 05.01.2022 20:00","0","0","0","n/e","n/e","n/e","881","881","881"
"05.01.2022 20:00 - 05.01.2022 20:15","0","0","0","n/e","n/e","n/e","862","862","862"
"05.01.2022 20:15 - 05.01.2022 20:30","0","0","0","n/e","n/e","n/e","862","862","862"
"05.01.2022 20:30 - 05.01.2022 20:45","0","0","0","n/e","n/e","n/e","862","862","862"
"05.01.2022 20:45 - 05.01.2022 21:00","0","0","0","n/e","n/e","n/e","862","862","862"
"05.01.2022 21:00 - 05.01.2022 21:15","0","0","0","n/e","n/e","n/e","848","848","848"
"05.01.2022 21:15 - 05.01.2022 21:30","0","0","0","n/e","n/e","n/e","848","848","848"
"05.01.2022 21:30 - 05.01.2022 21:45","0","0","0","n/e","n/e","n/e","847","847","847"
"05.01.2022 21:45 - 05.01.2022 22:00","0","0","0","n/e","n/e","n/e","847","847","847"
"05.01.2022 22:00 - 05.01.2022 22:15","0","0","0","n/e","n/e","n/e","813","813","813"
"05.01.2022 22:15 - 05.01.2022 22:30","0","0","0","n/e","n/e","n/e","812","812","812"
"05.01.2022 22:30 - 05.01.2022 22:45","0","0","0","n/e","n/e","n/e","812","812","812"
"05.01.2022 22:45 - 05.01.2022 23:00","0","0","0","n/e","n/e","n/e","811","811","811"
"05.01.2022 23:00 - 05.01.2022 23:15","0","0","0","n/e","n/e","n/e","750","749","749"
"05.01.2022 23:15 - 05.01.2022 23:30","0","0","0","n/e","n/e","n/e","750","748","748"
"05.01.2022 23:30 - 05.01.2022 23:45","0","0","0","n/e","n/e","n/e","749","747","747"
"05.01.2022 23:45 - 06.01.2022 00:00","0","0","0","n/e","n/e","n/e","748","747","747"
"06.01.2022 00:00 - 06.01.2022 00:15","0","0","0","n/e","n/e","n/e","683","761","761"
"06.01.2022 00:15 - 06.01.2022 00:30","0","0","0","n/e","n/e","n/e","684","762","762"
"06.01.2022 00:30 - 06.01.2022 00:45","0","0","0","n/e","n/e","n/e","684","766","766"
"06.01.2022 00:45 - 06.01.2022 01:00","0","0","0","n/e","n/e","n/e","684","765","765"
"06.01.2022 01:00 - 06.01.2022 01:15","0","0","0","n/e","n/e","n/e","704","776","776"
"06.01.2022 01:15 - 06.01.2022 01:30","0","0","0","n/e","n/e","n/e","704","776","776"
"06.01.2022 01:30 - 06.01.2022 01:45","0","0","0","n/e","n/e","n/e","705","776","776"
"06.01.2022 01:45 - 06.01.2022 02:00","0","0","0","n/e","n/e","n/e","705","777","777"
"06.01.2022 02:00 - 06.01.2022 02:15","0","0","0","n/e","n/e","n/e","692","773","773"
"06.01.2022 02:15 - 06.01.2022 02:30","0","0","0","n/e","n/e","n/e","691","773","773"
"06.01.2022 02:30 - 06.01.2022 02:45","0","0","0","n/e","n/e","n/e","691","773","773"
"06.01.2022 02:45 - 06.01.2022 03:00","0","0","0","n/e","n/e","n/e","691","772","772"
"06.01.2022 03:00 - 06.01.2022 03:15","0","0","0","n/e","n/e","n/e","738","823","823"
"06.01.2022 03:15 - 06.01.2022 03:30","0","0","0","n/e","n/e","n/e","738","823","823"
"06.01.2022 03:30 - 06.01.2022 03:45","0","0","0","n/e","n/e","n/e","739","824","824"
"06.01.2022 03:45 - 06.01.2022 04:00","0","0","0","n/e","n/e","n/e","739","824","824"
"06.01.2022 04:00 - 06.01.2022 04:15","0","0","0","n/e","n/e","n/e","815","922","922"
"06.01.2022 04:15 - 06.01.2022 04:30","0","0","0","n/e","n/e","n/e","816","922","922"
