"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Greece (GR)","Generation - Solar  [MW] Intraday / Greece (GR)","Generation - Solar  [MW] Current / Greece (GR)","Generation - Wind Offshore  [MW] Day Ahead/ Greece (GR)","Generation - Wind Offshore  [MW] Intraday / Greece (GR)","Generation - Wind Offshore  [MW] Current / Greece (GR)","Generation - Wind Onshore  [MW] Day Ahead/ Greece (GR)","Generation - Wind Onshore  [MW] Intraday / Greece (GR)","Generation - Wind Onshore  [MW] Current / Greece (GR)"
"12.04.2022 03:00 - 12.04.2022 04:00","0","0","n/e","n/e","n/e","n/e","607","607","n/e"
"12.04.2022 04:00 - 12.04.2022 05:00","0","0","n/e","n/e","n/e","n/e","580","580","n/e"
"12.04.2022 05:00 - 12.04.2022 06:00","0","0","n/e","n/e","n/e","n/e","533","533","n/e"
"12.04.2022 06:00 - 12.04.2022 07:00","112","112","n/e","n/e","n/e","n/e","478","478","n/e"
"12.04.2022 07:00 - 12.04.2022 08:00","602","602","n/e","n/e","n/e","n/e","411","411","n/e"
"12.04.2022 08:00 - 12.04.2022 09:00","1342","1342","n/e","n/e","n/e","n/e","365","365","n/e"
"12.04.2022 09:00 - 12.04.2022 10:00","1995","1995","n/e","n/e","n/e","n/e","345","345","n/e"
"12.04.2022 10:00 - 12.04.2022 11:00","2456","2456","n/e","n/e","n/e","n/e","319","319","n/e"
"12.04.2022 11:00 - 12.04.2022 12:00","2702","2702","n/e","n/e","n/e","n/e","308","308","n/e"
"12.04.2022 12:00 - 12.04.2022 13:00","2763","2757","n/e","n/e","n/e","n/e","320","259","n/e"
"12.04.2022 13:00 - 12.04.2022 14:00","2647","2653","n/e","n/e","n/e","n/e","348","328","n/e"
"12.04.2022 14:00 - 12.04.2022 15:00","2362","2372","n/e","n/e","n/e","n/e","407","379","n/e"
"12.04.2022 15:00 - 12.04.2022 16:00","1905","1916","n/e","n/e","n/e","n/e","491","441","n/e"
"12.04.2022 16:00 - 12.04.2022 17:00","1292","1294","n/e","n/e","n/e","n/e","554","497","n/e"
"12.04.2022 17:00 - 12.04.2022 18:00","585","585","n/e","n/e","n/e","n/e","567","513","n/e"
"12.04.2022 18:00 - 12.04.2022 19:00","110","109","n/e","n/e","n/e","n/e","542","478","n/e"
"12.04.2022 19:00 - 12.04.2022 20:00","0","0","n/e","n/e","n/e","n/e","511","419","n/e"
"12.04.2022 20:00 - 12.04.2022 21:00","0","0","n/e","n/e","n/e","n/e","462","365","n/e"
"12.04.2022 21:00 - 12.04.2022 22:00","0","0","n/e","n/e","n/e","n/e","396","308","n/e"
"12.04.2022 22:00 - 12.04.2022 23:00","0","0","n/e","n/e","n/e","n/e","336","263","n/e"
"12.04.2022 23:00 - 13.04.2022 00:00","0","0","n/e","n/e","n/e","n/e","222","222","n/e"
"13.04.2022 00:00 - 13.04.2022 01:00","0","0","n/e","n/e","n/e","n/e","166","166","n/e"
"13.04.2022 01:00 - 13.04.2022 02:00","0","0","n/e","n/e","n/e","n/e","139","139","n/e"
"13.04.2022 02:00 - 13.04.2022 03:00","0","0","n/e","n/e","n/e","n/e","120","120","n/e"
"13.04.2022 03:00 - 13.04.2022 04:00","0","0","n/e","n/e","n/e","n/e","120","120","n/e"
"13.04.2022 04:00 - 13.04.2022 05:00","0","0","n/e","n/e","n/e","n/e","131","131","n/e"
"13.04.2022 05:00 - 13.04.2022 06:00","0","0","n/e","n/e","n/e","n/e","144","144","n/e"
"13.04.2022 06:00 - 13.04.2022 07:00","121","121","n/e","n/e","n/e","n/e","155","155","n/e"
"13.04.2022 07:00 - 13.04.2022 08:00","572","572","n/e","n/e","n/e","n/e","158","158","n/e"
"13.04.2022 08:00 - 13.04.2022 09:00","1262","1262","n/e","n/e","n/e","n/e","164","164","n/e"
"13.04.2022 09:00 - 13.04.2022 10:00","1888","1888","n/e","n/e","n/e","n/e","179","179","n/e"
"13.04.2022 10:00 - 13.04.2022 11:00","2323","2323","n/e","n/e","n/e","n/e","216","216","n/e"
"13.04.2022 11:00 - 13.04.2022 12:00","2553","2553","n/e","n/e","n/e","n/e","252","252","n/e"
"13.04.2022 12:00 - 13.04.2022 13:00","2606","2713","n/e","n/e","n/e","n/e","285","212","n/e"
"13.04.2022 13:00 - 13.04.2022 14:00","2480","2584","n/e","n/e","n/e","n/e","323","276","n/e"
"13.04.2022 14:00 - 13.04.2022 15:00","2186","2285","n/e","n/e","n/e","n/e","348","315","n/e"
"13.04.2022 15:00 - 13.04.2022 16:00","1741","1829","n/e","n/e","n/e","n/e","376","342","n/e"
"13.04.2022 16:00 - 13.04.2022 17:00","1162","1227","n/e","n/e","n/e","n/e","398","346","n/e"
"13.04.2022 17:00 - 13.04.2022 18:00","531","559","n/e","n/e","n/e","n/e","386","333","n/e"
"13.04.2022 18:00 - 13.04.2022 19:00","117","108","n/e","n/e","n/e","n/e","370","309","n/e"
"13.04.2022 19:00 - 13.04.2022 20:00","0","0","n/e","n/e","n/e","n/e","353","277","n/e"
"13.04.2022 20:00 - 13.04.2022 21:00","0","0","n/e","n/e","n/e","n/e","332","262","n/e"
"13.04.2022 21:00 - 13.04.2022 22:00","0","0","n/e","n/e","n/e","n/e","307","237","n/e"
"13.04.2022 22:00 - 13.04.2022 23:00","0","0","n/e","n/e","n/e","n/e","293","219","n/e"
"13.04.2022 23:00 - 14.04.2022 00:00","0","0","n/e","n/e","n/e","n/e","220","220","n/e"
"14.04.2022 00:00 - 14.04.2022 01:00","0","0","n/e","n/e","n/e","n/e","211","211","n/e"
"14.04.2022 01:00 - 14.04.2022 02:00","0","0","n/e","n/e","n/e","n/e","218","218","n/e"
"14.04.2022 02:00 - 14.04.2022 03:00","0","0","n/e","n/e","n/e","n/e","232","232","n/e"
"14.04.2022 03:00 - 14.04.2022 04:00","0","0","n/e","n/e","n/e","n/e","251","251","n/e"
"14.04.2022 04:00 - 14.04.2022 05:00","0","0","n/e","n/e","n/e","n/e","277","277","n/e"
"14.04.2022 05:00 - 14.04.2022 06:00","0","0","n/e","n/e","n/e","n/e","312","312","n/e"
"14.04.2022 06:00 - 14.04.2022 07:00","117","117","n/e","n/e","n/e","n/e","362","362","n/e"
"14.04.2022 07:00 - 14.04.2022 08:00","596","596","n/e","n/e","n/e","n/e","407","407","n/e"
"14.04.2022 08:00 - 14.04.2022 09:00","1303","1303","n/e","n/e","n/e","n/e","452","452","n/e"
"14.04.2022 09:00 - 14.04.2022 10:00","1932","1932","n/e","n/e","n/e","n/e","511","511","n/e"
"14.04.2022 10:00 - 14.04.2022 11:00","2369","2369","n/e","n/e","n/e","n/e","564","564","n/e"
"14.04.2022 11:00 - 14.04.2022 12:00","2599","2599","n/e","n/e","n/e","n/e","596","596","n/e"
"14.04.2022 12:00 - 14.04.2022 13:00","2659","2824","n/e","n/e","n/e","n/e","617","414","n/e"
"14.04.2022 13:00 - 14.04.2022 14:00","2558","2715","n/e","n/e","n/e","n/e","637","415","n/e"
"14.04.2022 14:00 - 14.04.2022 15:00","2290","2440","n/e","n/e","n/e","n/e","666","432","n/e"
"14.04.2022 15:00 - 14.04.2022 16:00","1851","1984","n/e","n/e","n/e","n/e","693","456","n/e"
"14.04.2022 16:00 - 14.04.2022 17:00","1257","1360","n/e","n/e","n/e","n/e","704","463","n/e"
"14.04.2022 17:00 - 14.04.2022 18:00","578","652","n/e","n/e","n/e","n/e","689","436","n/e"
"14.04.2022 18:00 - 14.04.2022 19:00","113","136","n/e","n/e","n/e","n/e","666","405","n/e"
"14.04.2022 19:00 - 14.04.2022 20:00","0","0","n/e","n/e","n/e","n/e","658","409","n/e"
"14.04.2022 20:00 - 14.04.2022 21:00","0","0","n/e","n/e","n/e","n/e","675","439","n/e"
"14.04.2022 21:00 - 14.04.2022 22:00","0","0","n/e","n/e","n/e","n/e","728","496","n/e"
"14.04.2022 22:00 - 14.04.2022 23:00","0","0","n/e","n/e","n/e","n/e","811","585","n/e"
"14.04.2022 23:00 - 15.04.2022 00:00","0","0","n/e","n/e","n/e","n/e","700","700","n/e"
"15.04.2022 00:00 - 15.04.2022 01:00","0","0","n/e","n/e","n/e","n/e","835","835","n/e"
"15.04.2022 01:00 - 15.04.2022 02:00","0","0","n/e","n/e","n/e","n/e","968","968","n/e"
"15.04.2022 02:00 - 15.04.2022 03:00","0","0","n/e","n/e","n/e","n/e","1082","1082","n/e"
"15.04.2022 03:00 - 15.04.2022 04:00","0","0","n/e","n/e","n/e","n/e","1152","1152","n/e"
"15.04.2022 04:00 - 15.04.2022 05:00","0","0","n/e","n/e","n/e","n/e","1207","1207","n/e"
"15.04.2022 05:00 - 15.04.2022 06:00","0","0","n/e","n/e","n/e","n/e","1275","1275","n/e"
"15.04.2022 06:00 - 15.04.2022 07:00","158","158","n/e","n/e","n/e","n/e","1341","1341","n/e"
"15.04.2022 07:00 - 15.04.2022 08:00","721","721","n/e","n/e","n/e","n/e","1352","1352","n/e"
"15.04.2022 08:00 - 15.04.2022 09:00","1475","1475","n/e","n/e","n/e","n/e","1332","1332","n/e"
"15.04.2022 09:00 - 15.04.2022 10:00","2129","2129","n/e","n/e","n/e","n/e","1357","1357","n/e"
"15.04.2022 10:00 - 15.04.2022 11:00","2585","2585","n/e","n/e","n/e","n/e","1366","1366","n/e"
"15.04.2022 11:00 - 15.04.2022 12:00","2834","2834","n/e","n/e","n/e","n/e","1283","1283","n/e"
"15.04.2022 12:00 - 15.04.2022 13:00","2897","2914","n/e","n/e","n/e","n/e","1160","1201","n/e"
"15.04.2022 13:00 - 15.04.2022 14:00","2817","2832","n/e","n/e","n/e","n/e","1089","1129","n/e"
"15.04.2022 14:00 - 15.04.2022 15:00","2545","2562","n/e","n/e","n/e","n/e","1054","1088","n/e"
"15.04.2022 15:00 - 15.04.2022 16:00","2066","2087","n/e","n/e","n/e","n/e","1014","1061","n/e"
"15.04.2022 16:00 - 15.04.2022 17:00","1411","1431","n/e","n/e","n/e","n/e","982","1014","n/e"
"15.04.2022 17:00 - 15.04.2022 18:00","681","695","n/e","n/e","n/e","n/e","921","939","n/e"
"15.04.2022 18:00 - 15.04.2022 19:00","149","152","n/e","n/e","n/e","n/e","843","875","n/e"
"15.04.2022 19:00 - 15.04.2022 20:00","0","0","n/e","n/e","n/e","n/e","803","846","n/e"
"15.04.2022 20:00 - 15.04.2022 21:00","0","0","n/e","n/e","n/e","n/e","775","806","n/e"
"15.04.2022 21:00 - 15.04.2022 22:00","0","0","n/e","n/e","n/e","n/e","736","732","n/e"
"15.04.2022 22:00 - 15.04.2022 23:00","0","0","n/e","n/e","n/e","n/e","696","654","n/e"
"15.04.2022 23:00 - 16.04.2022 00:00","0","0","n/e","n/e","n/e","n/e","590","590","n/e"
"16.04.2022 00:00 - 16.04.2022 01:00","0","0","n/e","n/e","n/e","n/e","510","510","n/e"
"16.04.2022 01:00 - 16.04.2022 02:00","0","0","n/e","n/e","n/e","n/e","447","447","n/e"
"16.04.2022 02:00 - 16.04.2022 03:00","0","0","n/e","n/e","n/e","n/e","408","408","n/e"
"16.04.2022 03:00 - 16.04.2022 04:00","0","0","n/e","n/e","n/e","n/e","376","376","n/e"
"16.04.2022 04:00 - 16.04.2022 05:00","0","0","n/e","n/e","n/e","n/e","365","365","n/e"
"16.04.2022 05:00 - 16.04.2022 06:00","0","0","n/e","n/e","n/e","n/e","378","378","n/e"
"16.04.2022 06:00 - 16.04.2022 07:00","141","141","n/e","n/e","n/e","n/e","405","405","n/e"
"16.04.2022 07:00 - 16.04.2022 08:00","574","574","n/e","n/e","n/e","n/e","423","423","n/e"
"16.04.2022 08:00 - 16.04.2022 09:00","1145","1145","n/e","n/e","n/e","n/e","407","407","n/e"
"16.04.2022 09:00 - 16.04.2022 10:00","1641","1641","n/e","n/e","n/e","n/e","385","385","n/e"
"16.04.2022 10:00 - 16.04.2022 11:00","1993","1993","n/e","n/e","n/e","n/e","357","357","n/e"
"16.04.2022 11:00 - 16.04.2022 12:00","2184","2184","n/e","n/e","n/e","n/e","330","330","n/e"
"16.04.2022 12:00 - 16.04.2022 13:00","2229","2135","n/e","n/e","n/e","n/e","334","326","n/e"
"16.04.2022 13:00 - 16.04.2022 14:00","2137","2063","n/e","n/e","n/e","n/e","354","337","n/e"
"16.04.2022 14:00 - 16.04.2022 15:00","1879","1827","n/e","n/e","n/e","n/e","393","371","n/e"
"16.04.2022 15:00 - 16.04.2022 16:00","1470","1442","n/e","n/e","n/e","n/e","431","423","n/e"
"16.04.2022 16:00 - 16.04.2022 17:00","962","946","n/e","n/e","n/e","n/e","470","475","n/e"
"16.04.2022 17:00 - 16.04.2022 18:00","447","435","n/e","n/e","n/e","n/e","513","515","n/e"
"16.04.2022 18:00 - 16.04.2022 19:00","100","95","n/e","n/e","n/e","n/e","558","562","n/e"
"16.04.2022 19:00 - 16.04.2022 20:00","0","0","n/e","n/e","n/e","n/e","623","611","n/e"
"16.04.2022 20:00 - 16.04.2022 21:00","0","0","n/e","n/e","n/e","n/e","675","642","n/e"
"16.04.2022 21:00 - 16.04.2022 22:00","0","0","n/e","n/e","n/e","n/e","702","647","n/e"
"16.04.2022 22:00 - 16.04.2022 23:00","0","0","n/e","n/e","n/e","n/e","712","637","n/e"
"16.04.2022 23:00 - 17.04.2022 00:00","0","0","n/e","n/e","n/e","n/e","642","642","n/e"
"17.04.2022 00:00 - 17.04.2022 01:00","0","0","n/e","n/e","n/e","n/e","774","774","n/e"
"17.04.2022 01:00 - 17.04.2022 02:00","0","0","n/e","n/e","n/e","n/e","913","913","n/e"
"17.04.2022 02:00 - 17.04.2022 03:00","0","0","n/e","n/e","n/e","n/e","1124","1124","n/e"
"17.04.2022 03:00 - 17.04.2022 04:00","0","0","n/e","n/e","n/e","n/e","1379","1379","n/e"
"17.04.2022 04:00 - 17.04.2022 05:00","0","0","n/e","n/e","n/e","n/e","1661","1661","n/e"
"17.04.2022 05:00 - 17.04.2022 06:00","0","0","n/e","n/e","n/e","n/e","1924","1924","n/e"
"17.04.2022 06:00 - 17.04.2022 07:00","39","39","n/e","n/e","n/e","n/e","2091","2091","n/e"
"17.04.2022 07:00 - 17.04.2022 08:00","184","184","n/e","n/e","n/e","n/e","2153","2153","n/e"
"17.04.2022 08:00 - 17.04.2022 09:00","414","414","n/e","n/e","n/e","n/e","2215","2215","n/e"
"17.04.2022 09:00 - 17.04.2022 10:00","624","624","n/e","n/e","n/e","n/e","2320","2320","n/e"
"17.04.2022 10:00 - 17.04.2022 11:00","755","755","n/e","n/e","n/e","n/e","2357","2357","n/e"
"17.04.2022 11:00 - 17.04.2022 12:00","789","789","n/e","n/e","n/e","n/e","2291","2291","n/e"
"17.04.2022 12:00 - 17.04.2022 13:00","747","847","n/e","n/e","n/e","n/e","2185","2182","n/e"
"17.04.2022 13:00 - 17.04.2022 14:00","668","708","n/e","n/e","n/e","n/e","2073","2041","n/e"
"17.04.2022 14:00 - 17.04.2022 15:00","564","560","n/e","n/e","n/e","n/e","1960","1947","n/e"
"17.04.2022 15:00 - 17.04.2022 16:00","429","406","n/e","n/e","n/e","n/e","1861","1906","n/e"
"17.04.2022 16:00 - 17.04.2022 17:00","272","249","n/e","n/e","n/e","n/e","1826","1917","n/e"
"17.04.2022 17:00 - 17.04.2022 18:00","121","107","n/e","n/e","n/e","n/e","1868","1951","n/e"
"17.04.2022 18:00 - 17.04.2022 19:00","28","26","n/e","n/e","n/e","n/e","1921","1972","n/e"
"17.04.2022 19:00 - 17.04.2022 20:00","0","0","n/e","n/e","n/e","n/e","1971","2025","n/e"
"17.04.2022 20:00 - 17.04.2022 21:00","0","0","n/e","n/e","n/e","n/e","2018","2072","n/e"
"17.04.2022 21:00 - 17.04.2022 22:00","0","0","n/e","n/e","n/e","n/e","2014","2061","n/e"
"17.04.2022 22:00 - 17.04.2022 23:00","0","0","n/e","n/e","n/e","n/e","1987","2033","n/e"
"17.04.2022 23:00 - 18.04.2022 00:00","0","0","n/e","n/e","n/e","n/e","2031","2031","n/e"
"18.04.2022 00:00 - 18.04.2022 01:00","0","0","n/e","n/e","n/e","n/e","1981","1981","n/e"
"18.04.2022 01:00 - 18.04.2022 02:00","0","0","n/e","n/e","n/e","n/e","2030","2030","n/e"
"18.04.2022 02:00 - 18.04.2022 03:00","0","0","n/e","n/e","n/e","n/e","2108","2108","n/e"
"18.04.2022 03:00 - 18.04.2022 04:00","0","0","n/e","n/e","n/e","n/e","2210","2210","n/e"
"18.04.2022 04:00 - 18.04.2022 05:00","0","0","n/e","n/e","n/e","n/e","2305","2305","n/e"
"18.04.2022 05:00 - 18.04.2022 06:00","3","3","n/e","n/e","n/e","n/e","2362","2362","n/e"
"18.04.2022 06:00 - 18.04.2022 07:00","31","31","n/e","n/e","n/e","n/e","2371","2371","n/e"
"18.04.2022 07:00 - 18.04.2022 08:00","149","149","n/e","n/e","n/e","n/e","2340","2340","n/e"
"18.04.2022 08:00 - 18.04.2022 09:00","348","348","n/e","n/e","n/e","n/e","2296","2296","n/e"
"18.04.2022 09:00 - 18.04.2022 10:00","548","548","n/e","n/e","n/e","n/e","2241","2241","n/e"
"18.04.2022 10:00 - 18.04.2022 11:00","708","708","n/e","n/e","n/e","n/e","2183","2183","n/e"
"18.04.2022 11:00 - 18.04.2022 12:00","816","816","n/e","n/e","n/e","n/e","2112","2112","n/e"
"18.04.2022 12:00 - 18.04.2022 13:00","850","842","n/e","n/e","n/e","n/e","2018","1700","n/e"
"18.04.2022 13:00 - 18.04.2022 14:00","822","819","n/e","n/e","n/e","n/e","1919","1568","n/e"
"18.04.2022 14:00 - 18.04.2022 15:00","722","717","n/e","n/e","n/e","n/e","1825","1466","n/e"
"18.04.2022 15:00 - 18.04.2022 16:00","560","554","n/e","n/e","n/e","n/e","1726","1381","n/e"
"18.04.2022 16:00 - 18.04.2022 17:00","351","354","n/e","n/e","n/e","n/e","1629","1322","n/e"
"18.04.2022 17:00 - 18.04.2022 18:00","145","149","n/e","n/e","n/e","n/e","1579","1301","n/e"
"18.04.2022 18:00 - 18.04.2022 19:00","29","29","n/e","n/e","n/e","n/e","1570","1283","n/e"
"18.04.2022 19:00 - 18.04.2022 20:00","0","0","n/e","n/e","n/e","n/e","1597","1288","n/e"
"18.04.2022 20:00 - 18.04.2022 21:00","0","0","n/e","n/e","n/e","n/e","1609","1280","n/e"
"18.04.2022 21:00 - 18.04.2022 22:00","0","0","n/e","n/e","n/e","n/e","1566","1213","n/e"
"18.04.2022 22:00 - 18.04.2022 23:00","0","0","n/e","n/e","n/e","n/e","1499","1144","n/e"
"18.04.2022 23:00 - 19.04.2022 00:00","0","0","n/e","n/e","n/e","n/e","1087","1450","n/e"
"19.04.2022 00:00 - 19.04.2022 01:00","0","0","n/e","n/e","n/e","n/e","1023","1409","n/e"
"19.04.2022 01:00 - 19.04.2022 02:00","0","0","n/e","n/e","n/e","n/e","972","1349","n/e"
"19.04.2022 02:00 - 19.04.2022 03:00","0","0","n/e","n/e","n/e","n/e","929","1287","n/e"
"19.04.2022 03:00 - 19.04.2022 04:00","0","0","n/e","n/e","n/e","n/e","881","1221","n/e"
"19.04.2022 04:00 - 19.04.2022 05:00","0","0","n/e","n/e","n/e","n/e","836","1156","n/e"
"19.04.2022 05:00 - 19.04.2022 06:00","0","0","n/e","n/e","n/e","n/e","799","1106","n/e"
"19.04.2022 06:00 - 19.04.2022 07:00","76","78","n/e","n/e","n/e","n/e","743","1043","n/e"
"19.04.2022 07:00 - 19.04.2022 08:00","359","374","n/e","n/e","n/e","n/e","657","957","n/e"
"19.04.2022 08:00 - 19.04.2022 09:00","808","834","n/e","n/e","n/e","n/e","565","881","n/e"
"19.04.2022 09:00 - 19.04.2022 10:00","1253","1266","n/e","n/e","n/e","n/e","485","820","n/e"
"19.04.2022 10:00 - 19.04.2022 11:00","1601","1589","n/e","n/e","n/e","n/e","436","762","n/e"
"19.04.2022 11:00 - 19.04.2022 12:00","1841","1800","n/e","n/e","n/e","n/e","440","742","n/e"
"19.04.2022 12:00 - 19.04.2022 13:00","1975","1910","n/e","n/e","n/e","n/e","491","783","n/e"
"19.04.2022 13:00 - 19.04.2022 14:00","1974","1888","n/e","n/e","n/e","n/e","573","849","n/e"
"19.04.2022 14:00 - 19.04.2022 15:00","1811","1717","n/e","n/e","n/e","n/e","689","930","n/e"
"19.04.2022 15:00 - 19.04.2022 16:00","1490","1420","n/e","n/e","n/e","n/e","808","1023","n/e"
"19.04.2022 16:00 - 19.04.2022 17:00","1040","1000","n/e","n/e","n/e","n/e","901","1090","n/e"
"19.04.2022 17:00 - 19.04.2022 18:00","523","503","n/e","n/e","n/e","n/e","957","1101","n/e"
"19.04.2022 18:00 - 19.04.2022 19:00","125","119","n/e","n/e","n/e","n/e","955","1045","n/e"
"19.04.2022 19:00 - 19.04.2022 20:00","0","0","n/e","n/e","n/e","n/e","937","999","n/e"
"19.04.2022 20:00 - 19.04.2022 21:00","0","0","n/e","n/e","n/e","n/e","916","970","n/e"
"19.04.2022 21:00 - 19.04.2022 22:00","0","0","n/e","n/e","n/e","n/e","889","933","n/e"
"19.04.2022 22:00 - 19.04.2022 23:00","0","0","n/e","n/e","n/e","n/e","871","900","n/e"
"19.04.2022 23:00 - 20.04.2022 00:00","0","0","n/e","n/e","n/e","n/e","855","855","n/e"
"20.04.2022 00:00 - 20.04.2022 01:00","0","0","n/e","n/e","n/e","n/e","939","939","n/e"
"20.04.2022 01:00 - 20.04.2022 02:00","0","0","n/e","n/e","n/e","n/e","909","909","n/e"
"20.04.2022 02:00 - 20.04.2022 03:00","0","0","n/e","n/e","n/e","n/e","883","883","n/e"
"20.04.2022 03:00 - 20.04.2022 04:00","0","0","n/e","n/e","n/e","n/e","839","839","n/e"
"20.04.2022 04:00 - 20.04.2022 05:00","0","0","n/e","n/e","n/e","n/e","776","776","n/e"
"20.04.2022 05:00 - 20.04.2022 06:00","0","0","n/e","n/e","n/e","n/e","727","727","n/e"
"20.04.2022 06:00 - 20.04.2022 07:00","156","156","n/e","n/e","n/e","n/e","729","729","n/e"
"20.04.2022 07:00 - 20.04.2022 08:00","644","644","n/e","n/e","n/e","n/e","770","770","n/e"
"20.04.2022 08:00 - 20.04.2022 09:00","1277","1277","n/e","n/e","n/e","n/e","870","870","n/e"
"20.04.2022 09:00 - 20.04.2022 10:00","1805","1805","n/e","n/e","n/e","n/e","1051","1051","n/e"
"20.04.2022 10:00 - 20.04.2022 11:00","2158","2158","n/e","n/e","n/e","n/e","1278","1278","n/e"
"20.04.2022 11:00 - 20.04.2022 12:00","2330","2330","n/e","n/e","n/e","n/e","1524","1524","n/e"
"20.04.2022 12:00 - 20.04.2022 13:00","2353","2359","n/e","n/e","n/e","n/e","1759","1634","n/e"
"20.04.2022 13:00 - 20.04.2022 14:00","2259","2257","n/e","n/e","n/e","n/e","1958","1786","n/e"
"20.04.2022 14:00 - 20.04.2022 15:00","2044","2041","n/e","n/e","n/e","n/e","2089","1884","n/e"
"20.04.2022 15:00 - 20.04.2022 16:00","1700","1691","n/e","n/e","n/e","n/e","2147","1934","n/e"
"20.04.2022 16:00 - 20.04.2022 17:00","1207","1192","n/e","n/e","n/e","n/e","2144","1924","n/e"
"20.04.2022 17:00 - 20.04.2022 18:00","606","597","n/e","n/e","n/e","n/e","2077","1851","n/e"
"20.04.2022 18:00 - 20.04.2022 19:00","141","139","n/e","n/e","n/e","n/e","1965","1751","n/e"
"20.04.2022 19:00 - 20.04.2022 20:00","0","0","n/e","n/e","n/e","n/e","1836","1636","n/e"
"20.04.2022 20:00 - 20.04.2022 21:00","0","0","n/e","n/e","n/e","n/e","1662","1460","n/e"
"20.04.2022 21:00 - 20.04.2022 22:00","0","0","n/e","n/e","n/e","n/e","1470","1270","n/e"
"20.04.2022 22:00 - 20.04.2022 23:00","0","0","n/e","n/e","n/e","n/e","1299","1118","n/e"
"20.04.2022 23:00 - 21.04.2022 00:00","0","0","n/e","n/e","n/e","n/e","989","989","n/e"
"21.04.2022 00:00 - 21.04.2022 01:00","0","0","n/e","n/e","n/e","n/e","913","913","n/e"
"21.04.2022 01:00 - 21.04.2022 02:00","0","0","n/e","n/e","n/e","n/e","783","783","n/e"
"21.04.2022 02:00 - 21.04.2022 03:00","0","0","n/e","n/e","n/e","n/e","654","654","n/e"
"21.04.2022 03:00 - 21.04.2022 04:00","0","0","n/e","n/e","n/e","n/e","534","534","n/e"
"21.04.2022 04:00 - 21.04.2022 05:00","0","0","n/e","n/e","n/e","n/e","426","426","n/e"
"21.04.2022 05:00 - 21.04.2022 06:00","0","0","n/e","n/e","n/e","n/e","343","343","n/e"
"21.04.2022 06:00 - 21.04.2022 07:00","179","179","n/e","n/e","n/e","n/e","284","284","n/e"
"21.04.2022 07:00 - 21.04.2022 08:00","689","689","n/e","n/e","n/e","n/e","245","245","n/e"
"21.04.2022 08:00 - 21.04.2022 09:00","1305","1305","n/e","n/e","n/e","n/e","227","227","n/e"
"21.04.2022 09:00 - 21.04.2022 10:00","1797","1797","n/e","n/e","n/e","n/e","235","235","n/e"
"21.04.2022 10:00 - 21.04.2022 11:00","2124","2124","n/e","n/e","n/e","n/e","279","279","n/e"
"21.04.2022 11:00 - 21.04.2022 12:00","2303","2303","n/e","n/e","n/e","n/e","366","366","n/e"
"21.04.2022 12:00 - 21.04.2022 13:00","2342","2333","n/e","n/e","n/e","n/e","476","426","n/e"
"21.04.2022 13:00 - 21.04.2022 14:00","2234","2275","n/e","n/e","n/e","n/e","590","622","n/e"
"21.04.2022 14:00 - 21.04.2022 15:00","1976","2045","n/e","n/e","n/e","n/e","678","703","n/e"
"21.04.2022 15:00 - 21.04.2022 16:00","1582","1649","n/e","n/e","n/e","n/e","741","759","n/e"
"21.04.2022 16:00 - 21.04.2022 17:00","1075","1113","n/e","n/e","n/e","n/e","781","776","n/e"
"21.04.2022 17:00 - 21.04.2022 18:00","527","539","n/e","n/e","n/e","n/e","803","765","n/e"
"21.04.2022 18:00 - 21.04.2022 19:00","128","130","n/e","n/e","n/e","n/e","864","759","n/e"
"21.04.2022 19:00 - 21.04.2022 20:00","0","0","n/e","n/e","n/e","n/e","982","799","n/e"
"21.04.2022 20:00 - 21.04.2022 21:00","0","0","n/e","n/e","n/e","n/e","1070","847","n/e"
"21.04.2022 21:00 - 21.04.2022 22:00","0","0","n/e","n/e","n/e","n/e","1101","884","n/e"
"21.04.2022 22:00 - 21.04.2022 23:00","0","0","n/e","n/e","n/e","n/e","1138","889","n/e"
"21.04.2022 23:00 - 22.04.2022 00:00","0","0","n/e","n/e","n/e","n/e","902","902","n/e"
"22.04.2022 00:00 - 22.04.2022 01:00","0","0","n/e","n/e","n/e","n/e","868","868","n/e"
"22.04.2022 01:00 - 22.04.2022 02:00","0","0","n/e","n/e","n/e","n/e","848","848","n/e"
"22.04.2022 02:00 - 22.04.2022 03:00","0","0","n/e","n/e","n/e","n/e","845","845","n/e"
"22.04.2022 03:00 - 22.04.2022 04:00","0","0","n/e","n/e","n/e","n/e","845","845","n/e"
"22.04.2022 04:00 - 22.04.2022 05:00","0","0","n/e","n/e","n/e","n/e","824","824","n/e"
"22.04.2022 05:00 - 22.04.2022 06:00","3","3","n/e","n/e","n/e","n/e","841","841","n/e"
"22.04.2022 06:00 - 22.04.2022 07:00","123","123","n/e","n/e","n/e","n/e","889","889","n/e"
"22.04.2022 07:00 - 22.04.2022 08:00","505","505","n/e","n/e","n/e","n/e","933","933","n/e"
"22.04.2022 08:00 - 22.04.2022 09:00","1080","1080","n/e","n/e","n/e","n/e","1005","1005","n/e"
