"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Denmark (DK)","Generation - Solar  [MW] Intraday / Denmark (DK)","Generation - Solar  [MW] Current / Denmark (DK)","Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK)","Generation - Wind Offshore  [MW] Intraday / Denmark (DK)","Generation - Wind Offshore  [MW] Current / Denmark (DK)","Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK)","Generation - Wind Onshore  [MW] Intraday / Denmark (DK)","Generation - Wind Onshore  [MW] Current / Denmark (DK)"
"04.12.2022 22:00 - 04.12.2022 23:00","0","n/e","n/e","1239","n/e","n/e","1487","n/e","n/e"
"04.12.2022 23:00 - 05.12.2022 00:00","0","n/e","n/e","1209","n/e","n/e","1483","n/e","n/e"
"05.12.2022 00:00 - 05.12.2022 01:00","0","n/e","n/e","1228","n/e","n/e","1668","n/e","n/e"
"05.12.2022 01:00 - 05.12.2022 02:00","0","n/e","n/e","1244","n/e","n/e","1670","n/e","n/e"
"05.12.2022 02:00 - 05.12.2022 03:00","0","n/e","n/e","1243","n/e","n/e","1680","n/e","n/e"
"05.12.2022 03:00 - 05.12.2022 04:00","0","n/e","n/e","1208","n/e","n/e","1706","n/e","n/e"
"05.12.2022 04:00 - 05.12.2022 05:00","0","n/e","n/e","1191","n/e","n/e","1701","n/e","n/e"
"05.12.2022 05:00 - 05.12.2022 06:00","0","n/e","n/e","1183","n/e","n/e","1646","n/e","n/e"
"05.12.2022 06:00 - 05.12.2022 07:00","0","n/e","n/e","1159","n/e","n/e","1472","n/e","n/e"
"05.12.2022 07:00 - 05.12.2022 08:00","0","n/e","n/e","1131","n/e","n/e","1312","n/e","n/e"
"05.12.2022 08:00 - 05.12.2022 09:00","2","n/e","n/e","1085","n/e","n/e","1444","n/e","n/e"
"05.12.2022 09:00 - 05.12.2022 10:00","32","n/e","n/e","1076","n/e","n/e","1499","n/e","n/e"
"05.12.2022 10:00 - 05.12.2022 11:00","84","n/e","n/e","998","n/e","n/e","1395","n/e","n/e"
"05.12.2022 11:00 - 05.12.2022 12:00","117","n/e","n/e","961","n/e","n/e","1418","n/e","n/e"
"05.12.2022 12:00 - 05.12.2022 13:00","124","n/e","n/e","933","n/e","n/e","1318","n/e","n/e"
"05.12.2022 13:00 - 05.12.2022 14:00","102","n/e","n/e","898","n/e","n/e","1281","n/e","n/e"
"05.12.2022 14:00 - 05.12.2022 15:00","55","n/e","n/e","849","n/e","n/e","1173","n/e","n/e"
"05.12.2022 15:00 - 05.12.2022 16:00","10","n/e","n/e","813","n/e","n/e","1082","n/e","n/e"
"05.12.2022 16:00 - 05.12.2022 17:00","0","n/e","n/e","855","n/e","n/e","970","n/e","n/e"
"05.12.2022 17:00 - 05.12.2022 18:00","0","n/e","n/e","867","n/e","n/e","812","n/e","n/e"
"05.12.2022 18:00 - 05.12.2022 19:00","0","n/e","n/e","800","n/e","n/e","623","n/e","n/e"
"05.12.2022 19:00 - 05.12.2022 20:00","0","n/e","n/e","758","n/e","n/e","551","n/e","n/e"
"05.12.2022 20:00 - 05.12.2022 21:00","0","n/e","n/e","701","n/e","n/e","574","n/e","n/e"
"05.12.2022 21:00 - 05.12.2022 22:00","0","n/e","n/e","662","n/e","n/e","528","n/e","n/e"
"05.12.2022 22:00 - 05.12.2022 23:00","0","n/e","n/e","567","n/e","n/e","471","n/e","n/e"
"05.12.2022 23:00 - 06.12.2022 00:00","0","n/e","n/e","485","n/e","n/e","409","n/e","n/e"
"06.12.2022 00:00 - 06.12.2022 01:00","0","n/e","n/e","434","n/e","n/e","368","n/e","n/e"
"06.12.2022 01:00 - 06.12.2022 02:00","0","n/e","n/e","357","n/e","n/e","329","n/e","n/e"
"06.12.2022 02:00 - 06.12.2022 03:00","0","n/e","n/e","290","n/e","n/e","293","n/e","n/e"
"06.12.2022 03:00 - 06.12.2022 04:00","0","n/e","n/e","228","n/e","n/e","267","n/e","n/e"
"06.12.2022 04:00 - 06.12.2022 05:00","0","n/e","n/e","190","n/e","n/e","254","n/e","n/e"
"06.12.2022 05:00 - 06.12.2022 06:00","0","n/e","n/e","174","n/e","n/e","241","n/e","n/e"
"06.12.2022 06:00 - 06.12.2022 07:00","0","n/e","n/e","189","n/e","n/e","205","n/e","n/e"
"06.12.2022 07:00 - 06.12.2022 08:00","0","n/e","n/e","187","n/e","n/e","167","n/e","n/e"
"06.12.2022 08:00 - 06.12.2022 09:00","3","n/e","n/e","153","n/e","n/e","162","n/e","n/e"
"06.12.2022 09:00 - 06.12.2022 10:00","44","n/e","n/e","134","n/e","n/e","156","n/e","n/e"
"06.12.2022 10:00 - 06.12.2022 11:00","116","n/e","n/e","113","n/e","n/e","146","n/e","n/e"
"06.12.2022 11:00 - 06.12.2022 12:00","171","n/e","n/e","91","n/e","n/e","157","n/e","n/e"
"06.12.2022 12:00 - 06.12.2022 13:00","185","n/e","n/e","96","n/e","n/e","161","n/e","n/e"
"06.12.2022 13:00 - 06.12.2022 14:00","148","n/e","n/e","102","n/e","n/e","181","n/e","n/e"
"06.12.2022 14:00 - 06.12.2022 15:00","73","n/e","n/e","111","n/e","n/e","189","n/e","n/e"
"06.12.2022 15:00 - 06.12.2022 16:00","13","n/e","n/e","144","n/e","n/e","195","n/e","n/e"
"06.12.2022 16:00 - 06.12.2022 17:00","0","n/e","n/e","185","n/e","n/e","192","n/e","n/e"
"06.12.2022 17:00 - 06.12.2022 18:00","0","n/e","n/e","201","n/e","n/e","184","n/e","n/e"
"06.12.2022 18:00 - 06.12.2022 19:00","0","n/e","n/e","188","n/e","n/e","157","n/e","n/e"
"06.12.2022 19:00 - 06.12.2022 20:00","0","n/e","n/e","163","n/e","n/e","159","n/e","n/e"
"06.12.2022 20:00 - 06.12.2022 21:00","0","n/e","n/e","150","n/e","n/e","193","n/e","n/e"
"06.12.2022 21:00 - 06.12.2022 22:00","0","n/e","n/e","169","n/e","n/e","199","n/e","n/e"
"06.12.2022 22:00 - 06.12.2022 23:00","0","n/e","n/e","224","n/e","n/e","203","n/e","n/e"
"06.12.2022 23:00 - 07.12.2022 00:00","0","n/e","n/e","322","n/e","n/e","219","n/e","n/e"
"07.12.2022 00:00 - 07.12.2022 01:00","0","n/e","n/e","450","n/e","n/e","286","n/e","n/e"
"07.12.2022 01:00 - 07.12.2022 02:00","0","n/e","n/e","550","n/e","n/e","379","n/e","n/e"
"07.12.2022 02:00 - 07.12.2022 03:00","0","n/e","n/e","668","n/e","n/e","534","n/e","n/e"
"07.12.2022 03:00 - 07.12.2022 04:00","0","n/e","n/e","686","n/e","n/e","747","n/e","n/e"
"07.12.2022 04:00 - 07.12.2022 05:00","0","n/e","n/e","688","n/e","n/e","986","n/e","n/e"
"07.12.2022 05:00 - 07.12.2022 06:00","0","n/e","n/e","741","n/e","n/e","1259","n/e","n/e"
"07.12.2022 06:00 - 07.12.2022 07:00","0","n/e","n/e","823","n/e","n/e","1363","n/e","n/e"
"07.12.2022 07:00 - 07.12.2022 08:00","0","n/e","n/e","934","n/e","n/e","1364","n/e","n/e"
"07.12.2022 08:00 - 07.12.2022 09:00","3","n/e","n/e","1057","n/e","n/e","1623","n/e","n/e"
"07.12.2022 09:00 - 07.12.2022 10:00","48","n/e","n/e","1188","n/e","n/e","1754","n/e","n/e"
"07.12.2022 10:00 - 07.12.2022 11:00","128","n/e","n/e","1183","n/e","n/e","1616","n/e","n/e"
"07.12.2022 11:00 - 07.12.2022 12:00","188","n/e","n/e","1088","n/e","n/e","1550","n/e","n/e"
"07.12.2022 12:00 - 07.12.2022 13:00","225","n/e","n/e","994","n/e","n/e","1364","n/e","n/e"
"07.12.2022 13:00 - 07.12.2022 14:00","202","n/e","n/e","950","n/e","n/e","1248","n/e","n/e"
"07.12.2022 14:00 - 07.12.2022 15:00","116","n/e","n/e","856","n/e","n/e","1053","n/e","n/e"
"07.12.2022 15:00 - 07.12.2022 16:00","22","n/e","n/e","835","n/e","n/e","902","n/e","n/e"
"07.12.2022 16:00 - 07.12.2022 17:00","0","n/e","n/e","804","n/e","n/e","789","n/e","n/e"
"07.12.2022 17:00 - 07.12.2022 18:00","0","n/e","n/e","660","n/e","n/e","650","n/e","n/e"
"07.12.2022 18:00 - 07.12.2022 19:00","0","n/e","n/e","551","n/e","n/e","474","n/e","n/e"
"07.12.2022 19:00 - 07.12.2022 20:00","0","n/e","n/e","432","n/e","n/e","364","n/e","n/e"
"07.12.2022 20:00 - 07.12.2022 21:00","0","n/e","n/e","350","n/e","n/e","314","n/e","n/e"
"07.12.2022 21:00 - 07.12.2022 22:00","0","n/e","n/e","302","n/e","n/e","263","n/e","n/e"
"07.12.2022 22:00 - 07.12.2022 23:00","0","n/e","n/e","243","n/e","n/e","229","n/e","n/e"
"07.12.2022 23:00 - 08.12.2022 00:00","0","n/e","n/e","216","n/e","n/e","216","n/e","n/e"
"08.12.2022 00:00 - 08.12.2022 01:00","0","n/e","n/e","82","n/e","n/e","177","n/e","n/e"
"08.12.2022 01:00 - 08.12.2022 02:00","0","n/e","n/e","115","n/e","n/e","164","n/e","n/e"
"08.12.2022 02:00 - 08.12.2022 03:00","0","n/e","n/e","214","n/e","n/e","153","n/e","n/e"
"08.12.2022 03:00 - 08.12.2022 04:00","0","n/e","n/e","251","n/e","n/e","165","n/e","n/e"
"08.12.2022 04:00 - 08.12.2022 05:00","0","n/e","n/e","203","n/e","n/e","193","n/e","n/e"
"08.12.2022 05:00 - 08.12.2022 06:00","0","n/e","n/e","218","n/e","n/e","235","n/e","n/e"
"08.12.2022 06:00 - 08.12.2022 07:00","0","n/e","n/e","211","n/e","n/e","252","n/e","n/e"
"08.12.2022 07:00 - 08.12.2022 08:00","0","n/e","n/e","207","n/e","n/e","258","n/e","n/e"
"08.12.2022 08:00 - 08.12.2022 09:00","4","n/e","n/e","140","n/e","n/e","328","n/e","n/e"
"08.12.2022 09:00 - 08.12.2022 10:00","75","n/e","n/e","156","n/e","n/e","384","n/e","n/e"
"08.12.2022 10:00 - 08.12.2022 11:00","202","n/e","n/e","168","n/e","n/e","404","n/e","n/e"
"08.12.2022 11:00 - 08.12.2022 12:00","292","n/e","n/e","122","n/e","n/e","451","n/e","n/e"
"08.12.2022 12:00 - 08.12.2022 13:00","310","n/e","n/e","131","n/e","n/e","413","n/e","n/e"
"08.12.2022 13:00 - 08.12.2022 14:00","257","n/e","n/e","168","n/e","n/e","441","n/e","n/e"
"08.12.2022 14:00 - 08.12.2022 15:00","139","n/e","n/e","164","n/e","n/e","498","n/e","n/e"
"08.12.2022 15:00 - 08.12.2022 16:00","27","n/e","n/e","238","n/e","n/e","602","n/e","n/e"
"08.12.2022 16:00 - 08.12.2022 17:00","0","n/e","n/e","410","n/e","n/e","767","n/e","n/e"
"08.12.2022 17:00 - 08.12.2022 18:00","0","n/e","n/e","522","n/e","n/e","932","n/e","n/e"
"08.12.2022 18:00 - 08.12.2022 19:00","0","n/e","n/e","688","n/e","n/e","963","n/e","n/e"
"08.12.2022 19:00 - 08.12.2022 20:00","0","n/e","n/e","714","n/e","n/e","1083","n/e","n/e"
"08.12.2022 20:00 - 08.12.2022 21:00","0","n/e","n/e","743","n/e","n/e","1232","n/e","n/e"
"08.12.2022 21:00 - 08.12.2022 22:00","0","n/e","n/e","849","n/e","n/e","1269","n/e","n/e"
"08.12.2022 22:00 - 08.12.2022 23:00","0","n/e","n/e","807","n/e","n/e","1150","n/e","n/e"
"08.12.2022 23:00 - 09.12.2022 00:00","0","n/e","n/e","690","n/e","n/e","958","n/e","n/e"
"09.12.2022 00:00 - 09.12.2022 01:00","0","n/e","n/e","746","n/e","n/e","846","n/e","n/e"
"09.12.2022 01:00 - 09.12.2022 02:00","0","n/e","n/e","762","n/e","n/e","761","n/e","n/e"
"09.12.2022 02:00 - 09.12.2022 03:00","0","n/e","n/e","759","n/e","n/e","671","n/e","n/e"
"09.12.2022 03:00 - 09.12.2022 04:00","0","n/e","n/e","647","n/e","n/e","620","n/e","n/e"
"09.12.2022 04:00 - 09.12.2022 05:00","0","n/e","n/e","454","n/e","n/e","576","n/e","n/e"
"09.12.2022 05:00 - 09.12.2022 06:00","0","n/e","n/e","358","n/e","n/e","528","n/e","n/e"
"09.12.2022 06:00 - 09.12.2022 07:00","0","n/e","n/e","330","n/e","n/e","481","n/e","n/e"
"09.12.2022 07:00 - 09.12.2022 08:00","0","n/e","n/e","299","n/e","n/e","444","n/e","n/e"
"09.12.2022 08:00 - 09.12.2022 09:00","4","n/e","n/e","270","n/e","n/e","523","n/e","n/e"
"09.12.2022 09:00 - 09.12.2022 10:00","48","n/e","n/e","244","n/e","n/e","569","n/e","n/e"
"09.12.2022 10:00 - 09.12.2022 11:00","116","n/e","n/e","392","n/e","n/e","562","n/e","n/e"
"09.12.2022 11:00 - 09.12.2022 12:00","162","n/e","n/e","477","n/e","n/e","559","n/e","n/e"
"09.12.2022 12:00 - 09.12.2022 13:00","161","n/e","n/e","351","n/e","n/e","544","n/e","n/e"
"09.12.2022 13:00 - 09.12.2022 14:00","118","n/e","n/e","357","n/e","n/e","505","n/e","n/e"
"09.12.2022 14:00 - 09.12.2022 15:00","59","n/e","n/e","341","n/e","n/e","466","n/e","n/e"
"09.12.2022 15:00 - 09.12.2022 16:00","11","n/e","n/e","303","n/e","n/e","429","n/e","n/e"
"09.12.2022 16:00 - 09.12.2022 17:00","0","n/e","n/e","308","n/e","n/e","453","n/e","n/e"
"09.12.2022 17:00 - 09.12.2022 18:00","0","n/e","n/e","351","n/e","n/e","481","n/e","n/e"
"09.12.2022 18:00 - 09.12.2022 19:00","0","n/e","n/e","324","n/e","n/e","479","n/e","n/e"
"09.12.2022 19:00 - 09.12.2022 20:00","0","n/e","n/e","303","n/e","n/e","519","n/e","n/e"
"09.12.2022 20:00 - 09.12.2022 21:00","0","n/e","n/e","302","n/e","n/e","538","n/e","n/e"
"09.12.2022 21:00 - 09.12.2022 22:00","0","n/e","n/e","378","n/e","n/e","591","n/e","n/e"
"09.12.2022 22:00 - 09.12.2022 23:00","0","n/e","n/e","386","n/e","n/e","615","n/e","n/e"
"09.12.2022 23:00 - 10.12.2022 00:00","0","n/e","n/e","413","n/e","n/e","630","n/e","n/e"
"10.12.2022 00:00 - 10.12.2022 01:00","0","n/e","n/e","224","n/e","n/e","718","n/e","n/e"
"10.12.2022 01:00 - 10.12.2022 02:00","0","n/e","n/e","212","n/e","n/e","704","n/e","n/e"
"10.12.2022 02:00 - 10.12.2022 03:00","0","n/e","n/e","291","n/e","n/e","663","n/e","n/e"
"10.12.2022 03:00 - 10.12.2022 04:00","0","n/e","n/e","537","n/e","n/e","642","n/e","n/e"
"10.12.2022 04:00 - 10.12.2022 05:00","0","n/e","n/e","552","n/e","n/e","675","n/e","n/e"
"10.12.2022 05:00 - 10.12.2022 06:00","0","n/e","n/e","461","n/e","n/e","719","n/e","n/e"
"10.12.2022 06:00 - 10.12.2022 07:00","0","n/e","n/e","528","n/e","n/e","635","n/e","n/e"
"10.12.2022 07:00 - 10.12.2022 08:00","0","n/e","n/e","526","n/e","n/e","533","n/e","n/e"
"10.12.2022 08:00 - 10.12.2022 09:00","2","n/e","n/e","543","n/e","n/e","554","n/e","n/e"
"10.12.2022 09:00 - 10.12.2022 10:00","36","n/e","n/e","608","n/e","n/e","557","n/e","n/e"
"10.12.2022 10:00 - 10.12.2022 11:00","99","n/e","n/e","571","n/e","n/e","502","n/e","n/e"
"10.12.2022 11:00 - 10.12.2022 12:00","146","n/e","n/e","536","n/e","n/e","454","n/e","n/e"
"10.12.2022 12:00 - 10.12.2022 13:00","157","n/e","n/e","474","n/e","n/e","428","n/e","n/e"
"10.12.2022 13:00 - 10.12.2022 14:00","137","n/e","n/e","400","n/e","n/e","407","n/e","n/e"
"10.12.2022 14:00 - 10.12.2022 15:00","77","n/e","n/e","328","n/e","n/e","364","n/e","n/e"
"10.12.2022 15:00 - 10.12.2022 16:00","15","n/e","n/e","306","n/e","n/e","317","n/e","n/e"
"10.12.2022 16:00 - 10.12.2022 17:00","0","n/e","n/e","323","n/e","n/e","321","n/e","n/e"
"10.12.2022 17:00 - 10.12.2022 18:00","0","n/e","n/e","328","n/e","n/e","354","n/e","n/e"
"10.12.2022 18:00 - 10.12.2022 19:00","0","n/e","n/e","376","n/e","n/e","333","n/e","n/e"
"10.12.2022 19:00 - 10.12.2022 20:00","0","n/e","n/e","382","n/e","n/e","327","n/e","n/e"
"10.12.2022 20:00 - 10.12.2022 21:00","0","n/e","n/e","385","n/e","n/e","334","n/e","n/e"
"10.12.2022 21:00 - 10.12.2022 22:00","0","n/e","n/e","428","n/e","n/e","328","n/e","n/e"
"10.12.2022 22:00 - 10.12.2022 23:00","0","n/e","n/e","453","n/e","n/e","325","n/e","n/e"
"10.12.2022 23:00 - 11.12.2022 00:00","0","n/e","n/e","480","n/e","n/e","313","n/e","n/e"
"11.12.2022 00:00 - 11.12.2022 01:00","0","n/e","n/e","489","n/e","n/e","248","n/e","n/e"
"11.12.2022 01:00 - 11.12.2022 02:00","0","n/e","n/e","497","n/e","n/e","250","n/e","n/e"
"11.12.2022 02:00 - 11.12.2022 03:00","0","n/e","n/e","492","n/e","n/e","259","n/e","n/e"
"11.12.2022 03:00 - 11.12.2022 04:00","0","n/e","n/e","445","n/e","n/e","279","n/e","n/e"
"11.12.2022 04:00 - 11.12.2022 05:00","0","n/e","n/e","449","n/e","n/e","324","n/e","n/e"
"11.12.2022 05:00 - 11.12.2022 06:00","0","n/e","n/e","557","n/e","n/e","370","n/e","n/e"
"11.12.2022 06:00 - 11.12.2022 07:00","0","n/e","n/e","611","n/e","n/e","366","n/e","n/e"
"11.12.2022 07:00 - 11.12.2022 08:00","0","n/e","n/e","643","n/e","n/e","357","n/e","n/e"
"11.12.2022 08:00 - 11.12.2022 09:00","3","n/e","n/e","652","n/e","n/e","430","n/e","n/e"
"11.12.2022 09:00 - 11.12.2022 10:00","54","n/e","n/e","640","n/e","n/e","462","n/e","n/e"
"11.12.2022 10:00 - 11.12.2022 11:00","147","n/e","n/e","631","n/e","n/e","443","n/e","n/e"
"11.12.2022 11:00 - 11.12.2022 12:00","210","n/e","n/e","624","n/e","n/e","435","n/e","n/e"
"11.12.2022 12:00 - 11.12.2022 13:00","217","n/e","n/e","568","n/e","n/e","415","n/e","n/e"
"11.12.2022 13:00 - 11.12.2022 14:00","171","n/e","n/e","520","n/e","n/e","434","n/e","n/e"
"11.12.2022 14:00 - 11.12.2022 15:00","88","n/e","n/e","454","n/e","n/e","440","n/e","n/e"
"11.12.2022 15:00 - 11.12.2022 16:00","16","n/e","n/e","455","n/e","n/e","456","n/e","n/e"
"11.12.2022 16:00 - 11.12.2022 17:00","0","n/e","n/e","498","n/e","n/e","506","n/e","n/e"
"11.12.2022 17:00 - 11.12.2022 18:00","0","n/e","n/e","538","n/e","n/e","532","n/e","n/e"
"11.12.2022 18:00 - 11.12.2022 19:00","0","n/e","n/e","560","n/e","n/e","471","n/e","n/e"
"11.12.2022 19:00 - 11.12.2022 20:00","0","n/e","n/e","547","n/e","n/e","454","n/e","n/e"
"11.12.2022 20:00 - 11.12.2022 21:00","0","n/e","n/e","527","n/e","n/e","498","n/e","n/e"
"11.12.2022 21:00 - 11.12.2022 22:00","0","n/e","n/e","522","n/e","n/e","528","n/e","n/e"
"11.12.2022 22:00 - 11.12.2022 23:00","0","n/e","n/e","512","n/e","n/e","534","n/e","n/e"
"11.12.2022 23:00 - 12.12.2022 00:00","0","n/e","n/e","498","n/e","n/e","517","n/e","n/e"
"12.12.2022 00:00 - 12.12.2022 01:00","0","n/e","n/e","672","n/e","n/e","538","n/e","n/e"
"12.12.2022 01:00 - 12.12.2022 02:00","0","n/e","n/e","675","n/e","n/e","552","n/e","n/e"
"12.12.2022 02:00 - 12.12.2022 03:00","0","n/e","n/e","638","n/e","n/e","564","n/e","n/e"
"12.12.2022 03:00 - 12.12.2022 04:00","0","n/e","n/e","625","n/e","n/e","570","n/e","n/e"
"12.12.2022 04:00 - 12.12.2022 05:00","0","n/e","n/e","638","n/e","n/e","590","n/e","n/e"
"12.12.2022 05:00 - 12.12.2022 06:00","0","n/e","n/e","704","n/e","n/e","583","n/e","n/e"
"12.12.2022 06:00 - 12.12.2022 07:00","0","n/e","n/e","741","n/e","n/e","517","n/e","n/e"
"12.12.2022 07:00 - 12.12.2022 08:00","0","n/e","n/e","749","n/e","n/e","462","n/e","n/e"
"12.12.2022 08:00 - 12.12.2022 09:00","3","n/e","n/e","749","n/e","n/e","513","n/e","n/e"
"12.12.2022 09:00 - 12.12.2022 10:00","54","n/e","n/e","710","n/e","n/e","543","n/e","n/e"
"12.12.2022 10:00 - 12.12.2022 11:00","150","n/e","n/e","650","n/e","n/e","518","n/e","n/e"
"12.12.2022 11:00 - 12.12.2022 12:00","219","n/e","n/e","626","n/e","n/e","517","n/e","n/e"
"12.12.2022 12:00 - 12.12.2022 13:00","235","n/e","n/e","579","n/e","n/e","475","n/e","n/e"
"12.12.2022 13:00 - 12.12.2022 14:00","190","n/e","n/e","563","n/e","n/e","478","n/e","n/e"
"12.12.2022 14:00 - 12.12.2022 15:00","99","n/e","n/e","555","n/e","n/e","444","n/e","n/e"
"12.12.2022 15:00 - 12.12.2022 16:00","18","n/e","n/e","583","n/e","n/e","428","n/e","n/e"
"12.12.2022 16:00 - 12.12.2022 17:00","0","n/e","n/e","691","n/e","n/e","449","n/e","n/e"
"12.12.2022 17:00 - 12.12.2022 18:00","0","n/e","n/e","740","n/e","n/e","477","n/e","n/e"
"12.12.2022 18:00 - 12.12.2022 19:00","0","n/e","n/e","694","n/e","n/e","431","n/e","n/e"
"12.12.2022 19:00 - 12.12.2022 20:00","0","n/e","n/e","692","n/e","n/e","427","n/e","n/e"
"12.12.2022 20:00 - 12.12.2022 21:00","0","n/e","n/e","652","n/e","n/e","472","n/e","n/e"
"12.12.2022 21:00 - 12.12.2022 22:00","0","n/e","n/e","612","n/e","n/e","470","n/e","n/e"
"12.12.2022 22:00 - 12.12.2022 23:00","0","n/e","n/e","594","n/e","n/e","449","n/e","n/e"
"12.12.2022 23:00 - 13.12.2022 00:00","0","n/e","n/e","590","n/e","n/e","419","n/e","n/e"
"13.12.2022 00:00 - 13.12.2022 01:00","0","n/e","n/e","785","n/e","n/e","415","n/e","n/e"
"13.12.2022 01:00 - 13.12.2022 02:00","0","n/e","n/e","776","n/e","n/e","386","n/e","n/e"
"13.12.2022 02:00 - 13.12.2022 03:00","0","n/e","n/e","741","n/e","n/e","364","n/e","n/e"
"13.12.2022 03:00 - 13.12.2022 04:00","0","n/e","n/e","693","n/e","n/e","348","n/e","n/e"
"13.12.2022 04:00 - 13.12.2022 05:00","0","n/e","n/e","608","n/e","n/e","331","n/e","n/e"
"13.12.2022 05:00 - 13.12.2022 06:00","0","n/e","n/e","555","n/e","n/e","295","n/e","n/e"
"13.12.2022 06:00 - 13.12.2022 07:00","0","n/e","n/e","486","n/e","n/e","238","n/e","n/e"
"13.12.2022 07:00 - 13.12.2022 08:00","0","n/e","n/e","420","n/e","n/e","190","n/e","n/e"
"13.12.2022 08:00 - 13.12.2022 09:00","2","n/e","n/e","369","n/e","n/e","191","n/e","n/e"
"13.12.2022 09:00 - 13.12.2022 10:00","46","n/e","n/e","326","n/e","n/e","187","n/e","n/e"
"13.12.2022 10:00 - 13.12.2022 11:00","127","n/e","n/e","225","n/e","n/e","179","n/e","n/e"
"13.12.2022 11:00 - 13.12.2022 12:00","180","n/e","n/e","151","n/e","n/e","170","n/e","n/e"
"13.12.2022 12:00 - 13.12.2022 13:00","192","n/e","n/e","126","n/e","n/e","174","n/e","n/e"
"13.12.2022 13:00 - 13.12.2022 14:00","151","n/e","n/e","98","n/e","n/e","178","n/e","n/e"
"13.12.2022 14:00 - 13.12.2022 15:00","74","n/e","n/e","82","n/e","n/e","185","n/e","n/e"
"13.12.2022 15:00 - 13.12.2022 16:00","12","n/e","n/e","117","n/e","n/e","205","n/e","n/e"
"13.12.2022 16:00 - 13.12.2022 17:00","0","n/e","n/e","148","n/e","n/e","292","n/e","n/e"
"13.12.2022 17:00 - 13.12.2022 18:00","0","n/e","n/e","253","n/e","n/e","463","n/e","n/e"
"13.12.2022 18:00 - 13.12.2022 19:00","0","n/e","n/e","497","n/e","n/e","627","n/e","n/e"
"13.12.2022 19:00 - 13.12.2022 20:00","0","n/e","n/e","652","n/e","n/e","824","n/e","n/e"
"13.12.2022 20:00 - 13.12.2022 21:00","0","n/e","n/e","726","n/e","n/e","866","n/e","n/e"
"13.12.2022 21:00 - 13.12.2022 22:00","0","n/e","n/e","729","n/e","n/e","1053","n/e","n/e"
"13.12.2022 22:00 - 13.12.2022 23:00","0","n/e","n/e","801","n/e","n/e","1237","n/e","n/e"
"13.12.2022 23:00 - 14.12.2022 00:00","0","n/e","n/e","861","n/e","n/e","1364","n/e","n/e"
"14.12.2022 00:00 - 14.12.2022 01:00","0","n/e","n/e","1191","n/e","n/e","1696","n/e","n/e"
"14.12.2022 01:00 - 14.12.2022 02:00","0","n/e","n/e","1213","n/e","n/e","1627","n/e","n/e"
"14.12.2022 02:00 - 14.12.2022 03:00","0","n/e","n/e","1154","n/e","n/e","1557","n/e","n/e"
"14.12.2022 03:00 - 14.12.2022 04:00","0","n/e","n/e","956","n/e","n/e","1546","n/e","n/e"
"14.12.2022 04:00 - 14.12.2022 05:00","0","n/e","n/e","835","n/e","n/e","1530","n/e","n/e"
"14.12.2022 05:00 - 14.12.2022 06:00","0","n/e","n/e","818","n/e","n/e","1412","n/e","n/e"
"14.12.2022 06:00 - 14.12.2022 07:00","0","n/e","n/e","758","n/e","n/e","1176","n/e","n/e"
"14.12.2022 07:00 - 14.12.2022 08:00","0","n/e","n/e","707","n/e","n/e","947","n/e","n/e"
"14.12.2022 08:00 - 14.12.2022 09:00","2","n/e","n/e","683","n/e","n/e","886","n/e","n/e"
"14.12.2022 09:00 - 14.12.2022 10:00","38","n/e","n/e","638","n/e","n/e","746","n/e","n/e"
"14.12.2022 10:00 - 14.12.2022 11:00","97","n/e","n/e","579","n/e","n/e","597","n/e","n/e"
"14.12.2022 11:00 - 14.12.2022 12:00","145","n/e","n/e","483","n/e","n/e","532","n/e","n/e"
"14.12.2022 12:00 - 14.12.2022 13:00","161","n/e","n/e","377","n/e","n/e","463","n/e","n/e"
"14.12.2022 13:00 - 14.12.2022 14:00","132","n/e","n/e","319","n/e","n/e","394","n/e","n/e"
"14.12.2022 14:00 - 14.12.2022 15:00","70","n/e","n/e","293","n/e","n/e","358","n/e","n/e"
"14.12.2022 15:00 - 14.12.2022 16:00","12","n/e","n/e","267","n/e","n/e","322","n/e","n/e"
"14.12.2022 16:00 - 14.12.2022 17:00","0","n/e","n/e","268","n/e","n/e","316","n/e","n/e"
"14.12.2022 17:00 - 14.12.2022 18:00","0","n/e","n/e","252","n/e","n/e","327","n/e","n/e"
"14.12.2022 18:00 - 14.12.2022 19:00","0","n/e","n/e","206","n/e","n/e","312","n/e","n/e"
"14.12.2022 19:00 - 14.12.2022 20:00","0","n/e","n/e","224","n/e","n/e","313","n/e","n/e"
"14.12.2022 20:00 - 14.12.2022 21:00","0","n/e","n/e","189","n/e","n/e","312","n/e","n/e"
"14.12.2022 21:00 - 14.12.2022 22:00","0","n/e","n/e","150","n/e","n/e","327","n/e","n/e"
"14.12.2022 22:00 - 14.12.2022 23:00","0","n/e","n/e","153","n/e","n/e","331","n/e","n/e"
"14.12.2022 23:00 - 15.12.2022 00:00","0","n/e","n/e","146","n/e","n/e","325","n/e","n/e"
"15.12.2022 00:00 - 15.12.2022 01:00","0","n/e","n/e","455","n/e","n/e","579","n/e","n/e"
"15.12.2022 01:00 - 15.12.2022 02:00","0","n/e","n/e","335","n/e","n/e","512","n/e","n/e"
