"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Poland (PL)","Generation - Solar  [MW] Intraday / Poland (PL)","Generation - Solar  [MW] Current / Poland (PL)","Generation - Wind Offshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Offshore  [MW] Intraday / Poland (PL)","Generation - Wind Offshore  [MW] Current / Poland (PL)","Generation - Wind Onshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Onshore  [MW] Intraday / Poland (PL)","Generation - Wind Onshore  [MW] Current / Poland (PL)"
"28.05.2022 07:00 - 28.05.2022 08:00","2056","1922","1922","n/e","n/e","n/e","5211","4839","4805"
"28.05.2022 08:00 - 28.05.2022 09:00","3379","2906","2912","n/e","n/e","n/e","5396","5092","4820"
"28.05.2022 09:00 - 28.05.2022 10:00","4412","3978","3559","n/e","n/e","n/e","5379","5179","4639"
"28.05.2022 10:00 - 28.05.2022 11:00","4965","4814","3689","n/e","n/e","n/e","5293","5380","4564"
"28.05.2022 11:00 - 28.05.2022 12:00","5142","5250","3698","n/e","n/e","n/e","5220","5316","4865"
"28.05.2022 12:00 - 28.05.2022 13:00","5154","5274","3978","n/e","n/e","n/e","5141","5248","5145"
"28.05.2022 13:00 - 28.05.2022 14:00","5102","5183","3991","n/e","n/e","n/e","5089","5193","5410"
"28.05.2022 14:00 - 28.05.2022 15:00","4920","4882","3672","n/e","n/e","n/e","5046","5154","5506"
"28.05.2022 15:00 - 28.05.2022 16:00","4433","4301","3280","n/e","n/e","n/e","4969","5021","5052"
"28.05.2022 16:00 - 28.05.2022 17:00","3566","3402","2591","n/e","n/e","n/e","4793","4736","4849"
"28.05.2022 17:00 - 28.05.2022 18:00","2389","2268","1658","n/e","n/e","n/e","4442","4382","4327"
"28.05.2022 18:00 - 28.05.2022 19:00","1210","1169","835","n/e","n/e","n/e","3912","3867","3646"
"28.05.2022 19:00 - 28.05.2022 20:00","395","383","238","n/e","n/e","n/e","3340","3318","3311"
"28.05.2022 20:00 - 28.05.2022 21:00","43","40","37","n/e","n/e","n/e","2975","2948","3296"
"28.05.2022 21:00 - 28.05.2022 22:00","0","0","0","n/e","n/e","n/e","2821","2767","3384"
"28.05.2022 22:00 - 28.05.2022 23:00","0","0","0","n/e","n/e","n/e","2781","2732","3357"
"28.05.2022 23:00 - 29.05.2022 00:00","0","0","0","n/e","n/e","n/e","2783","2740","3316"
"29.05.2022 00:00 - 29.05.2022 01:00","0","0","0","n/e","n/e","n/e","2918","3418","3418"
"29.05.2022 01:00 - 29.05.2022 02:00","0","0","0","n/e","n/e","n/e","2798","3244","3244"
"29.05.2022 02:00 - 29.05.2022 03:00","0","0","0","n/e","n/e","n/e","2641","3012","3012"
"29.05.2022 03:00 - 29.05.2022 04:00","0","0","0","n/e","n/e","n/e","2458","2840","2840"
"29.05.2022 04:00 - 29.05.2022 05:00","8","5","5","n/e","n/e","n/e","2249","2647","2647"
"29.05.2022 05:00 - 29.05.2022 06:00","218","198","198","n/e","n/e","n/e","1994","2422","2422"
"29.05.2022 06:00 - 29.05.2022 07:00","889","834","834","n/e","n/e","n/e","1680","1955","1955"
"29.05.2022 07:00 - 29.05.2022 08:00","2067","1924","1925","n/e","n/e","n/e","1388","1404","1342"
"29.05.2022 08:00 - 29.05.2022 09:00","3376","3119","2903","n/e","n/e","n/e","1178","1008","856"
"29.05.2022 09:00 - 29.05.2022 10:00","4272","4002","3457","n/e","n/e","n/e","1026","850","745"
"29.05.2022 10:00 - 29.05.2022 11:00","4700","4396","3998","n/e","n/e","n/e","885","728","657"
"29.05.2022 11:00 - 29.05.2022 12:00","4854","4495","4232","n/e","n/e","n/e","744","621","559"
"29.05.2022 12:00 - 29.05.2022 13:00","4870","4510","4267","n/e","n/e","n/e","618","640","546"
"29.05.2022 13:00 - 29.05.2022 14:00","4842","4503","4103","n/e","n/e","n/e","502","504","467"
"29.05.2022 14:00 - 29.05.2022 15:00","4701","4423","3113","n/e","n/e","n/e","403","377","413"
"29.05.2022 15:00 - 29.05.2022 16:00","4202","3998","2693","n/e","n/e","n/e","310","268","315"
"29.05.2022 16:00 - 29.05.2022 17:00","3308","3166","2101","n/e","n/e","n/e","224","194","224"
"29.05.2022 17:00 - 29.05.2022 18:00","2220","2141","1472","n/e","n/e","n/e","163","147","147"
"29.05.2022 18:00 - 29.05.2022 19:00","1141","1119","931","n/e","n/e","n/e","132","127","124"
"29.05.2022 19:00 - 29.05.2022 20:00","378","376","328","n/e","n/e","n/e","139","144","108"
"29.05.2022 20:00 - 29.05.2022 21:00","48","47","56","n/e","n/e","n/e","181","201","170"
"29.05.2022 21:00 - 29.05.2022 22:00","0","0","0","n/e","n/e","n/e","252","282","236"
"29.05.2022 22:00 - 29.05.2022 23:00","0","0","0","n/e","n/e","n/e","334","365","270"
"29.05.2022 23:00 - 30.05.2022 00:00","0","0","0","n/e","n/e","n/e","398","431","356"
"30.05.2022 00:00 - 30.05.2022 01:00","0","0","0","n/e","n/e","n/e","491","438","438"
"30.05.2022 01:00 - 30.05.2022 02:00","0","0","0","n/e","n/e","n/e","520","458","458"
"30.05.2022 02:00 - 30.05.2022 03:00","0","0","0","n/e","n/e","n/e","502","438","438"
"30.05.2022 03:00 - 30.05.2022 04:00","0","0","0","n/e","n/e","n/e","449","448","448"
"30.05.2022 04:00 - 30.05.2022 05:00","3","2","2","n/e","n/e","n/e","388","431","431"
"30.05.2022 05:00 - 30.05.2022 06:00","98","93","93","n/e","n/e","n/e","328","352","352"
"30.05.2022 06:00 - 30.05.2022 07:00","391","381","381","n/e","n/e","n/e","268","254","254"
"30.05.2022 07:00 - 30.05.2022 08:00","877","814","814","n/e","n/e","n/e","192","190","192"
"30.05.2022 08:00 - 30.05.2022 09:00","1488","1331","1525","n/e","n/e","n/e","147","183","172"
"30.05.2022 09:00 - 30.05.2022 10:00","2093","1888","2326","n/e","n/e","n/e","161","212","227"
"30.05.2022 10:00 - 30.05.2022 11:00","2570","2399","2898","n/e","n/e","n/e","184","239","263"
"30.05.2022 11:00 - 30.05.2022 12:00","2787","2700","3067","n/e","n/e","n/e","208","252","317"
"30.05.2022 12:00 - 30.05.2022 13:00","2799","2768","3082","n/e","n/e","n/e","245","283","462"
"30.05.2022 13:00 - 30.05.2022 14:00","2858","2837","3127","n/e","n/e","n/e","298","369","756"
"30.05.2022 14:00 - 30.05.2022 15:00","3008","2939","3199","n/e","n/e","n/e","346","439","843"
"30.05.2022 15:00 - 30.05.2022 16:00","2928","2882","3094","n/e","n/e","n/e","415","500","908"
"30.05.2022 16:00 - 30.05.2022 17:00","2464","2495","2683","n/e","n/e","n/e","468","561","1068"
"30.05.2022 17:00 - 30.05.2022 18:00","1768","1823","1887","n/e","n/e","n/e","490","586","782"
"30.05.2022 18:00 - 30.05.2022 19:00","949","986","1158","n/e","n/e","n/e","489","575","1107"
"30.05.2022 19:00 - 30.05.2022 20:00","312","326","483","n/e","n/e","n/e","470","554","741"
"30.05.2022 20:00 - 30.05.2022 21:00","38","41","71","n/e","n/e","n/e","496","578","648"
"30.05.2022 21:00 - 30.05.2022 22:00","0","0","1","n/e","n/e","n/e","575","661","692"
"30.05.2022 22:00 - 30.05.2022 23:00","0","0","0","n/e","n/e","n/e","685","790","847"
"30.05.2022 23:00 - 31.05.2022 00:00","0","0","0","n/e","n/e","n/e","790","909","1058"
"31.05.2022 00:00 - 31.05.2022 01:00","0","0","0","n/e","n/e","n/e","1114","1189","1189"
"31.05.2022 01:00 - 31.05.2022 02:00","0","0","0","n/e","n/e","n/e","1110","1216","1216"
"31.05.2022 02:00 - 31.05.2022 03:00","0","0","0","n/e","n/e","n/e","1063","1151","1151"
"31.05.2022 03:00 - 31.05.2022 04:00","0","0","0","n/e","n/e","n/e","975","1010","1010"
"31.05.2022 04:00 - 31.05.2022 05:00","7","5","5","n/e","n/e","n/e","850","903","903"
"31.05.2022 05:00 - 31.05.2022 06:00","172","163","163","n/e","n/e","n/e","729","778","778"
"31.05.2022 06:00 - 31.05.2022 07:00","735","744","744","n/e","n/e","n/e","572","564","564"
"31.05.2022 07:00 - 31.05.2022 08:00","1789","1871","1871","n/e","n/e","n/e","419","263","252"
"31.05.2022 08:00 - 31.05.2022 09:00","3000","3243","3413","n/e","n/e","n/e","399","234","184"
"31.05.2022 09:00 - 31.05.2022 10:00","3846","4253","4548","n/e","n/e","n/e","521","398","316"
"31.05.2022 10:00 - 31.05.2022 11:00","4169","4791","5082","n/e","n/e","n/e","657","577","598"
"31.05.2022 11:00 - 31.05.2022 12:00","4177","4940","5106","n/e","n/e","n/e","735","683","697"
"31.05.2022 12:00 - 31.05.2022 13:00","4144","4938","4998","n/e","n/e","n/e","754","682","599"
"31.05.2022 13:00 - 31.05.2022 14:00","4017","4790","4823","n/e","n/e","n/e","715","604","519"
"31.05.2022 14:00 - 31.05.2022 15:00","3678","4346","4174","n/e","n/e","n/e","653","518","422"
"31.05.2022 15:00 - 31.05.2022 16:00","3135","3677","3446","n/e","n/e","n/e","582","432","338"
"31.05.2022 16:00 - 31.05.2022 17:00","2461","2503","3101","n/e","n/e","n/e","490","440","343"
"31.05.2022 17:00 - 31.05.2022 18:00","1694","1711","2072","n/e","n/e","n/e","382","343","282"
"31.05.2022 18:00 - 31.05.2022 19:00","904","901","1094","n/e","n/e","n/e","277","270","235"
"31.05.2022 19:00 - 31.05.2022 20:00","308","305","380","n/e","n/e","n/e","273","324","285"
"31.05.2022 20:00 - 31.05.2022 21:00","41","41","50","n/e","n/e","n/e","409","554","535"
"31.05.2022 21:00 - 31.05.2022 22:00","0","0","0","n/e","n/e","n/e","643","909","953"
"31.05.2022 22:00 - 31.05.2022 23:00","0","0","0","n/e","n/e","n/e","924","1241","1476"
"31.05.2022 23:00 - 01.06.2022 00:00","0","0","0","n/e","n/e","n/e","1159","1458","1715"
"01.06.2022 00:00 - 01.06.2022 01:00","0","0","0","n/e","n/e","n/e","1483","1705","1705"
"01.06.2022 01:00 - 01.06.2022 02:00","0","0","0","n/e","n/e","n/e","1522","2031","2031"
"01.06.2022 02:00 - 01.06.2022 03:00","0","0","0","n/e","n/e","n/e","1466","1943","1943"
"01.06.2022 03:00 - 01.06.2022 04:00","0","0","0","n/e","n/e","n/e","1354","1553","1553"
"01.06.2022 04:00 - 01.06.2022 05:00","2","1","1","n/e","n/e","n/e","1241","1652","1652"
"01.06.2022 05:00 - 01.06.2022 06:00","93","83","83","n/e","n/e","n/e","1164","1424","1424"
"01.06.2022 06:00 - 01.06.2022 07:00","386","345","345","n/e","n/e","n/e","1075","1402","1402"
"01.06.2022 07:00 - 01.06.2022 08:00","940","812","813","n/e","n/e","n/e","861","1270","1312"
"01.06.2022 08:00 - 01.06.2022 09:00","1714","1362","1575","n/e","n/e","n/e","678","988","1085"
"01.06.2022 09:00 - 01.06.2022 10:00","2448","1851","2346","n/e","n/e","n/e","691","919","995"
"01.06.2022 10:00 - 01.06.2022 11:00","3006","2580","3050","n/e","n/e","n/e","789","980","1143"
"01.06.2022 11:00 - 01.06.2022 12:00","3342","3266","3705","n/e","n/e","n/e","962","1158","1346"
"01.06.2022 12:00 - 01.06.2022 13:00","3443","3595","4049","n/e","n/e","n/e","1252","1273","1549"
"01.06.2022 13:00 - 01.06.2022 14:00","3494","3772","4332","n/e","n/e","n/e","1583","1594","1790"
"01.06.2022 14:00 - 01.06.2022 15:00","3608","4002","4265","n/e","n/e","n/e","1883","1830","1835"
"01.06.2022 15:00 - 01.06.2022 16:00","3430","3847","3832","n/e","n/e","n/e","2084","2013","1854"
"01.06.2022 16:00 - 01.06.2022 17:00","2880","3124","3095","n/e","n/e","n/e","2128","1987","1769"
"01.06.2022 17:00 - 01.06.2022 18:00","2056","2141","2084","n/e","n/e","n/e","2007","1746","1517"
"01.06.2022 18:00 - 01.06.2022 19:00","1068","1074","1052","n/e","n/e","n/e","1700","1408","974"
"01.06.2022 19:00 - 01.06.2022 20:00","347","343","348","n/e","n/e","n/e","1374","1066","528"
"01.06.2022 20:00 - 01.06.2022 21:00","47","46","59","n/e","n/e","n/e","1191","886","531"
"01.06.2022 21:00 - 01.06.2022 22:00","0","0","1","n/e","n/e","n/e","1133","838","889"
"01.06.2022 22:00 - 01.06.2022 23:00","0","0","0","n/e","n/e","n/e","1133","878","839"
"01.06.2022 23:00 - 02.06.2022 00:00","0","0","0","n/e","n/e","n/e","1137","929","707"
"02.06.2022 00:00 - 02.06.2022 01:00","0","0","0","n/e","n/e","n/e","991","831","831"
"02.06.2022 01:00 - 02.06.2022 02:00","0","0","0","n/e","n/e","n/e","1104","1136","1136"
"02.06.2022 02:00 - 02.06.2022 03:00","0","0","0","n/e","n/e","n/e","1145","1219","1219"
"02.06.2022 03:00 - 02.06.2022 04:00","0","0","0","n/e","n/e","n/e","1149","1085","1085"
"02.06.2022 04:00 - 02.06.2022 05:00","5","3","3","n/e","n/e","n/e","1169","1226","1226"
"02.06.2022 05:00 - 02.06.2022 06:00","117","98","98","n/e","n/e","n/e","1149","1324","1324"
"02.06.2022 06:00 - 02.06.2022 07:00","462","385","385","n/e","n/e","n/e","1036","1273","1273"
"02.06.2022 07:00 - 02.06.2022 08:00","1055","777","777","n/e","n/e","n/e","889","1114","1115"
"02.06.2022 08:00 - 02.06.2022 09:00","1821","1324","1451","n/e","n/e","n/e","956","1031","1022"
"02.06.2022 09:00 - 02.06.2022 10:00","2592","2014","2775","n/e","n/e","n/e","1235","1227","1056"
"02.06.2022 10:00 - 02.06.2022 11:00","3230","2721","4117","n/e","n/e","n/e","1495","1522","1441"
"02.06.2022 11:00 - 02.06.2022 12:00","3647","3274","4367","n/e","n/e","n/e","1691","1783","1679"
"02.06.2022 12:00 - 02.06.2022 13:00","3806","3501","4289","n/e","n/e","n/e","1833","1882","1789"
"02.06.2022 13:00 - 02.06.2022 14:00","3898","3607","4426","n/e","n/e","n/e","1930","1804","1966"
"02.06.2022 14:00 - 02.06.2022 15:00","4043","3760","4543","n/e","n/e","n/e","1975","1842","2356"
"02.06.2022 15:00 - 02.06.2022 16:00","3796","3555","4114","n/e","n/e","n/e","1981","1858","2282"
"02.06.2022 16:00 - 02.06.2022 17:00","3063","2890","3277","n/e","n/e","n/e","1924","1820","2071"
"02.06.2022 17:00 - 02.06.2022 18:00","2086","1976","2244","n/e","n/e","n/e","1756","1659","1670"
"02.06.2022 18:00 - 02.06.2022 19:00","1051","1013","1162","n/e","n/e","n/e","1448","1357","1337"
"02.06.2022 19:00 - 02.06.2022 20:00","341","336","396","n/e","n/e","n/e","1120","1056","970"
"02.06.2022 20:00 - 02.06.2022 21:00","50","49","68","n/e","n/e","n/e","958","931","733"
"02.06.2022 21:00 - 02.06.2022 22:00","0","0","1","n/e","n/e","n/e","966","964","667"
"02.06.2022 22:00 - 02.06.2022 23:00","0","0","0","n/e","n/e","n/e","1038","1042","654"
"02.06.2022 23:00 - 03.06.2022 00:00","0","0","0","n/e","n/e","n/e","1117","1114","727"
"03.06.2022 00:00 - 03.06.2022 01:00","0","0","0","n/e","n/e","n/e","1075","766","766"
"03.06.2022 01:00 - 03.06.2022 02:00","0","0","0","n/e","n/e","n/e","1064","737","737"
"03.06.2022 02:00 - 03.06.2022 03:00","0","0","0","n/e","n/e","n/e","1017","688","688"
"03.06.2022 03:00 - 03.06.2022 04:00","0","0","0","n/e","n/e","n/e","935","634","634"
"03.06.2022 04:00 - 03.06.2022 05:00","10","6","6","n/e","n/e","n/e","834","571","571"
"03.06.2022 05:00 - 03.06.2022 06:00","184","173","173","n/e","n/e","n/e","722","507","507"
"03.06.2022 06:00 - 03.06.2022 07:00","769","766","766","n/e","n/e","n/e","609","432","432"
"03.06.2022 07:00 - 03.06.2022 08:00","1837","1860","1860","n/e","n/e","n/e","489","336","325"
"03.06.2022 08:00 - 03.06.2022 09:00","3064","3201","3313","n/e","n/e","n/e","463","361","342"
"03.06.2022 09:00 - 03.06.2022 10:00","4028","4334","4640","n/e","n/e","n/e","577","456","458"
"03.06.2022 10:00 - 03.06.2022 11:00","4543","4913","5086","n/e","n/e","n/e","671","499","473"
"03.06.2022 11:00 - 03.06.2022 12:00","4691","5159","5256","n/e","n/e","n/e","678","499","450"
"03.06.2022 12:00 - 03.06.2022 13:00","4712","4976","5203","n/e","n/e","n/e","632","485","460"
"03.06.2022 13:00 - 03.06.2022 14:00","4686","4778","5454","n/e","n/e","n/e","570","459","435"
"03.06.2022 14:00 - 03.06.2022 15:00","4552","4580","4996","n/e","n/e","n/e","503","419","375"
"03.06.2022 15:00 - 03.06.2022 16:00","4086","4055","4788","n/e","n/e","n/e","434","369","319"
"03.06.2022 16:00 - 03.06.2022 17:00","3245","3185","3839","n/e","n/e","n/e","367","321","293"
"03.06.2022 17:00 - 03.06.2022 18:00","2190","2130","2594","n/e","n/e","n/e","304","270","258"
"03.06.2022 18:00 - 03.06.2022 19:00","1114","1086","1354","n/e","n/e","n/e","260","242","219"
"03.06.2022 19:00 - 03.06.2022 20:00","365","363","458","n/e","n/e","n/e","311","318","299"
"03.06.2022 20:00 - 03.06.2022 21:00","55","55","77","n/e","n/e","n/e","512","540","577"
"03.06.2022 21:00 - 03.06.2022 22:00","0","0","2","n/e","n/e","n/e","798","845","973"
"03.06.2022 22:00 - 03.06.2022 23:00","0","0","0","n/e","n/e","n/e","1054","1116","1325"
"03.06.2022 23:00 - 04.06.2022 00:00","0","0","0","n/e","n/e","n/e","1234","1289","1545"
"04.06.2022 00:00 - 04.06.2022 01:00","0","0","0","n/e","n/e","n/e","1493","1625","1625"
"04.06.2022 01:00 - 04.06.2022 02:00","0","0","0","n/e","n/e","n/e","1490","1578","1578"
"04.06.2022 02:00 - 04.06.2022 03:00","0","0","0","n/e","n/e","n/e","1389","1450","1450"
"04.06.2022 03:00 - 04.06.2022 04:00","0","0","0","n/e","n/e","n/e","1248","1215","1215"
"04.06.2022 04:00 - 04.06.2022 05:00","7","4","4","n/e","n/e","n/e","1079","970","970"
"04.06.2022 05:00 - 04.06.2022 06:00","140","131","131","n/e","n/e","n/e","868","795","795"
"04.06.2022 06:00 - 04.06.2022 07:00","532","533","533","n/e","n/e","n/e","675","724","724"
"04.06.2022 07:00 - 04.06.2022 08:00","1225","1391","1391","n/e","n/e","n/e","403","641","624"
"04.06.2022 08:00 - 04.06.2022 09:00","2114","2281","2252","n/e","n/e","n/e","154","440","411"
"04.06.2022 09:00 - 04.06.2022 10:00","2926","3174","2833","n/e","n/e","n/e","100","396","313"
"04.06.2022 10:00 - 04.06.2022 11:00","3444","3979","3209","n/e","n/e","n/e","112","405","330"
"04.06.2022 11:00 - 04.06.2022 12:00","3695","4299","3496","n/e","n/e","n/e","152","448","380"
"04.06.2022 12:00 - 04.06.2022 13:00","3790","3810","3456","n/e","n/e","n/e","215","477","468"
"04.06.2022 13:00 - 04.06.2022 14:00","3764","3838","3373","n/e","n/e","n/e","299","438","654"
"04.06.2022 14:00 - 04.06.2022 15:00","3626","3773","3335","n/e","n/e","n/e","395","551","651"
"04.06.2022 15:00 - 04.06.2022 16:00","3214","3365","3132","n/e","n/e","n/e","483","639","641"
"04.06.2022 16:00 - 04.06.2022 17:00","2541","2618","2479","n/e","n/e","n/e","561","695","702"
"04.06.2022 17:00 - 04.06.2022 18:00","1738","1767","1626","n/e","n/e","n/e","620","726","752"
"04.06.2022 18:00 - 04.06.2022 19:00","906","934","835","n/e","n/e","n/e","643","725","766"
"04.06.2022 19:00 - 04.06.2022 20:00","309","325","294","n/e","n/e","n/e","709","739","801"
"04.06.2022 20:00 - 04.06.2022 21:00","46","50","53","n/e","n/e","n/e","825","843","814"
"04.06.2022 21:00 - 04.06.2022 22:00","0","0","2","n/e","n/e","n/e","909","986","829"
"04.06.2022 22:00 - 04.06.2022 23:00","0","0","0","n/e","n/e","n/e","940","1057","907"
"04.06.2022 23:00 - 05.06.2022 00:00","0","0","0","n/e","n/e","n/e","924","1040","997"
"05.06.2022 00:00 - 05.06.2022 01:00","0","0","0","n/e","n/e","n/e","944","1119","1119"
"05.06.2022 01:00 - 05.06.2022 02:00","0","0","0","n/e","n/e","n/e","872","1015","1015"
"05.06.2022 02:00 - 05.06.2022 03:00","0","0","0","n/e","n/e","n/e","807","1142","1142"
"05.06.2022 03:00 - 05.06.2022 04:00","0","0","0","n/e","n/e","n/e","728","1061","1061"
"05.06.2022 04:00 - 05.06.2022 05:00","14","9","9","n/e","n/e","n/e","655","967","967"
"05.06.2022 05:00 - 05.06.2022 06:00","239","241","241","n/e","n/e","n/e","576","868","868"
"05.06.2022 06:00 - 05.06.2022 07:00","952","984","984","n/e","n/e","n/e","396","699","699"
"05.06.2022 07:00 - 05.06.2022 08:00","2274","2262","2262","n/e","n/e","n/e","201","203","203"
"05.06.2022 08:00 - 05.06.2022 09:00","3883","3491","3467","n/e","n/e","n/e","121","119","126"
"05.06.2022 09:00 - 05.06.2022 10:00","5298","4725","4706","n/e","n/e","n/e","106","108","116"
"05.06.2022 10:00 - 05.06.2022 11:00","6327","5671","5651","n/e","n/e","n/e","116","118","124"
"05.06.2022 11:00 - 05.06.2022 12:00","6905","6951","6216","n/e","n/e","n/e","140","141","142"
"05.06.2022 12:00 - 05.06.2022 13:00","7093","7183","6206","n/e","n/e","n/e","167","167","162"
"05.06.2022 13:00 - 05.06.2022 14:00","7029","7143","5997","n/e","n/e","n/e","199","204","202"
"05.06.2022 14:00 - 05.06.2022 15:00","6733","6884","5831","n/e","n/e","n/e","244","262","276"
"05.06.2022 15:00 - 05.06.2022 16:00","6020","6166","5228","n/e","n/e","n/e","305","345","353"
"05.06.2022 16:00 - 05.06.2022 17:00","4842","4932","4215","n/e","n/e","n/e","386","448","439"
"05.06.2022 17:00 - 05.06.2022 18:00","3311","3344","2968","n/e","n/e","n/e","484","569","600"
"05.06.2022 18:00 - 05.06.2022 19:00","1695","1702","1608","n/e","n/e","n/e","604","717","861"
"05.06.2022 19:00 - 05.06.2022 20:00","560","564","568","n/e","n/e","n/e","793","945","1084"
"05.06.2022 20:00 - 05.06.2022 21:00","85","86","99","n/e","n/e","n/e","1145","1307","1296"
"05.06.2022 21:00 - 05.06.2022 22:00","0","0","2","n/e","n/e","n/e","1603","1732","1667"
"05.06.2022 22:00 - 05.06.2022 23:00","0","0","0","n/e","n/e","n/e","1970","2068","1953"
"05.06.2022 23:00 - 06.06.2022 00:00","0","0","0","n/e","n/e","n/e","2186","2274","2117"
"06.06.2022 00:00 - 06.06.2022 01:00","0","0","0","n/e","n/e","n/e","2221","2858","2858"
"06.06.2022 01:00 - 06.06.2022 02:00","0","0","0","n/e","n/e","n/e","2313","3053","3053"
"06.06.2022 02:00 - 06.06.2022 03:00","0","0","0","n/e","n/e","n/e","2344","3115","3115"
"06.06.2022 03:00 - 06.06.2022 04:00","0","0","0","n/e","n/e","n/e","2305","3222","3222"
"06.06.2022 04:00 - 06.06.2022 05:00","10","6","6","n/e","n/e","n/e","2236","3527","3527"
"06.06.2022 05:00 - 06.06.2022 06:00","171","171","171","n/e","n/e","n/e","2086","3299","3299"
"06.06.2022 06:00 - 06.06.2022 07:00","659","678","678","n/e","n/e","n/e","1950","3112","3112"
"06.06.2022 07:00 - 06.06.2022 08:00","1522","1649","1648","n/e","n/e","n/e","1486","2176","2178"
"06.06.2022 08:00 - 06.06.2022 09:00","2515","2919","2870","n/e","n/e","n/e","939","1132","937"
"06.06.2022 09:00 - 06.06.2022 10:00","3303","3838","3756","n/e","n/e","n/e","846","894","740"
"06.06.2022 10:00 - 06.06.2022 11:00","3757","4356","4206","n/e","n/e","n/e","893","951","943"
"06.06.2022 11:00 - 06.06.2022 12:00","3926","4557","4399","n/e","n/e","n/e","944","1040","1079"
"06.06.2022 12:00 - 06.06.2022 13:00","3951","4595","4378","n/e","n/e","n/e","930","1007","1134"
"06.06.2022 13:00 - 06.06.2022 14:00","3855","4464","3981","n/e","n/e","n/e","870","917","1053"
"06.06.2022 14:00 - 06.06.2022 15:00","3506","4017","3469","n/e","n/e","n/e","792","807","934"
"06.06.2022 15:00 - 06.06.2022 16:00","2895","2878","2836","n/e","n/e","n/e","700","694","713"
"06.06.2022 16:00 - 06.06.2022 17:00","2143","2119","2164","n/e","n/e","n/e","609","585","515"
"06.06.2022 17:00 - 06.06.2022 18:00","1425","1398","1451","n/e","n/e","n/e","547","486","413"
"06.06.2022 18:00 - 06.06.2022 19:00","775","752","771","n/e","n/e","n/e","536","446","420"
"06.06.2022 19:00 - 06.06.2022 20:00","278","268","272","n/e","n/e","n/e","604","499","446"
"06.06.2022 20:00 - 06.06.2022 21:00","41","38","50","n/e","n/e","n/e","741","597","479"
"06.06.2022 21:00 - 06.06.2022 22:00","0","0","2","n/e","n/e","n/e","891","695","470"
"06.06.2022 22:00 - 06.06.2022 23:00","0","0","0","n/e","n/e","n/e","993","763","588"
"06.06.2022 23:00 - 07.06.2022 00:00","0","0","0","n/e","n/e","n/e","1013","773","703"
"07.06.2022 00:00 - 07.06.2022 01:00","0","0","0","n/e","n/e","n/e","655","717","717"
"07.06.2022 01:00 - 07.06.2022 02:00","0","0","0","n/e","n/e","n/e","628","727","727"
"07.06.2022 02:00 - 07.06.2022 03:00","0","0","0","n/e","n/e","n/e","601","741","741"
"07.06.2022 03:00 - 07.06.2022 04:00","0","0","0","n/e","n/e","n/e","562","762","762"
"07.06.2022 04:00 - 07.06.2022 05:00","10","6","6","n/e","n/e","n/e","515","807","807"
"07.06.2022 05:00 - 07.06.2022 06:00","165","155","155","n/e","n/e","n/e","453","781","781"
"07.06.2022 06:00 - 07.06.2022 07:00","632","618","618","n/e","n/e","n/e","372","526","526"
"07.06.2022 07:00 - 07.06.2022 08:00","1477","1421","1421","n/e","n/e","n/e","246","265","255"
"07.06.2022 08:00 - 07.06.2022 09:00","2512","2421","2478","n/e","n/e","n/e","149","180","198"
"07.06.2022 09:00 - 07.06.2022 10:00","3386","3387","3504","n/e","n/e","n/e","140","168","187"
"07.06.2022 10:00 - 07.06.2022 11:00","3856","4004","3965","n/e","n/e","n/e","155","172","214"
"07.06.2022 11:00 - 07.06.2022 12:00","3897","4182","4226","n/e","n/e","n/e","175","189","220"
"07.06.2022 12:00 - 07.06.2022 13:00","3823","4175","4616","n/e","n/e","n/e","194","218","245"
"07.06.2022 13:00 - 07.06.2022 14:00","3679","4058","4065","n/e","n/e","n/e","216","239","251"
"07.06.2022 14:00 - 07.06.2022 15:00","3250","3686","3628","n/e","n/e","n/e","240","249","229"
"07.06.2022 15:00 - 07.06.2022 16:00","2615","3088","2841","n/e","n/e","n/e","260","246","285"
"07.06.2022 16:00 - 07.06.2022 17:00","1950","2319","1732","n/e","n/e","n/e","265","249","442"
"07.06.2022 17:00 - 07.06.2022 18:00","1260","1476","1141","n/e","n/e","n/e","260","260","455"
"07.06.2022 18:00 - 07.06.2022 19:00","642","749","532","n/e","n/e","n/e","270","274","387"
"07.06.2022 19:00 - 07.06.2022 20:00","223","259","188","n/e","n/e","n/e","320","336","520"
"07.06.2022 20:00 - 07.06.2022 21:00","31","38","37","n/e","n/e","n/e","401","425","584"
"07.06.2022 21:00 - 07.06.2022 22:00","0","0","2","n/e","n/e","n/e","487","517","533"
"07.06.2022 22:00 - 07.06.2022 23:00","0","0","0","n/e","n/e","n/e","558","593","618"
"07.06.2022 23:00 - 08.06.2022 00:00","0","0","0","n/e","n/e","n/e","604","629","717"
"08.06.2022 00:00 - 08.06.2022 01:00","0","0","0","n/e","n/e","n/e","642","655","655"
"08.06.2022 01:00 - 08.06.2022 02:00","0","0","0","n/e","n/e","n/e","635","605","605"
"08.06.2022 02:00 - 08.06.2022 03:00","0","0","0","n/e","n/e","n/e","613","559","559"
"08.06.2022 03:00 - 08.06.2022 04:00","0","0","0","n/e","n/e","n/e","585","449","449"
