"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ France (FR)","Generation - Solar  [MW] Intraday / France (FR)","Generation - Solar  [MW] Current / France (FR)","Generation - Wind Offshore  [MW] Day Ahead/ France (FR)","Generation - Wind Offshore  [MW] Intraday / France (FR)","Generation - Wind Offshore  [MW] Current / France (FR)","Generation - Wind Onshore  [MW] Day Ahead/ France (FR)","Generation - Wind Onshore  [MW] Intraday / France (FR)","Generation - Wind Onshore  [MW] Current / France (FR)"
"29.03.2022 23:00 - 30.03.2022 00:00","0","n/e","0","n/e","n/e","n/e","2721","n/e","1506"
"30.03.2022 00:00 - 30.03.2022 01:00","0","n/e","0","n/e","n/e","n/e","1370","n/e","1825"
"30.03.2022 01:00 - 30.03.2022 02:00","0","n/e","0","n/e","n/e","n/e","1285","n/e","1664"
"30.03.2022 02:00 - 30.03.2022 03:00","0","n/e","0","n/e","n/e","n/e","1200","n/e","1504"
"30.03.2022 03:00 - 30.03.2022 04:00","0","n/e","0","n/e","n/e","n/e","1117","n/e","1344"
"30.03.2022 04:00 - 30.03.2022 05:00","0","n/e","0","n/e","n/e","n/e","1065","n/e","1264"
"30.03.2022 05:00 - 30.03.2022 06:00","0","n/e","0","n/e","n/e","n/e","1015","n/e","1185"
"30.03.2022 06:00 - 30.03.2022 07:00","0","n/e","0","n/e","n/e","n/e","968","n/e","1105"
"30.03.2022 07:00 - 30.03.2022 08:00","0","n/e","0","n/e","n/e","n/e","973","n/e","1111"
"30.03.2022 08:00 - 30.03.2022 09:00","0","n/e","0","n/e","n/e","n/e","977","n/e","1086"
"30.03.2022 09:00 - 30.03.2022 10:00","109","n/e","106","n/e","n/e","n/e","981","n/e","1069"
"30.03.2022 10:00 - 30.03.2022 11:00","919","n/e","863","n/e","n/e","n/e","1017","n/e","1036"
"30.03.2022 11:00 - 30.03.2022 12:00","2105","n/e","1972","n/e","n/e","n/e","1053","n/e","1006"
"30.03.2022 12:00 - 30.03.2022 13:00","3164","n/e","2886","n/e","n/e","n/e","1089","n/e","977"
"30.03.2022 13:00 - 30.03.2022 14:00","3932","n/e","3597","n/e","n/e","n/e","1355","n/e","1095"
"30.03.2022 14:00 - 30.03.2022 15:00","4465","n/e","4043","n/e","n/e","n/e","1621","n/e","1216"
"30.03.2022 15:00 - 30.03.2022 16:00","4486","n/e","4231","n/e","n/e","n/e","1887","n/e","1337"
"30.03.2022 16:00 - 30.03.2022 17:00","4279","n/e","4047","n/e","n/e","n/e","2261","n/e","1580"
"30.03.2022 17:00 - 30.03.2022 18:00","3769","n/e","3448","n/e","n/e","n/e","2635","n/e","1824"
"30.03.2022 18:00 - 30.03.2022 19:00","3005","n/e","2730","n/e","n/e","n/e","3008","n/e","2069"
"30.03.2022 19:00 - 30.03.2022 20:00","1858","n/e","1789","n/e","n/e","n/e","3152","n/e","2272"
"30.03.2022 20:00 - 30.03.2022 21:00","650","n/e","663","n/e","n/e","n/e","3296","n/e","2475"
"30.03.2022 21:00 - 30.03.2022 22:00","26","n/e","29","n/e","n/e","n/e","3439","n/e","2679"
"30.03.2022 22:00 - 30.03.2022 23:00","0","n/e","0","n/e","n/e","n/e","3501","n/e","2818"
"30.03.2022 23:00 - 31.03.2022 00:00","0","n/e","0","n/e","n/e","n/e","3562","n/e","2957"
"31.03.2022 00:00 - 31.03.2022 01:00","0","n/e","0","n/e","n/e","n/e","3096","n/e","3096"
"31.03.2022 01:00 - 31.03.2022 02:00","0","n/e","0","n/e","n/e","n/e","2949","n/e","2949"
"31.03.2022 02:00 - 31.03.2022 03:00","0","n/e","0","n/e","n/e","n/e","2803","n/e","2803"
"31.03.2022 03:00 - 31.03.2022 04:00","0","n/e","0","n/e","n/e","n/e","2657","n/e","2657"
"31.03.2022 04:00 - 31.03.2022 05:00","0","n/e","0","n/e","n/e","n/e","2771","n/e","2771"
"31.03.2022 05:00 - 31.03.2022 06:00","0","n/e","0","n/e","n/e","n/e","2886","n/e","2886"
"31.03.2022 06:00 - 31.03.2022 07:00","0","n/e","0","n/e","n/e","n/e","3000","n/e","3000"
"31.03.2022 07:00 - 31.03.2022 08:00","0","n/e","0","n/e","n/e","n/e","3519","n/e","3835"
"31.03.2022 08:00 - 31.03.2022 09:00","0","n/e","0","n/e","n/e","n/e","4039","n/e","4357"
"31.03.2022 09:00 - 31.03.2022 10:00","140","n/e","158","n/e","n/e","n/e","4559","n/e","4884"
"31.03.2022 10:00 - 31.03.2022 11:00","1036","n/e","1240","n/e","n/e","n/e","4661","n/e","4961"
"31.03.2022 11:00 - 31.03.2022 12:00","2413","n/e","2856","n/e","n/e","n/e","4764","n/e","5010"
"31.03.2022 12:00 - 31.03.2022 13:00","3652","n/e","4255","n/e","n/e","n/e","4866","n/e","5088"
"31.03.2022 13:00 - 31.03.2022 14:00","4600","n/e","5341","n/e","n/e","n/e","5334","n/e","5682"
"31.03.2022 14:00 - 31.03.2022 15:00","5340","n/e","5702","n/e","n/e","n/e","5801","n/e","6282"
"31.03.2022 15:00 - 31.03.2022 16:00","5484","n/e","5830","n/e","n/e","n/e","6269","n/e","6886"
"31.03.2022 16:00 - 31.03.2022 17:00","5358","n/e","5638","n/e","n/e","n/e","6960","n/e","7464"
"31.03.2022 17:00 - 31.03.2022 18:00","4671","n/e","4999","n/e","n/e","n/e","7650","n/e","8047"
"31.03.2022 18:00 - 31.03.2022 19:00","3511","n/e","3798","n/e","n/e","n/e","8341","n/e","8630"
"31.03.2022 19:00 - 31.03.2022 20:00","2107","n/e","2346","n/e","n/e","n/e","8365","n/e","8826"
"31.03.2022 20:00 - 31.03.2022 21:00","736","n/e","816","n/e","n/e","n/e","8390","n/e","9024"
"31.03.2022 21:00 - 31.03.2022 22:00","32","n/e","33","n/e","n/e","n/e","8414","n/e","9221"
"31.03.2022 22:00 - 31.03.2022 23:00","0","n/e","0","n/e","n/e","n/e","8421","n/e","9172"
"31.03.2022 23:00 - 01.04.2022 00:00","0","n/e","0","n/e","n/e","n/e","8428","n/e","9124"
"01.04.2022 00:00 - 01.04.2022 01:00","0","n/e","0","n/e","n/e","n/e","8087","n/e","8866"
"01.04.2022 01:00 - 01.04.2022 02:00","0","n/e","0","n/e","n/e","n/e","8210","n/e","8956"
"01.04.2022 02:00 - 01.04.2022 03:00","0","n/e","0","n/e","n/e","n/e","8333","n/e","9046"
"01.04.2022 03:00 - 01.04.2022 04:00","0","n/e","0","n/e","n/e","n/e","8456","n/e","9136"
"01.04.2022 04:00 - 01.04.2022 05:00","0","n/e","0","n/e","n/e","n/e","8541","n/e","9085"
"01.04.2022 05:00 - 01.04.2022 06:00","0","n/e","0","n/e","n/e","n/e","8625","n/e","9032"
"01.04.2022 06:00 - 01.04.2022 07:00","0","n/e","0","n/e","n/e","n/e","8709","n/e","8981"
"01.04.2022 07:00 - 01.04.2022 08:00","0","n/e","0","n/e","n/e","n/e","8661","n/e","8386"
"01.04.2022 08:00 - 01.04.2022 09:00","0","n/e","0","n/e","n/e","n/e","8613","n/e","8266"
"01.04.2022 09:00 - 01.04.2022 10:00","187","n/e","189","n/e","n/e","n/e","8566","n/e","8147"
"01.04.2022 10:00 - 01.04.2022 11:00","1438","n/e","1507","n/e","n/e","n/e","8878","n/e","8487"
"01.04.2022 11:00 - 01.04.2022 12:00","3366","n/e","3421","n/e","n/e","n/e","9190","n/e","8827"
"01.04.2022 12:00 - 01.04.2022 13:00","5115","n/e","5082","n/e","n/e","n/e","9504","n/e","9165"
"01.04.2022 13:00 - 01.04.2022 14:00","6044","n/e","6269","n/e","n/e","n/e","9893","n/e","9559"
"01.04.2022 14:00 - 01.04.2022 15:00","6526","n/e","6824","n/e","n/e","n/e","10285","n/e","9953"
"01.04.2022 15:00 - 01.04.2022 16:00","6488","n/e","6910","n/e","n/e","n/e","10676","n/e","10347"
"01.04.2022 16:00 - 01.04.2022 17:00","5973","n/e","6498","n/e","n/e","n/e","11037","n/e","10641"
"01.04.2022 17:00 - 01.04.2022 18:00","5198","n/e","5525","n/e","n/e","n/e","11398","n/e","10936"
"01.04.2022 18:00 - 01.04.2022 19:00","4138","n/e","4092","n/e","n/e","n/e","11759","n/e","11231"
"01.04.2022 19:00 - 01.04.2022 20:00","2649","n/e","2529","n/e","n/e","n/e","11468","n/e","11031"
"01.04.2022 20:00 - 01.04.2022 21:00","951","n/e","935","n/e","n/e","n/e","11178","n/e","10832"
"01.04.2022 21:00 - 01.04.2022 22:00","56","n/e","51","n/e","n/e","n/e","10887","n/e","10631"
"01.04.2022 22:00 - 01.04.2022 23:00","0","n/e","0","n/e","n/e","n/e","10474","n/e","10313"
"01.04.2022 23:00 - 02.04.2022 00:00","0","n/e","0","n/e","n/e","n/e","10059","n/e","9993"
"02.04.2022 00:00 - 02.04.2022 01:00","0","n/e","0","n/e","n/e","n/e","9674","n/e","9838"
"02.04.2022 01:00 - 02.04.2022 02:00","0","n/e","0","n/e","n/e","n/e","9349","n/e","9381"
"02.04.2022 02:00 - 02.04.2022 03:00","0","n/e","0","n/e","n/e","n/e","9024","n/e","8922"
"02.04.2022 03:00 - 02.04.2022 04:00","0","n/e","0","n/e","n/e","n/e","8698","n/e","8463"
"02.04.2022 04:00 - 02.04.2022 05:00","0","n/e","0","n/e","n/e","n/e","8393","n/e","8246"
"02.04.2022 05:00 - 02.04.2022 06:00","0","n/e","0","n/e","n/e","n/e","8090","n/e","8030"
"02.04.2022 06:00 - 02.04.2022 07:00","0","n/e","0","n/e","n/e","n/e","7786","n/e","7814"
"02.04.2022 07:00 - 02.04.2022 08:00","0","n/e","0","n/e","n/e","n/e","7751","n/e","8080"
"02.04.2022 08:00 - 02.04.2022 09:00","0","n/e","0","n/e","n/e","n/e","7714","n/e","7755"
"02.04.2022 09:00 - 02.04.2022 10:00","203","n/e","191","n/e","n/e","n/e","7678","n/e","7450"
"02.04.2022 10:00 - 02.04.2022 11:00","1388","n/e","1384","n/e","n/e","n/e","7777","n/e","7937"
"02.04.2022 11:00 - 02.04.2022 12:00","3079","n/e","3103","n/e","n/e","n/e","7877","n/e","7939"
"02.04.2022 12:00 - 02.04.2022 13:00","4663","n/e","4738","n/e","n/e","n/e","7977","n/e","7963"
"02.04.2022 13:00 - 02.04.2022 14:00","5838","n/e","5992","n/e","n/e","n/e","8284","n/e","8167"
"02.04.2022 14:00 - 02.04.2022 15:00","6853","n/e","6928","n/e","n/e","n/e","8591","n/e","8382"
"02.04.2022 15:00 - 02.04.2022 16:00","7198","n/e","7120","n/e","n/e","n/e","8897","n/e","8604"
"02.04.2022 16:00 - 02.04.2022 17:00","6715","n/e","6676","n/e","n/e","n/e","8854","n/e","8393"
"02.04.2022 17:00 - 02.04.2022 18:00","5807","n/e","5772","n/e","n/e","n/e","8811","n/e","8188"
"02.04.2022 18:00 - 02.04.2022 19:00","4293","n/e","4444","n/e","n/e","n/e","8768","n/e","7988"
"02.04.2022 19:00 - 02.04.2022 20:00","2676","n/e","2874","n/e","n/e","n/e","8132","n/e","7413"
"02.04.2022 20:00 - 02.04.2022 21:00","975","n/e","1048","n/e","n/e","n/e","7496","n/e","6838"
"02.04.2022 21:00 - 02.04.2022 22:00","61","n/e","64","n/e","n/e","n/e","6860","n/e","6263"
"02.04.2022 22:00 - 02.04.2022 23:00","0","n/e","0","n/e","n/e","n/e","6275","n/e","5732"
"02.04.2022 23:00 - 03.04.2022 00:00","0","n/e","0","n/e","n/e","n/e","5690","n/e","5202"
"03.04.2022 00:00 - 03.04.2022 01:00","0","n/e","0","n/e","n/e","n/e","4382","n/e","4300"
"03.04.2022 01:00 - 03.04.2022 02:00","0","n/e","0","n/e","n/e","n/e","4295","n/e","4182"
"03.04.2022 02:00 - 03.04.2022 03:00","0","n/e","0","n/e","n/e","n/e","4208","n/e","4068"
"03.04.2022 03:00 - 03.04.2022 04:00","0","n/e","0","n/e","n/e","n/e","4122","n/e","3960"
"03.04.2022 04:00 - 03.04.2022 05:00","0","n/e","0","n/e","n/e","n/e","4014","n/e","3863"
"03.04.2022 05:00 - 03.04.2022 06:00","0","n/e","0","n/e","n/e","n/e","3907","n/e","3767"
"03.04.2022 06:00 - 03.04.2022 07:00","0","n/e","0","n/e","n/e","n/e","3801","n/e","3672"
"03.04.2022 07:00 - 03.04.2022 08:00","0","n/e","0","n/e","n/e","n/e","3620","n/e","3799"
"03.04.2022 08:00 - 03.04.2022 09:00","0","n/e","0","n/e","n/e","n/e","3438","n/e","3601"
"03.04.2022 09:00 - 03.04.2022 10:00","283","n/e","300","n/e","n/e","n/e","3258","n/e","3423"
"03.04.2022 10:00 - 03.04.2022 11:00","1834","n/e","1903","n/e","n/e","n/e","2965","n/e","3104"
"03.04.2022 11:00 - 03.04.2022 12:00","4143","n/e","4205","n/e","n/e","n/e","2673","n/e","2795"
"03.04.2022 12:00 - 03.04.2022 13:00","6162","n/e","6212","n/e","n/e","n/e","2381","n/e","2493"
"03.04.2022 13:00 - 03.04.2022 14:00","7414","n/e","7457","n/e","n/e","n/e","2632","n/e","2714"
"03.04.2022 14:00 - 03.04.2022 15:00","7960","n/e","7952","n/e","n/e","n/e","2881","n/e","2941"
"03.04.2022 15:00 - 03.04.2022 16:00","7786","n/e","7899","n/e","n/e","n/e","3130","n/e","3173"
"03.04.2022 16:00 - 03.04.2022 17:00","7203","n/e","7385","n/e","n/e","n/e","3132","n/e","3137"
"03.04.2022 17:00 - 03.04.2022 18:00","6238","n/e","6525","n/e","n/e","n/e","3135","n/e","3100"
"03.04.2022 18:00 - 03.04.2022 19:00","4767","n/e","5118","n/e","n/e","n/e","3139","n/e","3065"
"03.04.2022 19:00 - 03.04.2022 20:00","2968","n/e","3117","n/e","n/e","n/e","3039","n/e","2952"
"03.04.2022 20:00 - 03.04.2022 21:00","1102","n/e","1148","n/e","n/e","n/e","2940","n/e","2840"
"03.04.2022 21:00 - 03.04.2022 22:00","79","n/e","77","n/e","n/e","n/e","2840","n/e","2728"
"03.04.2022 22:00 - 03.04.2022 23:00","0","n/e","0","n/e","n/e","n/e","2711","n/e","2611"
"03.04.2022 23:00 - 04.04.2022 00:00","0","n/e","0","n/e","n/e","n/e","2584","n/e","2495"
"04.04.2022 00:00 - 04.04.2022 01:00","0","n/e","0","n/e","n/e","n/e","2445","n/e","2012"
"04.04.2022 01:00 - 04.04.2022 02:00","0","n/e","0","n/e","n/e","n/e","2417","n/e","1995"
"04.04.2022 02:00 - 04.04.2022 03:00","0","n/e","0","n/e","n/e","n/e","2390","n/e","1983"
"04.04.2022 03:00 - 04.04.2022 04:00","0","n/e","0","n/e","n/e","n/e","2364","n/e","1975"
"04.04.2022 04:00 - 04.04.2022 05:00","0","n/e","0","n/e","n/e","n/e","2606","n/e","2217"
"04.04.2022 05:00 - 04.04.2022 06:00","0","n/e","0","n/e","n/e","n/e","2850","n/e","2461"
"04.04.2022 06:00 - 04.04.2022 07:00","0","n/e","0","n/e","n/e","n/e","3096","n/e","2705"
"04.04.2022 07:00 - 04.04.2022 08:00","0","n/e","0","n/e","n/e","n/e","3252","n/e","2795"
"04.04.2022 08:00 - 04.04.2022 09:00","0","n/e","0","n/e","n/e","n/e","3409","n/e","3062"
"04.04.2022 09:00 - 04.04.2022 10:00","374","n/e","376","n/e","n/e","n/e","3565","n/e","3317"
"04.04.2022 10:00 - 04.04.2022 11:00","2172","n/e","2149","n/e","n/e","n/e","3794","n/e","3764"
"04.04.2022 11:00 - 04.04.2022 12:00","4606","n/e","4537","n/e","n/e","n/e","4025","n/e","4270"
"04.04.2022 12:00 - 04.04.2022 13:00","6602","n/e","6494","n/e","n/e","n/e","4257","n/e","4778"
"04.04.2022 13:00 - 04.04.2022 14:00","7878","n/e","7782","n/e","n/e","n/e","5339","n/e","5846"
"04.04.2022 14:00 - 04.04.2022 15:00","8512","n/e","8415","n/e","n/e","n/e","6423","n/e","6917"
"04.04.2022 15:00 - 04.04.2022 16:00","8569","n/e","8516","n/e","n/e","n/e","7512","n/e","7990"
"04.04.2022 16:00 - 04.04.2022 17:00","8186","n/e","8026","n/e","n/e","n/e","7687","n/e","8344"
"04.04.2022 17:00 - 04.04.2022 18:00","7200","n/e","7047","n/e","n/e","n/e","7862","n/e","8699"
"04.04.2022 18:00 - 04.04.2022 19:00","5616","n/e","5472","n/e","n/e","n/e","8039","n/e","9054"
"04.04.2022 19:00 - 04.04.2022 20:00","3516","n/e","3393","n/e","n/e","n/e","7734","n/e","8718"
"04.04.2022 20:00 - 04.04.2022 21:00","1301","n/e","1253","n/e","n/e","n/e","7430","n/e","8385"
"04.04.2022 21:00 - 04.04.2022 22:00","88","n/e","83","n/e","n/e","n/e","7127","n/e","8051"
"04.04.2022 22:00 - 04.04.2022 23:00","0","n/e","0","n/e","n/e","n/e","6870","n/e","7744"
"04.04.2022 23:00 - 05.04.2022 00:00","0","n/e","0","n/e","n/e","n/e","6614","n/e","7437"
"05.04.2022 00:00 - 05.04.2022 01:00","0","n/e","0","n/e","n/e","n/e","6878","n/e","6875"
"05.04.2022 01:00 - 05.04.2022 02:00","0","n/e","0","n/e","n/e","n/e","6652","n/e","6707"
"05.04.2022 02:00 - 05.04.2022 03:00","0","n/e","0","n/e","n/e","n/e","6428","n/e","6542"
"05.04.2022 03:00 - 05.04.2022 04:00","0","n/e","0","n/e","n/e","n/e","6203","n/e","6379"
"05.04.2022 04:00 - 05.04.2022 05:00","0","n/e","0","n/e","n/e","n/e","5990","n/e","6002"
"05.04.2022 05:00 - 05.04.2022 06:00","0","n/e","0","n/e","n/e","n/e","5776","n/e","5625"
"05.04.2022 06:00 - 05.04.2022 07:00","0","n/e","0","n/e","n/e","n/e","5564","n/e","5249"
"05.04.2022 07:00 - 05.04.2022 08:00","0","n/e","0","n/e","n/e","n/e","5319","n/e","5402"
"05.04.2022 08:00 - 05.04.2022 09:00","0","n/e","317","n/e","n/e","n/e","5075","n/e","5052"
"05.04.2022 09:00 - 05.04.2022 10:00","332","n/e","1722","n/e","n/e","n/e","4830","n/e","4840"
"05.04.2022 10:00 - 05.04.2022 11:00","1815","n/e","3612","n/e","n/e","n/e","4672","n/e","4770"
"05.04.2022 11:00 - 05.04.2022 12:00","3751","n/e","5164","n/e","n/e","n/e","4515","n/e","4536"
"05.04.2022 12:00 - 05.04.2022 13:00","5309","n/e","6192","n/e","n/e","n/e","4358","n/e","4620"
"05.04.2022 13:00 - 05.04.2022 14:00","6289","n/e","6579","n/e","n/e","n/e","4427","n/e","4732"
"05.04.2022 14:00 - 05.04.2022 15:00","6736","n/e","6613","n/e","n/e","n/e","4495","n/e","4855"
"05.04.2022 15:00 - 05.04.2022 16:00","6912","n/e","6317","n/e","n/e","n/e","4563","n/e","4898"
"05.04.2022 16:00 - 05.04.2022 17:00","6511","n/e","5477","n/e","n/e","n/e","4627","n/e","4945"
"05.04.2022 17:00 - 05.04.2022 18:00","5790","n/e","4411","n/e","n/e","n/e","4689","n/e","4998"
"05.04.2022 18:00 - 05.04.2022 19:00","4533","n/e","2866","n/e","n/e","n/e","4751","n/e","4929"
"05.04.2022 19:00 - 05.04.2022 20:00","2922","n/e","1116","n/e","n/e","n/e","4711","n/e","4862"
"05.04.2022 20:00 - 05.04.2022 21:00","1166","n/e","90","n/e","n/e","n/e","4672","n/e","4797"
"05.04.2022 21:00 - 05.04.2022 22:00","91","n/e","0","n/e","n/e","n/e","4633","n/e","4866"
"05.04.2022 22:00 - 05.04.2022 23:00","0","n/e","0","n/e","n/e","n/e","4611","n/e","4935"
"05.04.2022 23:00 - 06.04.2022 00:00","0","n/e","0","n/e","n/e","n/e","4590","n/e","5003"
"06.04.2022 00:00 - 06.04.2022 01:00","0","n/e","0","n/e","n/e","n/e","4653","n/e","4653"
"06.04.2022 01:00 - 06.04.2022 02:00","0","n/e","0","n/e","n/e","n/e","4625","n/e","4625"
"06.04.2022 02:00 - 06.04.2022 03:00","0","n/e","0","n/e","n/e","n/e","4598","n/e","4598"
"06.04.2022 03:00 - 06.04.2022 04:00","0","n/e","0","n/e","n/e","n/e","4541","n/e","4541"
"06.04.2022 04:00 - 06.04.2022 05:00","0","n/e","0","n/e","n/e","n/e","4484","n/e","4484"
"06.04.2022 05:00 - 06.04.2022 06:00","0","n/e","0","n/e","n/e","n/e","4427","n/e","4427"
"06.04.2022 06:00 - 06.04.2022 07:00","0","n/e","0","n/e","n/e","n/e","4451","n/e","4451"
"06.04.2022 07:00 - 06.04.2022 08:00","0","n/e","0","n/e","n/e","n/e","4475","n/e","4475"
"06.04.2022 08:00 - 06.04.2022 09:00","0","n/e","274","n/e","n/e","n/e","4499","n/e","4499"
"06.04.2022 09:00 - 06.04.2022 10:00","266","n/e","1389","n/e","n/e","n/e","4845","n/e","4845"
"06.04.2022 10:00 - 06.04.2022 11:00","1281","n/e","2223","n/e","n/e","n/e","5191","n/e","5101"
"06.04.2022 11:00 - 06.04.2022 12:00","2531","n/e","3239","n/e","n/e","n/e","5537","n/e","5610"
"06.04.2022 12:00 - 06.04.2022 13:00","3454","n/e","3836","n/e","n/e","n/e","6475","n/e","6745"
"06.04.2022 13:00 - 06.04.2022 14:00","4017","n/e","4261","n/e","n/e","n/e","7414","n/e","7862"
"06.04.2022 14:00 - 06.04.2022 15:00","4189","n/e","4418","n/e","n/e","n/e","8354","n/e","8969"
"06.04.2022 15:00 - 06.04.2022 16:00","4218","n/e","4282","n/e","n/e","n/e","9159","n/e","9730"
"06.04.2022 16:00 - 06.04.2022 17:00","4069","n/e","3765","n/e","n/e","n/e","9964","n/e","10490"
"06.04.2022 17:00 - 06.04.2022 18:00","3744","n/e","2994","n/e","n/e","n/e","10770","n/e","11248"
"06.04.2022 18:00 - 06.04.2022 19:00","3001","n/e","1917","n/e","n/e","n/e","10906","n/e","11163"
"06.04.2022 19:00 - 06.04.2022 20:00","2023","n/e","818","n/e","n/e","n/e","11042","n/e","11077"
"06.04.2022 20:00 - 06.04.2022 21:00","826","n/e","73","n/e","n/e","n/e","11179","n/e","10989"
"06.04.2022 21:00 - 06.04.2022 22:00","81","n/e","0","n/e","n/e","n/e","11404","n/e","11380"
"06.04.2022 22:00 - 06.04.2022 23:00","0","n/e","0","n/e","n/e","n/e","11629","n/e","11771"
"06.04.2022 23:00 - 07.04.2022 00:00","0","n/e","0","n/e","n/e","n/e","11855","n/e","12163"
"07.04.2022 00:00 - 07.04.2022 01:00","N/A","n/e","0","n/e","n/e","n/e","12134","n/e","12366"
"07.04.2022 01:00 - 07.04.2022 02:00","N/A","n/e","0","n/e","n/e","n/e","12416","n/e","12822"
"07.04.2022 02:00 - 07.04.2022 03:00","N/A","n/e","0","n/e","n/e","n/e","12690","n/e","13277"
"07.04.2022 03:00 - 07.04.2022 04:00","N/A","n/e","0","n/e","n/e","n/e","13051","n/e","13551"
"07.04.2022 04:00 - 07.04.2022 05:00","N/A","n/e","0","n/e","n/e","n/e","13409","n/e","13824"
"07.04.2022 05:00 - 07.04.2022 06:00","N/A","n/e","0","n/e","n/e","n/e","13768","n/e","14108"
"07.04.2022 06:00 - 07.04.2022 07:00","N/A","n/e","0","n/e","n/e","n/e","14178","n/e","14503"
"07.04.2022 07:00 - 07.04.2022 08:00","N/A","n/e","0","n/e","n/e","n/e","14587","n/e","14279"
"07.04.2022 08:00 - 07.04.2022 09:00","N/A","n/e","259","n/e","n/e","n/e","14997","n/e","14846"
"07.04.2022 09:00 - 07.04.2022 10:00","N/A","n/e","1286","n/e","n/e","n/e","14921","n/e","14919"
"07.04.2022 10:00 - 07.04.2022 11:00","N/A","n/e","2683","n/e","n/e","n/e","14844","n/e","14493"
"07.04.2022 11:00 - 07.04.2022 12:00","N/A","n/e","3868","n/e","n/e","n/e","14767","n/e","14700"
"07.04.2022 12:00 - 07.04.2022 13:00","N/A","n/e","4448","n/e","n/e","n/e","14916","n/e","14855"
"07.04.2022 13:00 - 07.04.2022 14:00","N/A","n/e","4841","n/e","n/e","n/e","15063","n/e","14942"
"07.04.2022 14:00 - 07.04.2022 15:00","N/A","n/e","4805","n/e","n/e","n/e","15209","n/e","14999"
"07.04.2022 15:00 - 07.04.2022 16:00","N/A","n/e","4612","n/e","n/e","n/e","14996","n/e","14843"
"07.04.2022 16:00 - 07.04.2022 17:00","N/A","n/e","4066","n/e","n/e","n/e","14782","n/e","14673"
"07.04.2022 17:00 - 07.04.2022 18:00","N/A","n/e","3280","n/e","n/e","n/e","14568","n/e","14494"
"07.04.2022 18:00 - 07.04.2022 19:00","N/A","n/e","2134","n/e","n/e","n/e","13929","n/e","14065"
"07.04.2022 19:00 - 07.04.2022 20:00","N/A","n/e","829","n/e","n/e","n/e","13292","n/e","13627"
"07.04.2022 20:00 - 07.04.2022 21:00","N/A","n/e","76","n/e","n/e","n/e","12654","n/e","13184"
"07.04.2022 21:00 - 07.04.2022 22:00","N/A","n/e","0","n/e","n/e","n/e","11648","n/e","12509"
"07.04.2022 22:00 - 07.04.2022 23:00","N/A","n/e","0","n/e","n/e","n/e","10643","n/e","11834"
"07.04.2022 23:00 - 08.04.2022 00:00","N/A","n/e","0","n/e","n/e","n/e","9637","n/e","11157"
"08.04.2022 00:00 - 08.04.2022 01:00","0","n/e","0","n/e","n/e","n/e","9466","n/e","9146"
"08.04.2022 01:00 - 08.04.2022 02:00","0","n/e","0","n/e","n/e","n/e","8357","n/e","8011"
"08.04.2022 02:00 - 08.04.2022 03:00","0","n/e","0","n/e","n/e","n/e","7238","n/e","6880"
"08.04.2022 03:00 - 08.04.2022 04:00","0","n/e","0","n/e","n/e","n/e","6416","n/e","6271"
"08.04.2022 04:00 - 08.04.2022 05:00","0","n/e","0","n/e","n/e","n/e","5591","n/e","5663"
"08.04.2022 05:00 - 08.04.2022 06:00","0","n/e","0","n/e","n/e","n/e","4773","n/e","5061"
"08.04.2022 06:00 - 08.04.2022 07:00","0","n/e","0","n/e","n/e","n/e","5025","n/e","5151"
"08.04.2022 07:00 - 08.04.2022 08:00","0","n/e","0","n/e","n/e","n/e","5277","n/e","5553"
"08.04.2022 08:00 - 08.04.2022 09:00","304","n/e","271","n/e","n/e","n/e","5529","n/e","5558"
"08.04.2022 09:00 - 08.04.2022 10:00","1469","n/e","1334","n/e","n/e","n/e","6089","n/e","5997"
"08.04.2022 10:00 - 08.04.2022 11:00","2953","n/e","2836","n/e","n/e","n/e","6651","n/e","5648"
"08.04.2022 11:00 - 08.04.2022 12:00","4091","n/e","4074","n/e","n/e","n/e","7219","n/e","6198"
"08.04.2022 12:00 - 08.04.2022 13:00","4802","n/e","4659","n/e","n/e","n/e","8298","n/e","7110"
"08.04.2022 13:00 - 08.04.2022 14:00","5120","n/e","4934","n/e","n/e","n/e","9379","n/e","8004"
"08.04.2022 14:00 - 08.04.2022 15:00","5127","n/e","5099","n/e","n/e","n/e","10458","n/e","8883"
"08.04.2022 15:00 - 08.04.2022 16:00","4897","n/e","4883","n/e","n/e","n/e","11051","n/e","9623"
"08.04.2022 16:00 - 08.04.2022 17:00","4302","n/e","4166","n/e","n/e","n/e","11641","n/e","10352"
"08.04.2022 17:00 - 08.04.2022 18:00","3568","n/e","3611","n/e","n/e","n/e","12231","n/e","11077"
"08.04.2022 18:00 - 08.04.2022 19:00","2384","n/e","2412","n/e","n/e","n/e","11515","n/e","10507"
"08.04.2022 19:00 - 08.04.2022 20:00","1016","n/e","1044","n/e","n/e","n/e","10798","n/e","9933"
"08.04.2022 20:00 - 08.04.2022 21:00","113","n/e","117","n/e","n/e","n/e","10081","n/e","9356"
"08.04.2022 21:00 - 08.04.2022 22:00","0","n/e","0","n/e","n/e","n/e","9307","n/e","8692"
"08.04.2022 22:00 - 08.04.2022 23:00","0","n/e","0","n/e","n/e","n/e","8533","n/e","8028"
"08.04.2022 23:00 - 09.04.2022 00:00","0","n/e","0","n/e","n/e","n/e","7757","n/e","7364"
