"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Lithuania (LT)","Generation - Solar  [MW] Intraday / Lithuania (LT)","Generation - Solar  [MW] Current / Lithuania (LT)","Generation - Wind Offshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Offshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Offshore  [MW] Current / Lithuania (LT)","Generation - Wind Onshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Onshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Onshore  [MW] Current / Lithuania (LT)"
"11.01.2022 11:00 - 11.01.2022 12:00","48","174","164","n/e","n/e","n/e","6","4","3"
"11.01.2022 12:00 - 11.01.2022 13:00","46","182","174","n/e","n/e","n/e","6","3","2"
"11.01.2022 13:00 - 11.01.2022 14:00","32","196","193","n/e","n/e","n/e","6","2","2"
"11.01.2022 14:00 - 11.01.2022 15:00","12","166","163","n/e","n/e","n/e","8","2","2"
"11.01.2022 15:00 - 11.01.2022 16:00","0","7","6","n/e","n/e","n/e","10","2","2"
"11.01.2022 16:00 - 11.01.2022 17:00","0","0","0","n/e","n/e","n/e","11","3","3"
"11.01.2022 17:00 - 11.01.2022 18:00","0","0","0","n/e","n/e","n/e","10","3","3"
"11.01.2022 18:00 - 11.01.2022 19:00","0","0","0","n/e","n/e","n/e","13","5","5"
"11.01.2022 19:00 - 11.01.2022 20:00","0","0","0","n/e","n/e","n/e","15","6","6"
"11.01.2022 20:00 - 11.01.2022 21:00","0","0","0","n/e","n/e","n/e","18","9","8"
"11.01.2022 21:00 - 11.01.2022 22:00","0","0","0","n/e","n/e","n/e","24","12","11"
"11.01.2022 22:00 - 11.01.2022 23:00","0","0","0","n/e","n/e","n/e","29","15","14"
"11.01.2022 23:00 - 12.01.2022 00:00","0","0","0","n/e","n/e","n/e","30","38","16"
"12.01.2022 00:00 - 12.01.2022 01:00","0","0","0","n/e","n/e","n/e","31","36","32"
"12.01.2022 01:00 - 12.01.2022 02:00","0","0","0","n/e","n/e","n/e","33","39","26"
"12.01.2022 02:00 - 12.01.2022 03:00","0","0","0","n/e","n/e","n/e","39","40","27"
"12.01.2022 03:00 - 12.01.2022 04:00","0","0","0","n/e","n/e","n/e","58","46","44"
"12.01.2022 04:00 - 12.01.2022 05:00","0","0","0","n/e","n/e","n/e","72","61","51"
"12.01.2022 05:00 - 12.01.2022 06:00","0","0","0","n/e","n/e","n/e","83","68","47"
"12.01.2022 06:00 - 12.01.2022 07:00","0","0","0","n/e","n/e","n/e","95","66","52"
"12.01.2022 07:00 - 12.01.2022 08:00","4","5","5","n/e","n/e","n/e","98","76","59"
"12.01.2022 08:00 - 12.01.2022 09:00","57","102","93","n/e","n/e","n/e","97","82","60"
"12.01.2022 09:00 - 12.01.2022 10:00","84","149","139","n/e","n/e","n/e","101","82","64"
"12.01.2022 10:00 - 12.01.2022 11:00","96","169","159","n/e","n/e","n/e","104","81","63"
"12.01.2022 11:00 - 12.01.2022 12:00","98","173","163","n/e","n/e","n/e","102","82","63"
"12.01.2022 12:00 - 12.01.2022 13:00","94","171","163","n/e","n/e","n/e","102","94","74"
"12.01.2022 13:00 - 12.01.2022 14:00","96","180","177","n/e","n/e","n/e","115","112","91"
"12.01.2022 14:00 - 12.01.2022 15:00","73","138","133","n/e","n/e","n/e","126","127","104"
"12.01.2022 15:00 - 12.01.2022 16:00","2","3","3","n/e","n/e","n/e","139","138","114"
"12.01.2022 16:00 - 12.01.2022 17:00","0","0","0","n/e","n/e","n/e","152","148","125"
"12.01.2022 17:00 - 12.01.2022 18:00","0","0","0","n/e","n/e","n/e","172","163","141"
"12.01.2022 18:00 - 12.01.2022 19:00","0","0","0","n/e","n/e","n/e","191","184","164"
"12.01.2022 19:00 - 12.01.2022 20:00","0","0","0","n/e","n/e","n/e","210","206","188"
"12.01.2022 20:00 - 12.01.2022 21:00","0","0","0","n/e","n/e","n/e","227","223","205"
"12.01.2022 21:00 - 12.01.2022 22:00","0","0","0","n/e","n/e","n/e","247","240","220"
"12.01.2022 22:00 - 12.01.2022 23:00","0","0","0","n/e","n/e","n/e","270","253","233"
"12.01.2022 23:00 - 13.01.2022 00:00","0","0","0","n/e","n/e","n/e","280","297","252"
"13.01.2022 00:00 - 13.01.2022 01:00","0","0","0","n/e","n/e","n/e","303","321","258"
"13.01.2022 01:00 - 13.01.2022 02:00","0","0","0","n/e","n/e","n/e","319","322","253"
"13.01.2022 02:00 - 13.01.2022 03:00","0","0","0","n/e","n/e","n/e","339","323","278"
"13.01.2022 03:00 - 13.01.2022 04:00","0","0","0","n/e","n/e","n/e","353","344","311"
"13.01.2022 04:00 - 13.01.2022 05:00","0","0","0","n/e","n/e","n/e","349","371","306"
"13.01.2022 05:00 - 13.01.2022 06:00","0","0","0","n/e","n/e","n/e","349","365","314"
"13.01.2022 06:00 - 13.01.2022 07:00","0","0","0","n/e","n/e","n/e","354","372","321"
"13.01.2022 07:00 - 13.01.2022 08:00","0","1","1","n/e","n/e","n/e","353","379","327"
"13.01.2022 08:00 - 13.01.2022 09:00","8","13","12","n/e","n/e","n/e","353","388","326"
"13.01.2022 09:00 - 13.01.2022 10:00","18","30","29","n/e","n/e","n/e","347","374","331"
"13.01.2022 10:00 - 13.01.2022 11:00","26","44","42","n/e","n/e","n/e","340","368","338"
"13.01.2022 11:00 - 13.01.2022 12:00","30","52","50","n/e","n/e","n/e","335","376","352"
"13.01.2022 12:00 - 13.01.2022 13:00","30","59","58","n/e","n/e","n/e","337","387","364"
"13.01.2022 13:00 - 13.01.2022 14:00","32","71","71","n/e","n/e","n/e","340","388","365"
"13.01.2022 14:00 - 13.01.2022 15:00","14","31","32","n/e","n/e","n/e","340","389","364"
"13.01.2022 15:00 - 13.01.2022 16:00","0","1","1","n/e","n/e","n/e","341","393","366"
"13.01.2022 16:00 - 13.01.2022 17:00","0","0","0","n/e","n/e","n/e","351","400","373"
"13.01.2022 17:00 - 13.01.2022 18:00","0","0","0","n/e","n/e","n/e","359","412","384"
"13.01.2022 18:00 - 13.01.2022 19:00","0","0","0","n/e","n/e","n/e","367","428","400"
"13.01.2022 19:00 - 13.01.2022 20:00","0","0","0","n/e","n/e","n/e","381","442","413"
"13.01.2022 20:00 - 13.01.2022 21:00","0","0","0","n/e","n/e","n/e","402","450","421"
"13.01.2022 21:00 - 13.01.2022 22:00","0","0","0","n/e","n/e","n/e","417","456","427"
"13.01.2022 22:00 - 13.01.2022 23:00","0","0","0","n/e","n/e","n/e","429","462","432"
"13.01.2022 23:00 - 14.01.2022 00:00","0","0","0","n/e","n/e","n/e","436","479","437"
"14.01.2022 00:00 - 14.01.2022 01:00","0","0","0","n/e","n/e","n/e","450","495","453"
"14.01.2022 01:00 - 14.01.2022 02:00","0","0","0","n/e","n/e","n/e","457","495","444"
"14.01.2022 02:00 - 14.01.2022 03:00","0","0","0","n/e","n/e","n/e","463","490","455"
"14.01.2022 03:00 - 14.01.2022 04:00","0","0","0","n/e","n/e","n/e","466","498","451"
"14.01.2022 04:00 - 14.01.2022 05:00","0","0","0","n/e","n/e","n/e","467","497","454"
"14.01.2022 05:00 - 14.01.2022 06:00","0","0","0","n/e","n/e","n/e","465","495","453"
"14.01.2022 06:00 - 14.01.2022 07:00","0","0","0","n/e","n/e","n/e","467","496","451"
"14.01.2022 07:00 - 14.01.2022 08:00","1","3","3","n/e","n/e","n/e","468","495","437"
"14.01.2022 08:00 - 14.01.2022 09:00","15","37","41","n/e","n/e","n/e","463","491","420"
"14.01.2022 09:00 - 14.01.2022 10:00","36","66","73","n/e","n/e","n/e","453","495","409"
"14.01.2022 10:00 - 14.01.2022 11:00","46","89","95","n/e","n/e","n/e","453","498","449"
"14.01.2022 11:00 - 14.01.2022 12:00","60","114","119","n/e","n/e","n/e","461","502","464"
"14.01.2022 12:00 - 14.01.2022 13:00","72","130","136","n/e","n/e","n/e","467","503","467"
"14.01.2022 13:00 - 14.01.2022 14:00","82","149","158","n/e","n/e","n/e","469","501","465"
"14.01.2022 14:00 - 14.01.2022 15:00","48","104","116","n/e","n/e","n/e","467","497","461"
"14.01.2022 15:00 - 14.01.2022 16:00","2","6","6","n/e","n/e","n/e","464","494","458"
"14.01.2022 16:00 - 14.01.2022 17:00","0","0","0","n/e","n/e","n/e","465","493","457"
"14.01.2022 17:00 - 14.01.2022 18:00","0","0","0","n/e","n/e","n/e","463","494","457"
"14.01.2022 18:00 - 14.01.2022 19:00","0","0","0","n/e","n/e","n/e","464","495","458"
"14.01.2022 19:00 - 14.01.2022 20:00","0","0","0","n/e","n/e","n/e","465","498","461"
"14.01.2022 20:00 - 14.01.2022 21:00","0","0","0","n/e","n/e","n/e","465","497","459"
"14.01.2022 21:00 - 14.01.2022 22:00","0","0","0","n/e","n/e","n/e","464","492","453"
"14.01.2022 22:00 - 14.01.2022 23:00","0","0","0","n/e","n/e","n/e","451","485","446"
"14.01.2022 23:00 - 15.01.2022 00:00","0","0","0","n/e","n/e","n/e","449","482","442"
"15.01.2022 00:00 - 15.01.2022 01:00","0","0","0","n/e","n/e","n/e","450","482","424"
"15.01.2022 01:00 - 15.01.2022 02:00","0","0","0","n/e","n/e","n/e","438","473","415"
"15.01.2022 02:00 - 15.01.2022 03:00","0","0","0","n/e","n/e","n/e","432","461","406"
"15.01.2022 03:00 - 15.01.2022 04:00","0","0","0","n/e","n/e","n/e","427","448","394"
"15.01.2022 04:00 - 15.01.2022 05:00","0","0","0","n/e","n/e","n/e","417","441","384"
"15.01.2022 05:00 - 15.01.2022 06:00","0","0","0","n/e","n/e","n/e","405","428","377"
"15.01.2022 06:00 - 15.01.2022 07:00","0","0","0","n/e","n/e","n/e","389","413","373"
"15.01.2022 07:00 - 15.01.2022 08:00","1","2","2","n/e","n/e","n/e","366","401","340"
"15.01.2022 08:00 - 15.01.2022 09:00","19","31","30","n/e","n/e","n/e","341","359","323"
"15.01.2022 09:00 - 15.01.2022 10:00","42","70","68","n/e","n/e","n/e","312","331","293"
"15.01.2022 10:00 - 15.01.2022 11:00","56","104","100","n/e","n/e","n/e","288","301","281"
"15.01.2022 11:00 - 15.01.2022 12:00","63","118","114","n/e","n/e","n/e","285","282","267"
"15.01.2022 12:00 - 15.01.2022 13:00","68","125","122","n/e","n/e","n/e","284","276","260"
"15.01.2022 13:00 - 15.01.2022 14:00","72","141","141","n/e","n/e","n/e","269","261","244"
"15.01.2022 14:00 - 15.01.2022 15:00","46","95","96","n/e","n/e","n/e","247","243","224"
"15.01.2022 15:00 - 15.01.2022 16:00","3","8","8","n/e","n/e","n/e","229","225","205"
"15.01.2022 16:00 - 15.01.2022 17:00","0","0","0","n/e","n/e","n/e","210","203","184"
"15.01.2022 17:00 - 15.01.2022 18:00","0","0","0","n/e","n/e","n/e","188","179","161"
"15.01.2022 18:00 - 15.01.2022 19:00","0","0","0","n/e","n/e","n/e","170","159","143"
"15.01.2022 19:00 - 15.01.2022 20:00","0","0","0","n/e","n/e","n/e","151","149","133"
"15.01.2022 20:00 - 15.01.2022 21:00","0","0","0","n/e","n/e","n/e","131","138","123"
"15.01.2022 21:00 - 15.01.2022 22:00","0","0","0","n/e","n/e","n/e","116","128","114"
"15.01.2022 22:00 - 15.01.2022 23:00","0","0","0","n/e","n/e","n/e","121","129","116"
"15.01.2022 23:00 - 16.01.2022 00:00","0","0","0","n/e","n/e","n/e","123","142","127"
"16.01.2022 00:00 - 16.01.2022 01:00","0","0","0","n/e","n/e","n/e","135","136","112"
"16.01.2022 01:00 - 16.01.2022 02:00","0","0","0","n/e","n/e","n/e","133","132","111"
"16.01.2022 02:00 - 16.01.2022 03:00","0","0","0","n/e","n/e","n/e","140","142","112"
"16.01.2022 03:00 - 16.01.2022 04:00","0","0","0","n/e","n/e","n/e","160","155","139"
"16.01.2022 04:00 - 16.01.2022 05:00","0","0","0","n/e","n/e","n/e","180","194","173"
"16.01.2022 05:00 - 16.01.2022 06:00","0","0","0","n/e","n/e","n/e","194","227","179"
"16.01.2022 06:00 - 16.01.2022 07:00","0","0","0","n/e","n/e","n/e","204","223","207"
"16.01.2022 07:00 - 16.01.2022 08:00","1","3","3","n/e","n/e","n/e","217","238","236"
"16.01.2022 08:00 - 16.01.2022 09:00","20","49","43","n/e","n/e","n/e","228","272","232"
"16.01.2022 09:00 - 16.01.2022 10:00","44","91","84","n/e","n/e","n/e","256","279","233"
"16.01.2022 10:00 - 16.01.2022 11:00","60","120","113","n/e","n/e","n/e","284","291","254"
"16.01.2022 11:00 - 16.01.2022 12:00","66","141","134","n/e","n/e","n/e","303","305","269"
"16.01.2022 12:00 - 16.01.2022 13:00","70","150","144","n/e","n/e","n/e","311","308","270"
"16.01.2022 13:00 - 16.01.2022 14:00","78","168","167","n/e","n/e","n/e","309","307","270"
"16.01.2022 14:00 - 16.01.2022 15:00","52","124","124","n/e","n/e","n/e","312","315","278"
"16.01.2022 15:00 - 16.01.2022 16:00","2","9","9","n/e","n/e","n/e","331","333","296"
"16.01.2022 16:00 - 16.01.2022 17:00","0","0","0","n/e","n/e","n/e","359","354","317"
"16.01.2022 17:00 - 16.01.2022 18:00","0","0","0","n/e","n/e","n/e","377","380","343"
"16.01.2022 18:00 - 16.01.2022 19:00","0","0","0","n/e","n/e","n/e","395","403","366"
"16.01.2022 19:00 - 16.01.2022 20:00","0","0","0","n/e","n/e","n/e","413","428","391"
"16.01.2022 20:00 - 16.01.2022 21:00","0","0","0","n/e","n/e","n/e","430","449","412"
"16.01.2022 21:00 - 16.01.2022 22:00","0","0","0","n/e","n/e","n/e","441","465","427"
"16.01.2022 22:00 - 16.01.2022 23:00","0","0","0","n/e","n/e","n/e","444","475","437"
"16.01.2022 23:00 - 17.01.2022 00:00","0","0","0","n/e","n/e","n/e","447","445","444"
"17.01.2022 00:00 - 17.01.2022 01:00","0","0","0","n/e","n/e","n/e","457","470","382"
"17.01.2022 01:00 - 17.01.2022 02:00","0","0","0","n/e","n/e","n/e","460","472","389"
"17.01.2022 02:00 - 17.01.2022 03:00","0","0","0","n/e","n/e","n/e","465","479","394"
"17.01.2022 03:00 - 17.01.2022 04:00","0","0","0","n/e","n/e","n/e","466","483","395"
"17.01.2022 04:00 - 17.01.2022 05:00","0","0","0","n/e","n/e","n/e","465","483","396"
"17.01.2022 05:00 - 17.01.2022 06:00","0","0","0","n/e","n/e","n/e","466","480","391"
"17.01.2022 06:00 - 17.01.2022 07:00","0","0","0","n/e","n/e","n/e","464","477","387"
"17.01.2022 07:00 - 17.01.2022 08:00","1","1","1","n/e","n/e","n/e","465","477","396"
"17.01.2022 08:00 - 17.01.2022 09:00","14","19","19","n/e","n/e","n/e","466","475","394"
"17.01.2022 09:00 - 17.01.2022 10:00","28","42","41","n/e","n/e","n/e","465","493","384"
"17.01.2022 10:00 - 17.01.2022 11:00","42","69","68","n/e","n/e","n/e","462","500","441"
"17.01.2022 11:00 - 17.01.2022 12:00","52","90","88","n/e","n/e","n/e","464","499","458"
"17.01.2022 12:00 - 17.01.2022 13:00","56","101","100","n/e","n/e","n/e","462","498","459"
"17.01.2022 13:00 - 17.01.2022 14:00","62","114","116","n/e","n/e","n/e","463","498","459"
"17.01.2022 14:00 - 17.01.2022 15:00","46","81","82","n/e","n/e","n/e","467","501","463"
"17.01.2022 15:00 - 17.01.2022 16:00","6","9","10","n/e","n/e","n/e","467","502","465"
"17.01.2022 16:00 - 17.01.2022 17:00","0","0","0","n/e","n/e","n/e","467","501","464"
"17.01.2022 17:00 - 17.01.2022 18:00","0","0","0","n/e","n/e","n/e","462","496","460"
"17.01.2022 18:00 - 17.01.2022 19:00","0","0","0","n/e","n/e","n/e","450","486","451"
"17.01.2022 19:00 - 17.01.2022 20:00","0","0","0","n/e","n/e","n/e","436","464","431"
"17.01.2022 20:00 - 17.01.2022 21:00","0","0","0","n/e","n/e","n/e","420","427","398"
"17.01.2022 21:00 - 17.01.2022 22:00","0","0","0","n/e","n/e","n/e","402","392","366"
"17.01.2022 22:00 - 17.01.2022 23:00","0","0","0","n/e","n/e","n/e","384","375","349"
"17.01.2022 23:00 - 18.01.2022 00:00","0","0","0","n/e","n/e","n/e","378","385","352"
"18.01.2022 00:00 - 18.01.2022 01:00","0","0","0","n/e","n/e","n/e","323","403","344"
"18.01.2022 01:00 - 18.01.2022 02:00","0","0","0","n/e","n/e","n/e","323","388","339"
"18.01.2022 02:00 - 18.01.2022 03:00","0","0","0","n/e","n/e","n/e","309","371","312"
"18.01.2022 03:00 - 18.01.2022 04:00","0","0","0","n/e","n/e","n/e","283","331","306"
"18.01.2022 04:00 - 18.01.2022 05:00","0","0","0","n/e","n/e","n/e","259","308","266"
"18.01.2022 05:00 - 18.01.2022 06:00","0","0","0","n/e","n/e","n/e","241","267","228"
"18.01.2022 06:00 - 18.01.2022 07:00","0","0","0","n/e","n/e","n/e","216","218","209"
"18.01.2022 07:00 - 18.01.2022 08:00","6","12","11","n/e","n/e","n/e","181","213","195"
"18.01.2022 08:00 - 18.01.2022 09:00","43","87","83","n/e","n/e","n/e","157","200","182"
"18.01.2022 09:00 - 18.01.2022 10:00","62","114","109","n/e","n/e","n/e","141","176","168"
"18.01.2022 10:00 - 18.01.2022 11:00","70","127","122","n/e","n/e","n/e","116","145","142"
"18.01.2022 11:00 - 18.01.2022 12:00","73","131","126","n/e","n/e","n/e","102","119","120"
"18.01.2022 12:00 - 18.01.2022 13:00","74","131","127","n/e","n/e","n/e","108","111","114"
"18.01.2022 13:00 - 18.01.2022 14:00","74","137","136","n/e","n/e","n/e","109","107","109"
"18.01.2022 14:00 - 18.01.2022 15:00","63","125","125","n/e","n/e","n/e","98","96","97"
"18.01.2022 15:00 - 18.01.2022 16:00","10","21","21","n/e","n/e","n/e","94","96","93"
"18.01.2022 16:00 - 18.01.2022 17:00","0","0","0","n/e","n/e","n/e","110","114","106"
"18.01.2022 17:00 - 18.01.2022 18:00","0","0","0","n/e","n/e","n/e","119","126","114"
"18.01.2022 18:00 - 18.01.2022 19:00","0","0","0","n/e","n/e","n/e","125","129","114"
"18.01.2022 19:00 - 18.01.2022 20:00","0","0","0","n/e","n/e","n/e","146","161","142"
"18.01.2022 20:00 - 18.01.2022 21:00","0","0","0","n/e","n/e","n/e","169","200","177"
"18.01.2022 21:00 - 18.01.2022 22:00","0","0","0","n/e","n/e","n/e","198","233","205"
"18.01.2022 22:00 - 18.01.2022 23:00","0","0","0","n/e","n/e","n/e","232","259","228"
"18.01.2022 23:00 - 19.01.2022 00:00","0","0","0","n/e","n/e","n/e","246","276","250"
"19.01.2022 00:00 - 19.01.2022 01:00","0","0","0","n/e","n/e","n/e","270","276","253"
"19.01.2022 01:00 - 19.01.2022 02:00","0","0","0","n/e","n/e","n/e","267","283","276"
"19.01.2022 02:00 - 19.01.2022 03:00","0","0","0","n/e","n/e","n/e","266","306","270"
"19.01.2022 03:00 - 19.01.2022 04:00","0","0","0","n/e","n/e","n/e","259","286","260"
"19.01.2022 04:00 - 19.01.2022 05:00","0","0","0","n/e","n/e","n/e","251","273","241"
"19.01.2022 05:00 - 19.01.2022 06:00","0","0","0","n/e","n/e","n/e","252","263","211"
"19.01.2022 06:00 - 19.01.2022 07:00","0","0","0","n/e","n/e","n/e","251","254","243"
"19.01.2022 07:00 - 19.01.2022 08:00","0","1","1","n/e","n/e","n/e","254","287","252"
"19.01.2022 08:00 - 19.01.2022 09:00","8","16","15","n/e","n/e","n/e","260","287","260"
"19.01.2022 09:00 - 19.01.2022 10:00","18","32","30","n/e","n/e","n/e","262","297","257"
"19.01.2022 10:00 - 19.01.2022 11:00","26","40","37","n/e","n/e","n/e","269","304","267"
"19.01.2022 11:00 - 19.01.2022 12:00","28","44","41","n/e","n/e","n/e","285","312","277"
"19.01.2022 12:00 - 19.01.2022 13:00","33","53","51","n/e","n/e","n/e","302","332","298"
"19.01.2022 13:00 - 19.01.2022 14:00","42","71","70","n/e","n/e","n/e","313","348","312"
"19.01.2022 14:00 - 19.01.2022 15:00","28","43","43","n/e","n/e","n/e","313","346","308"
"19.01.2022 15:00 - 19.01.2022 16:00","2","4","4","n/e","n/e","n/e","301","321","283"
"19.01.2022 16:00 - 19.01.2022 17:00","0","0","0","n/e","n/e","n/e","296","292","254"
"19.01.2022 17:00 - 19.01.2022 18:00","0","0","0","n/e","n/e","n/e","295","282","244"
"19.01.2022 18:00 - 19.01.2022 19:00","0","0","0","n/e","n/e","n/e","305","288","250"
"19.01.2022 19:00 - 19.01.2022 20:00","0","0","0","n/e","n/e","n/e","326","310","271"
"19.01.2022 20:00 - 19.01.2022 21:00","0","0","0","n/e","n/e","n/e","341","332","293"
"19.01.2022 21:00 - 19.01.2022 22:00","0","0","0","n/e","n/e","n/e","356","354","317"
"19.01.2022 22:00 - 19.01.2022 23:00","0","0","0","n/e","n/e","n/e","362","384","347"
"19.01.2022 23:00 - 20.01.2022 00:00","0","0","0","n/e","n/e","n/e","371","399","374"
"20.01.2022 00:00 - 20.01.2022 01:00","0","0","0","n/e","n/e","n/e","428","419","389"
"20.01.2022 01:00 - 20.01.2022 02:00","0","0","0","n/e","n/e","n/e","440","442","400"
"20.01.2022 02:00 - 20.01.2022 03:00","0","0","0","n/e","n/e","n/e","445","450","407"
"20.01.2022 03:00 - 20.01.2022 04:00","0","0","0","n/e","n/e","n/e","459","461","417"
"20.01.2022 04:00 - 20.01.2022 05:00","0","0","0","n/e","n/e","n/e","465","468","433"
"20.01.2022 05:00 - 20.01.2022 06:00","0","0","0","n/e","n/e","n/e","468","476","432"
"20.01.2022 06:00 - 20.01.2022 07:00","0","0","0","n/e","n/e","n/e","468","478","433"
"20.01.2022 07:00 - 20.01.2022 08:00","1","2","2","n/e","n/e","n/e","467","474","424"
"20.01.2022 08:00 - 20.01.2022 09:00","12","24","23","n/e","n/e","n/e","462","462","408"
"20.01.2022 09:00 - 20.01.2022 10:00","26","49","47","n/e","n/e","n/e","459","465","408"
"20.01.2022 10:00 - 20.01.2022 11:00","38","68","66","n/e","n/e","n/e","451","465","420"
"20.01.2022 11:00 - 20.01.2022 12:00","48","68","65","n/e","n/e","n/e","440","460","417"
"20.01.2022 12:00 - 20.01.2022 13:00","51","68","66","n/e","n/e","n/e","423","448","402"
"20.01.2022 13:00 - 20.01.2022 14:00","55","82","83","n/e","n/e","n/e","414","432","385"
"20.01.2022 14:00 - 20.01.2022 15:00","39","52","54","n/e","n/e","n/e","405","425","379"
"20.01.2022 15:00 - 20.01.2022 16:00","6","5","5","n/e","n/e","n/e","404","430","386"
"20.01.2022 16:00 - 20.01.2022 17:00","0","0","0","n/e","n/e","n/e","410","445","403"
"20.01.2022 17:00 - 20.01.2022 18:00","0","0","0","n/e","n/e","n/e","422","464","424"
"20.01.2022 18:00 - 20.01.2022 19:00","0","0","0","n/e","n/e","n/e","432","477","440"
"20.01.2022 19:00 - 20.01.2022 20:00","0","0","0","n/e","n/e","n/e","432","489","451"
"20.01.2022 20:00 - 20.01.2022 21:00","0","0","0","n/e","n/e","n/e","429","493","455"
"20.01.2022 21:00 - 20.01.2022 22:00","0","0","0","n/e","n/e","n/e","432","495","457"
"20.01.2022 22:00 - 20.01.2022 23:00","0","0","0","n/e","n/e","n/e","437","497","459"
"20.01.2022 23:00 - 21.01.2022 00:00","0","0","0","n/e","n/e","n/e","435","501","461"
"21.01.2022 00:00 - 21.01.2022 01:00","0","0","0","n/e","n/e","n/e","496","498","462"
"21.01.2022 01:00 - 21.01.2022 02:00","0","0","0","n/e","n/e","n/e","496","496","457"
"21.01.2022 02:00 - 21.01.2022 03:00","0","0","0","n/e","n/e","n/e","495","495","457"
"21.01.2022 03:00 - 21.01.2022 04:00","0","0","0","n/e","n/e","n/e","494","500","459"
"21.01.2022 04:00 - 21.01.2022 05:00","0","0","0","n/e","n/e","n/e","492","496","458"
"21.01.2022 05:00 - 21.01.2022 06:00","0","0","0","n/e","n/e","n/e","493","495","458"
"21.01.2022 06:00 - 21.01.2022 07:00","0","0","0","n/e","n/e","n/e","493","491","455"
"21.01.2022 07:00 - 21.01.2022 08:00","0","1","1","n/e","n/e","n/e","490","488","452"
"21.01.2022 08:00 - 21.01.2022 09:00","8","15","14","n/e","n/e","n/e","489","487","450"
"21.01.2022 09:00 - 21.01.2022 10:00","18","31","29","n/e","n/e","n/e","485","487","442"
"21.01.2022 10:00 - 21.01.2022 11:00","24","42","39","n/e","n/e","n/e","487","480","439"
"21.01.2022 11:00 - 21.01.2022 12:00","26","43","40","n/e","n/e","n/e","487","478","439"
"21.01.2022 12:00 - 21.01.2022 13:00","26","38","36","n/e","n/e","n/e","491","485","447"
"21.01.2022 13:00 - 21.01.2022 14:00","24","39","38","n/e","n/e","n/e","494","485","447"
"21.01.2022 14:00 - 21.01.2022 15:00","14","25","25","n/e","n/e","n/e","490","481","444"
"21.01.2022 15:00 - 21.01.2022 16:00","2","3","3","n/e","n/e","n/e","484","473","436"
"21.01.2022 16:00 - 21.01.2022 17:00","0","0","0","n/e","n/e","n/e","480","466","430"
"21.01.2022 17:00 - 21.01.2022 18:00","0","0","0","n/e","n/e","n/e","470","463","428"
"21.01.2022 18:00 - 21.01.2022 19:00","0","0","0","n/e","n/e","n/e","458","457","425"
"21.01.2022 19:00 - 21.01.2022 20:00","0","0","0","n/e","n/e","n/e","443","448","416"
"21.01.2022 20:00 - 21.01.2022 21:00","0","0","0","n/e","n/e","n/e","421","432","401"
"21.01.2022 21:00 - 21.01.2022 22:00","0","0","0","n/e","n/e","n/e","401","417","385"
"21.01.2022 22:00 - 21.01.2022 23:00","0","0","0","n/e","n/e","n/e","384","401","368"
"21.01.2022 23:00 - 22.01.2022 00:00","0","0","0","n/e","n/e","n/e","360","357","350"
"22.01.2022 00:00 - 22.01.2022 01:00","0","0","0","n/e","n/e","n/e","335","337","295"
"22.01.2022 01:00 - 22.01.2022 02:00","0","0","0","n/e","n/e","n/e","320","330","275"
"22.01.2022 02:00 - 22.01.2022 03:00","0","0","0","n/e","n/e","n/e","315","320","290"
"22.01.2022 03:00 - 22.01.2022 04:00","0","0","0","n/e","n/e","n/e","330","329","289"
"22.01.2022 04:00 - 22.01.2022 05:00","0","0","0","n/e","n/e","n/e","331","316","287"
"22.01.2022 05:00 - 22.01.2022 06:00","0","0","0","n/e","n/e","n/e","332","305","269"
"22.01.2022 06:00 - 22.01.2022 07:00","0","0","0","n/e","n/e","n/e","311","279","246"
"22.01.2022 07:00 - 22.01.2022 08:00","2","3","3","n/e","n/e","n/e","280","243","216"
"22.01.2022 08:00 - 22.01.2022 09:00","14","22","20","n/e","n/e","n/e","236","206","202"
"22.01.2022 09:00 - 22.01.2022 10:00","21","36","32","n/e","n/e","n/e","194","172","188"
"22.01.2022 10:00 - 22.01.2022 11:00","25","43","39","n/e","n/e","n/e","179","156","169"
"22.01.2022 11:00 - 22.01.2022 12:00","25","44","40","n/e","n/e","n/e","179","153","163"
