"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Luxembourg (LU)","Actual Total Load [MW] - Luxembourg (LU)"
"16.01.2022 06:45 - 16.01.2022 07:00","392","512"
"16.01.2022 07:00 - 16.01.2022 07:15","401","518"
"16.01.2022 07:15 - 16.01.2022 07:30","402","525"
"16.01.2022 07:30 - 16.01.2022 07:45","400","530"
"16.01.2022 07:45 - 16.01.2022 08:00","405","533"
"16.01.2022 08:00 - 16.01.2022 08:15","416","542"
"16.01.2022 08:15 - 16.01.2022 08:30","418","547"
"16.01.2022 08:30 - 16.01.2022 08:45","425","546"
"16.01.2022 08:45 - 16.01.2022 09:00","436","550"
"16.01.2022 09:00 - 16.01.2022 09:15","450","560"
"16.01.2022 09:15 - 16.01.2022 09:30","454","566"
"16.01.2022 09:30 - 16.01.2022 09:45","455","574"
"16.01.2022 09:45 - 16.01.2022 10:00","461","587"
"16.01.2022 10:00 - 16.01.2022 10:15","464","596"
"16.01.2022 10:15 - 16.01.2022 10:30","470","600"
"16.01.2022 10:30 - 16.01.2022 10:45","475","608"
"16.01.2022 10:45 - 16.01.2022 11:00","485","617"
"16.01.2022 11:00 - 16.01.2022 11:15","484","624"
"16.01.2022 11:15 - 16.01.2022 11:30","483","634"
"16.01.2022 11:30 - 16.01.2022 11:45","478","643"
"16.01.2022 11:45 - 16.01.2022 12:00","474","653"
"16.01.2022 12:00 - 16.01.2022 12:15","459","656"
"16.01.2022 12:15 - 16.01.2022 12:30","451","656"
"16.01.2022 12:30 - 16.01.2022 12:45","443","648"
"16.01.2022 12:45 - 16.01.2022 13:00","437","644"
"16.01.2022 13:00 - 16.01.2022 13:15","431","640"
"16.01.2022 13:15 - 16.01.2022 13:30","428","630"
"16.01.2022 13:30 - 16.01.2022 13:45","422","621"
"16.01.2022 13:45 - 16.01.2022 14:00","422","618"
"16.01.2022 14:00 - 16.01.2022 14:15","418","614"
"16.01.2022 14:15 - 16.01.2022 14:30","414","608"
"16.01.2022 14:30 - 16.01.2022 14:45","415","600"
"16.01.2022 14:45 - 16.01.2022 15:00","420","599"
"16.01.2022 15:00 - 16.01.2022 15:15","426","599"
"16.01.2022 15:15 - 16.01.2022 15:30","433","595"
"16.01.2022 15:30 - 16.01.2022 15:45","438","592"
"16.01.2022 15:45 - 16.01.2022 16:00","447","594"
"16.01.2022 16:00 - 16.01.2022 16:15","461","596"
"16.01.2022 16:15 - 16.01.2022 16:30","471","595"
"16.01.2022 16:30 - 16.01.2022 16:45","481","598"
"16.01.2022 16:45 - 16.01.2022 17:00","486","606"
"16.01.2022 17:00 - 16.01.2022 17:15","492","617"
"16.01.2022 17:15 - 16.01.2022 17:30","496","633"
"16.01.2022 17:30 - 16.01.2022 17:45","499","640"
"16.01.2022 17:45 - 16.01.2022 18:00","501","647"
"16.01.2022 18:00 - 16.01.2022 18:15","495","651"
"16.01.2022 18:15 - 16.01.2022 18:30","490","655"
"16.01.2022 18:30 - 16.01.2022 18:45","487","656"
"16.01.2022 18:45 - 16.01.2022 19:00","484","658"
"16.01.2022 19:00 - 16.01.2022 19:15","476","657"
"16.01.2022 19:15 - 16.01.2022 19:30","474","651"
"16.01.2022 19:30 - 16.01.2022 19:45","466","643"
"16.01.2022 19:45 - 16.01.2022 20:00","461","640"
"16.01.2022 20:00 - 16.01.2022 20:15","456","634"
"16.01.2022 20:15 - 16.01.2022 20:30","447","627"
"16.01.2022 20:30 - 16.01.2022 20:45","439","613"
"16.01.2022 20:45 - 16.01.2022 21:00","438","606"
"16.01.2022 21:00 - 16.01.2022 21:15","477","598"
"16.01.2022 21:15 - 16.01.2022 21:30","486","590"
"16.01.2022 21:30 - 16.01.2022 21:45","475","580"
"16.01.2022 21:45 - 16.01.2022 22:00","472","579"
"16.01.2022 22:00 - 16.01.2022 22:15","470","592"
"16.01.2022 22:15 - 16.01.2022 22:30","465","591"
"16.01.2022 22:30 - 16.01.2022 22:45","456","582"
"16.01.2022 22:45 - 16.01.2022 23:00","451","572"
"16.01.2022 23:00 - 16.01.2022 23:15","451","572"
"16.01.2022 23:15 - 16.01.2022 23:30","445","566"
"16.01.2022 23:30 - 16.01.2022 23:45","435","561"
"16.01.2022 23:45 - 17.01.2022 00:00","427","553"
"17.01.2022 00:00 - 17.01.2022 00:15","421","547"
"17.01.2022 00:15 - 17.01.2022 00:30","415","537"
"17.01.2022 00:30 - 17.01.2022 00:45","413","531"
"17.01.2022 00:45 - 17.01.2022 01:00","409","524"
"17.01.2022 01:00 - 17.01.2022 01:15","403","519"
"17.01.2022 01:15 - 17.01.2022 01:30","403","518"
"17.01.2022 01:30 - 17.01.2022 01:45","400","512"
"17.01.2022 01:45 - 17.01.2022 02:00","398","507"
"17.01.2022 02:00 - 17.01.2022 02:15","397","504"
"17.01.2022 02:15 - 17.01.2022 02:30","397","503"
"17.01.2022 02:30 - 17.01.2022 02:45","399","501"
"17.01.2022 02:45 - 17.01.2022 03:00","398","501"
"17.01.2022 03:00 - 17.01.2022 03:15","398","501"
"17.01.2022 03:15 - 17.01.2022 03:30","403","500"
"17.01.2022 03:30 - 17.01.2022 03:45","412","497"
"17.01.2022 03:45 - 17.01.2022 04:00","417","498"
"17.01.2022 04:00 - 17.01.2022 04:15","426","500"
"17.01.2022 04:15 - 17.01.2022 04:30","432","501"
"17.01.2022 04:30 - 17.01.2022 04:45","450","505"
"17.01.2022 04:45 - 17.01.2022 05:00","466","514"
"17.01.2022 05:00 - 17.01.2022 05:15","465","525"
"17.01.2022 05:15 - 17.01.2022 05:30","471","533"
"17.01.2022 05:30 - 17.01.2022 05:45","488","546"
"17.01.2022 05:45 - 17.01.2022 06:00","510","566"
"17.01.2022 06:00 - 17.01.2022 06:15","535","587"
"17.01.2022 06:15 - 17.01.2022 06:30","553","603"
"17.01.2022 06:30 - 17.01.2022 06:45","570","626"
"17.01.2022 06:45 - 17.01.2022 07:00","588","647"
"17.01.2022 07:00 - 17.01.2022 07:15","603","676"
"17.01.2022 07:15 - 17.01.2022 07:30","605","693"
"17.01.2022 07:30 - 17.01.2022 07:45","610","711"
"17.01.2022 07:45 - 17.01.2022 08:00","611","724"
"17.01.2022 08:00 - 17.01.2022 08:15","611","747"
"17.01.2022 08:15 - 17.01.2022 08:30","613","749"
"17.01.2022 08:30 - 17.01.2022 08:45","611","750"
"17.01.2022 08:45 - 17.01.2022 09:00","615","759"
"17.01.2022 09:00 - 17.01.2022 09:15","611","767"
"17.01.2022 09:15 - 17.01.2022 09:30","613","772"
"17.01.2022 09:30 - 17.01.2022 09:45","615","771"
"17.01.2022 09:45 - 17.01.2022 10:00","619","777"
"17.01.2022 10:00 - 17.01.2022 10:15","618","779"
"17.01.2022 10:15 - 17.01.2022 10:30","621","784"
"17.01.2022 10:30 - 17.01.2022 10:45","623","784"
"17.01.2022 10:45 - 17.01.2022 11:00","629","788"
"17.01.2022 11:00 - 17.01.2022 11:15","615","789"
"17.01.2022 11:15 - 17.01.2022 11:30","608","794"
"17.01.2022 11:30 - 17.01.2022 11:45","602","800"
"17.01.2022 11:45 - 17.01.2022 12:00","600","806"
"17.01.2022 12:00 - 17.01.2022 12:15","604","804"
"17.01.2022 12:15 - 17.01.2022 12:30","598","797"
"17.01.2022 12:30 - 17.01.2022 12:45","592","787"
"17.01.2022 12:45 - 17.01.2022 13:00","589","783"
"17.01.2022 13:00 - 17.01.2022 13:15","588","785"
"17.01.2022 13:15 - 17.01.2022 13:30","583","783"
"17.01.2022 13:30 - 17.01.2022 13:45","584","775"
"17.01.2022 13:45 - 17.01.2022 14:00","584","770"
"17.01.2022 14:00 - 17.01.2022 14:15","589","763"
"17.01.2022 14:15 - 17.01.2022 14:30","589","761"
"17.01.2022 14:30 - 17.01.2022 14:45","588","755"
"17.01.2022 14:45 - 17.01.2022 15:00","589","749"
"17.01.2022 15:00 - 17.01.2022 15:15","597","741"
"17.01.2022 15:15 - 17.01.2022 15:30","601","739"
"17.01.2022 15:30 - 17.01.2022 15:45","606","735"
"17.01.2022 15:45 - 17.01.2022 16:00","610","732"
"17.01.2022 16:00 - 17.01.2022 16:15","614","730"
"17.01.2022 16:15 - 17.01.2022 16:30","624","732"
"17.01.2022 16:30 - 17.01.2022 16:45","638","728"
"17.01.2022 16:45 - 17.01.2022 17:00","645","737"
"17.01.2022 17:00 - 17.01.2022 17:15","633","744"
"17.01.2022 17:15 - 17.01.2022 17:30","636","756"
"17.01.2022 17:30 - 17.01.2022 17:45","638","767"
"17.01.2022 17:45 - 17.01.2022 18:00","636","771"
"17.01.2022 18:00 - 17.01.2022 18:15","622","773"
"17.01.2022 18:15 - 17.01.2022 18:30","614","775"
"17.01.2022 18:30 - 17.01.2022 18:45","602","777"
"17.01.2022 18:45 - 17.01.2022 19:00","592","779"
"17.01.2022 19:00 - 17.01.2022 19:15","586","771"
"17.01.2022 19:15 - 17.01.2022 19:30","578","760"
"17.01.2022 19:30 - 17.01.2022 19:45","572","749"
"17.01.2022 19:45 - 17.01.2022 20:00","564","739"
"17.01.2022 20:00 - 17.01.2022 20:15","556","722"
"17.01.2022 20:15 - 17.01.2022 20:30","545","709"
"17.01.2022 20:30 - 17.01.2022 20:45","533","693"
"17.01.2022 20:45 - 17.01.2022 21:00","522","681"
"17.01.2022 21:00 - 17.01.2022 21:15","572","661"
"17.01.2022 21:15 - 17.01.2022 21:30","574","652"
"17.01.2022 21:30 - 17.01.2022 21:45","568","641"
"17.01.2022 21:45 - 17.01.2022 22:00","560","629"
"17.01.2022 22:00 - 17.01.2022 22:15","550","633"
"17.01.2022 22:15 - 17.01.2022 22:30","545","631"
"17.01.2022 22:30 - 17.01.2022 22:45","537","620"
"17.01.2022 22:45 - 17.01.2022 23:00","526","613"
"17.01.2022 23:00 - 17.01.2022 23:15","481","605"
"17.01.2022 23:15 - 17.01.2022 23:30","479","596"
"17.01.2022 23:30 - 17.01.2022 23:45","472","588"
"17.01.2022 23:45 - 18.01.2022 00:00","465","582"
"18.01.2022 00:00 - 18.01.2022 00:15","460","571"
"18.01.2022 00:15 - 18.01.2022 00:30","457","562"
"18.01.2022 00:30 - 18.01.2022 00:45","453","563"
"18.01.2022 00:45 - 18.01.2022 01:00","448","556"
"18.01.2022 01:00 - 18.01.2022 01:15","442","550"
"18.01.2022 01:15 - 18.01.2022 01:30","438","544"
"18.01.2022 01:30 - 18.01.2022 01:45","435","539"
"18.01.2022 01:45 - 18.01.2022 02:00","435","536"
"18.01.2022 02:00 - 18.01.2022 02:15","440","532"
"18.01.2022 02:15 - 18.01.2022 02:30","437","527"
"18.01.2022 02:30 - 18.01.2022 02:45","438","527"
"18.01.2022 02:45 - 18.01.2022 03:00","441","528"
"18.01.2022 03:00 - 18.01.2022 03:15","448","531"
"18.01.2022 03:15 - 18.01.2022 03:30","449","529"
"18.01.2022 03:30 - 18.01.2022 03:45","459","523"
"18.01.2022 03:45 - 18.01.2022 04:00","467","524"
"18.01.2022 04:00 - 18.01.2022 04:15","485","529"
"18.01.2022 04:15 - 18.01.2022 04:30","490","528"
"18.01.2022 04:30 - 18.01.2022 04:45","496","532"
"18.01.2022 04:45 - 18.01.2022 05:00","509","538"
"18.01.2022 05:00 - 18.01.2022 05:15","506","550"
"18.01.2022 05:15 - 18.01.2022 05:30","513","558"
"18.01.2022 05:30 - 18.01.2022 05:45","526","574"
"18.01.2022 05:45 - 18.01.2022 06:00","546","588"
"18.01.2022 06:00 - 18.01.2022 06:15","562","606"
"18.01.2022 06:15 - 18.01.2022 06:30","580","626"
"18.01.2022 06:30 - 18.01.2022 06:45","596","643"
"18.01.2022 06:45 - 18.01.2022 07:00","609","667"
"18.01.2022 07:00 - 18.01.2022 07:15","612","682"
"18.01.2022 07:15 - 18.01.2022 07:30","620","702"
"18.01.2022 07:30 - 18.01.2022 07:45","620","719"
"18.01.2022 07:45 - 18.01.2022 08:00","625","735"
"18.01.2022 08:00 - 18.01.2022 08:15","630","753"
"18.01.2022 08:15 - 18.01.2022 08:30","634","757"
"18.01.2022 08:30 - 18.01.2022 08:45","635","761"
"18.01.2022 08:45 - 18.01.2022 09:00","632","767"
"18.01.2022 09:00 - 18.01.2022 09:15","637","765"
"18.01.2022 09:15 - 18.01.2022 09:30","637","768"
"18.01.2022 09:30 - 18.01.2022 09:45","632","768"
"18.01.2022 09:45 - 18.01.2022 10:00","629","770"
"18.01.2022 10:00 - 18.01.2022 10:15","630","774"
"18.01.2022 10:15 - 18.01.2022 10:30","625","781"
"18.01.2022 10:30 - 18.01.2022 10:45","625","779"
"18.01.2022 10:45 - 18.01.2022 11:00","627","781"
"18.01.2022 11:00 - 18.01.2022 11:15","621","783"
"18.01.2022 11:15 - 18.01.2022 11:30","611","786"
"18.01.2022 11:30 - 18.01.2022 11:45","609","787"
"18.01.2022 11:45 - 18.01.2022 12:00","605","792"
"18.01.2022 12:00 - 18.01.2022 12:15","595","786"
"18.01.2022 12:15 - 18.01.2022 12:30","596","778"
"18.01.2022 12:30 - 18.01.2022 12:45","592","773"
"18.01.2022 12:45 - 18.01.2022 13:00","586","771"
"18.01.2022 13:00 - 18.01.2022 13:15","583","764"
"18.01.2022 13:15 - 18.01.2022 13:30","582","762"
"18.01.2022 13:30 - 18.01.2022 13:45","581","754"
"18.01.2022 13:45 - 18.01.2022 14:00","585","755"
"18.01.2022 14:00 - 18.01.2022 14:15","585","753"
"18.01.2022 14:15 - 18.01.2022 14:30","589","749"
"18.01.2022 14:30 - 18.01.2022 14:45","594","738"
"18.01.2022 14:45 - 18.01.2022 15:00","600","738"
"18.01.2022 15:00 - 18.01.2022 15:15","598","732"
"18.01.2022 15:15 - 18.01.2022 15:30","605","732"
"18.01.2022 15:30 - 18.01.2022 15:45","612","731"
"18.01.2022 15:45 - 18.01.2022 16:00","618","732"
"18.01.2022 16:00 - 18.01.2022 16:15","623","730"
"18.01.2022 16:15 - 18.01.2022 16:30","633","727"
"18.01.2022 16:30 - 18.01.2022 16:45","640","719"
"18.01.2022 16:45 - 18.01.2022 17:00","645","728"
"18.01.2022 17:00 - 18.01.2022 17:15","629","735"
"18.01.2022 17:15 - 18.01.2022 17:30","631","744"
"18.01.2022 17:30 - 18.01.2022 17:45","632","763"
"18.01.2022 17:45 - 18.01.2022 18:00","630","772"
"18.01.2022 18:00 - 18.01.2022 18:15","609","768"
"18.01.2022 18:15 - 18.01.2022 18:30","603","776"
"18.01.2022 18:30 - 18.01.2022 18:45","593","778"
"18.01.2022 18:45 - 18.01.2022 19:00","581","780"
"18.01.2022 19:00 - 18.01.2022 19:15","566","769"
"18.01.2022 19:15 - 18.01.2022 19:30","554","760"
"18.01.2022 19:30 - 18.01.2022 19:45","545","751"
"18.01.2022 19:45 - 18.01.2022 20:00","534","747"
"18.01.2022 20:00 - 18.01.2022 20:15","518","728"
"18.01.2022 20:15 - 18.01.2022 20:30","505","714"
"18.01.2022 20:30 - 18.01.2022 20:45","494","698"
"18.01.2022 20:45 - 18.01.2022 21:00","485","691"
"18.01.2022 21:00 - 18.01.2022 21:15","546","681"
"18.01.2022 21:15 - 18.01.2022 21:30","550","672"
"18.01.2022 21:30 - 18.01.2022 21:45","544","656"
"18.01.2022 21:45 - 18.01.2022 22:00","538","645"
"18.01.2022 22:00 - 18.01.2022 22:15","522","651"
"18.01.2022 22:15 - 18.01.2022 22:30","517","651"
"18.01.2022 22:30 - 18.01.2022 22:45","510","635"
"18.01.2022 22:45 - 18.01.2022 23:00","504","625"
"18.01.2022 23:00 - 18.01.2022 23:15","474","611"
"18.01.2022 23:15 - 18.01.2022 23:30","470","601"
"18.01.2022 23:30 - 18.01.2022 23:45","464","601"
"18.01.2022 23:45 - 19.01.2022 00:00","465","593"
"19.01.2022 00:00 - 19.01.2022 00:15","457","581"
"19.01.2022 00:15 - 19.01.2022 00:30","453","572"
"19.01.2022 00:30 - 19.01.2022 00:45","450","563"
"19.01.2022 00:45 - 19.01.2022 01:00","446","558"
"19.01.2022 01:00 - 19.01.2022 01:15","441","554"
"19.01.2022 01:15 - 19.01.2022 01:30","438","547"
"19.01.2022 01:30 - 19.01.2022 01:45","435","542"
"19.01.2022 01:45 - 19.01.2022 02:00","435","540"
"19.01.2022 02:00 - 19.01.2022 02:15","446","535"
"19.01.2022 02:15 - 19.01.2022 02:30","444","532"
"19.01.2022 02:30 - 19.01.2022 02:45","445","534"
"19.01.2022 02:45 - 19.01.2022 03:00","448","533"
"19.01.2022 03:00 - 19.01.2022 03:15","460","532"
"19.01.2022 03:15 - 19.01.2022 03:30","461","535"
"19.01.2022 03:30 - 19.01.2022 03:45","468","533"
"19.01.2022 03:45 - 19.01.2022 04:00","474","533"
"19.01.2022 04:00 - 19.01.2022 04:15","482","537"
"19.01.2022 04:15 - 19.01.2022 04:30","487","540"
"19.01.2022 04:30 - 19.01.2022 04:45","499","545"
"19.01.2022 04:45 - 19.01.2022 05:00","510","556"
"19.01.2022 05:00 - 19.01.2022 05:15","510","565"
"19.01.2022 05:15 - 19.01.2022 05:30","516","572"
"19.01.2022 05:30 - 19.01.2022 05:45","533","580"
"19.01.2022 05:45 - 19.01.2022 06:00","552","596"
"19.01.2022 06:00 - 19.01.2022 06:15","565","611"
"19.01.2022 06:15 - 19.01.2022 06:30","581","632"
"19.01.2022 06:30 - 19.01.2022 06:45","597","653"
"19.01.2022 06:45 - 19.01.2022 07:00","610","671"
"19.01.2022 07:00 - 19.01.2022 07:15","614","692"
"19.01.2022 07:15 - 19.01.2022 07:30","620","715"
"19.01.2022 07:30 - 19.01.2022 07:45","623","732"
"19.01.2022 07:45 - 19.01.2022 08:00","631","743"
"19.01.2022 08:00 - 19.01.2022 08:15","629","765"
"19.01.2022 08:15 - 19.01.2022 08:30","633","769"
"19.01.2022 08:30 - 19.01.2022 08:45","632","770"
"19.01.2022 08:45 - 19.01.2022 09:00","629","776"
"19.01.2022 09:00 - 19.01.2022 09:15","638","774"
"19.01.2022 09:15 - 19.01.2022 09:30","643","775"
"19.01.2022 09:30 - 19.01.2022 09:45","646","779"
"19.01.2022 09:45 - 19.01.2022 10:00","645","787"
"19.01.2022 10:00 - 19.01.2022 10:15","646","785"
"19.01.2022 10:15 - 19.01.2022 10:30","647","790"
"19.01.2022 10:30 - 19.01.2022 10:45","646","791"
"19.01.2022 10:45 - 19.01.2022 11:00","648","796"
"19.01.2022 11:00 - 19.01.2022 11:15","643","797"
"19.01.2022 11:15 - 19.01.2022 11:30","634","804"
"19.01.2022 11:30 - 19.01.2022 11:45","629","808"
"19.01.2022 11:45 - 19.01.2022 12:00","626","815"
"19.01.2022 12:00 - 19.01.2022 12:15","610","813"
"19.01.2022 12:15 - 19.01.2022 12:30","609","804"
"19.01.2022 12:30 - 19.01.2022 12:45","599","797"
"19.01.2022 12:45 - 19.01.2022 13:00","597","798"
"19.01.2022 13:00 - 19.01.2022 13:15","596","796"
"19.01.2022 13:15 - 19.01.2022 13:30","593","796"
"19.01.2022 13:30 - 19.01.2022 13:45","588","790"
"19.01.2022 13:45 - 19.01.2022 14:00","586","786"
"19.01.2022 14:00 - 19.01.2022 14:15","585","783"
"19.01.2022 14:15 - 19.01.2022 14:30","585","775"
"19.01.2022 14:30 - 19.01.2022 14:45","587","769"
"19.01.2022 14:45 - 19.01.2022 15:00","588","766"
"19.01.2022 15:00 - 19.01.2022 15:15","585","763"
"19.01.2022 15:15 - 19.01.2022 15:30","586","760"
"19.01.2022 15:30 - 19.01.2022 15:45","590","758"
"19.01.2022 15:45 - 19.01.2022 16:00","599","752"
"19.01.2022 16:00 - 19.01.2022 16:15","603","747"
"19.01.2022 16:15 - 19.01.2022 16:30","622","750"
"19.01.2022 16:30 - 19.01.2022 16:45","632","746"
"19.01.2022 16:45 - 19.01.2022 17:00","638","758"
"19.01.2022 17:00 - 19.01.2022 17:15","628","760"
"19.01.2022 17:15 - 19.01.2022 17:30","629","777"
"19.01.2022 17:30 - 19.01.2022 17:45","629","787"
"19.01.2022 17:45 - 19.01.2022 18:00","627","791"
"19.01.2022 18:00 - 19.01.2022 18:15","618","794"
"19.01.2022 18:15 - 19.01.2022 18:30","611","794"
"19.01.2022 18:30 - 19.01.2022 18:45","590","794"
"19.01.2022 18:45 - 19.01.2022 19:00","580","796"
"19.01.2022 19:00 - 19.01.2022 19:15","574","781"
"19.01.2022 19:15 - 19.01.2022 19:30","559","775"
"19.01.2022 19:30 - 19.01.2022 19:45","549","764"
"19.01.2022 19:45 - 19.01.2022 20:00","538","749"
"19.01.2022 20:00 - 19.01.2022 20:15","524","730"
"19.01.2022 20:15 - 19.01.2022 20:30","511","714"
"19.01.2022 20:30 - 19.01.2022 20:45","500","699"
"19.01.2022 20:45 - 19.01.2022 21:00","489","688"
"19.01.2022 21:00 - 19.01.2022 21:15","534","676"
"19.01.2022 21:15 - 19.01.2022 21:30","539","665"
"19.01.2022 21:30 - 19.01.2022 21:45","532","653"
"19.01.2022 21:45 - 19.01.2022 22:00","525","641"
"19.01.2022 22:00 - 19.01.2022 22:15","508","647"
"19.01.2022 22:15 - 19.01.2022 22:30","502","642"
"19.01.2022 22:30 - 19.01.2022 22:45","490","626"
"19.01.2022 22:45 - 19.01.2022 23:00","484","616"
"19.01.2022 23:00 - 19.01.2022 23:15","463","606"
"19.01.2022 23:15 - 19.01.2022 23:30","458","600"
"19.01.2022 23:30 - 19.01.2022 23:45","448","591"
"19.01.2022 23:45 - 20.01.2022 00:00","443","585"
"20.01.2022 00:00 - 20.01.2022 00:15","445","578"
"20.01.2022 00:15 - 20.01.2022 00:30","443","571"
"20.01.2022 00:30 - 20.01.2022 00:45","438","568"
"20.01.2022 00:45 - 20.01.2022 01:00","437","561"
"20.01.2022 01:00 - 20.01.2022 01:15","430","556"
"20.01.2022 01:15 - 20.01.2022 01:30","428","548"
"20.01.2022 01:30 - 20.01.2022 01:45","428","546"
"20.01.2022 01:45 - 20.01.2022 02:00","425","540"
"20.01.2022 02:00 - 20.01.2022 02:15","422","536"
"20.01.2022 02:15 - 20.01.2022 02:30","422","535"
"20.01.2022 02:30 - 20.01.2022 02:45","423","531"
"20.01.2022 02:45 - 20.01.2022 03:00","427","530"
"20.01.2022 03:00 - 20.01.2022 03:15","429","530"
"20.01.2022 03:15 - 20.01.2022 03:30","432","528"
"20.01.2022 03:30 - 20.01.2022 03:45","438","527"
"20.01.2022 03:45 - 20.01.2022 04:00","445","531"
"20.01.2022 04:00 - 20.01.2022 04:15","453","533"
"20.01.2022 04:15 - 20.01.2022 04:30","457","537"
"20.01.2022 04:30 - 20.01.2022 04:45","470","541"
"20.01.2022 04:45 - 20.01.2022 05:00","478","549"
"20.01.2022 05:00 - 20.01.2022 05:15","473","566"
"20.01.2022 05:15 - 20.01.2022 05:30","475","567"
"20.01.2022 05:30 - 20.01.2022 05:45","488","573"
"20.01.2022 05:45 - 20.01.2022 06:00","508","592"
"20.01.2022 06:00 - 20.01.2022 06:15","522","614"
"20.01.2022 06:15 - 20.01.2022 06:30","534","628"
"20.01.2022 06:30 - 20.01.2022 06:45","554","645"
"20.01.2022 06:45 - 20.01.2022 07:00","567","667"
"20.01.2022 07:00 - 20.01.2022 07:15","578","690"
"20.01.2022 07:15 - 20.01.2022 07:30","583","707"
"20.01.2022 07:30 - 20.01.2022 07:45","580","728"
"20.01.2022 07:45 - 20.01.2022 08:00","587","743"
"20.01.2022 08:00 - 20.01.2022 08:15","585","756"
"20.01.2022 08:15 - 20.01.2022 08:30","587","757"
"20.01.2022 08:30 - 20.01.2022 08:45","585","765"
"20.01.2022 08:45 - 20.01.2022 09:00","589","767"
"20.01.2022 09:00 - 20.01.2022 09:15","594","769"
"20.01.2022 09:15 - 20.01.2022 09:30","596","772"
"20.01.2022 09:30 - 20.01.2022 09:45","593","775"
"20.01.2022 09:45 - 20.01.2022 10:00","592","776"
"20.01.2022 10:00 - 20.01.2022 10:15","591","777"
"20.01.2022 10:15 - 20.01.2022 10:30","592","774"
"20.01.2022 10:30 - 20.01.2022 10:45","591","774"
"20.01.2022 10:45 - 20.01.2022 11:00","587","782"
"20.01.2022 11:00 - 20.01.2022 11:15","577","788"
"20.01.2022 11:15 - 20.01.2022 11:30","566","788"
"20.01.2022 11:30 - 20.01.2022 11:45","559","797"
"20.01.2022 11:45 - 20.01.2022 12:00","560","799"
"20.01.2022 12:00 - 20.01.2022 12:15","560","798"
"20.01.2022 12:15 - 20.01.2022 12:30","551","790"
"20.01.2022 12:30 - 20.01.2022 12:45","543","783"
"20.01.2022 12:45 - 20.01.2022 13:00","548","779"
"20.01.2022 13:00 - 20.01.2022 13:15","550","778"
"20.01.2022 13:15 - 20.01.2022 13:30","547","778"
"20.01.2022 13:30 - 20.01.2022 13:45","549","772"
"20.01.2022 13:45 - 20.01.2022 14:00","553","765"
"20.01.2022 14:00 - 20.01.2022 14:15","554","760"
"20.01.2022 14:15 - 20.01.2022 14:30","564","755"
"20.01.2022 14:30 - 20.01.2022 14:45","570","748"
"20.01.2022 14:45 - 20.01.2022 15:00","576","743"
"20.01.2022 15:00 - 20.01.2022 15:15","573","743"
"20.01.2022 15:15 - 20.01.2022 15:30","583","736"
"20.01.2022 15:30 - 20.01.2022 15:45","585","735"
"20.01.2022 15:45 - 20.01.2022 16:00","592","737"
"20.01.2022 16:00 - 20.01.2022 16:15","616","738"
"20.01.2022 16:15 - 20.01.2022 16:30","634","737"
"20.01.2022 16:30 - 20.01.2022 16:45","646","730"
"20.01.2022 16:45 - 20.01.2022 17:00","644","738"
"20.01.2022 17:00 - 20.01.2022 17:15","636","747"
"20.01.2022 17:15 - 20.01.2022 17:30","637","762"
"20.01.2022 17:30 - 20.01.2022 17:45","640","779"
"20.01.2022 17:45 - 20.01.2022 18:00","642","789"
"20.01.2022 18:00 - 20.01.2022 18:15","639","788"
"20.01.2022 18:15 - 20.01.2022 18:30","631","794"
"20.01.2022 18:30 - 20.01.2022 18:45","622","792"
"20.01.2022 18:45 - 20.01.2022 19:00","614","790"
"20.01.2022 19:00 - 20.01.2022 19:15","589","780"
"20.01.2022 19:15 - 20.01.2022 19:30","576","766"
"20.01.2022 19:30 - 20.01.2022 19:45","563","759"
