"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Cyprus (CY)","Actual Total Load [MW] - Cyprus (CY)"
"31.01.2022 05:00 - 31.01.2022 05:30","N/A","537"
"31.01.2022 05:30 - 31.01.2022 06:00","N/A","592"
"31.01.2022 06:00 - 31.01.2022 06:30","N/A","632"
"31.01.2022 06:30 - 31.01.2022 07:00","N/A","661"
"31.01.2022 07:00 - 31.01.2022 07:30","N/A","698"
"31.01.2022 07:30 - 31.01.2022 08:00","N/A","707"
"31.01.2022 08:00 - 31.01.2022 08:30","N/A","701"
"31.01.2022 08:30 - 31.01.2022 09:00","N/A","703"
"31.01.2022 09:00 - 31.01.2022 09:30","N/A","697"
"31.01.2022 09:30 - 31.01.2022 10:00","N/A","669"
"31.01.2022 10:00 - 31.01.2022 10:30","N/A","662"
"31.01.2022 10:30 - 31.01.2022 11:00","N/A","662"
"31.01.2022 11:00 - 31.01.2022 11:30","N/A","670"
"31.01.2022 11:30 - 31.01.2022 12:00","N/A","682"
"31.01.2022 12:00 - 31.01.2022 12:30","N/A","654"
"31.01.2022 12:30 - 31.01.2022 13:00","N/A","677"
"31.01.2022 13:00 - 31.01.2022 13:30","N/A","716"
"31.01.2022 13:30 - 31.01.2022 14:00","N/A","725"
"31.01.2022 14:00 - 31.01.2022 14:30","N/A","738"
"31.01.2022 14:30 - 31.01.2022 15:00","N/A","747"
"31.01.2022 15:00 - 31.01.2022 15:30","N/A","760"
"31.01.2022 15:30 - 31.01.2022 16:00","N/A","778"
"31.01.2022 16:00 - 31.01.2022 16:30","N/A","812"
"31.01.2022 16:30 - 31.01.2022 17:00","N/A","860"
"31.01.2022 17:00 - 31.01.2022 17:30","N/A","884"
"31.01.2022 17:30 - 31.01.2022 18:00","N/A","896"
"31.01.2022 18:00 - 31.01.2022 18:30","N/A","899"
"31.01.2022 18:30 - 31.01.2022 19:00","N/A","889"
"31.01.2022 19:00 - 31.01.2022 19:30","N/A","870"
"31.01.2022 19:30 - 31.01.2022 20:00","N/A","844"
"31.01.2022 20:00 - 31.01.2022 20:30","N/A","815"
"31.01.2022 20:30 - 31.01.2022 21:00","N/A","781"
"31.01.2022 21:00 - 31.01.2022 21:30","N/A","739"
"31.01.2022 21:30 - 31.01.2022 22:00","N/A","694"
"31.01.2022 22:00 - 31.01.2022 22:30","N/A","647"
"31.01.2022 22:30 - 31.01.2022 23:00","N/A","607"
"31.01.2022 23:00 - 31.01.2022 23:30","N/A","557"
"31.01.2022 23:30 - 01.02.2022 00:00","N/A","514"
"01.02.2022 00:00 - 01.02.2022 00:30","N/A","484"
"01.02.2022 00:30 - 01.02.2022 01:00","N/A","462"
"01.02.2022 01:00 - 01.02.2022 01:30","N/A","447"
"01.02.2022 01:30 - 01.02.2022 02:00","N/A","436"
"01.02.2022 02:00 - 01.02.2022 02:30","N/A","431"
"01.02.2022 02:30 - 01.02.2022 03:00","N/A","427"
"01.02.2022 03:00 - 01.02.2022 03:30","N/A","432"
"01.02.2022 03:30 - 01.02.2022 04:00","N/A","439"
"01.02.2022 04:00 - 01.02.2022 04:30","N/A","458"
"01.02.2022 04:30 - 01.02.2022 05:00","N/A","492"
"01.02.2022 05:00 - 01.02.2022 05:30","N/A","557"
"01.02.2022 05:30 - 01.02.2022 06:00","N/A","610"
"01.02.2022 06:00 - 01.02.2022 06:30","N/A","634"
"01.02.2022 06:30 - 01.02.2022 07:00","N/A","629"
"01.02.2022 07:00 - 01.02.2022 07:30","N/A","628"
"01.02.2022 07:30 - 01.02.2022 08:00","N/A","617"
"01.02.2022 08:00 - 01.02.2022 08:30","N/A","609"
"01.02.2022 08:30 - 01.02.2022 09:00","N/A","590"
"01.02.2022 09:00 - 01.02.2022 09:30","N/A","562"
"01.02.2022 09:30 - 01.02.2022 10:00","N/A","550"
"01.02.2022 10:00 - 01.02.2022 10:30","N/A","545"
"01.02.2022 10:30 - 01.02.2022 11:00","N/A","562"
"01.02.2022 11:00 - 01.02.2022 11:30","N/A","564"
"01.02.2022 11:30 - 01.02.2022 12:00","N/A","568"
"01.02.2022 12:00 - 01.02.2022 12:30","N/A","543"
"01.02.2022 12:30 - 01.02.2022 13:00","N/A","570"
"01.02.2022 13:00 - 01.02.2022 13:30","N/A","573"
"01.02.2022 13:30 - 01.02.2022 14:00","N/A","581"
"01.02.2022 14:00 - 01.02.2022 14:30","N/A","576"
"01.02.2022 14:30 - 01.02.2022 15:00","N/A","592"
"01.02.2022 15:00 - 01.02.2022 15:30","N/A","633"
"01.02.2022 15:30 - 01.02.2022 16:00","N/A","676"
"01.02.2022 16:00 - 01.02.2022 16:30","N/A","721"
"01.02.2022 16:30 - 01.02.2022 17:00","N/A","786"
"01.02.2022 17:00 - 01.02.2022 17:30","N/A","823"
"01.02.2022 17:30 - 01.02.2022 18:00","N/A","840"
"01.02.2022 18:00 - 01.02.2022 18:30","N/A","846"
"01.02.2022 18:30 - 01.02.2022 19:00","N/A","841"
"01.02.2022 19:00 - 01.02.2022 19:30","N/A","829"
"01.02.2022 19:30 - 01.02.2022 20:00","N/A","807"
"01.02.2022 20:00 - 01.02.2022 20:30","N/A","781"
"01.02.2022 20:30 - 01.02.2022 21:00","N/A","751"
"01.02.2022 21:00 - 01.02.2022 21:30","N/A","710"
"01.02.2022 21:30 - 01.02.2022 22:00","N/A","666"
"01.02.2022 22:00 - 01.02.2022 22:30","N/A","620"
"01.02.2022 22:30 - 01.02.2022 23:00","N/A","582"
"01.02.2022 23:00 - 01.02.2022 23:30","N/A","535"
"01.02.2022 23:30 - 02.02.2022 00:00","N/A","492"
"02.02.2022 00:00 - 02.02.2022 00:30","N/A","462"
"02.02.2022 00:30 - 02.02.2022 01:00","N/A","442"
"02.02.2022 01:00 - 02.02.2022 01:30","N/A","427"
"02.02.2022 01:30 - 02.02.2022 02:00","N/A","416"
"02.02.2022 02:00 - 02.02.2022 02:30","N/A","411"
"02.02.2022 02:30 - 02.02.2022 03:00","N/A","407"
"02.02.2022 03:00 - 02.02.2022 03:30","N/A","411"
"02.02.2022 03:30 - 02.02.2022 04:00","N/A","418"
"02.02.2022 04:00 - 02.02.2022 04:30","N/A","437"
"02.02.2022 04:30 - 02.02.2022 05:00","N/A","467"
"02.02.2022 05:00 - 02.02.2022 05:30","N/A","527"
"02.02.2022 05:30 - 02.02.2022 06:00","N/A","574"
"02.02.2022 06:00 - 02.02.2022 06:30","N/A","590"
"02.02.2022 06:30 - 02.02.2022 07:00","N/A","582"
"02.02.2022 07:00 - 02.02.2022 07:30","N/A","590"
"02.02.2022 07:30 - 02.02.2022 08:00","N/A","589"
"02.02.2022 08:00 - 02.02.2022 08:30","N/A","585"
"02.02.2022 08:30 - 02.02.2022 09:00","N/A","593"
"02.02.2022 09:00 - 02.02.2022 09:30","N/A","590"
"02.02.2022 09:30 - 02.02.2022 10:00","N/A","577"
"02.02.2022 10:00 - 02.02.2022 10:30","N/A","559"
"02.02.2022 10:30 - 02.02.2022 11:00","N/A","546"
"02.02.2022 11:00 - 02.02.2022 11:30","N/A","542"
"02.02.2022 11:30 - 02.02.2022 12:00","N/A","537"
"02.02.2022 12:00 - 02.02.2022 12:30","N/A","550"
"02.02.2022 12:30 - 02.02.2022 13:00","N/A","552"
"02.02.2022 13:00 - 02.02.2022 13:30","N/A","576"
"02.02.2022 13:30 - 02.02.2022 14:00","N/A","594"
"02.02.2022 14:00 - 02.02.2022 14:30","N/A","616"
"02.02.2022 14:30 - 02.02.2022 15:00","N/A","650"
"02.02.2022 15:00 - 02.02.2022 15:30","N/A","670"
"02.02.2022 15:30 - 02.02.2022 16:00","N/A","696"
"02.02.2022 16:00 - 02.02.2022 16:30","N/A","732"
"02.02.2022 16:30 - 02.02.2022 17:00","N/A","780"
"02.02.2022 17:00 - 02.02.2022 17:30","N/A","808"
"02.02.2022 17:30 - 02.02.2022 18:00","N/A","819"
"02.02.2022 18:00 - 02.02.2022 18:30","N/A","819"
"02.02.2022 18:30 - 02.02.2022 19:00","N/A","810"
"02.02.2022 19:00 - 02.02.2022 19:30","N/A","792"
"02.02.2022 19:30 - 02.02.2022 20:00","N/A","767"
"02.02.2022 20:00 - 02.02.2022 20:30","N/A","741"
"02.02.2022 20:30 - 02.02.2022 21:00","N/A","714"
"02.02.2022 21:00 - 02.02.2022 21:30","N/A","675"
"02.02.2022 21:30 - 02.02.2022 22:00","N/A","633"
"02.02.2022 22:00 - 02.02.2022 22:30","N/A","596"
"02.02.2022 22:30 - 02.02.2022 23:00","N/A","544"
"02.02.2022 23:00 - 02.02.2022 23:30","N/A","510"
"02.02.2022 23:30 - 03.02.2022 00:00","N/A","472"
"03.02.2022 00:00 - 03.02.2022 00:30","N/A","446"
"03.02.2022 00:30 - 03.02.2022 01:00","N/A","N/A"
"03.02.2022 01:00 - 03.02.2022 01:30","N/A","412"
"03.02.2022 01:30 - 03.02.2022 02:00","N/A","404"
"03.02.2022 02:00 - 03.02.2022 02:30","N/A","399"
"03.02.2022 02:30 - 03.02.2022 03:00","N/A","396"
"03.02.2022 03:00 - 03.02.2022 03:30","N/A","400"
"03.02.2022 03:30 - 03.02.2022 04:00","N/A","407"
"03.02.2022 04:00 - 03.02.2022 04:30","N/A","426"
"03.02.2022 04:30 - 03.02.2022 05:00","N/A","455"
"03.02.2022 05:00 - 03.02.2022 05:30","N/A","515"
"03.02.2022 05:30 - 03.02.2022 06:00","N/A","558"
"03.02.2022 06:00 - 03.02.2022 06:30","N/A","587"
"03.02.2022 06:30 - 03.02.2022 07:00","N/A","595"
"03.02.2022 07:00 - 03.02.2022 07:30","N/A","600"
"03.02.2022 07:30 - 03.02.2022 08:00","N/A","585"
"03.02.2022 08:00 - 03.02.2022 08:30","N/A","567"
"03.02.2022 08:30 - 03.02.2022 09:00","N/A","553"
"03.02.2022 09:00 - 03.02.2022 09:30","N/A","531"
"03.02.2022 09:30 - 03.02.2022 10:00","N/A","533"
"03.02.2022 10:00 - 03.02.2022 10:30","N/A","542"
"03.02.2022 10:30 - 03.02.2022 11:00","N/A","519"
"03.02.2022 11:00 - 03.02.2022 11:30","N/A","494"
"03.02.2022 11:30 - 03.02.2022 12:00","N/A","505"
"03.02.2022 12:00 - 03.02.2022 12:30","N/A","517"
"03.02.2022 12:30 - 03.02.2022 13:00","N/A","558"
"03.02.2022 13:00 - 03.02.2022 13:30","N/A","593"
"03.02.2022 13:30 - 03.02.2022 14:00","N/A","N/A"
"03.02.2022 14:00 - 03.02.2022 14:30","N/A","N/A"
"03.02.2022 14:30 - 03.02.2022 15:00","N/A","N/A"
"03.02.2022 15:00 - 03.02.2022 15:30","N/A","N/A"
"03.02.2022 15:30 - 03.02.2022 16:00","N/A","702"
"03.02.2022 16:00 - 03.02.2022 16:30","N/A","732"
"03.02.2022 16:30 - 03.02.2022 17:00","N/A","782"
"03.02.2022 17:00 - 03.02.2022 17:30","N/A","812"
"03.02.2022 17:30 - 03.02.2022 18:00","N/A","819"
"03.02.2022 18:00 - 03.02.2022 18:30","N/A","819"
"03.02.2022 18:30 - 03.02.2022 19:00","N/A","808"
"03.02.2022 19:00 - 03.02.2022 19:30","N/A","790"
"03.02.2022 19:30 - 03.02.2022 20:00","N/A","771"
"03.02.2022 20:00 - 03.02.2022 20:30","N/A","741"
"03.02.2022 20:30 - 03.02.2022 21:00","N/A","710"
"03.02.2022 21:00 - 03.02.2022 21:30","N/A","673"
"03.02.2022 21:30 - 03.02.2022 22:00","N/A","627"
"03.02.2022 22:00 - 03.02.2022 22:30","N/A","584"
"03.02.2022 22:30 - 03.02.2022 23:00","N/A","549"
"03.02.2022 23:00 - 03.02.2022 23:30","N/A","507"
"03.02.2022 23:30 - 04.02.2022 00:00","N/A","473"
"04.02.2022 00:00 - 04.02.2022 00:30","N/A","449"
"04.02.2022 00:30 - 04.02.2022 01:00","N/A","431"
"04.02.2022 01:00 - 04.02.2022 01:30","N/A","418"
"04.02.2022 01:30 - 04.02.2022 02:00","N/A","409"
"04.02.2022 02:00 - 04.02.2022 02:30","N/A","403"
"04.02.2022 02:30 - 04.02.2022 03:00","N/A","401"
"04.02.2022 03:00 - 04.02.2022 03:30","N/A","406"
"04.02.2022 03:30 - 04.02.2022 04:00","N/A","410"
"04.02.2022 04:00 - 04.02.2022 04:30","N/A","428"
"04.02.2022 04:30 - 04.02.2022 05:00","N/A","457"
"04.02.2022 05:00 - 04.02.2022 05:30","N/A","514"
"04.02.2022 05:30 - 04.02.2022 06:00","N/A","560"
"04.02.2022 06:00 - 04.02.2022 06:30","N/A","593"
"04.02.2022 06:30 - 04.02.2022 07:00","N/A","601"
"04.02.2022 07:00 - 04.02.2022 07:30","N/A","605"
"04.02.2022 07:30 - 04.02.2022 08:00","N/A","591"
"04.02.2022 08:00 - 04.02.2022 08:30","N/A","565"
"04.02.2022 08:30 - 04.02.2022 09:00","N/A","527"
"04.02.2022 09:00 - 04.02.2022 09:30","N/A","489"
"04.02.2022 09:30 - 04.02.2022 10:00","N/A","473"
"04.02.2022 10:00 - 04.02.2022 10:30","N/A","486"
"04.02.2022 10:30 - 04.02.2022 11:00","N/A","518"
"04.02.2022 11:00 - 04.02.2022 11:30","N/A","510"
"04.02.2022 11:30 - 04.02.2022 12:00","N/A","542"
"04.02.2022 12:00 - 04.02.2022 12:30","N/A","600"
"04.02.2022 12:30 - 04.02.2022 13:00","N/A","640"
"04.02.2022 13:00 - 04.02.2022 13:30","N/A","649"
"04.02.2022 13:30 - 04.02.2022 14:00","N/A","639"
"04.02.2022 14:00 - 04.02.2022 14:30","N/A","637"
"04.02.2022 14:30 - 04.02.2022 15:00","N/A","638"
"04.02.2022 15:00 - 04.02.2022 15:30","N/A","650"
"04.02.2022 15:30 - 04.02.2022 16:00","N/A","677"
"04.02.2022 16:00 - 04.02.2022 16:30","N/A","713"
"04.02.2022 16:30 - 04.02.2022 17:00","N/A","768"
"04.02.2022 17:00 - 04.02.2022 17:30","N/A","799"
"04.02.2022 17:30 - 04.02.2022 18:00","N/A","807"
"04.02.2022 18:00 - 04.02.2022 18:30","N/A","805"
"04.02.2022 18:30 - 04.02.2022 19:00","N/A","794"
"04.02.2022 19:00 - 04.02.2022 19:30","N/A","776"
"04.02.2022 19:30 - 04.02.2022 20:00","N/A","750"
"04.02.2022 20:00 - 04.02.2022 20:30","N/A","725"
"04.02.2022 20:30 - 04.02.2022 21:00","N/A","703"
"04.02.2022 21:00 - 04.02.2022 21:30","N/A","671"
"04.02.2022 21:30 - 04.02.2022 22:00","N/A","636"
"04.02.2022 22:00 - 04.02.2022 22:30","N/A","602"
"04.02.2022 22:30 - 04.02.2022 23:00","N/A","572"
"04.02.2022 23:00 - 04.02.2022 23:30","N/A","533"
"04.02.2022 23:30 - 05.02.2022 00:00","N/A","498"
"05.02.2022 00:00 - 05.02.2022 00:30","N/A","467"
"05.02.2022 00:30 - 05.02.2022 01:00","N/A","445"
"05.02.2022 01:00 - 05.02.2022 01:30","N/A","430"
"05.02.2022 01:30 - 05.02.2022 02:00","N/A","420"
"05.02.2022 02:00 - 05.02.2022 02:30","N/A","411"
"05.02.2022 02:30 - 05.02.2022 03:00","N/A","407"
"05.02.2022 03:00 - 05.02.2022 03:30","N/A","408"
"05.02.2022 03:30 - 05.02.2022 04:00","N/A","410"
"05.02.2022 04:00 - 05.02.2022 04:30","N/A","418"
"05.02.2022 04:30 - 05.02.2022 05:00","N/A","429"
"05.02.2022 05:00 - 05.02.2022 05:30","N/A","451"
"05.02.2022 05:30 - 05.02.2022 06:00","N/A","464"
"05.02.2022 06:00 - 05.02.2022 06:30","N/A","483"
"05.02.2022 06:30 - 05.02.2022 07:00","N/A","489"
"05.02.2022 07:00 - 05.02.2022 07:30","N/A","480"
"05.02.2022 07:30 - 05.02.2022 08:00","N/A","447"
"05.02.2022 08:00 - 05.02.2022 08:30","N/A","425"
"05.02.2022 08:30 - 05.02.2022 09:00","N/A","413"
"05.02.2022 09:00 - 05.02.2022 09:30","N/A","398"
"05.02.2022 09:30 - 05.02.2022 10:00","N/A","382"
"05.02.2022 10:00 - 05.02.2022 10:30","N/A","381"
"05.02.2022 10:30 - 05.02.2022 11:00","N/A","365"
"05.02.2022 11:00 - 05.02.2022 11:30","N/A","362"
"05.02.2022 11:30 - 05.02.2022 12:00","N/A","365"
"05.02.2022 12:00 - 05.02.2022 12:30","N/A","370"
"05.02.2022 12:30 - 05.02.2022 13:00","N/A","376"
"05.02.2022 13:00 - 05.02.2022 13:30","N/A","379"
"05.02.2022 13:30 - 05.02.2022 14:00","N/A","396"
"05.02.2022 14:00 - 05.02.2022 14:30","N/A","426"
"05.02.2022 14:30 - 05.02.2022 15:00","N/A","465"
"05.02.2022 15:00 - 05.02.2022 15:30","N/A","506"
"05.02.2022 15:30 - 05.02.2022 16:00","N/A","551"
"05.02.2022 16:00 - 05.02.2022 16:30","N/A","605"
"05.02.2022 16:30 - 05.02.2022 17:00","N/A","673"
"05.02.2022 17:00 - 05.02.2022 17:30","N/A","712"
"05.02.2022 17:30 - 05.02.2022 18:00","N/A","725"
"05.02.2022 18:00 - 05.02.2022 18:30","N/A","726"
"05.02.2022 18:30 - 05.02.2022 19:00","N/A","718"
"05.02.2022 19:00 - 05.02.2022 19:30","N/A","701"
"05.02.2022 19:30 - 05.02.2022 20:00","N/A","684"
"05.02.2022 20:00 - 05.02.2022 20:30","N/A","672"
"05.02.2022 20:30 - 05.02.2022 21:00","N/A","660"
"05.02.2022 21:00 - 05.02.2022 21:30","N/A","638"
"05.02.2022 21:30 - 05.02.2022 22:00","N/A","614"
"05.02.2022 22:00 - 05.02.2022 22:30","N/A","587"
"05.02.2022 22:30 - 05.02.2022 23:00","N/A","563"
"05.02.2022 23:00 - 05.02.2022 23:30","N/A","525"
"05.02.2022 23:30 - 06.02.2022 00:00","N/A","492"
"06.02.2022 00:00 - 06.02.2022 00:30","N/A","464"
"06.02.2022 00:30 - 06.02.2022 01:00","N/A","442"
"06.02.2022 01:00 - 06.02.2022 01:30","N/A","423"
"06.02.2022 01:30 - 06.02.2022 02:00","N/A","412"
"06.02.2022 02:00 - 06.02.2022 02:30","N/A","405"
"06.02.2022 02:30 - 06.02.2022 03:00","N/A","399"
"06.02.2022 03:00 - 06.02.2022 03:30","N/A","400"
"06.02.2022 03:30 - 06.02.2022 04:00","N/A","401"
"06.02.2022 04:00 - 06.02.2022 04:30","N/A","405"
"06.02.2022 04:30 - 06.02.2022 05:00","N/A","412"
"06.02.2022 05:00 - 06.02.2022 05:30","N/A","427"
"06.02.2022 05:30 - 06.02.2022 06:00","N/A","430"
"06.02.2022 06:00 - 06.02.2022 06:30","N/A","435"
"06.02.2022 06:30 - 06.02.2022 07:00","N/A","430"
"06.02.2022 07:00 - 06.02.2022 07:30","N/A","431"
"06.02.2022 07:30 - 06.02.2022 08:00","N/A","445"
"06.02.2022 08:00 - 06.02.2022 08:30","N/A","481"
"06.02.2022 08:30 - 06.02.2022 09:00","N/A","512"
"06.02.2022 09:00 - 06.02.2022 09:30","N/A","555"
"06.02.2022 09:30 - 06.02.2022 10:00","N/A","563"
"06.02.2022 10:00 - 06.02.2022 10:30","N/A","559"
"06.02.2022 10:30 - 06.02.2022 11:00","N/A","560"
"06.02.2022 11:00 - 06.02.2022 11:30","N/A","571"
"06.02.2022 11:30 - 06.02.2022 12:00","N/A","559"
"06.02.2022 12:00 - 06.02.2022 12:30","N/A","550"
"06.02.2022 12:30 - 06.02.2022 13:00","N/A","570"
"06.02.2022 13:00 - 06.02.2022 13:30","N/A","567"
"06.02.2022 13:30 - 06.02.2022 14:00","N/A","567"
"06.02.2022 14:00 - 06.02.2022 14:30","N/A","589"
"06.02.2022 14:30 - 06.02.2022 15:00","N/A","615"
"06.02.2022 15:00 - 06.02.2022 15:30","N/A","635"
"06.02.2022 15:30 - 06.02.2022 16:00","N/A","652"
"06.02.2022 16:00 - 06.02.2022 16:30","N/A","681"
"06.02.2022 16:30 - 06.02.2022 17:00","N/A","719"
"06.02.2022 17:00 - 06.02.2022 17:30","N/A","746"
"06.02.2022 17:30 - 06.02.2022 18:00","N/A","756"
"06.02.2022 18:00 - 06.02.2022 18:30","N/A","754"
"06.02.2022 18:30 - 06.02.2022 19:00","N/A","744"
"06.02.2022 19:00 - 06.02.2022 19:30","N/A","732"
"06.02.2022 19:30 - 06.02.2022 20:00","N/A","714"
"06.02.2022 20:00 - 06.02.2022 20:30","N/A","699"
"06.02.2022 20:30 - 06.02.2022 21:00","N/A","681"
"06.02.2022 21:00 - 06.02.2022 21:30","N/A","649"
"06.02.2022 21:30 - 06.02.2022 22:00","N/A","615"
"06.02.2022 22:00 - 06.02.2022 22:30","N/A","578"
"06.02.2022 22:30 - 06.02.2022 23:00","N/A","544"
"06.02.2022 23:00 - 06.02.2022 23:30","N/A","498"
"06.02.2022 23:30 - 07.02.2022 00:00","N/A","462"
"07.02.2022 00:00 - 07.02.2022 00:30","N/A","435"
"07.02.2022 00:30 - 07.02.2022 01:00","N/A","417"
"07.02.2022 01:00 - 07.02.2022 01:30","N/A","404"
"07.02.2022 01:30 - 07.02.2022 02:00","N/A","396"
"07.02.2022 02:00 - 07.02.2022 02:30","N/A","391"
"07.02.2022 02:30 - 07.02.2022 03:00","N/A","389"
"07.02.2022 03:00 - 07.02.2022 03:30","N/A","394"
"07.02.2022 03:30 - 07.02.2022 04:00","N/A","401"
"07.02.2022 04:00 - 07.02.2022 04:30","N/A","420"
"07.02.2022 04:30 - 07.02.2022 05:00","N/A","452"
"07.02.2022 05:00 - 07.02.2022 05:30","N/A","510"
"07.02.2022 05:30 - 07.02.2022 06:00","N/A","553"
"07.02.2022 06:00 - 07.02.2022 06:30","N/A","580"
"07.02.2022 06:30 - 07.02.2022 07:00","N/A","581"
"07.02.2022 07:00 - 07.02.2022 07:30","N/A","557"
"07.02.2022 07:30 - 07.02.2022 08:00","N/A","522"
"07.02.2022 08:00 - 07.02.2022 08:30","N/A","501"
"07.02.2022 08:30 - 07.02.2022 09:00","N/A","468"
"07.02.2022 09:00 - 07.02.2022 09:30","N/A","448"
"07.02.2022 09:30 - 07.02.2022 10:00","N/A","438"
"07.02.2022 10:00 - 07.02.2022 10:30","N/A","432"
"07.02.2022 10:30 - 07.02.2022 11:00","N/A","430"
"07.02.2022 11:00 - 07.02.2022 11:30","N/A","439"
"07.02.2022 11:30 - 07.02.2022 12:00","N/A","456"
"07.02.2022 12:00 - 07.02.2022 12:30","N/A","469"
"07.02.2022 12:30 - 07.02.2022 13:00","N/A","484"
"07.02.2022 13:00 - 07.02.2022 13:30","N/A","500"
"07.02.2022 13:30 - 07.02.2022 14:00","N/A","522"
"07.02.2022 14:00 - 07.02.2022 14:30","N/A","542"
"07.02.2022 14:30 - 07.02.2022 15:00","N/A","557"
"07.02.2022 15:00 - 07.02.2022 15:30","N/A","583"
"07.02.2022 15:30 - 07.02.2022 16:00","N/A","618"
"07.02.2022 16:00 - 07.02.2022 16:30","N/A","659"
"07.02.2022 16:30 - 07.02.2022 17:00","N/A","718"
"07.02.2022 17:00 - 07.02.2022 17:30","N/A","752"
"07.02.2022 17:30 - 07.02.2022 18:00","N/A","769"
"07.02.2022 18:00 - 07.02.2022 18:30","N/A","774"
"07.02.2022 18:30 - 07.02.2022 19:00","N/A","769"
"07.02.2022 19:00 - 07.02.2022 19:30","N/A","756"
"07.02.2022 19:30 - 07.02.2022 20:00","N/A","737"
"07.02.2022 20:00 - 07.02.2022 20:30","N/A","714"
"07.02.2022 20:30 - 07.02.2022 21:00","N/A","690"
"07.02.2022 21:00 - 07.02.2022 21:30","N/A","656"
"07.02.2022 21:30 - 07.02.2022 22:00","N/A","616"
"07.02.2022 22:00 - 07.02.2022 22:30","N/A","575"
"07.02.2022 22:30 - 07.02.2022 23:00","N/A","538"
"07.02.2022 23:00 - 07.02.2022 23:30","N/A","499"
"07.02.2022 23:30 - 08.02.2022 00:00","N/A","461"
"08.02.2022 00:00 - 08.02.2022 00:30","N/A","432"
"08.02.2022 00:30 - 08.02.2022 01:00","N/A","413"
"08.02.2022 01:00 - 08.02.2022 01:30","N/A","400"
"08.02.2022 01:30 - 08.02.2022 02:00","N/A","390"
"08.02.2022 02:00 - 08.02.2022 02:30","N/A","385"
"08.02.2022 02:30 - 08.02.2022 03:00","N/A","382"
"08.02.2022 03:00 - 08.02.2022 03:30","N/A","387"
"08.02.2022 03:30 - 08.02.2022 04:00","N/A","390"
"08.02.2022 04:00 - 08.02.2022 04:30","N/A","408"
"08.02.2022 04:30 - 08.02.2022 05:00","N/A","437"
"08.02.2022 05:00 - 08.02.2022 05:30","N/A","494"
"08.02.2022 05:30 - 08.02.2022 06:00","N/A","534"
"08.02.2022 06:00 - 08.02.2022 06:30","N/A","552"
"08.02.2022 06:30 - 08.02.2022 07:00","N/A","548"
"08.02.2022 07:00 - 08.02.2022 07:30","N/A","547"
"08.02.2022 07:30 - 08.02.2022 08:00","N/A","531"
"08.02.2022 08:00 - 08.02.2022 08:30","N/A","510"
"08.02.2022 08:30 - 08.02.2022 09:00","N/A","503"
"08.02.2022 09:00 - 08.02.2022 09:30","N/A","473"
"08.02.2022 09:30 - 08.02.2022 10:00","N/A","450"
"08.02.2022 10:00 - 08.02.2022 10:30","N/A","429"
"08.02.2022 10:30 - 08.02.2022 11:00","N/A","430"
"08.02.2022 11:00 - 08.02.2022 11:30","N/A","435"
"08.02.2022 11:30 - 08.02.2022 12:00","N/A","448"
"08.02.2022 12:00 - 08.02.2022 12:30","N/A","465"
"08.02.2022 12:30 - 08.02.2022 13:00","N/A","494"
"08.02.2022 13:00 - 08.02.2022 13:30","N/A","529"
"08.02.2022 13:30 - 08.02.2022 14:00","N/A","547"
"08.02.2022 14:00 - 08.02.2022 14:30","N/A","554"
"08.02.2022 14:30 - 08.02.2022 15:00","N/A","591"
"08.02.2022 15:00 - 08.02.2022 15:30","N/A","617"
"08.02.2022 15:30 - 08.02.2022 16:00","N/A","641"
"08.02.2022 16:00 - 08.02.2022 16:30","N/A","674"
"08.02.2022 16:30 - 08.02.2022 17:00","N/A","716"
"08.02.2022 17:00 - 08.02.2022 17:30","N/A","741"
"08.02.2022 17:30 - 08.02.2022 18:00","N/A","751"
"08.02.2022 18:00 - 08.02.2022 18:30","N/A","753"
"08.02.2022 18:30 - 08.02.2022 19:00","N/A","744"
"08.02.2022 19:00 - 08.02.2022 19:30","N/A","727"
"08.02.2022 19:30 - 08.02.2022 20:00","N/A","705"
"08.02.2022 20:00 - 08.02.2022 20:30","N/A","680"
"08.02.2022 20:30 - 08.02.2022 21:00","N/A","654"
"08.02.2022 21:00 - 08.02.2022 21:30","N/A","621"
"08.02.2022 21:30 - 08.02.2022 22:00","N/A","582"
"08.02.2022 22:00 - 08.02.2022 22:30","N/A","544"
"08.02.2022 22:30 - 08.02.2022 23:00","N/A","514"
"08.02.2022 23:00 - 08.02.2022 23:30","N/A","474"
"08.02.2022 23:30 - 09.02.2022 00:00","N/A","439"
"09.02.2022 00:00 - 09.02.2022 00:30","N/A","411"
"09.02.2022 00:30 - 09.02.2022 01:00","N/A","392"
"09.02.2022 01:00 - 09.02.2022 01:30","N/A","380"
"09.02.2022 01:30 - 09.02.2022 02:00","N/A","375"
"09.02.2022 02:00 - 09.02.2022 02:30","N/A","372"
"09.02.2022 02:30 - 09.02.2022 03:00","N/A","370"
"09.02.2022 03:00 - 09.02.2022 03:30","N/A","375"
"09.02.2022 03:30 - 09.02.2022 04:00","N/A","382"
"09.02.2022 04:00 - 09.02.2022 04:30","N/A","402"
"09.02.2022 04:30 - 09.02.2022 05:00","N/A","429"
"09.02.2022 05:00 - 09.02.2022 05:30","N/A","483"
"09.02.2022 05:30 - 09.02.2022 06:00","N/A","527"
"09.02.2022 06:00 - 09.02.2022 06:30","N/A","561"
