"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Spain (ES)","Generation - Solar  [MW] Intraday / Spain (ES)","Generation - Solar  [MW] Current / Spain (ES)","Generation - Wind Offshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Offshore  [MW] Intraday / Spain (ES)","Generation - Wind Offshore  [MW] Current / Spain (ES)","Generation - Wind Onshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Onshore  [MW] Intraday / Spain (ES)","Generation - Wind Onshore  [MW] Current / Spain (ES)"
"16.06.2022 12:00 - 16.06.2022 12:15","10303","10725","10575","n/e","n/e","n/e","1908","2244","2354"
"16.06.2022 12:15 - 16.06.2022 12:30","10443","10883","10727","n/e","n/e","n/e","2022","2332","2395"
"16.06.2022 12:30 - 16.06.2022 12:45","10563","10990","10840","n/e","n/e","n/e","2145","2430","2448"
"16.06.2022 12:45 - 16.06.2022 13:00","10660","11054","10921","n/e","n/e","n/e","2274","2534","2512"
"16.06.2022 13:00 - 16.06.2022 13:15","10792","11121","10639","n/e","n/e","n/e","2431","2662","2146"
"16.06.2022 13:15 - 16.06.2022 13:30","10836","11135","10703","n/e","n/e","n/e","2553","2758","2235"
"16.06.2022 13:30 - 16.06.2022 13:45","10849","11140","10746","n/e","n/e","n/e","2666","2844","2345"
"16.06.2022 13:45 - 16.06.2022 14:00","10832","11131","10767","n/e","n/e","n/e","2771","2918","2474"
"16.06.2022 14:00 - 16.06.2022 14:15","10838","11156","10282","n/e","n/e","n/e","2875","2996","2341"
"16.06.2022 14:15 - 16.06.2022 14:30","10768","11103","10269","n/e","n/e","n/e","2980","3060","2452"
"16.06.2022 14:30 - 16.06.2022 14:45","10674","11021","10230","n/e","n/e","n/e","3093","3123","2579"
"16.06.2022 14:45 - 16.06.2022 15:00","10560","10913","10166","n/e","n/e","n/e","3212","3186","2723"
"16.06.2022 15:00 - 16.06.2022 15:15","10461","10817","9812","n/e","n/e","n/e","3339","3246","2759"
"16.06.2022 15:15 - 16.06.2022 15:30","10312","10670","9725","n/e","n/e","n/e","3469","3317","2926"
"16.06.2022 15:30 - 16.06.2022 15:45","10148","10511","9621","n/e","n/e","n/e","3602","3396","3101"
"16.06.2022 15:45 - 16.06.2022 16:00","9968","10339","9500","n/e","n/e","n/e","3735","3479","3275"
"16.06.2022 16:00 - 16.06.2022 16:15","9818","10192","9312","n/e","n/e","n/e","3892","3566","3472"
"16.06.2022 16:15 - 16.06.2022 16:30","9602","9993","9182","n/e","n/e","n/e","4012","3658","3598"
"16.06.2022 16:30 - 16.06.2022 16:45","9367","9780","9027","n/e","n/e","n/e","4121","3752","3707"
"16.06.2022 16:45 - 16.06.2022 17:00","9112","9547","8844","n/e","n/e","n/e","4221","3849","3798"
"16.06.2022 17:00 - 16.06.2022 17:15","8898","9374","8720","n/e","n/e","n/e","4324","3950","3716"
"16.06.2022 17:15 - 16.06.2022 17:30","8603","9085","8441","n/e","n/e","n/e","4416","4050","3754"
"16.06.2022 17:30 - 16.06.2022 17:45","8288","8760","8130","n/e","n/e","n/e","4508","4151","3775"
"16.06.2022 17:45 - 16.06.2022 18:00","7943","8395","7791","n/e","n/e","n/e","4594","4252","3788"
"16.06.2022 18:00 - 16.06.2022 18:15","7715","8131","7469","n/e","n/e","n/e","4715","4360","3847"
"16.06.2022 18:15 - 16.06.2022 18:30","7264","7668","7094","n/e","n/e","n/e","4765","4461","3851"
"16.06.2022 18:30 - 16.06.2022 18:45","6750","7153","6669","n/e","n/e","n/e","4787","4560","3856"
"16.06.2022 18:45 - 16.06.2022 19:00","6174","6583","6182","n/e","n/e","n/e","4785","4656","3865"
"16.06.2022 19:00 - 16.06.2022 19:15","5770","6213","5971","n/e","n/e","n/e","4783","4763","4110"
"16.06.2022 19:15 - 16.06.2022 19:30","5062","5485","5265","n/e","n/e","n/e","4751","4849","4120"
"16.06.2022 19:30 - 16.06.2022 19:45","4315","4694","4513","n/e","n/e","n/e","4713","4929","4146"
"16.06.2022 19:45 - 16.06.2022 20:00","3562","3881","3753","n/e","n/e","n/e","4675","5007","4190"
"16.06.2022 20:00 - 16.06.2022 20:15","2935","3197","2970","n/e","n/e","n/e","4618","5074","4366"
"16.06.2022 20:15 - 16.06.2022 20:30","2268","2468","2369","n/e","n/e","n/e","4597","5160","4441"
"16.06.2022 20:30 - 16.06.2022 20:45","1710","1862","1833","n/e","n/e","n/e","4591","5257","4520"
"16.06.2022 20:45 - 16.06.2022 21:00","1259","1377","1371","n/e","n/e","n/e","4601","5364","4611"
"16.06.2022 21:00 - 16.06.2022 21:15","918","1014","918","n/e","n/e","n/e","4604","5477","4405"
"16.06.2022 21:15 - 16.06.2022 21:30","649","729","677","n/e","n/e","n/e","4637","5596","4541"
"16.06.2022 21:30 - 16.06.2022 21:45","460","529","508","n/e","n/e","n/e","4680","5716","4691"
"16.06.2022 21:45 - 16.06.2022 22:00","336","396","396","n/e","n/e","n/e","4725","5827","4842"
"16.06.2022 22:00 - 16.06.2022 22:15","234","287","274","n/e","n/e","n/e","4792","5991","5717"
"16.06.2022 22:15 - 16.06.2022 22:30","214","260","249","n/e","n/e","n/e","4822","6044","5742"
"16.06.2022 22:30 - 16.06.2022 22:45","203","244","230","n/e","n/e","n/e","4836","6053","5753"
"16.06.2022 22:45 - 16.06.2022 23:00","196","235","213","n/e","n/e","n/e","4834","6026","5753"
"16.06.2022 23:00 - 16.06.2022 23:15","193","229","213","n/e","n/e","n/e","4835","5986","6803"
"16.06.2022 23:15 - 16.06.2022 23:30","189","227","200","n/e","n/e","n/e","4812","5931","6747"
"16.06.2022 23:30 - 16.06.2022 23:45","183","225","188","n/e","n/e","n/e","4783","5881","6702"
"16.06.2022 23:45 - 17.06.2022 00:00","177","223","178","n/e","n/e","n/e","4755","5836","6664"
"17.06.2022 00:00 - 17.06.2022 00:15","132","174","174","n/e","n/e","n/e","5533","6636","6636"
"17.06.2022 00:15 - 17.06.2022 00:30","123","151","151","n/e","n/e","n/e","5565","6602","6602"
"17.06.2022 00:30 - 17.06.2022 00:45","118","130","130","n/e","n/e","n/e","5607","6564","6564"
"17.06.2022 00:45 - 17.06.2022 01:00","115","112","112","n/e","n/e","n/e","5647","6510","6510"
"17.06.2022 01:00 - 17.06.2022 01:15","117","87","87","n/e","n/e","n/e","5739","7346","7346"
"17.06.2022 01:15 - 17.06.2022 01:30","113","76","76","n/e","n/e","n/e","5728","7233","7233"
"17.06.2022 01:30 - 17.06.2022 01:45","107","69","69","n/e","n/e","n/e","5675","7118","7118"
"17.06.2022 01:45 - 17.06.2022 02:00","99","64","64","n/e","n/e","n/e","5587","7000","7000"
"17.06.2022 02:00 - 17.06.2022 02:15","91","88","88","n/e","n/e","n/e","5485","7254","7254"
"17.06.2022 02:15 - 17.06.2022 02:30","81","80","80","n/e","n/e","n/e","5374","7127","7127"
"17.06.2022 02:30 - 17.06.2022 02:45","73","70","70","n/e","n/e","n/e","5269","6995","6995"
"17.06.2022 02:45 - 17.06.2022 03:00","66","59","59","n/e","n/e","n/e","5172","6858","6858"
"17.06.2022 03:00 - 17.06.2022 03:15","59","28","28","n/e","n/e","n/e","5077","7656","7656"
"17.06.2022 03:15 - 17.06.2022 03:30","53","25","25","n/e","n/e","n/e","4989","7497","7497"
"17.06.2022 03:30 - 17.06.2022 03:45","48","23","23","n/e","n/e","n/e","4904","7344","7344"
"17.06.2022 03:45 - 17.06.2022 04:00","44","22","22","n/e","n/e","n/e","4820","7191","7191"
"17.06.2022 04:00 - 17.06.2022 04:15","40","21","21","n/e","n/e","n/e","4738","7123","7123"
"17.06.2022 04:15 - 17.06.2022 04:30","36","19","19","n/e","n/e","n/e","4658","6936","6936"
"17.06.2022 04:30 - 17.06.2022 04:45","31","18","18","n/e","n/e","n/e","4578","6753","6753"
"17.06.2022 04:45 - 17.06.2022 05:00","26","17","17","n/e","n/e","n/e","4500","6568","6568"
"17.06.2022 05:00 - 17.06.2022 05:15","23","16","16","n/e","n/e","n/e","4425","5697","5697"
"17.06.2022 05:15 - 17.06.2022 05:30","18","14","14","n/e","n/e","n/e","4347","5568","5568"
"17.06.2022 05:30 - 17.06.2022 05:45","12","13","13","n/e","n/e","n/e","4270","5447","5447"
"17.06.2022 05:45 - 17.06.2022 06:00","7","13","13","n/e","n/e","n/e","4192","5326","5326"
"17.06.2022 06:00 - 17.06.2022 06:15","6","28","28","n/e","n/e","n/e","4119","4889","4889"
"17.06.2022 06:15 - 17.06.2022 06:30","17","30","30","n/e","n/e","n/e","4040","4761","4761"
"17.06.2022 06:30 - 17.06.2022 06:45","40","51","51","n/e","n/e","n/e","3960","4632","4632"
"17.06.2022 06:45 - 17.06.2022 07:00","91","103","103","n/e","n/e","n/e","3876","4501","4501"
"17.06.2022 07:00 - 17.06.2022 07:15","301","296","296","n/e","n/e","n/e","3809","4481","4481"
"17.06.2022 07:15 - 17.06.2022 07:30","550","578","578","n/e","n/e","n/e","3708","4374","4374"
"17.06.2022 07:30 - 17.06.2022 07:45","912","944","944","n/e","n/e","n/e","3595","4260","4260"
"17.06.2022 07:45 - 17.06.2022 08:00","1368","1385","1385","n/e","n/e","n/e","3472","4133","4133"
"17.06.2022 08:00 - 17.06.2022 08:15","2409","2279","2279","n/e","n/e","n/e","3358","3950","3950"
"17.06.2022 08:15 - 17.06.2022 08:30","3124","3010","3010","n/e","n/e","n/e","3222","3811","3811"
"17.06.2022 08:30 - 17.06.2022 08:45","3855","3784","3784","n/e","n/e","n/e","3083","3665","3665"
"17.06.2022 08:45 - 17.06.2022 09:00","4579","4564","4564","n/e","n/e","n/e","2947","3512","3512"
"17.06.2022 09:00 - 17.06.2022 09:15","5657","5812","5753","n/e","n/e","n/e","2794","3366","3249"
"17.06.2022 09:15 - 17.06.2022 09:30","6348","6562","6435","n/e","n/e","n/e","2684","3207","3094"
"17.06.2022 09:30 - 17.06.2022 09:45","6970","7207","7050","n/e","n/e","n/e","2595","3051","2949"
"17.06.2022 09:45 - 17.06.2022 10:00","7523","7758","7603","n/e","n/e","n/e","2531","2909","2827"
"17.06.2022 10:00 - 17.06.2022 10:15","8229","8412","8323","n/e","n/e","n/e","2431","2713","2567"
"17.06.2022 10:15 - 17.06.2022 10:30","8689","8849","8776","n/e","n/e","n/e","2433","2647","2552"
"17.06.2022 10:30 - 17.06.2022 10:45","9100","9250","9182","n/e","n/e","n/e","2473","2633","2574"
"17.06.2022 10:45 - 17.06.2022 11:00","9462","9615","9539","n/e","n/e","n/e","2542","2665","2626"
"17.06.2022 11:00 - 17.06.2022 11:15","9906","10062","10103","n/e","n/e","n/e","2620","2695","2915"
"17.06.2022 11:15 - 17.06.2022 11:30","10170","10336","10335","n/e","n/e","n/e","2719","2783","2977"
"17.06.2022 11:30 - 17.06.2022 11:45","10381","10553","10523","n/e","n/e","n/e","2821","2883","3058"
"17.06.2022 11:45 - 17.06.2022 12:00","10549","10722","10676","n/e","n/e","n/e","2923","2993","3154"
"17.06.2022 12:00 - 17.06.2022 12:15","10728","10910","10669","n/e","n/e","n/e","3031","3114","3437"
"17.06.2022 12:15 - 17.06.2022 12:30","10844","11010","10792","n/e","n/e","n/e","3137","3232","3525"
"17.06.2022 12:30 - 17.06.2022 12:45","10948","11088","10894","n/e","n/e","n/e","3244","3350","3620"
"17.06.2022 12:45 - 17.06.2022 13:00","11038","11147","10978","n/e","n/e","n/e","3350","3465","3717"
"17.06.2022 13:00 - 17.06.2022 13:15","11162","11217","10921","n/e","n/e","n/e","3472","3599","3777"
"17.06.2022 13:15 - 17.06.2022 13:30","11205","11248","10944","n/e","n/e","n/e","3570","3701","3864"
"17.06.2022 13:30 - 17.06.2022 13:45","11219","11269","10950","n/e","n/e","n/e","3660","3792","3946"
"17.06.2022 13:45 - 17.06.2022 14:00","11206","11277","10940","n/e","n/e","n/e","3746","3874","4022"
"17.06.2022 14:00 - 17.06.2022 14:15","11207","11307","10945","n/e","n/e","n/e","3828","3964","3922"
"17.06.2022 14:15 - 17.06.2022 14:30","11149","11284","10905","n/e","n/e","n/e","3914","4029","3997"
"17.06.2022 14:30 - 17.06.2022 14:45","11075","11242","10847","n/e","n/e","n/e","4006","4088","4069"
"17.06.2022 14:45 - 17.06.2022 15:00","10986","11182","10776","n/e","n/e","n/e","4102","4144","4139"
"17.06.2022 15:00 - 17.06.2022 15:15","10912","11140","10661","n/e","n/e","n/e","4206","4193","3959"
"17.06.2022 15:15 - 17.06.2022 15:30","10793","11043","10602","n/e","n/e","n/e","4306","4252","4012"
"17.06.2022 15:30 - 17.06.2022 15:45","10660","10930","10533","n/e","n/e","n/e","4406","4316","4065"
"17.06.2022 15:45 - 17.06.2022 16:00","10511","10798","10448","n/e","n/e","n/e","4502","4385","4121"
"17.06.2022 16:00 - 17.06.2022 16:15","10389","10695","10226","n/e","n/e","n/e","4618","4457","4119"
"17.06.2022 16:15 - 17.06.2022 16:30","10203","10524","10102","n/e","n/e","n/e","4691","4528","4183"
"17.06.2022 16:30 - 17.06.2022 16:45","9995","10331","9962","n/e","n/e","n/e","4749","4598","4256"
"17.06.2022 16:45 - 17.06.2022 17:00","9769","10119","9800","n/e","n/e","n/e","4796","4670","4334"
"17.06.2022 17:00 - 17.06.2022 17:15","9573","9944","9430","n/e","n/e","n/e","4830","4734","4405"
"17.06.2022 17:15 - 17.06.2022 17:30","9313","9689","9217","n/e","n/e","n/e","4878","4816","4471"
"17.06.2022 17:30 - 17.06.2022 17:45","9036","9412","8973","n/e","n/e","n/e","4935","4906","4539"
"17.06.2022 17:45 - 17.06.2022 18:00","8728","9097","8690","n/e","n/e","n/e","5003","5001","4609"
"17.06.2022 18:00 - 17.06.2022 18:15","8555","8926","7905","n/e","n/e","n/e","5069","5111","4738"
"17.06.2022 18:15 - 17.06.2022 18:30","8119","8472","7521","n/e","n/e","n/e","5154","5201","4784"
"17.06.2022 18:30 - 17.06.2022 18:45","7598","7929","7076","n/e","n/e","n/e","5246","5283","4828"
"17.06.2022 18:45 - 17.06.2022 19:00","6994","7299","6557","n/e","n/e","n/e","5335","5355","4877"
"17.06.2022 19:00 - 17.06.2022 19:15","6595","6882","6171","n/e","n/e","n/e","5461","5434","5186"
"17.06.2022 19:15 - 17.06.2022 19:30","5802","6053","5401","n/e","n/e","n/e","5514","5492","5230"
"17.06.2022 19:30 - 17.06.2022 19:45","4945","5157","4590","n/e","n/e","n/e","5538","5543","5272"
"17.06.2022 19:45 - 17.06.2022 20:00","4070","4241","3778","n/e","n/e","n/e","5540","5591","5312"
"17.06.2022 20:00 - 17.06.2022 20:15","3327","3458","3145","n/e","n/e","n/e","5519","5639","5544"
"17.06.2022 20:15 - 17.06.2022 20:30","2553","2647","2449","n/e","n/e","n/e","5518","5681","5536"
"17.06.2022 20:30 - 17.06.2022 20:45","1916","1980","1848","n/e","n/e","n/e","5532","5723","5517"
"17.06.2022 20:45 - 17.06.2022 21:00","1413","1452","1345","n/e","n/e","n/e","5561","5765","5497"
"17.06.2022 21:00 - 17.06.2022 21:15","1039","1054","981","n/e","n/e","n/e","5585","5809","5527"
"17.06.2022 21:15 - 17.06.2022 21:30","748","753","692","n/e","n/e","n/e","5639","5850","5541"
"17.06.2022 21:30 - 17.06.2022 21:45","544","544","493","n/e","n/e","n/e","5701","5889","5541"
"17.06.2022 21:45 - 17.06.2022 22:00","406","409","365","n/e","n/e","n/e","5765","5925","5532"
"17.06.2022 22:00 - 17.06.2022 22:15","302","303","276","n/e","n/e","n/e","5854","5973","5060"
"17.06.2022 22:15 - 17.06.2022 22:30","262","279","239","n/e","n/e","n/e","5897","5994","5069"
"17.06.2022 22:30 - 17.06.2022 22:45","232","265","225","n/e","n/e","n/e","5920","6004","5078"
"17.06.2022 22:45 - 17.06.2022 23:00","209","257","220","n/e","n/e","n/e","5929","6006","5089"
"17.06.2022 23:00 - 17.06.2022 23:15","177","248","211","n/e","n/e","n/e","5922","6002","5157"
"17.06.2022 23:15 - 17.06.2022 23:30","174","246","210","n/e","n/e","n/e","5929","6000","5166"
"17.06.2022 23:30 - 17.06.2022 23:45","183","245","209","n/e","n/e","n/e","5946","6000","5169"
"17.06.2022 23:45 - 18.06.2022 00:00","198","245","209","n/e","n/e","n/e","5973","6005","5172"
"18.06.2022 00:00 - 18.06.2022 00:15","208","197","197","n/e","n/e","n/e","5981","4474","4474"
"18.06.2022 00:15 - 18.06.2022 00:30","204","194","194","n/e","n/e","n/e","6007","4518","4518"
"18.06.2022 00:30 - 18.06.2022 00:45","201","193","193","n/e","n/e","n/e","6043","4566","4566"
"18.06.2022 00:45 - 18.06.2022 01:00","198","191","191","n/e","n/e","n/e","6076","4617","4617"
"18.06.2022 01:00 - 18.06.2022 01:15","198","142","142","n/e","n/e","n/e","6153","4521","4521"
"18.06.2022 01:15 - 18.06.2022 01:30","192","144","144","n/e","n/e","n/e","6141","4576","4576"
"18.06.2022 01:30 - 18.06.2022 01:45","184","149","149","n/e","n/e","n/e","6091","4624","4624"
"18.06.2022 01:45 - 18.06.2022 02:00","173","154","154","n/e","n/e","n/e","6019","4666","4666"
"18.06.2022 02:00 - 18.06.2022 02:15","163","183","183","n/e","n/e","n/e","5904","5013","5013"
"18.06.2022 02:15 - 18.06.2022 02:30","150","177","177","n/e","n/e","n/e","5846","5034","5034"
"18.06.2022 02:30 - 18.06.2022 02:45","136","167","167","n/e","n/e","n/e","5819","5048","5048"
"18.06.2022 02:45 - 18.06.2022 03:00","123","154","154","n/e","n/e","n/e","5817","5060","5060"
"18.06.2022 03:00 - 18.06.2022 03:15","107","16","16","n/e","n/e","n/e","5833","5353","5353"
"18.06.2022 03:15 - 18.06.2022 03:30","101","19","19","n/e","n/e","n/e","5843","5360","5360"
"18.06.2022 03:30 - 18.06.2022 03:45","99","24","24","n/e","n/e","n/e","5842","5375","5375"
"18.06.2022 03:45 - 18.06.2022 04:00","100","31","31","n/e","n/e","n/e","5830","5394","5394"
"18.06.2022 04:00 - 18.06.2022 04:15","106","30","30","n/e","n/e","n/e","5821","5790","5790"
"18.06.2022 04:15 - 18.06.2022 04:30","106","34","34","n/e","n/e","n/e","5796","5788","5788"
"18.06.2022 04:30 - 18.06.2022 04:45","103","35","35","n/e","n/e","n/e","5766","5784","5784"
"18.06.2022 04:45 - 18.06.2022 05:00","97","35","35","n/e","n/e","n/e","5733","5775","5775"
"18.06.2022 05:00 - 18.06.2022 05:15","95","10","10","n/e","n/e","n/e","5706","5680","5680"
"18.06.2022 05:15 - 18.06.2022 05:30","82","10","10","n/e","n/e","n/e","5660","5667","5667"
"18.06.2022 05:30 - 18.06.2022 05:45","68","9","9","n/e","n/e","n/e","5608","5644","5644"
"18.06.2022 05:45 - 18.06.2022 06:00","53","8","8","n/e","n/e","n/e","5552","5612","5612"
"18.06.2022 06:00 - 18.06.2022 06:15","42","10","10","n/e","n/e","n/e","5492","4997","4997"
"18.06.2022 06:15 - 18.06.2022 06:30","42","17","17","n/e","n/e","n/e","5434","4996","4996"
"18.06.2022 06:30 - 18.06.2022 06:45","58","42","42","n/e","n/e","n/e","5378","4984","4984"
"18.06.2022 06:45 - 18.06.2022 07:00","102","96","96","n/e","n/e","n/e","5322","4956","4956"
"18.06.2022 07:00 - 18.06.2022 07:15","317","314","314","n/e","n/e","n/e","5275","4750","4750"
"18.06.2022 07:15 - 18.06.2022 07:30","565","608","608","n/e","n/e","n/e","5212","4732","4732"
"18.06.2022 07:30 - 18.06.2022 07:45","932","992","992","n/e","n/e","n/e","5141","4695","4695"
"18.06.2022 07:45 - 18.06.2022 08:00","1397","1455","1455","n/e","n/e","n/e","5067","4640","4640"
"18.06.2022 08:00 - 18.06.2022 08:15","2459","2391","2391","n/e","n/e","n/e","4987","4588","4588"
"18.06.2022 08:15 - 18.06.2022 08:30","3189","3135","3135","n/e","n/e","n/e","4914","4528","4528"
"18.06.2022 08:30 - 18.06.2022 08:45","3939","3916","3916","n/e","n/e","n/e","4847","4463","4463"
"18.06.2022 08:45 - 18.06.2022 09:00","4681","4699","4699","n/e","n/e","n/e","4785","4400","4400"
"18.06.2022 09:00 - 18.06.2022 09:15","5899","5987","6014","n/e","n/e","n/e","4711","4308","4258"
"18.06.2022 09:15 - 18.06.2022 09:30","6643","6751","6743","n/e","n/e","n/e","4663","4267","4233"
"18.06.2022 09:30 - 18.06.2022 09:45","7305","7410","7400","n/e","n/e","n/e","4625","4248","4234"
"18.06.2022 09:45 - 18.06.2022 10:00","7886","7976","7987","n/e","n/e","n/e","4613","4263","4273"
"18.06.2022 10:00 - 18.06.2022 10:15","8645","8655","8740","n/e","n/e","n/e","4516","4209","3990"
"18.06.2022 10:15 - 18.06.2022 10:30","9106","9114","9206","n/e","n/e","n/e","4612","4325","4141"
"18.06.2022 10:30 - 18.06.2022 10:45","9501","9541","9614","n/e","n/e","n/e","4786","4506","4325"
"18.06.2022 10:45 - 18.06.2022 11:00","9838","9931","9971","n/e","n/e","n/e","5028","4747","4545"
"18.06.2022 11:00 - 18.06.2022 11:15","10227","10420","9965","n/e","n/e","n/e","5287","5001","4613"
"18.06.2022 11:15 - 18.06.2022 11:30","10478","10709","10255","n/e","n/e","n/e","5618","5326","4879"
"18.06.2022 11:30 - 18.06.2022 11:45","10694","10931","10513","n/e","n/e","n/e","5975","5680","5184"
"18.06.2022 11:45 - 18.06.2022 12:00","10881","11102","10738","n/e","n/e","n/e","6351","6054","5525"
"18.06.2022 12:00 - 18.06.2022 12:15","11091","11265","11119","n/e","n/e","n/e","6780","6488","6450"
"18.06.2022 12:15 - 18.06.2022 12:30","11231","11389","11283","n/e","n/e","n/e","7179","6879","6747"
"18.06.2022 12:30 - 18.06.2022 12:45","11352","11512","11432","n/e","n/e","n/e","7580","7265","7048"
"18.06.2022 12:45 - 18.06.2022 13:00","11453","11629","11563","n/e","n/e","n/e","7969","7641","7354"
"18.06.2022 13:00 - 18.06.2022 13:15","11583","11786","11561","n/e","n/e","n/e","8450","8080","8010"
"18.06.2022 13:15 - 18.06.2022 13:30","11637","11863","11604","n/e","n/e","n/e","8780","8424","8302"
"18.06.2022 13:30 - 18.06.2022 13:45","11664","11908","11623","n/e","n/e","n/e","9059","8746","8578"
"18.06.2022 13:45 - 18.06.2022 14:00","11668","11925","11622","n/e","n/e","n/e","9295","9041","8837"
"18.06.2022 14:00 - 18.06.2022 14:15","11682","11943","11854","n/e","n/e","n/e","9549","9382","9086"
"18.06.2022 14:15 - 18.06.2022 14:30","11651","11930","11839","n/e","n/e","n/e","9729","9625","9320"
"18.06.2022 14:30 - 18.06.2022 14:45","11609","11911","11806","n/e","n/e","n/e","9895","9840","9541"
"18.06.2022 14:45 - 18.06.2022 15:00","11557","11885","11759","n/e","n/e","n/e","10047","10030","9750"
"18.06.2022 15:00 - 18.06.2022 15:15","11510","11883","12063","n/e","n/e","n/e","10218","10236","10011"
"18.06.2022 15:15 - 18.06.2022 15:30","11446","11829","11960","n/e","n/e","n/e","10341","10390","10229"
"18.06.2022 15:30 - 18.06.2022 15:45","11377","11755","11832","n/e","n/e","n/e","10447","10529","10425"
"18.06.2022 15:45 - 18.06.2022 16:00","11298","11659","11684","n/e","n/e","n/e","10539","10654","10593"
"18.06.2022 16:00 - 18.06.2022 16:15","11254","11591","11454","n/e","n/e","n/e","10638","10803","10997"
"18.06.2022 16:15 - 18.06.2022 16:30","11134","11448","11268","n/e","n/e","n/e","10710","10892","11100"
"18.06.2022 16:30 - 18.06.2022 16:45","10984","11280","11075","n/e","n/e","n/e","10774","10961","11184"
"18.06.2022 16:45 - 18.06.2022 17:00","10811","11089","10880","n/e","n/e","n/e","10830","11012","11254"
"18.06.2022 17:00 - 18.06.2022 17:15","10653","10931","10871","n/e","n/e","n/e","10904","11065","11223"
"18.06.2022 17:15 - 18.06.2022 17:30","10451","10698","10625","n/e","n/e","n/e","10933","11097","11325"
