"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Ireland (IE)","Generation - Solar  [MW] Intraday / Ireland (IE)","Generation - Solar  [MW] Current / Ireland (IE)","Generation - Wind Offshore  [MW] Day Ahead/ Ireland (IE)","Generation - Wind Offshore  [MW] Intraday / Ireland (IE)","Generation - Wind Offshore  [MW] Current / Ireland (IE)","Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE)","Generation - Wind Onshore  [MW] Intraday / Ireland (IE)","Generation - Wind Onshore  [MW] Current / Ireland (IE)"
"09.01.2022 16:00 - 09.01.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.01.2022 17:00 - 09.01.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.01.2022 18:00 - 09.01.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.01.2022 19:00 - 09.01.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.01.2022 20:00 - 09.01.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.01.2022 21:00 - 09.01.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.01.2022 22:00 - 09.01.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.01.2022 23:00 - 10.01.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"10.01.2022 00:00 - 10.01.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"10.01.2022 01:00 - 10.01.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","1083","n/e","n/e"
"10.01.2022 02:00 - 10.01.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","1196","n/e","n/e"
"10.01.2022 03:00 - 10.01.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","1184","n/e","n/e"
"10.01.2022 04:00 - 10.01.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","1110","n/e","n/e"
"10.01.2022 05:00 - 10.01.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","1090","n/e","n/e"
"10.01.2022 06:00 - 10.01.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","1099","n/e","n/e"
"10.01.2022 07:00 - 10.01.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","1122","n/e","n/e"
"10.01.2022 08:00 - 10.01.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","1168","n/e","n/e"
"10.01.2022 09:00 - 10.01.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","1178","n/e","n/e"
"10.01.2022 10:00 - 10.01.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","1154","n/e","n/e"
"10.01.2022 11:00 - 10.01.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","1176","n/e","n/e"
"10.01.2022 12:00 - 10.01.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","1237","n/e","n/e"
"10.01.2022 13:00 - 10.01.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","1289","n/e","n/e"
"10.01.2022 14:00 - 10.01.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","1315","n/e","n/e"
"10.01.2022 15:00 - 10.01.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","1308","n/e","n/e"
"10.01.2022 16:00 - 10.01.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","1276","n/e","n/e"
"10.01.2022 17:00 - 10.01.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","1218","n/e","n/e"
"10.01.2022 18:00 - 10.01.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","1118","n/e","n/e"
"10.01.2022 19:00 - 10.01.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","991","n/e","n/e"
"10.01.2022 20:00 - 10.01.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","894","n/e","n/e"
"10.01.2022 21:00 - 10.01.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","843","n/e","n/e"
"10.01.2022 22:00 - 10.01.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","814","n/e","n/e"
"10.01.2022 23:00 - 11.01.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","796","n/e","n/e"
"11.01.2022 00:00 - 11.01.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","780","n/e","n/e"
"11.01.2022 01:00 - 11.01.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 02:00 - 11.01.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 03:00 - 11.01.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 04:00 - 11.01.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 05:00 - 11.01.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 06:00 - 11.01.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 07:00 - 11.01.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 08:00 - 11.01.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 09:00 - 11.01.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 10:00 - 11.01.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 11:00 - 11.01.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 12:00 - 11.01.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 13:00 - 11.01.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 14:00 - 11.01.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 15:00 - 11.01.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 16:00 - 11.01.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 17:00 - 11.01.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 18:00 - 11.01.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 19:00 - 11.01.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 20:00 - 11.01.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 21:00 - 11.01.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 22:00 - 11.01.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"11.01.2022 23:00 - 12.01.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"12.01.2022 00:00 - 12.01.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"12.01.2022 01:00 - 12.01.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","586","n/e","n/e"
"12.01.2022 02:00 - 12.01.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","606","n/e","n/e"
"12.01.2022 03:00 - 12.01.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","625","n/e","n/e"
"12.01.2022 04:00 - 12.01.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","640","n/e","n/e"
"12.01.2022 05:00 - 12.01.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","625","n/e","n/e"
"12.01.2022 06:00 - 12.01.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","585","n/e","n/e"
"12.01.2022 07:00 - 12.01.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","542","n/e","n/e"
"12.01.2022 08:00 - 12.01.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","505","n/e","n/e"
"12.01.2022 09:00 - 12.01.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","496","n/e","n/e"
"12.01.2022 10:00 - 12.01.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","514","n/e","n/e"
"12.01.2022 11:00 - 12.01.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","532","n/e","n/e"
"12.01.2022 12:00 - 12.01.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","548","n/e","n/e"
"12.01.2022 13:00 - 12.01.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","568","n/e","n/e"
"12.01.2022 14:00 - 12.01.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","583","n/e","n/e"
"12.01.2022 15:00 - 12.01.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","582","n/e","n/e"
"12.01.2022 16:00 - 12.01.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","559","n/e","n/e"
"12.01.2022 17:00 - 12.01.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","538","n/e","n/e"
"12.01.2022 18:00 - 12.01.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","540","n/e","n/e"
"12.01.2022 19:00 - 12.01.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","545","n/e","n/e"
"12.01.2022 20:00 - 12.01.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","555","n/e","n/e"
"12.01.2022 21:00 - 12.01.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","578","n/e","n/e"
"12.01.2022 22:00 - 12.01.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","614","n/e","n/e"
"12.01.2022 23:00 - 13.01.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","650","n/e","n/e"
"13.01.2022 00:00 - 13.01.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","681","n/e","n/e"
"13.01.2022 01:00 - 13.01.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","571","n/e","n/e"
"13.01.2022 02:00 - 13.01.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","584","n/e","n/e"
"13.01.2022 03:00 - 13.01.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","642","n/e","n/e"
"13.01.2022 04:00 - 13.01.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","710","n/e","n/e"
"13.01.2022 05:00 - 13.01.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","757","n/e","n/e"
"13.01.2022 06:00 - 13.01.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","797","n/e","n/e"
"13.01.2022 07:00 - 13.01.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","787","n/e","n/e"
"13.01.2022 08:00 - 13.01.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","755","n/e","n/e"
"13.01.2022 09:00 - 13.01.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","752","n/e","n/e"
"13.01.2022 10:00 - 13.01.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","749","n/e","n/e"
"13.01.2022 11:00 - 13.01.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","715","n/e","n/e"
"13.01.2022 12:00 - 13.01.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","653","n/e","n/e"
"13.01.2022 13:00 - 13.01.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","584","n/e","n/e"
"13.01.2022 14:00 - 13.01.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","521","n/e","n/e"
"13.01.2022 15:00 - 13.01.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","467","n/e","n/e"
"13.01.2022 16:00 - 13.01.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","421","n/e","n/e"
"13.01.2022 17:00 - 13.01.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","412","n/e","n/e"
"13.01.2022 18:00 - 13.01.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","442","n/e","n/e"
"13.01.2022 19:00 - 13.01.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","482","n/e","n/e"
"13.01.2022 20:00 - 13.01.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","498","n/e","n/e"
"13.01.2022 21:00 - 13.01.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","491","n/e","n/e"
"13.01.2022 22:00 - 13.01.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","469","n/e","n/e"
"13.01.2022 23:00 - 14.01.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","420","n/e","n/e"
"14.01.2022 00:00 - 14.01.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","367","n/e","n/e"
"14.01.2022 01:00 - 14.01.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","263","n/e","n/e"
"14.01.2022 02:00 - 14.01.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","281","n/e","n/e"
"14.01.2022 03:00 - 14.01.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","320","n/e","n/e"
"14.01.2022 04:00 - 14.01.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","345","n/e","n/e"
"14.01.2022 05:00 - 14.01.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","341","n/e","n/e"
"14.01.2022 06:00 - 14.01.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","324","n/e","n/e"
"14.01.2022 07:00 - 14.01.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","340","n/e","n/e"
"14.01.2022 08:00 - 14.01.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","407","n/e","n/e"
"14.01.2022 09:00 - 14.01.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","496","n/e","n/e"
"14.01.2022 10:00 - 14.01.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","584","n/e","n/e"
"14.01.2022 11:00 - 14.01.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","657","n/e","n/e"
"14.01.2022 12:00 - 14.01.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","687","n/e","n/e"
"14.01.2022 13:00 - 14.01.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","703","n/e","n/e"
"14.01.2022 14:00 - 14.01.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","755","n/e","n/e"
"14.01.2022 15:00 - 14.01.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","793","n/e","n/e"
"14.01.2022 16:00 - 14.01.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","772","n/e","n/e"
"14.01.2022 17:00 - 14.01.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","721","n/e","n/e"
"14.01.2022 18:00 - 14.01.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","690","n/e","n/e"
"14.01.2022 19:00 - 14.01.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","700","n/e","n/e"
"14.01.2022 20:00 - 14.01.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","753","n/e","n/e"
"14.01.2022 21:00 - 14.01.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","802","n/e","n/e"
"14.01.2022 22:00 - 14.01.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","845","n/e","n/e"
"14.01.2022 23:00 - 15.01.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","887","n/e","n/e"
"15.01.2022 00:00 - 15.01.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","940","n/e","n/e"
"15.01.2022 01:00 - 15.01.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 02:00 - 15.01.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 03:00 - 15.01.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 04:00 - 15.01.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 05:00 - 15.01.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 06:00 - 15.01.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 07:00 - 15.01.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 08:00 - 15.01.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 09:00 - 15.01.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 10:00 - 15.01.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 11:00 - 15.01.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 12:00 - 15.01.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 13:00 - 15.01.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 14:00 - 15.01.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 15:00 - 15.01.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 16:00 - 15.01.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 17:00 - 15.01.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 18:00 - 15.01.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 19:00 - 15.01.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 20:00 - 15.01.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 21:00 - 15.01.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 22:00 - 15.01.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"15.01.2022 23:00 - 16.01.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 00:00 - 16.01.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 01:00 - 16.01.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 02:00 - 16.01.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 03:00 - 16.01.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 04:00 - 16.01.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 05:00 - 16.01.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 06:00 - 16.01.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 07:00 - 16.01.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 08:00 - 16.01.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 09:00 - 16.01.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 10:00 - 16.01.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 11:00 - 16.01.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 12:00 - 16.01.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 13:00 - 16.01.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 14:00 - 16.01.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 15:00 - 16.01.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 16:00 - 16.01.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 17:00 - 16.01.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 18:00 - 16.01.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 19:00 - 16.01.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 20:00 - 16.01.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 21:00 - 16.01.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 22:00 - 16.01.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"16.01.2022 23:00 - 17.01.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"17.01.2022 00:00 - 17.01.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"17.01.2022 01:00 - 17.01.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","285","n/e","n/e"
"17.01.2022 02:00 - 17.01.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","353","n/e","n/e"
"17.01.2022 03:00 - 17.01.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","435","n/e","n/e"
"17.01.2022 04:00 - 17.01.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","498","n/e","n/e"
"17.01.2022 05:00 - 17.01.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","541","n/e","n/e"
"17.01.2022 06:00 - 17.01.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","580","n/e","n/e"
"17.01.2022 07:00 - 17.01.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","680","n/e","n/e"
"17.01.2022 08:00 - 17.01.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","860","n/e","n/e"
"17.01.2022 09:00 - 17.01.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","1024","n/e","n/e"
"17.01.2022 10:00 - 17.01.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","1110","n/e","n/e"
"17.01.2022 11:00 - 17.01.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","1155","n/e","n/e"
"17.01.2022 12:00 - 17.01.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","1240","n/e","n/e"
"17.01.2022 13:00 - 17.01.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","1347","n/e","n/e"
"17.01.2022 14:00 - 17.01.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","1440","n/e","n/e"
"17.01.2022 15:00 - 17.01.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","1478","n/e","n/e"
"17.01.2022 16:00 - 17.01.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","1486","n/e","n/e"
"17.01.2022 17:00 - 17.01.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","1583","n/e","n/e"
"17.01.2022 18:00 - 17.01.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","1756","n/e","n/e"
"17.01.2022 19:00 - 17.01.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","1911","n/e","n/e"
"17.01.2022 20:00 - 17.01.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","2021","n/e","n/e"
"17.01.2022 21:00 - 17.01.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","2089","n/e","n/e"
"17.01.2022 22:00 - 17.01.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","2151","n/e","n/e"
"17.01.2022 23:00 - 18.01.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","2215","n/e","n/e"
"18.01.2022 00:00 - 18.01.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","2259","n/e","n/e"
"18.01.2022 01:00 - 18.01.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","1872","n/e","n/e"
"18.01.2022 02:00 - 18.01.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","1927","n/e","n/e"
"18.01.2022 03:00 - 18.01.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","1962","n/e","n/e"
"18.01.2022 04:00 - 18.01.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","2018","n/e","n/e"
"18.01.2022 05:00 - 18.01.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","2070","n/e","n/e"
"18.01.2022 06:00 - 18.01.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","2122","n/e","n/e"
"18.01.2022 07:00 - 18.01.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","2179","n/e","n/e"
"18.01.2022 08:00 - 18.01.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","2249","n/e","n/e"
"18.01.2022 09:00 - 18.01.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","2317","n/e","n/e"
"18.01.2022 10:00 - 18.01.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","2379","n/e","n/e"
"18.01.2022 11:00 - 18.01.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","2456","n/e","n/e"
"18.01.2022 12:00 - 18.01.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","2554","n/e","n/e"
"18.01.2022 13:00 - 18.01.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","2634","n/e","n/e"
"18.01.2022 14:00 - 18.01.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","2652","n/e","n/e"
"18.01.2022 15:00 - 18.01.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","2600","n/e","n/e"
"18.01.2022 16:00 - 18.01.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","2496","n/e","n/e"
"18.01.2022 17:00 - 18.01.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","2326","n/e","n/e"
"18.01.2022 18:00 - 18.01.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","2125","n/e","n/e"
"18.01.2022 19:00 - 18.01.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","1949","n/e","n/e"
"18.01.2022 20:00 - 18.01.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","1779","n/e","n/e"
"18.01.2022 21:00 - 18.01.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","1617","n/e","n/e"
"18.01.2022 22:00 - 18.01.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","1518","n/e","n/e"
"18.01.2022 23:00 - 19.01.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","1473","n/e","n/e"
"19.01.2022 00:00 - 19.01.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","1451","n/e","n/e"
